file,date,stem,lineage,metric,cell,n_arms,arm_star,margin_raw,margin_z,margin_rng,IS_star,OOS_star,OOS_mean,d_rand,OOS_ctl,d_ctl,star_is_ctl
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C,False,Sharpe,"universe.json(56)|CAND20|25|7|False|H1,H2,OOS,CAGR|True",4,D10%/k0.50/recover,0.06727330237918605,0.3874167960414415,0.17486369049913286,0.7248653840223989,0.8262125868530825,0.6754045786024475,0.150808008250635,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C,False,Sharpe,"universe.json(56)|EWall|25|3|False|H1,H2,OOS,CAGR|False",3,D12%/k0.50/recover,0.06686151396108408,0.805984944815124,0.40539013720829015,0.784383577357958,0.8834222379735327,0.7655650271987097,0.11785721077482303,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C,False,Sharpe,"universe.json(56)|V1|5|1|False|H1,H2,OOS,CAGR|False",8,D12%/k0.00/high,0.0,0.0,0.0,0.6692082162521141,0.4808412344370504,0.7015547135583101,-0.22071347912125971,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C,False,Sharpe,"universe.json(56)|V1|5|2|False|H1,H2,OOS,CAGR|False",4,D12%/k0.75/recover,0.009542849438722634,0.57742439900777,0.250015228032141,0.6692082162521141,0.8256351324559472,0.7579219650509191,0.06771316740502809,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C,False,Sharpe,"universe.json(56)|V1|5|3|False|H1,H2,OOS,CAGR|False",3,D10%/k0.75/recover,0.012711813215588563,0.0799489525368449,0.045152551512727866,0.6596653668133915,0.8312062879207632,0.6771179976880722,0.154088290232691,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C,False,Sharpe,"universe.json(56)|V1|5|5|False|H1,H2,OOS,CAGR|False",3,D8%/k0.75/high,0.15490144827265762,1.3446400969515995,0.6879752646472167,0.595701075103748,0.8260783189982268,0.7105904065947959,0.11548791240343093,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C,False,Sharpe,"universe.json(56)|V1|10|2|False|H1,H2,OOS,CAGR|False",8,D10%/k0.75/high,0.003953283402350016,0.2664750011415339,0.09170738538806367,0.5521745420471572,0.7134464740239843,0.6226564366548333,0.09079003736915103,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C,False,Sharpe,"universe.json(56)|V1|10|3|False|H1,H2,OOS,CAGR|False",3,D10%/k0.75/recover,0.011485260281106524,0.06667103773610783,0.0377862972511872,0.5521745420471572,0.7096430026701095,0.669704128490927,0.039938874179182515,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C,False,Sharpe,"universe.json(56)|V1|10|5|False|H1,H2,OOS,CAGR|False",3,D8%/k0.75/high,0.08509672507803617,1.2164399954204477,0.6134133476603268,0.4920415547953156,0.7047297301474943,0.5570609931838134,0.14766873696368088,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C,False,Sharpe,"universe.json(56)|V1|25|1|False|H1,H2,OOS,CAGR|False",7,D15%/k0.75/high,0.0,0.0,0.0,0.195516359837113,0.3615458206616361,0.3516359787556654,0.009909841905970718,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C,False,Sharpe,"universe.json(56)|V1|25|2|False|H1,H2,OOS,CAGR|False",4,D12%/k0.50/high,0.00505010919337609,0.360926716623039,0.16091902255014934,0.198456743039974,0.3366664350027485,0.2014876018899945,0.135178833112754,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C,False,Sharpe,"universe.json(56)|V1|25|3|False|H1,H2,OOS,CAGR|False",5,D12%/k0.75/high,0.0023865297922777973,0.054271636788870196,0.024633683914259304,0.2025266052490456,0.3327912671217945,0.2249018945902172,0.10788937253157732,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C,False,Sharpe,"universe.json(56)|V1|25|4|False|H1,H2,OOS,CAGR|False",4,D12%/k0.50/recover,0.03446228137197058,0.27924736971651565,0.12921690400923624,0.198456743039974,0.1893961488853915,0.18555938039866252,0.003836768486728981,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C,False,Sharpe,"universe.json(56)|V1|25|5|False|H1,H2,OOS,CAGR|False",5,D12%/k0.75/recover,0.0739399963837985,0.4510679268654415,0.17121863305117002,0.2025266052490456,0.2818267878344325,0.2567017038304994,0.025125084003933096,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C,False,Sharpe,"universe.json(56)|V1|25|9|False|H1,H2,OOS,CAGR|False",4,D8%/k0.75/recover,0.075878878810707,0.9968743365222172,0.4273549331083451,0.1635804688737966,0.3184626694982203,0.2735368811481923,0.04492578835002797,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C,False,Sharpe,"universe_broad.json|CAND20|5|4|False|H2,OOS,CAGR|False",3,D12%/k0.50/high,0.03374222107075464,1.590688862116329,0.862049625329821,0.9845305942522112,0.7682338516020922,0.6451614168691123,0.12307243473297991,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C,False,Sharpe,"universe_broad.json|CAND20|10|6|False|H2,OOS|True",4,D10%/k0.75/recover,0.008706815380426836,0.5358502647527004,0.23808185074513302,1.01153979578323,0.8667181011096419,0.8331637649760608,0.03355433613358105,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C,False,Sharpe,"universe_broad.json|CAND20|25|4|False|H1,H2,OOS,CAGR|True",3,D10%/k0.50/high,0.0,0.0,0.0,0.8096279238652117,0.5653581482291311,0.5191060901670281,0.046252058062102974,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C,False,Sharpe,"universe_broad.json|CAND20|25|6|False|H1,H2,OOS,CAGR|True",5,D12%/k0.75/recover,0.016289104335345583,0.08343221714600609,0.035264504906120764,0.847024884845834,0.6781822206903596,0.6427336050746051,0.03544861561575452,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C,False,Sharpe,"universe_broad.json|CAND20|25|7|False|H1,H2,OOS,CAGR|True",3,D10%/k0.75/recover,0.12011189454038329,1.4414968412844242,0.7502324094598098,0.8487449056929552,0.6991470327049784,0.6809025031001928,0.01824452960478551,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C,False,Sharpe,"universe_broad.json|CAND20|25|10|False|H1,H2,OOS,CAGR|True",3,D8%/k0.75/high,0.12435565807049831,1.622914396367531,0.8899078122908526,0.7758429369465818,0.708957287005211,0.6200061929278194,0.08895109407739155,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C,False,Sharpe,"universe_broad.json|EWall|25|3|False|H1,H2,OOS,CAGR|True",3,D10%/k0.25/recover,0.0095004842091716,0.1838637090514938,0.10121042399822304,0.80959802597588,0.6604965012681918,0.6442873872838064,0.016209113984385404,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C,False,Sharpe,"universe_broad.json|EWall|25|3|False|H2,OOS,CAGR|True",3,D12%/k0.75/high,0.011956777920904216,0.9241630313357845,0.46251418681133233,0.8875215547150614,0.8558761203823225,0.8282506967236568,0.027625423658665715,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C,False,Sharpe,"universe_broad.json|EWall|25|8|False|H1,H2,OOS,CAGR|True",3,D6%/k0.50/high,0.0018305223664584203,0.020126308363825448,0.011553389767843527,0.7153663462215735,0.7697490082816155,0.6856054330301568,0.08414357525145877,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C,False,Sharpe,"universe_broad.json|V1|5|6|False|H1,H2,OOS,CAGR|False",3,D6%/k0.25/recover,0.03840335497384251,0.603263289181092,0.3088887721094167,0.740171063276411,0.34129904483507,0.40853036655477265,-0.06723132171970264,,,
2026-09-04_drawdown-control_C.grid.csv,2026-09-04,2026-09-04_drawdown-control_C,False,Sharpe,"universe_broad.json|V1|5|11|False|H1,H2,OOS,CAGR|False",3,D6%/k0.75/high,0.16821178032639494,0.7082880817045845,0.35881906305036837,0.8245335084308505,0.60622289187337,0.4960797816463744,0.11014311022699558,,,
