vintage,row,family,gross,freq,pass4a,pass4a_v1,pass4b,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,a1,a2,a3,v1,v2,v3,b1,b2,b3,b4,b5,spy_Sharpe,spy_CAGR,spy_MaxDD,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD,base_Sharpe,base_OOS_Sharpe,base_OOS_CAGR,base_OOS_MaxDD,n_rows_panel,last
2026-09-03_fb20817,BAND|0.0|None|None|g0.20|W,BAND,0.2,W,0,1,0,0.015142737005673368,0.9623340301825881,-0.029467103457229027,1.042377595152245,0.8795465858245204,0.9846308621285049,0.01421212060594823,0.9489043357231954,-0.02946710345722925,-0.057933904196533215,0.02456419567231305,0.08694180781778815,0.3823109649692231,0.43221454432311013,0.10680579343555285,0.145130254236864,0.21432556862904306,0.22041667432561218,0.17283650279354482,-0.06485932521119402,0.7757888846992765,0.11428866030981055,-0.33717267708462306,0.7284876613975833,0.10344020618752503,-0.3371726770846234,0.9796596080560822,0.938604706329015,0.05397296729928058,-0.11640891127501662,6059,2026-09-04
2026-09-03_fb20817,BAND|0.0|None|None|g0.35|W,BAND,0.35,W,0,1,0,0.026490296693126192,0.9624682714011418,-0.051234331096175034,1.0426485879346654,0.8795437854534993,0.9850572107004225,0.02485511633706583,0.9488237217010321,-0.051234331096175256,-0.05766291141411273,0.024561395301291977,0.06517458017884215,0.3825819577516436,0.43221174395208906,0.08503856579660685,0.14540124701928447,0.214322768258022,0.22033606030344888,0.1510692751545988,-0.05351176552374119,0.7757888846992765,0.11428866030981055,-0.33717267708462306,0.7284876613975833,0.10344020618752503,-0.3371726770846234,0.9796596080560822,0.938604706329015,0.05397296729928058,-0.11640891127501662,6059,2026-09-04
2026-09-03_fb20817,BAND|0.0|None|None|g0.50|W,BAND,0.5,W,0,1,0,0.037824791811974734,0.9625680094818208,-0.07271852288698344,1.0428885184917673,0.8795031811695159,0.9854524393065269,0.035479710447373414,0.9487060088548211,-0.07271852288698344,-0.05742298085701081,0.02452079101730853,0.04369038838803374,0.38282188830874553,0.4321711396681056,0.06355437400579844,0.1456411775763864,0.21428216397403854,0.2202183474572379,0.1295850833637904,-0.04217727040489265,0.7757888846992765,0.11428866030981055,-0.33717267708462306,0.7284876613975833,0.10344020618752503,-0.3371726770846234,0.9796596080560822,0.938604706329015,0.05397296729928058,-0.11640891127501662,6059,2026-09-04
2026-09-03_fb20817,BAND|0.0|None|None|g0.60|W,BAND,0.6,W,0,1,0,0.045371576970224536,0.9626143417675733,-0.08688522029252044,1.0430297770351644,0.879454582048419,0.9856966075753042,0.04255044929290963,0.9486066736751306,-0.08688522029252033,-0.057281722313613725,0.024472191896211637,0.029523690982496742,0.3829631468521426,0.4321225405470087,0.04938767660026144,0.14578243611978348,0.21423356485294165,0.22011901227754738,0.1154183859582534,-0.03463048524664285,0.7757888846992765,0.11428866030981055,-0.33717267708462306,0.7284876613975833,0.10344020618752503,-0.3371726770846234,0.9796596080560822,0.938604706329015,0.05397296729928058,-0.11640891127501662,6059,2026-09-04
2026-09-03_fb20817,BAND|0.0|None|None|g0.75|W,BAND,0.75,W,0,1,0,0.05667391076178685,0.9626530218496507,-0.1079023600062935,1.0432090217089394,0.8793530089313595,0.9860303005656267,0.05313494562026411,0.948427962246165,-0.10790236000629327,-0.05710247763983878,0.024370618779152142,0.008506551268723683,0.38314239152591756,0.4320209674299492,0.028370536886488384,0.14596168079355842,0.21413199173588215,0.21994030084858174,0.09440124624448035,-0.023328151455080534,0.7757888846992765,0.11428866030981055,-0.33717267708462306,0.7284876613975833,0.10344020618752503,-0.3371726770846234,0.9796596080560822,0.938604706329015,0.05397296729928058,-0.11640891127501662,6059,2026-09-04
2026-09-03_fb20817,BAND|0.0|None|None|g0.85|W,BAND,0.85,W,0,1,0,0.06419476706767857,0.9626573356806254,-0.12175944418741258,1.0433060871979947,0.8792649703356524,0.9862298892215146,0.060174944914558326,0.9482882634835793,-0.12175944418741291,-0.057005412150783474,0.02428258018344509,-0.0053505329123954,0.38323945701497286,0.43193292883424217,0.0145134527053693,0.14605874628261373,0.2140439531401751,0.21980060208599606,0.08054416206336126,-0.015807295149188813,0.7757888846992765,0.11428866030981055,-0.33717267708462306,0.7284876613975833,0.10344020618752503,-0.3371726770846234,0.9796596080560822,0.938604706329015,0.05397296729928058,-0.11640891127501662,6059,2026-09-04
2026-09-03_fb20817,BAND|0.0|None|None|g0.95|W,BAND,0.95,W,0,1,0,0.07170253782926372,0.9626427368516093,-0.13549376173946914,1.043383801884265,0.8791586065700303,0.986410182998736,0.06720015896681186,0.9481298442931418,-0.1354937617394688,-0.056927697464513205,0.02417621641782297,-0.019084850464451963,0.38331717170124313,0.43182656506862005,0.0007791351533127377,0.146136460968884,0.21393758937455298,0.2196421828955586,0.0668098445113047,-0.00829952438760366,0.7757888846992765,0.11428866030981055,-0.33717267708462306,0.7284876613975833,0.10344020618752503,-0.3371726770846234,0.9796596080560822,0.938604706329015,0.05397296729928058,-0.11640891127501662,6059,2026-09-04
2026-09-03_fb20817,BAND|0.0|None|None|g1.00|W,BAND,1.0,W,0,0,0,0.07545098619377599,0.9626278248370925,-0.14231526805776806,1.0434146206547237,0.8790983027466812,0.9864922199428444,0.07070675673674365,0.9480433488990287,-0.14231526805776795,-0.056896878694054465,0.024115912594473876,-0.025906356782750883,0.38334799047170187,0.43176626124527095,-0.006042371164986182,0.14616727973934274,0.2138772855512039,0.2195556875014455,0.05998833819300578,-0.004551076023091391,0.7757888846992765,0.11428866030981055,-0.33717267708462306,0.7284876613975833,0.10344020618752503,-0.3371726770846234,0.9796596080560822,0.938604706329015,0.05397296729928058,-0.11640891127501662,6059,2026-09-04
2026-09-03_fb20817,BAND|0.0|None|None|g0.20|M,BAND,0.2,M,1,1,0,0.017318944164981698,1.0456705402239101,-0.029759026580458814,1.1438088251938574,0.9418149313674836,1.0781325475259438,0.01595330990332866,1.0262885846461711,-0.02975902658045848,0.04349732584507926,0.08683254121527628,0.08664988469455837,0.4837421950108356,0.49448288986607336,0.10651387031232307,0.24656148427847646,0.2765939141720063,0.29780092324858787,0.17254457967031503,-0.06268311805188569,0.7757888846992765,0.11428866030981055,-0.33717267708462306,0.7284876613975833,0.10344020618752503,-0.3371726770846234,0.9796596080560822,0.938604706329015,0.05397296729928058,-0.11640891127501662,6059,2026-09-04
2026-09-03_fb20817,BAND|0.0|None|None|g0.35|M,BAND,0.35,M,1,1,0,0.03035311982782285,1.0466024590312553,-0.05153072309376461,1.1449269968378153,0.9425001605688501,1.079503868486524,0.027937835868139027,1.0269244093998162,-0.051530723093764164,0.04461549748903715,0.08751777041664277,0.06487818818125257,0.4848603666547935,0.49516811906743985,0.08474217379901727,0.24767965592243435,0.2772791433733728,0.29843674800223297,0.15077288315700924,-0.049648942389044534,0.7757888846992765,0.11428866030981055,-0.33717267708462306,0.7284876613975833,0.10344020618752503,-0.3371726770846234,0.9796596080560822,0.938604706329015,0.05397296729928058,-0.11640891127501662,6059,2026-09-04
