panel,dial,level,cost,start,dropk,CAGR,Sharpe,MaxDD,H1,H2,OOS_Sharpe,pass4a,pass4b,m_H1,m_H2,m_OOS,m_DD,m_CAGR,ref4a,ref4b
U56,band,0.0,0.0,W252,0,0.08491745519924931,1.210843693009247,-0.11966686989218156,1.2200956020900746,1.2052257684630125,1.3010945132754466,0,0,0.2876809028999524,0.37635734102422336,0.42531613314647576,0.08263654180820826,-0.01991013755404289,0,0
U56,band,0.0,0.0,W252,1,0.0850413355518509,1.2123907009737547,-0.11966686989218156,1.2200956020900746,1.2081827153430398,1.303883913406106,0,0,0.2876809028999524,0.3763027172478628,0.4252375461343092,0.08263654180820826,-0.020023961453827274,0,0
U56,band,0.0,0.0,W252,2,0.08519210386587872,1.2143079488115478,-0.11966686989218156,1.2205965771047687,1.2113677482974474,1.3073364127049416,0,0,0.2853834883822898,0.3784030137883383,0.4253257117206857,0.08263654180820826,-0.020149805069504312,0,0
U56,band,0.0,0.0,W252,3,0.08534535325521708,1.2162588977280449,-0.11966686989218156,1.2205965771047687,1.2150940708533748,1.3108501239021313,0,0,0.2853834883822898,0.37960223375665203,0.4264316891298211,0.08263654180820826,-0.020198249212850558,0,0
U56,band,0.0,0.0,W252,5,0.08499187472388625,1.2114361023020002,-0.11966686989218156,1.206530815029902,1.2186973844032374,1.3022985399033034,0,0,0.27660075631129066,0.38698536957371343,0.42586883226846883,0.08263654180820826,-0.01992495734437094,0,0
U56,band,0.0,0.0,W252,10,0.08513224261342711,1.2129318103508941,-0.11966686989218156,1.2124241963654392,1.2162342983776337,1.3051219709993982,0,0,0.28049934083062755,0.3819668539380452,0.4245735232078358,0.08263654180820826,-0.02015836219051982,0,0
U56,band,0.0,0.0,W252,21,0.08538576772798256,1.215203792897291,-0.11966686989218156,1.2164445114159217,1.2169324452404657,1.3094984692548959,0,0,0.2856059133062637,0.37380425450706845,0.42134941045943575,0.08263654180820826,-0.0206095299181816,0,0
U56,band,0.0,0.0,W252,63,0.08513230656320614,1.2091083845477442,-0.11966686989218156,1.1982690876878497,1.2216011842872145,1.2998998319411226,0,0,0.279520941034464,0.3866768753099412,0.4291476731607553,0.08263654180820826,-0.01962585445774409,0,0
U56,band,0.0,0.0,W260,0,0.08514673925634075,1.2128939068203268,-0.119666869892182,1.2318240464987578,1.1985229726433142,1.3010945132754466,0,0,0.2731301247078296,0.37286428042933883,0.42531613314647576,0.08263654180820776,-0.020932965733504685,0,0
U56,band,0.0,0.0,W260,1,0.08527092070924436,1.2144427467735572,-0.119666869892182,1.2318240464987578,1.2014812120367233,1.303883913406106,0,0,0.2731301247078296,0.3728089534795821,0.4252375461343092,0.08263654180820776,-0.021047569677677597,0,0
U56,band,0.0,0.0,W260,2,0.08542204444943002,1.2163621874096866,-0.119666869892182,1.2263839924865751,1.2100542475247031,1.3073364127049416,0,0,0.2697640931135361,0.37603860576004267,0.4253257117206857,0.08263654180820776,-0.021174270456536345,0,0
U56,band,0.0,0.0,W260,3,0.0855756544627928,1.2183153630788226,-0.119666869892182,1.2263839924865751,1.2137837887068625,1.3108501239021313,0,0,0.2697640931135361,0.3772382612702295,0.4264316891298211,0.08263654180820776,-0.02122331526481258,0,0
U56,band,0.0,0.0,W260,5,0.08522156723244545,1.2134888441269294,-0.119666869892182,1.2267537900089984,1.2042363846635091,1.3022985399033034,0,0,0.27018656592692836,0.3760786148558939,0.42586883226846883,0.08263654180820776,-0.020949089665626405,0,0
U56,band,0.0,0.0,W260,10,0.08536247758590942,1.2149879615471242,-0.119666869892182,1.2248292560765428,1.2087955475427636,1.3051219709993982,0,0,0.26699003495306306,0.37743046201615493,0.4245735232078358,0.08263654180820776,-0.021184626911158758,0,0
U56,band,0.0,0.0,W260,21,0.08561708868953866,1.21726627030493,-0.119666869892182,1.2209659267797097,1.2167788644121977,1.3094984692548959,0,0,0.26347359418677274,0.3771474954056664,0.42134941045943575,0.08263654180820776,-0.02164021842151495,0,0
U56,band,0.0,0.0,W260,63,0.08536532918654771,1.2111824554074342,-0.119666869892182,1.1984621164450164,1.22537308241353,1.2998998319411226,0,0,0.2574133949001658,0.39016076173678993,0.4291476731607553,0.08263654180820776,-0.020662739699356183,0,0
U56,band,0.0,0.0,W300,0,0.0864317516253903,1.225179961245294,-0.11966686989218189,1.2572730232050717,1.1987043818898855,1.3010945132754466,0,0,0.09891219728733902,0.38209591659135334,0.42531613314647576,0.08263654180820781,-0.029035635822263955,0,0
U56,band,0.0,0.0,W300,1,0.08655750271117335,1.2267387208420184,-0.11966686989218189,1.2572730232050717,1.2016816660093512,1.303883913406106,0,0,0.09891219728733902,0.3820462078941754,0.4252375461343092,0.08263654180820781,-0.02915579402145356,0,0
