panel,gross,family,value,cost_bps,dCAGR,dSharpe,dMaxDD,dOOS_Sharpe,dmean_gross
U56,1.0,VOLCAP,0.4,25,-0.007448863146011897,-0.026266953343182742,0.014519673325418148,-0.01228107805648837,-3.461097057766427e-05
U56,1.0,VOLCAP,0.6,10,0.0,0.0,0.0,0.0,0.0
U56,1.0,VOLCAP,0.6,25,0.0,0.0,0.0,0.0,0.0
U56,1.0,VOLCAP,0.9,10,0.004782681226287666,0.02193253768428005,-0.00807599909073864,-0.021737432457878736,1.363119705788396e-05
U56,1.0,VOLCAP,0.9,25,0.005098885638277206,0.026253021956554656,-0.008021570719921711,-0.01741358346984012,1.363119705788396e-05
U56,1.0,VOLCAP,1.5,10,0.00857597285760403,0.04935394133722859,-0.011074357472375396,0.005492022363127624,1.7359097723934624e-05
U56,1.0,VOLCAP,1.5,25,0.008993988436836409,0.05510215734270063,-0.011000362458805979,0.011805163431106047,1.7359097723934624e-05
U56,1.0,VOLCAP,inf,10,0.008775556540040697,0.05125034652106497,-0.011027609688876394,0.008330341443043565,1.760187716914885e-05
U56,1.0,VOLCAP,inf,25,0.00920321443151928,0.057104627011362874,-0.010953493242419454,0.014703322504240779,1.760187716914885e-05
U56,1.0,CADENCE,D,10,-0.002478576699229018,-0.004358033130708705,0.02426654542973883,0.029441951691769663,-7.867575935183169e-08
U56,1.0,CADENCE,D,25,-0.004024841661202316,-0.021509737620834635,0.023755435798939795,0.011399992695688255,-7.867575935183169e-08
U56,1.0,CADENCE,W,10,0.0,0.0,0.0,0.0,0.0
U56,1.0,CADENCE,W,25,0.0,0.0,0.0,0.0,0.0
U56,1.0,CADENCE,M,10,0.00508536232828205,-0.009617771306951184,-0.0319313385432447,-0.03262200210220145,-3.672488251282857e-07
U56,1.0,CADENCE,M,25,0.006329132154448747,0.00500708892478019,-0.0317817748524164,-0.018438980194086296,-3.672488251282857e-07
U56,1.0,CADENCE,Q,10,-0.004273083400593292,-0.20182136272957463,-0.1175110630113666,-0.32253829564916225,-4.9651265053851645e-06
U56,1.0,CADENCE,Q,25,-0.0019332048149198755,-0.17484543349563408,-0.11697063688253373,-0.29520667958861535,-4.9651265053851645e-06
B136,0.75,BAND,0.0,10,-0.0026371561788556264,-0.014801111616383977,-0.003839643883972177,0.004479372158491701,-1.5802868835734785e-07
B136,0.75,BAND,0.0,25,-0.004715764224221042,-0.04446044748664124,-0.004146619262072493,-0.026729874571211898,-1.5802868835734785e-07
B136,0.75,BAND,0.01,10,-0.0014128074400003854,-0.004229442724805521,-0.0018595371120296855,0.015023262408514926,-8.824147179620212e-08
B136,0.75,BAND,0.01,25,-0.0027466069412294125,-0.023147773328293653,-0.0020681256927235214,-0.0051563511757095615,-8.824147179620212e-08
B136,0.75,BAND,0.03,10,0.0,0.0,0.0,0.0,0.0
B136,0.75,BAND,0.03,25,0.0,0.0,0.0,0.0,0.0
B136,0.75,BAND,0.06,10,0.0021721938457912593,-0.013653600328504378,-0.015855397314837316,-0.01701079364185265,-3.646115611544154e-06
B136,0.75,BAND,0.06,25,0.003000222617807413,-0.000957451115385366,-0.015730431212793494,-0.003794082822029088,-3.646115611544154e-06
B136,0.75,BAND,0.1,10,0.005832297971034794,0.01580298345959008,-0.022679229856857663,-0.018404213442677175,1.8050171430861184e-06
B136,0.75,BAND,0.1,25,0.007220548776306179,0.03597599119038497,-0.0224242299875671,0.002455640711348961,1.8050171430861184e-06
B136,0.75,BAND,0.15,10,0.007194424037980429,-0.015262571089278865,-0.025569538430883165,-0.039202034460716906,-4.9248350882935554e-06
B136,0.75,BAND,0.15,25,0.008762691835608294,0.008681984271977417,-0.025260324264890888,-0.01428149084367547,-4.9248350882935554e-06
B136,0.75,MA,50,10,-0.011270404688269009,-0.1931314832943707,-0.0020334296563155885,-0.15534624188121282,-3.4670155334592945e-05
B136,0.75,MA,50,25,-0.014321956547964199,-0.23948134024659595,-0.006770204836018534,-0.20426446443922808,-3.4670155334592945e-05
B136,0.75,MA,100,10,-0.0064413390392923375,-0.10279216683494019,0.0045522183747672695,-0.13106904546702125,-1.953107525659581e-05
B136,0.75,MA,100,25,-0.007762620705972223,-0.1215099439616606,0.004275716729207901,-0.15177433140592156,-1.953107525659581e-05
B136,0.75,MA,150,10,-0.002045866549219122,-0.02791418509422261,0.001375469470754065,-0.06845606363779133,-7.640214905735299e-06
B136,0.75,MA,150,25,-0.002551914567946456,-0.03494131021692026,0.0011999790671098909,-0.07692349736781401,-7.640214905735299e-06
B136,0.75,MA,200,10,0.0,0.0,0.0,0.0,0.0
B136,0.75,MA,200,25,0.0,0.0,0.0,0.0,0.0
B136,0.75,MA,300,10,0.000683344754459192,-0.01708517942424903,-0.011879595844551671,-0.005556692982770839,8.01991207788344e-06
B136,0.75,MA,300,25,0.0011821772454780888,-0.009430138487699136,-0.011721463675278376,0.0021970421971035936,8.01991207788344e-06
B136,0.75,VOLCAP,0.25,10,-0.01607187628265816,-0.19581963459173002,0.013203691135502127,-0.24478570193348237,-6.345443662791883e-05
B136,0.75,VOLCAP,0.25,25,-0.01857971745560616,-0.25955145576676963,0.008390988018431522,-0.32293167772048526,-6.345443662791883e-05
B136,0.75,VOLCAP,0.4,10,-0.0028889795766027238,0.011646106972232895,0.023774136116442635,-0.002005437782561792,-1.705802770529674e-05
B136,0.75,VOLCAP,0.4,25,-0.0035849929847642237,-0.001484982998828599,0.023494785452975786,-0.017320509093695424,-1.705802770529674e-05
B136,0.75,VOLCAP,0.6,10,0.0,0.0,0.0,0.0,0.0
B136,0.75,VOLCAP,0.6,25,0.0,0.0,0.0,0.0,0.0
B136,0.75,VOLCAP,0.9,10,0.003059789761360676,0.02716283773862993,-0.0024840917333383006,0.028250757119777425,5.02884799624681e-06
B136,0.75,VOLCAP,0.9,25,0.0032364840594105715,0.03021145114609869,-0.0024560762852386953,0.0317155186552045,5.02884799624681e-06
B136,0.75,VOLCAP,1.5,10,0.0040201389256053766,0.03579771483042804,-0.003301253032698903,0.03731485092039355,6.1217526572399095e-06
B136,0.75,VOLCAP,1.5,25,0.004242294888965326,0.03962737437672281,-0.003266628475283695,0.04190258870251329,6.1217526572399095e-06
B136,0.75,VOLCAP,inf,10,0.0040100892859782356,0.035792075537298906,-0.003261160067833946,0.03834446880759135,6.236235056911177e-06
B136,0.75,VOLCAP,inf,25,0.004237783426408681,0.03968964335910563,-0.0032264074768098006,0.04293822973203043,6.236235056911177e-06
B136,0.75,CADENCE,D,10,-0.0010091073620699387,0.006691303670415705,0.02020370462963883,0.04377990699581025,-2.4272451493168035e-08
B136,0.75,CADENCE,D,25,-0.0022303552698568208,-0.011101004689538785,0.01918977544050715,0.023910133544560175,-2.4272451493168035e-08
B136,0.75,CADENCE,W,10,0.0,0.0,0.0,0.0,0.0
B136,0.75,CADENCE,W,25,0.0,0.0,0.0,0.0,0.0
B136,0.75,CADENCE,M,10,0.0051973849516122606,0.0071041853631890195,-0.03664633574618026,0.010159085620812025,-1.2555452966189762e-07
B136,0.75,CADENCE,M,25,0.006208879974574533,0.02280062206751987,-0.03652753960662414,0.027207336072720967,-1.2555452966189762e-07
B136,0.75,CADENCE,Q,10,-7.919122408983625e-05,-0.15904806909517843,-0.10220863068035657,-0.22172544250624526,-2.0085244323286844e-06
B136,0.75,CADENCE,Q,25,0.0018349143798777057,-0.13011244735060357,-0.1017426530630654,-0.1895884907106603,-2.0085244323286844e-06
B136,1.0,BAND,0.0,10,-0.0035625455791874483,-0.014933740219321923,-0.004849191606769998,0.004324400188653765,-2.6176742651262686e-07
B136,1.0,BAND,0.0,25,-0.006394233969988727,-0.04462353089532467,-0.005253174932184801,-0.026903829205710883,-2.6176742651262686e-07
B136,1.0,BAND,0.01,10,-0.001908557583240711,-0.0043687849373206245,-0.002307543164211223,0.014909733145297865,-1.4550958427062e-07
B136,1.0,BAND,0.01,25,-0.0037268337374187777,-0.02330717493642731,-0.0025833266024453128,-0.005283621164248853,-1.4550958427062e-07
B136,1.0,BAND,0.03,10,0.0,0.0,0.0,0.0,0.0
B136,1.0,BAND,0.03,25,0.0,0.0,0.0,0.0,0.0
B136,1.0,BAND,0.06,10,0.0028817198284429857,-0.013657187985983699,-0.02063338672524284,-0.01715151702227402,-6.211186451610118e-06
B136,1.0,BAND,0.06,25,0.0040126019016599734,-0.0009298257360821349,-0.020462655581292677,-0.003907921658599545,-6.211186451610118e-06
B136,1.0,BAND,0.1,10,0.007868030690359795,0.01571610882337615,-0.029495432361665963,-0.01860861258197355,3.055835732790335e-06
B136,1.0,BAND,0.1,25,0.009762224533970798,0.035933928546836524,-0.02915423512157067,0.0022950598584075,3.055835732790335e-06
B136,1.0,BAND,0.15,10,0.009631459650727647,-0.015234665441623996,-0.033256137387036144,-0.039216432653464306,-8.387655905051083e-06
B136,1.0,BAND,0.15,25,0.011775773595128047,0.008792019356170133,-0.03284498074163966,-0.014234412467249324,-8.387655905051083e-06
B136,1.0,MA,50,10,-0.015341539137093463,-0.19282351736760106,-0.001950688997008565,-0.15524793156615735,-5.9145950015437876e-05
B136,1.0,MA,50,25,-0.019469008770826024,-0.23927137534621656,-0.00802707014226911,-0.20426961693185441,-5.9145950015437876e-05
B136,1.0,MA,100,10,-0.008809366354611159,-0.10283100734166883,0.006005682825866998,-0.13136327181558438,-3.327417261023147e-05
B136,1.0,MA,100,25,-0.010598332173814118,-0.1215833285500566,0.0056340775550297595,-0.15209620935303503,-3.327417261023147e-05
B136,1.0,MA,150,10,-0.00279827984762937,-0.027937980411787633,0.0018478963769125167,-0.0686136250667937,-1.3001097284082164e-05
B136,1.0,MA,150,25,-0.003485991365991703,-0.03498201602931339,0.0016151795768589716,-0.0770949024723534,-1.3001097284082164e-05
B136,1.0,MA,200,10,0.0,0.0,0.0,0.0,0.0
B136,1.0,MA,200,25,0.0,0.0,0.0,0.0,0.0
B136,1.0,MA,300,10,0.0008989148155744697,-0.017046123709180794,-0.015476794118288062,-0.005550457372705431,1.3626189987459014e-05
B136,1.0,MA,300,25,0.0015818521336907754,-0.009356630438934976,-0.015264359988576115,0.0022271920261718314,1.3626189987459014e-05
B136,1.0,VOLCAP,0.25,10,-0.021616397229992534,-0.19589376435249128,0.01743899266673199,-0.2453030308447982,-0.00010870064159174131
B136,1.0,VOLCAP,0.25,25,-0.02498660013292353,-0.2596524224532365,0.011190426836318768,-0.3234647207485979,-0.00010870064159174131
B136,1.0,VOLCAP,0.4,10,-0.0038585932659438438,0.011517444947181765,0.03102821887821372,-0.0022554483846835005,-2.9056919284453642e-05
B136,1.0,VOLCAP,0.4,25,-0.004802401745084062,-0.0016100430935981347,0.03066003955549579,-0.017565839293667507,-2.9056919284453642e-05
B136,1.0,VOLCAP,0.6,10,0.0,0.0,0.0,0.0,0.0
B136,1.0,VOLCAP,0.6,25,0.0,0.0,0.0,0.0,0.0
B136,1.0,VOLCAP,0.9,10,0.004161004011495217,0.027263475306681606,-0.003238404170260556,0.028371271171308,8.562722440319526e-06
B136,1.0,VOLCAP,0.9,25,0.004397949699526116,0.03030953384324908,-0.003201182247974721,0.03183133981895292,8.562722440319526e-06
B136,1.0,VOLCAP,1.5,10,0.005464896424883792,0.03590938935614907,-0.004311261262038402,0.037468075912030496,1.0424473996129002e-05
B136,1.0,VOLCAP,1.5,25,0.005762630582097916,0.03973533554511466,-0.004265323760573092,0.04204918448117856,1.0424473996129002e-05
B136,1.0,VOLCAP,inf,10,0.005451535243933048,0.03590470503589871,-0.004258890545170924,0.03849623239717648,1.0619811841805493e-05
B136,1.0,VOLCAP,inf,25,0.0057568428083611956,0.03979854520441317,-0.004212791954182005,0.04308352283561612,1.0619811841805493e-05
B136,1.0,CADENCE,D,10,-0.0013490475567958793,0.0073123577979381515,0.027049337870210022,0.04537919055397488,0.0
B136,1.0,CADENCE,D,25,-0.002972455467935564,-0.010120186414001031,0.025555978458370876,0.025807742250517185,0.0
B136,1.0,CADENCE,W,10,0.0,0.0,0.0,0.0,0.0
B136,1.0,CADENCE,W,25,0.0,0.0,0.0,0.0,0.0
B136,1.0,CADENCE,M,10,0.0073831623049531725,0.008864764592918073,-0.04647444814825563,0.011874583856529064,-8.06290720190006e-07
B136,1.0,CADENCE,M,25,0.008735629827947955,0.024431432652584517,-0.04631836825732494,0.028811039543759298,-8.06290720190006e-07
B136,1.0,CADENCE,Q,10,-5.438823504566592e-05,-0.16369445098734892,-0.13431256386198387,-0.22865018233109047,-5.140105508449899e-06
B136,1.0,CADENCE,Q,25,0.0025183786254834306,-0.13484505331179197,-0.13371783931993808,-0.19652160495726034,-5.140105508449899e-06
SMALL439,0.75,BAND,0.0,10,-0.002058982180054736,-0.03483330216532338,0.0016235046346214643,-0.02059487882039196,2.317606156987395e-08
SMALL439,0.75,BAND,0.0,25,-0.003274461980144361,-0.05846757907791941,5.398973910142324e-05,-0.04350983471742785,2.317606156987395e-08
SMALL439,0.75,BAND,0.01,10,-0.0005568917348914848,-0.007637552725684726,0.004886503117345953,0.008450535111082957,5.5913306262755924e-08
SMALL439,0.75,BAND,0.01,25,-0.0014121176439672034,-0.02425543194283758,0.003792734048428059,-0.007811583797046551,5.5913306262755924e-08
SMALL439,0.75,BAND,0.03,10,0.0,0.0,0.0,0.0,0.0
SMALL439,0.75,BAND,0.03,25,0.0,0.0,0.0,0.0,0.0
SMALL439,0.75,BAND,0.06,10,0.00274433598645496,0.045986305067674316,-0.0021860430666367225,0.0531906282664914,2.562815766271598e-07
SMALL439,0.75,BAND,0.06,25,0.0035439466699915823,0.061647364069365385,-0.000635436425926672,0.06917061523195822,2.562815766271598e-07
SMALL439,0.75,BAND,0.1,10,0.005465746779682146,0.09507624697332778,0.0009038541295909308,0.11395198947253404,1.3885764754695273e-06
SMALL439,0.75,BAND,0.1,25,0.006787959341657546,0.12029438808493548,0.0032917372065491834,0.1404228694036629,1.3885764754695273e-06
SMALL439,0.75,BAND,0.15,10,0.007355961990150872,0.12837083117748893,0.0009253476010273598,0.1652974540271691,2.626704593611251e-06
SMALL439,0.75,BAND,0.15,25,0.00899822800627259,0.15951324228187963,0.003833940705721073,0.19842844492131373,2.626704593611251e-06
SMALL439,0.75,MA,50,10,-0.008452866977830098,-0.15848049800786326,-0.01698307676000055,-0.18557244395049674,-6.053914810566496e-07
SMALL439,0.75,MA,50,25,-0.011197707910379107,-0.2113997211163641,-0.03520231006423025,-0.23566988754839674,-6.053914810566496e-07
SMALL439,0.75,MA,100,10,-0.002528501693811469,-0.04771350160059268,-0.005458674854506018,-0.09363293174901688,-2.598030073297508e-07
SMALL439,0.75,MA,100,25,-0.0036385805776339986,-0.06811606260426215,-0.019104552716636136,-0.11198349452449521,-2.598030073297508e-07
SMALL439,0.75,MA,150,10,-0.001278093903011479,-0.02373873535513049,-0.008894276400208123,-0.08602911010829278,-8.990981592571501e-08
SMALL439,0.75,MA,150,25,-0.0017142326258841045,-0.03177061858555488,-0.012033369082667278,-0.09363492537080471,-8.990981592571501e-08
SMALL439,0.75,MA,200,10,0.0,0.0,0.0,0.0,0.0
SMALL439,0.75,MA,200,25,0.0,0.0,0.0,0.0,0.0
SMALL439,0.75,MA,300,10,0.00017361091345136082,0.00440519739355838,0.008754785217021555,0.03876907585715239,-1.6017198845030833e-07
SMALL439,0.75,MA,300,25,0.0006456536441401539,0.012809083831482881,0.00958640144912315,0.04936201954614258,-1.6017198845030833e-07
SMALL439,0.75,VOLCAP,0.25,10,-0.0035046195579973016,-0.21343645929401328,-0.007704513249560341,-0.41914974759484114,-6.5015133517282164e-06
SMALL439,0.75,VOLCAP,0.25,25,-0.005381571714150879,-0.3564276082350107,-0.028177666019199687,-0.574728941317302,-6.5015133517282164e-06
SMALL439,0.75,VOLCAP,0.4,10,-0.002895196773189168,-0.05805032439847907,-0.0028184868132795637,-0.21071147800526302,-5.825742454029781e-06
SMALL439,0.75,VOLCAP,0.4,25,-0.004304859775365211,-0.10328132238317958,-0.004463499112421387,-0.26508940489330757,-5.825742454029781e-06
SMALL439,0.75,VOLCAP,0.6,10,0.0,0.0,0.0,0.0,0.0
SMALL439,0.75,VOLCAP,0.6,25,0.0,0.0,0.0,0.0,0.0
SMALL439,0.75,VOLCAP,0.9,10,0.007210209438888393,0.11153029715369006,-0.006995050124600444,0.16002568811230983,7.383536681171421e-06
SMALL439,0.75,VOLCAP,0.9,25,0.008059950368547453,0.13078187881349773,-0.0054630540103579595,0.1843449297845654,7.383536681171421e-06
SMALL439,0.75,VOLCAP,1.5,10,0.012349141594718116,0.18873930950366474,-0.0006051479266464543,0.28936432573168447,1.3790806118629817e-05
SMALL439,0.75,VOLCAP,1.5,25,0.013514993335459025,0.2152435810304295,0.0010522502764994668,0.3237475491768119,1.3790806118629817e-05
SMALL439,0.75,VOLCAP,inf,10,0.01331931561980948,0.20152101611974244,-0.0022553244458671795,0.3139065637010272,1.549495830210912e-05
SMALL439,0.75,VOLCAP,inf,25,0.014537712121832413,0.22939292999919497,-0.0005256932212388543,0.35036915268672,1.549495830210912e-05
SMALL439,0.75,CADENCE,D,10,-0.002449397128284181,-0.042242200380094186,-0.00600667801266852,-0.035606687710272394,-2.0673094847101225e-08
SMALL439,0.75,CADENCE,D,25,-0.004422938058641579,-0.07987139813476443,-0.02188477511024456,-0.07753650962792188,-2.0673094847101225e-08
SMALL439,0.75,CADENCE,W,10,0.0,0.0,0.0,0.0,0.0
SMALL439,0.75,CADENCE,W,25,0.0,0.0,0.0,0.0,0.0
SMALL439,0.75,CADENCE,M,10,0.008755708995916933,0.14428211930202767,-0.02653437786807533,0.11803514330161902,3.6362030726433403e-06
SMALL439,0.75,CADENCE,M,25,0.010630638687582294,0.18081367957885108,-0.023820162211260154,0.1582364280898716,3.6362030726433403e-06
SMALL439,0.75,CADENCE,Q,10,0.0035346076390745385,0.022436837487265993,-0.07689398220718491,0.05675456147979063,2.8018328742274168e-05
SMALL439,0.75,CADENCE,Q,25,0.006924803142300817,0.08754759190742678,-0.07203484415901906,0.12948638912032528,2.8018328742274168e-05
SMALL439,1.0,BAND,0.0,10,-0.0027491775159218523,-0.03485768488605534,0.002087382568597196,-0.02061895910841341,2.9262316236788877e-08
SMALL439,1.0,BAND,0.0,25,-0.004373414977594914,-0.058520505893350894,8.040482543958394e-05,-0.04356405270665545,2.9262316236788877e-08
SMALL439,1.0,BAND,0.01,10,-0.0007382597712002337,-0.007668026681857676,0.006242532688865543,0.00842093617448264,7.37612905754581e-08
SMALL439,1.0,BAND,0.01,25,-0.0018836456747757246,-0.024306432611353568,0.004829696239642689,-0.007863013403332925,7.37612905754581e-08
SMALL439,1.0,BAND,0.03,10,0.0,0.0,0.0,0.0,0.0
SMALL439,1.0,BAND,0.03,25,0.0,0.0,0.0,0.0,0.0
SMALL439,1.0,BAND,0.06,10,0.003667139300601807,0.04597699358134316,-0.002883217033427976,0.053163721215136794,3.767188481162975e-07
SMALL439,1.0,BAND,0.06,25,0.004734513060390633,0.06165401588866504,-0.000880910391962475,0.06916086500244806,3.767188481162975e-07
SMALL439,1.0,BAND,0.1,10,0.007322970410048146,0.09507539123239983,0.0010195799712002795,0.1140053999088908,2.1388612244099825e-06
SMALL439,1.0,BAND,0.1,25,0.009087693786256956,0.12032188218393625,0.004102361021056766,0.14050487817831397,2.1388612244099825e-06
