m,CAGR,Sharpe,MaxDD,panel,book,cost,window
0.45,0.024332731351870862,0.5949231884355763,-0.05993512498874232,u56,V1u,10.0,IS
0.5,0.02696963626246318,0.5950570544289296,-0.06646560273805435,u56,V1u,10.0,IS
0.55,0.029592471747123428,0.5951873587553078,-0.07297045725903883,u56,V1u,10.0,IS
0.6,0.032201004441487546,0.595313488389039,-0.07944954234855817,u56,V1u,10.0,IS
0.65,0.034795005279538715,0.5954351901669006,-0.08590282619917755,u56,V1u,10.0,IS
0.7,0.037374220669606384,0.5955518909501354,-0.09233046370411369,u56,V1u,10.0,IS
0.75,0.0399383464196319,0.5956624111372755,-0.09873235426008942,u56,V1u,10.0,IS
0.8,0.042487029187377345,0.5957653882103109,-0.10510840990094472,u56,V1u,10.0,IS
0.85,0.045020104404983385,0.5958619987794116,-0.1114586205735949,u56,V1u,10.0,IS
0.9,0.04753728702552085,0.5959517785775007,-0.11778299771962164,u56,V1u,10.0,IS
0.95,0.050038355712517024,0.5960350775688795,-0.12408153615172957,u56,V1u,10.0,IS
1.0,0.05252287623428464,0.5961099815679317,-0.13035468667421723,u56,V1u,10.0,IS
0.1,0.007498568636784553,0.71846936080815,-0.016685401834195757,u56,V1u,10.0,OOS
0.15,0.011223303117502192,0.7182385471087999,-0.024940823774212473,u56,V1u,10.0,OOS
0.2,0.014931230206341128,0.7180042399782369,-0.03313851749411123,u56,V1u,10.0,OOS
0.25,0.018622012202694105,0.7177662718055935,-0.041278859157720005,u56,V1u,10.0,OOS
0.3,0.022295288734866414,0.7175238889822412,-0.049362107787215725,u56,V1u,10.0,OOS
0.35,0.025950676494390867,0.7172762261531894,-0.05738858515059786,u56,V1u,10.0,OOS
0.4,0.029587801839330297,0.7170230384829388,-0.06535872751514682,u56,V1u,10.0,OOS
0.45,0.03320635499598601,0.7167656320447325,-0.0732728096636951,u56,V1u,10.0,OOS
0.5,0.03680596957096127,0.7165036530090063,-0.08113113669638028,u56,V1u,10.0,OOS
0.55,0.040386264656997906,0.716236584367065,-0.08893400029613574,u56,V1u,10.0,OOS
0.6,0.04394691750705415,0.7159651019531,-0.09668184472277297,u56,V1u,10.0,OOS
0.65,0.04748744106830216,0.7156873907257129,-0.10437495862980428,u56,V1u,10.0,OOS
0.7,0.05100754348864256,0.715404643430313,-0.1120136285176373,u56,V1u,10.0,OOS
0.75,0.05450680482382442,0.7151162503071777,-0.11959822306034762,u56,V1u,10.0,OOS
0.8,0.057984748882412784,0.7148212348395828,-0.12712902571760465,u56,V1u,10.0,OOS
0.85,0.06144106731493593,0.7145204365299209,-0.13460625649807756,u56,V1u,10.0,OOS
0.9,0.06487553288142678,0.7142153779768119,-0.142030255430593,u56,V1u,10.0,OOS
0.95,0.06828744653592755,0.7139029073926728,-0.14940177604243143,u56,V1u,10.0,OOS
1.0,0.07167644913632909,0.7135835570891119,-0.15672092223908363,u56,V1u,10.0,OOS
0.1,0.01523528541464314,1.168719744540225,-0.023960061248738285,u56,TOP20,10.0,full
0.15,0.02287928945281581,1.168888338606431,-0.03579003727454211,u56,TOP20,10.0,full
0.2,0.030540146494842046,1.1690524834379061,-0.047520622736619944,u56,TOP20,10.0,full
0.25,0.03821731535003159,1.1692124030283424,-0.05915237961502018,u56,TOP20,10.0,full
0.3,0.045910223573098596,1.1693677067184198,-0.07068580148171333,u56,TOP20,10.0,full
0.35,0.05361831339192058,1.1695187220646146,-0.08212132515566406,u56,TOP20,10.0,full
0.4,0.061340995643054175,1.1696651223592005,-0.09345942874725499,u56,TOP20,10.0,full
0.45,0.06907767660690278,1.169806788691508,-0.10470069713345953,u56,TOP20,10.0,full
0.5,0.07682773257117348,1.1699434936024435,-0.11584555314226741,u56,TOP20,10.0,full
0.55,0.08459048396018853,1.1700743309519446,-0.12689459549251692,u56,TOP20,10.0,full
0.6,0.09236531894959787,1.1701996519086595,-0.13784832771179223,u56,TOP20,10.0,full
0.65,0.10015159457713385,1.1703195516438787,-0.14870712157389265,u56,TOP20,10.0,full
0.7,0.10794861978579373,1.1704336179786414,-0.15947157293012548,u56,TOP20,10.0,full
0.75,0.11575575657681303,1.1705422135344756,-0.17014210377791883,u56,TOP20,10.0,full
0.8,0.12357226427163015,1.1706447644934455,-0.18071925404636513,u56,TOP20,10.0,full
0.85,0.13139744972810052,1.1707413073094874,-0.1912034077134429,u56,TOP20,10.0,full
0.9,0.13923040885871663,1.1708303357087753,-0.20159533552136433,u56,TOP20,10.0,full
0.95,0.14707047350026925,1.1709124725122673,-0.21189544222532963,u56,TOP20,10.0,full
1.0,0.1549168325251733,1.17098731330246,-0.22210408719864583,u56,TOP20,10.0,full
0.1,0.013887888541669335,1.1850305465672488,-0.011937393508183236,u56,TOP20,10.0,IS
0.15,0.020854657322422643,1.1851753717216305,-0.017892114605222775,u56,TOP20,10.0,IS
0.2,0.02783610791639335,1.185316472118469,-0.023837266184857486,u56,TOP20,10.0,IS
0.25,0.03483183476544105,1.1854539279722665,-0.029772640679862183,u56,TOP20,10.0,IS
0.3,0.04184140642853462,1.1855873046966992,-0.0356980816528264,u56,TOP20,10.0,IS
0.35,0.04886439960530731,1.185716630847325,-0.04161342391275835,u56,TOP20,10.0,IS
0.4,0.05590037359646516,1.1858415979359325,-0.04751853761643854,u56,TOP20,10.0,IS
0.45,0.06294887210901745,1.1859620699830355,-0.05341318652446969,u56,TOP20,10.0,IS
0.5,0.07000938104031973,1.18607719568418,-0.05929726511851474,u56,TOP20,10.0,IS
0.55,0.07708144828634955,1.186187310189886,-0.06517058646598273,u56,TOP20,10.0,IS
0.6,0.08416460628417188,1.1862924295304178,-0.07103299036369815,u56,TOP20,10.0,IS
0.65,0.09125837165833262,1.1863926532191245,-0.07688431047738697,u56,TOP20,10.0,IS
0.7,0.0983622098749437,1.1864874357047632,-0.08272434585906852,u56,TOP20,10.0,IS
0.75,0.10547558526005929,1.1865765318617607,-0.08855283430430594,u56,TOP20,10.0,IS
0.8,0.11259793598890866,1.1866594916615179,-0.09436961197425575,u56,TOP20,10.0,IS
0.85,0.1197287452027802,1.186736465313179,-0.10017460634358044,u56,TOP20,10.0,IS
0.9,0.1268673284221431,1.1868063124772759,-0.10596791296074626,u56,TOP20,10.0,IS
0.95,0.134013189846391,1.1868695478950284,-0.1117492194259967,u56,TOP20,10.0,IS
1.0,0.14116573592969606,1.1869259287603628,-0.11751850120891061,u56,TOP20,10.0,IS
0.1,0.01634856872686452,1.165028448985569,-0.023960061248738396,u56,TOP20,10.0,OOS
0.15,0.02455313426197292,1.165218914877415,-0.035790037274542,u56,TOP20,10.0,OOS
0.2,0.03277700230267033,1.165404571569891,-0.04752062273661961,u56,TOP20,10.0,OOS
0.25,0.041019512018246385,1.165585756371207,-0.05915237961502029,u56,TOP20,10.0,OOS
0.3,0.0492799665018937,1.1657621112122474,-0.07068580148171366,u56,TOP20,10.0,OOS
0.35,0.05755768859003019,1.1659341598089776,-0.08212132515566384,u56,TOP20,10.0,OOS
0.4,0.06585195774357544,1.1661015536342807,-0.09345942874725499,u56,TOP20,10.0,OOS
0.45,0.0741620577034321,1.1662642092175337,-0.10470069713345964,u56,TOP20,10.0,OOS
0.5,0.08248726512682203,1.16642233114057,-0.11584555314226741,u56,TOP20,10.0,OOS
0.55,0.09082670210081001,1.1665741593854775,-0.12689459549251714,u56,TOP20,10.0,OOS
0.6,0.09917962746524678,1.1667202695508418,-0.13784832771179223,u56,TOP20,10.0,OOS
0.65,0.10754525578601504,1.1668607632042403,-0.14870712157389232,u56,TOP20,10.0,OOS
0.7,0.11592275576277777,1.166995321717979,-0.15947157293012537,u56,TOP20,10.0,OOS
0.75,0.1243113943211902,1.167124733493759,-0.17014210377791916,u56,TOP20,10.0,OOS
0.8,0.13271027129651625,1.167248333816834,-0.18071925404636513,u56,TOP20,10.0,OOS
0.85,0.1411185358480993,1.1673660820257705,-0.19120340771344302,u56,TOP20,10.0,OOS
0.9,0.14953508938781268,1.167476228684259,-0.2015953355213641,u56,TOP20,10.0,OOS
0.95,0.15795910857084183,1.167579462385414,-0.21189544222533008,u56,TOP20,10.0,OOS
1.0,0.16638958865609776,1.1676752607259366,-0.22210408719864583,u56,TOP20,10.0,OOS
0.1,0.013102542962036834,1.1215520309072176,-0.024336523428843404,u56,EWall,10.0,full
0.15,0.019671274576545272,1.1217337714759128,-0.036349395932677164,u56,EWall,10.0,full
0.2,0.026251121761787122,1.1219103824097505,-0.04825938788135242,u56,EWall,10.0,full
0.25,0.03284168721929337,1.1220819388157457,-0.06006702597402691,u56,EWall,10.0,full
0.3,0.03944255676731223,1.1222481589755182,-0.07177286418289686,u56,EWall,10.0,full
0.35,0.04605332808557927,1.1224093638176607,-0.08337737262374678,u56,EWall,10.0,full
0.4,0.0526735718330944,1.1225652655100105,-0.09488113136133347,u56,EWall,10.0,full
0.45,0.059302876073277666,1.122716167283884,-0.10628468831530458,u56,EWall,10.0,full
0.5,0.06594083073658052,1.1228623419462813,-0.11758852416982957,u56,EWall,10.0,full
0.55,0.07258698886294734,1.1230034759104839,-0.1287931636811369,u56,EWall,10.0,full
0.6,0.0792408880003106,1.1231392190772265,-0.1398992838578479,u56,EWall,10.0,full
0.65,0.08590210114447783,1.1232699401966737,-0.15090723594412925,u56,EWall,10.0,full
0.7,0.09257015852422845,1.123395370584649,-0.16181763586104192,u56,EWall,10.0,full
0.75,0.09924459603265157,1.1235155334020004,-0.1726308810717211,u56,EWall,10.0,full
0.8,0.1059249119172172,1.1236301225401744,-0.18334751452463727,u56,EWall,10.0,full
0.85,0.11261063624175893,1.1237392189187305,-0.19396801199322422,u56,EWall,10.0,full
0.9,0.11930122645314767,1.123842244367994,-0.20449309572486452,u56,EWall,10.0,full
0.95,0.1259961991761016,1.1239393910294933,-0.214923251641161,u56,EWall,10.0,full
1.0,0.13269504597354542,1.1240306130524902,-0.2252589051154078,u56,EWall,10.0,full
0.1,0.01245746846425888,1.1045727063954083,-0.013150715038904637,u56,EWall,10.0,IS
0.15,0.01870181729838616,1.104904683800401,-0.01967641823837607,u56,EWall,10.0,IS
0.2,0.024956144414781667,1.1052333508195913,-0.026169200508675772,u56,EWall,10.0,IS
0.25,0.03122011914678091,1.1055586538191362,-0.032629184294348135,u56,EWall,10.0,IS
0.3,0.0374933960820123,1.1058802940129133,-0.03905648913121096,u56,EWall,10.0,IS
0.35,0.043775617473452044,1.10619788708847,-0.04545125830877983,u56,EWall,10.0,IS
0.4,0.05006644367479507,1.1065117759699319,-0.0518135967473361,u56,EWall,10.0,IS
0.45,0.05636553417065682,1.106822252613793,-0.05814365918960318,u56,EWall,10.0,IS
0.5,0.0626725476205443,1.1071294563535108,-0.06444153987690893,u56,EWall,10.0,IS
0.55,0.06898710604109537,1.107433005645656,-0.07070739629588452,u56,EWall,10.0,IS
0.6,0.07530882924033677,1.107732711468028,-0.07694136862311751,u56,EWall,10.0,IS
0.65,0.08163734360289521,1.1080286017664116,-0.08314357962202723,u56,EWall,10.0,IS
0.7,0.08797222770708624,1.108320118288571,-0.08931412824686236,u56,EWall,10.0,IS
0.75,0.09431311122338282,1.1086074813418747,-0.09545314891439494,u56,EWall,10.0,IS
0.8,0.1006595114249369,1.108889859421648,-0.1015608738323257,u56,EWall,10.0,IS
0.85,0.1070110649903191,1.1091677030025366,-0.10763742078252359,u56,EWall,10.0,IS
0.9,0.11336733368075125,1.1094406990627559,-0.11368294252555722,u56,EWall,10.0,IS
0.95,0.1197278777769244,1.1097086952856772,-0.11969751157260555,u56,EWall,10.0,IS
1.0,0.12609224011202858,1.1099714775734477,-0.12568116248617456,u56,EWall,10.0,IS
0.1,0.013635198098998158,1.135457599744519,-0.02433652342884296,u56,EWall,10.0,OOS
0.15,0.02047201080917649,1.1355255813370193,-0.036349395932677275,u56,EWall,10.0,OOS
0.2,0.02732102970450745,1.1355871158552533,-0.04825938788135187,u56,EWall,10.0,OOS
0.25,0.03418180117303371,1.1356423824473045,-0.060067025974027244,u56,EWall,10.0,OOS
0.3,0.04105385285273866,1.1356911164032129,-0.07177286418289763,u56,EWall,10.0,OOS
0.35,0.0479367441923686,1.13573418642097,-0.08337737262374612,u56,EWall,10.0,OOS
0.4,0.054829970163212005,1.1357708193316947,-0.09488113136133369,u56,EWall,10.0,OOS
0.45,0.06173305816660846,1.1358013310005237,-0.10628468831530424,u56,EWall,10.0,OOS
0.5,0.06864553960995212,1.1358260995091347,-0.11758852416982979,u56,EWall,10.0,OOS
0.55,0.07556690871708471,1.135844867532355,-0.12879316368113736,u56,EWall,10.0,OOS
0.6,0.08249663309919053,1.135857165257688,-0.1398992838578471,u56,EWall,10.0,OOS
0.65,0.0894342397067962,1.1358636277412024,-0.15090723594412903,u56,EWall,10.0,OOS
0.7,0.09637921686126139,1.1358642140204676,-0.16181763586104214,u56,EWall,10.0,OOS
0.75,0.10333102070718181,1.1358587957840058,-0.17263088107172053,u56,EWall,10.0,OOS
0.8,0.11028913185493128,1.1358474788025172,-0.18334751452463782,u56,EWall,10.0,OOS
0.85,0.11725298978966259,1.1358300608166059,-0.193968011993224,u56,EWall,10.0,OOS
0.9,0.12422196316446965,1.1358057626415814,-0.2044930957248644,u56,EWall,10.0,OOS
0.95,0.1311955302545722,1.135775045708563,-0.2149232516411611,u56,EWall,10.0,OOS
1.0,0.1381731378987332,1.1357379992068701,-0.2252589051154077,u56,EWall,10.0,OOS
0.1,0.003075453436355957,0.3128658821887178,-0.021555259681555472,u56,V1u,25.0,full
0.15,0.00458030612945981,0.31293390215575184,-0.03219320157154815,u56,V1u,25.0,full
0.2,0.006062973172507702,0.3129957773421403,-0.04273917552493944,u56,V1u,25.0,full
0.25,0.0075232337817070505,0.3130507836672455,-0.05319375766392631,u56,V1u,25.0,full
0.3,0.00896085771463384,0.31309834536319336,-0.06355746766622472,u56,V1u,25.0,full
0.35,0.010375575386612379,0.3131371035565908,-0.07383082556972864,u56,V1u,25.0,full
0.4,0.011767061815360025,0.3131649617905846,-0.08401470261189481,u56,V1u,25.0,full
0.45,0.013135212246085715,0.31318569980875993,-0.09410972005478224,u56,V1u,25.0,full
0.5,0.01447973922125989,0.31319786226614826,-0.10411663047806519,u56,V1u,25.0,full
0.55,0.015800363874253653,0.31320061717687003,-0.11403583726605215,u56,V1u,25.0,full
0.6,0.01709685454456955,0.31319426915898524,-0.12386837296872699,u56,V1u,25.0,full
0.65,0.018368767394080665,0.3131758511197277,-0.13361480482474275,u56,V1u,25.0,full
0.7,0.019615894559550817,0.31314650469356475,-0.14327543318219416,u56,V1u,25.0,full
0.75,0.02083780376188038,0.3131041205868759,-0.15285097540389248,u56,V1u,25.0,full
0.8,0.022033937153613126,0.3130456976240686,-0.16234240782379628,u56,V1u,25.0,full
0.85,0.02320417184613488,0.3129738093187686,-0.17174992429617986,u56,V1u,25.0,full
0.9,0.024348359876262604,0.3128902032159952,-0.18107422818230978,u56,V1u,25.0,full
0.95,0.025465803986949975,0.3127906514693623,-0.19031801491816946,u56,V1u,25.0,full
1.0,0.026556024035808035,0.3126738813902359,-0.19948029385501065,u56,V1u,25.0,full
0.1,0.002252700540418928,0.24621486009522678,-0.015768567212477658,u56,V1u,25.0,IS
0.15,0.003352807163733429,0.24652016628335743,-0.023589519177930174,u56,V1u,25.0,IS
0.2,0.0044352282836563894,0.24682022476163243,-0.03136850962367199,u56,V1u,25.0,IS
0.25,0.005499797470848611,0.24711399022923292,-0.03910583346029961,u56,V1u,25.0,IS
0.3,0.006546391539743235,0.2474026517862799,-0.04680148687120933,u56,V1u,25.0,IS
0.35,0.007574864723456365,0.24768600787621453,-0.054455562064156915,u56,V1u,25.0,IS
0.4,0.008584915800615933,0.24795980568431267,-0.062068178521904604,u56,V1u,25.0,IS
0.45,0.009576535836039346,0.24822866170492974,-0.06963945355095158,u56,V1u,25.0,IS
0.5,0.01054947782809168,0.24849021756524906,-0.07716974376393182,u56,V1u,25.0,IS
0.55,0.011503552690148133,0.24874405544219286,-0.08465946174171313,u56,V1u,25.0,IS
0.6,0.012438500120473872,0.24898866327970784,-0.09210837373616387,u56,V1u,25.0,IS
0.65,0.013354072100603354,0.2492232728492262,-0.09951652833292468,u56,V1u,25.0,IS
0.7,0.014249962343221068,0.24944641629074982,-0.10688443256098634,u56,V1u,25.0,IS
0.75,0.015125743180417928,0.24965524672093628,-0.11421196221207075,u56,V1u,25.0,IS
0.8,0.01598087003517601,0.24984621220199227,-0.12149902408242019,u56,V1u,25.0,IS
0.85,0.016815261314523378,0.2500222813456992,-0.12874571566018234,u56,V1u,25.0,IS
0.9,0.017628543377746553,0.25018232774596316,-0.1359521859129339,u56,V1u,25.0,IS
0.95,0.01842049958326264,0.25032721988720064,-0.14311854162359627,u56,V1u,25.0,IS
1.0,0.019190398794172614,0.25045220562899934,-0.15024600372225128,u56,V1u,25.0,IS
0.1,0.003754936203992809,0.3625956382708705,-0.02155525968155292,u56,V1u,25.0,OOS
0.15,0.0055944265361105305,0.36249291790020416,-0.03219320157154948,u56,V1u,25.0,OOS
0.2,0.007408250771947511,0.3623833280976589,-0.04273917552493722,u56,V1u,25.0,OOS
0.25,0.009196134290248237,0.36226638567061986,-0.05319375766392931,u56,V1u,25.0,OOS
0.3,0.010957749355729351,0.3621402184335769,-0.06355746766622816,u56,V1u,25.0,OOS
0.35,0.012692714897731827,0.36200262022412866,-0.07383082556972953,u56,V1u,25.0,OOS
0.4,0.014400677373826776,0.36185306754804336,-0.08401470261189647,u56,V1u,25.0,OOS
0.45,0.016081443727470335,0.3616947379500868,-0.0941097200547808,u56,V1u,25.0,OOS
0.5,0.017734684164445458,0.3615268311050244,-0.10411663047806696,u56,V1u,25.0,OOS
0.55,0.019360036537299674,0.36134820460097183,-0.11403583726605293,u56,V1u,25.0,OOS
0.6,0.02095728442562317,0.36116050488445356,-0.12386837296872699,u56,V1u,25.0,OOS
0.65,0.02252581254968633,0.3609591370752157,-0.13361480482474242,u56,V1u,25.0,OOS
0.7,0.024065486533273006,0.3607471540580228,-0.14327543318219482,u56,V1u,25.0,OOS
0.75,0.02557586205562723,0.3605229955364045,-0.1528509754038928,u56,V1u,25.0,OOS
0.8,0.027056362163885073,0.3602840585639024,-0.1623424078237965,u56,V1u,25.0,OOS
0.85,0.02850682159729301,0.36003262234298156,-0.1717499242961794,u56,V1u,25.0,OOS
0.9,0.02992727308225307,0.3597725492381876,-0.18107422818230867,u56,V1u,25.0,OOS
0.95,0.031316610414194423,0.35949586695104807,-0.1903180149181688,u56,V1u,25.0,OOS
1.0,0.032674555494910607,0.3592038657013107,-0.19948029385500987,u56,V1u,25.0,OOS
0.1,0.013830124704399482,1.0622659478782006,-0.024126055146920122,u56,TOP20,25.0,full
0.15,0.0207599231695359,1.0626142708621322,-0.03603547910442684,u56,TOP20,25.0,full
0.2,0.027698713563921284,1.0629531323288939,-0.04784319381537527,u56,TOP20,25.0,full
0.25,0.03464588555942494,1.063283106477931,-0.05954991447566882,u56,TOP20,25.0,full
0.3,0.04160076253942213,1.0636031949531677,-0.07115618637704924,u56,TOP20,25.0,full
0.35,0.048562716095678526,1.0639142076399593,-0.08266241408423669,u56,TOP20,25.0,full
0.4,0.05553105131692404,1.0642153365724394,-0.09406910645917033,u56,TOP20,25.0,full
0.45,0.06250507368305303,1.0645062895086546,-0.10537704021399641,u56,TOP20,25.0,full
0.5,0.06948402589210678,1.0647864642803546,-0.11658658822817636,u56,TOP20,25.0,full
0.55,0.07646702385757087,1.0650536102213224,-0.12769856390792977,u56,TOP20,25.0,full
0.6,0.0834533636838537,1.0653086113858703,-0.13871354387585988,u56,TOP20,25.0,full
0.65,0.09044227596207488,1.0655516843330952,-0.14963177671539774,u56,TOP20,25.0,full
0.7,0.09743288398523009,1.0657818047627146,-0.1604540718344093,u56,TOP20,25.0,full
0.75,0.10442445444204362,1.065999865277822,-0.17118080543662417,u56,TOP20,25.0,full
0.8,0.1114160117267049,1.0662044279435767,-0.181812649340801,u56,TOP20,25.0,full
0.85,0.1184067100196955,1.066395581261145,-0.19234988696140365,u56,TOP20,25.0,full
0.9,0.12539519432943735,1.0665695571977225,-0.20279376859967713,u56,TOP20,25.0,full
0.95,0.13238070529510182,1.0667279076733793,-0.21314463168774656,u56,TOP20,25.0,full
1.0,0.13936214243464784,1.0668696117978038,-0.2234027013672909,u56,TOP20,25.0,full
0.1,0.012466577883496699,1.0650733184499581,-0.012818971366055365,u56,TOP20,25.0,IS
0.15,0.018711992007509393,1.0653976285403612,-0.019204943910022032,u56,TOP20,25.0,IS
0.2,0.024964865492500987,1.0657136178455995,-0.02557509555584092,u56,TOP20,25.0,IS
0.25,0.03122472852493119,1.0660214851568812,-0.031929268588363646,u56,TOP20,25.0,IS
0.3,0.03749105474144421,1.0663201174626116,-0.03826743040797487,u56,TOP20,25.0,IS
0.35,0.0437633460642286,1.0666096059559294,-0.04458952398724936,u56,TOP20,25.0,IS
0.4,0.05004106909905781,1.0668892128521896,-0.05089557781121201,u56,TOP20,25.0,IS
0.45,0.05632365971848219,1.0671585587841337,-0.057185352645156895,u56,TOP20,25.0,IS
0.5,0.06261041833747072,1.0674154740989068,-0.06345893238597666,u56,TOP20,25.0,IS
0.55,0.06890080765481943,1.0676608112190729,-0.06971619549039332,u56,TOP20,25.0,IS
0.6,0.07519426002531682,1.0678946426440121,-0.07595708441773275,u56,TOP20,25.0,IS
0.65,0.08149017665302338,1.068117182224641,-0.08218152373421528,u56,TOP20,25.0,IS
0.7,0.08778784017023389,1.068327071611402,-0.0883893494169028,u56,TOP20,25.0,IS
0.75,0.094086538796603,1.068523678633259,-0.0945802427358734,u56,TOP20,25.0,IS
0.8,0.10038550443354599,1.0687058840299906,-0.10075412703129427,u56,TOP20,25.0,IS
0.85,0.10668408862660295,1.0688740664681262,-0.10691114963104953,u56,TOP20,25.0,IS
0.9,0.11298123706436036,1.0690253412619797,-0.11305187194888411,u56,TOP20,25.0,IS
0.95,0.11927637033941374,1.069161021699743,-0.11917583987092539,u56,TOP20,25.0,IS
1.0,0.12556867581148823,1.0692805043296694,-0.12528331092292921,u56,TOP20,25.0,IS
0.1,0.014956770164714417,1.067192304464626,-0.02412605514692079,u56,TOP20,25.0,OOS
0.15,0.022453071925242707,1.067563010238706,-0.03603547910442706,u56,TOP20,25.0,OOS
0.2,0.029960303644915864,1.0679235402391773,-0.04784319381537527,u56,TOP20,25.0,OOS
0.25,0.03747773056821457,1.0682747545126592,-0.05954991447566904,u56,TOP20,25.0,OOS
0.3,0.04500454318859082,1.0686157342460993,-0.0711561863770489,u56,TOP20,25.0,OOS
0.35,0.05253999639394391,1.068947761996936,-0.08266241408423658,u56,TOP20,25.0,OOS
0.4,0.06008325228322842,1.069269958552258,-0.09406910645917155,u56,TOP20,25.0,OOS
0.45,0.0676334988967977,1.069582136383572,-0.10537704021399652,u56,TOP20,25.0,OOS
0.5,0.07518992190062268,1.0698847732727688,-0.11658658822817614,u56,TOP20,25.0,OOS
0.55,0.08275133853792438,1.0701734777692162,-0.12769856390792922,u56,TOP20,25.0,OOS
0.6,0.09031692137284453,1.0704496774282535,-0.1387135438758601,u56,TOP20,25.0,OOS
0.65,0.09788574841178321,1.070713606369367,-0.14963177671539796,u56,TOP20,25.0,OOS
0.7,0.10545679945342323,1.07096446891663,-0.16045407183440952,u56,TOP20,25.0,OOS
0.75,0.11302931306425279,1.0712042196541898,-0.17118080543662506,u56,TOP20,25.0,OOS
0.8,0.12060212941513027,1.0714311836578059,-0.18181264934080055,u56,TOP20,25.0,OOS
0.85,0.1281742265258341,1.0716452481406675,-0.19234988696140365,u56,TOP20,25.0,OOS
0.9,0.13574398587653014,1.071842045980261,-0.20279376859967713,u56,TOP20,25.0,OOS
0.95,0.14331048556179105,1.0720232730152905,-0.21314463168774622,u56,TOP20,25.0,OOS
1.0,0.15087237124064035,1.0721876011978528,-0.22340270136729112,u56,TOP20,25.0,OOS
0.1,0.012954589445991038,1.108977140775434,-0.024376991353881272,u56,EWall,25.0,full
0.15,0.019450646277167527,1.1093142929301394,-0.0364080790455974,u56,EWall,25.0,full
0.2,0.025958592785864543,1.1096406209316798,-0.048335014294153655,u56,EWall,25.0,full
0.25,0.03247796301284289,1.1099563015802116,-0.06015836957521903,u56,EWall,25.0,full
0.3,0.039008254897411554,1.1102606188183566,-0.07187878677218829,u56,EWall,25.0,full
0.35,0.045549002120204074,1.1105543636739026,-0.08349669937265092,u56,EWall,25.0,full
0.4,0.05209967693922768,1.1108368054948408,-0.09501281694158237,u56,EWall,25.0,full
0.45,0.05865980120840275,1.111108691149631,-0.10642776991188307,u56,EWall,25.0,full
0.5,0.06522890754668853,1.1113706934227128,-0.1177420218733859,u56,EWall,25.0,full
0.55,0.07180644250989232,1.111622019682049,-0.12895614780934983,u56,EWall,25.0,full
0.6,0.07839182007210255,1.111861786582582,-0.1400711044996924,u56,EWall,25.0,full
0.65,0.08498454888435591,1.1120909062832007,-0.1510870356519286,u56,EWall,25.0,full
0.7,0.09158403687614847,1.1123087004692669,-0.16200474779198304,u56,EWall,25.0,full
0.75,0.09818971225570872,1.1125152185501814,-0.17282450260689752,u56,EWall,25.0,full
0.8,0.10480091533272073,1.112709687742266,-0.18354692666083583,u56,EWall,25.0,full
0.85,0.1114170720180272,1.1128923047611567,-0.1941724798280604,u56,EWall,25.0,full
0.9,0.1180374329976599,1.1130616202458439,-0.20470223926548625,u56,EWall,25.0,full
