panel,vint,char,BW,flavour,level,seed,arm,gross,cadence,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,keep4a,fail4b,keep4b
LIVE~momac~POOL~L0.763087~0~bw0.500,LIVE,momac,0.5,POOL,0.763087,0,EWall,0.5,W,0.07199800737011874,0.6291316020549134,-0.32045252447549444,0.6023883470962375,0.6628173684276414,0.08033744095210849,0.6554427260647978,-0.3204525244754931,False,"H1,H2,OOS,DD,CAGR",False
LIVE~momac~POOL~L0.763087~0~bw0.500,LIVE,momac,0.5,POOL,0.763087,0,MA-RS,0.5,W,0.011983310388681723,0.16244918564712016,-0.34932232124984053,-0.10116712030619975,0.35660754354965674,0.029154519290078618,0.2992988832343363,-0.26938389480531966,False,"H1,H2,OOS,DD,CAGR",False
LIVE~momac~POOL~L0.763087~0~bw0.500,LIVE,momac,0.5,POOL,0.763087,0,EWall,0.5,M,0.07576370852914938,0.6568469167327001,-0.29803085461923073,0.6060001609639999,0.7088838148552058,0.0886619779806439,0.7102178083973932,-0.2980308546192314,False,"H1,H2,OOS,DD,CAGR",False
LIVE~momac~POOL~L0.763087~0~bw0.500,LIVE,momac,0.5,POOL,0.763087,0,MA-RS,0.5,M,0.021497529215592337,0.23919851598497804,-0.3741277605634662,0.036967529112524114,0.3936962394910607,0.036172793982055085,0.34627703609597293,-0.27592732137487197,False,"H1,H2,OOS,DD,CAGR",False
LIVE~momac~POOL~L0.763087~0~bw0.500,LIVE,momac,0.5,POOL,0.763087,0,EWall,0.75,W,0.10370630609902065,0.6287458411900861,-0.44997647906497795,0.604024869572553,0.6610687443325161,0.11546566456947871,0.6538435507336288,-0.44997647906497895,False,"H1,H2,OOS,DD",False
LIVE~momac~POOL~L0.763087~0~bw0.500,LIVE,momac,0.5,POOL,0.763087,0,MA-RS,0.75,W,0.013090871105226443,0.16147402429166086,-0.4846119995192185,-0.09685288876927665,0.35195182220704496,0.03767222746035537,0.2953887187427207,-0.3796853507839846,False,"H1,H2,OOS,DD,CAGR",False
LIVE~momac~POOL~L0.763087~0~bw0.500,LIVE,momac,0.5,POOL,0.763087,0,EWall,0.75,M,0.10925467952649881,0.6543149112031341,-0.43157488848233083,0.6088596068786104,0.7025354273596687,0.12748375078708096,0.704112825014729,-0.4315748884823304,False,"H1,H2,OOS,DD",False
LIVE~momac~POOL~L0.763087~0~bw0.500,LIVE,momac,0.5,POOL,0.763087,0,MA-RS,0.75,M,0.02742521254954111,0.2414166641355888,-0.5229689570993734,0.04118602710563876,0.3949752103316235,0.04884336303256531,0.3477105521587907,-0.3965285778517177,False,"H1,H2,OOS,DD,CAGR",False
LIVE~momac~POOL~L0.763087~0~bw0.500,LIVE,momac,0.5,POOL,0.763087,0,EWall,1.0,W,0.132017242595315,0.628143800849682,-0.5608770625995356,0.6054876389938645,0.6591056933815762,0.14652862371775388,0.6520087156441445,-0.5608770625995364,False,"H1,H2,OOS,DD",False
LIVE~momac~POOL~L0.763087~0~bw0.500,LIVE,momac,0.5,POOL,0.763087,0,MA-RS,1.0,W,0.010917021393150206,0.16053433072371,-0.5968849267994099,-0.09252535685764451,0.34730437171028183,0.04200708795312447,0.29148890034607117,-0.4758770102042911,False,"H1,H2,OOS,DD,CAGR",False
LIVE~momac~POOL~L0.763087~0~bw0.500,LIVE,momac,0.5,POOL,0.763087,0,EWall,1.0,M,0.13927806025404776,0.6510947017068259,-0.55324083545192,0.6117636501118522,0.695138065843217,0.16181767255440338,0.6969254531413674,-0.5532408354519209,False,"H1,H2,OOS,DD",False
LIVE~momac~POOL~L0.763087~0~bw0.500,LIVE,momac,0.5,POOL,0.763087,0,MA-RS,1.0,M,0.02992073604450085,0.24342627216000087,-0.6473100964101699,0.04518196860801321,0.3958334565249768,0.05763389010782993,0.3487966946792926,-0.5056559212139966,False,"H1,H2,OOS,DD,CAGR",False
LIVE~momac~POOL~L0.763087~1~bw0.500,LIVE,momac,0.5,POOL,0.763087,1,EWall,0.5,W,0.0821214729584554,0.7901017071662607,-0.19935479846538917,1.0923183945533939,0.5789187059082355,0.0657308245052095,0.6170318943410281,-0.1993547984653884,True,"H2,OOS,CAGR",False
LIVE~momac~POOL~L0.763087~1~bw0.500,LIVE,momac,0.5,POOL,0.763087,1,MA-RS,0.5,W,0.0270213002244577,0.26999998302044803,-0.31597334622929396,0.11091447508813572,0.3765187044752982,0.046011663800357594,0.3800706488271784,-0.31597334622929363,False,"H1,H2,OOS,DD,CAGR",False
LIVE~momac~POOL~L0.763087~1~bw0.500,LIVE,momac,0.5,POOL,0.763087,1,EWall,0.5,M,0.07407293795617442,0.721670009495653,-0.18936494700910989,0.9870843336370281,0.5310029360240724,0.0593202487780482,0.5666234932462303,-0.18936494700910944,True,"H2,OOS,CAGR",False
LIVE~momac~POOL~L0.763087~1~bw0.500,LIVE,momac,0.5,POOL,0.763087,1,MA-RS,0.5,M,0.031542616807064494,0.3089848610032339,-0.344402252982449,0.42318486811020856,0.2541700779978223,0.030693162473998337,0.28412377167867126,-0.34440225298244864,False,"H1,H2,OOS,DD,CAGR",False
LIVE~momac~POOL~L0.763087~1~bw0.500,LIVE,momac,0.5,POOL,0.763087,1,EWall,0.75,W,0.12146828104562957,0.7928310622975981,-0.28712930286579763,1.0965179715596207,0.581093173659364,0.09536608234464428,0.6189360860383297,-0.28712930286579774,False,"H2,OOS,DD",False
LIVE~momac~POOL~L0.763087~1~bw0.500,LIVE,momac,0.5,POOL,0.763087,1,MA-RS,0.75,W,0.03660109232099806,0.2817908954146372,-0.4459328227395577,0.11705178182404082,0.39210751329580307,0.06450153709925677,0.3938866120076867,-0.44593282273955726,False,"H1,H2,OOS,DD,CAGR",False
LIVE~momac~POOL~L0.763087~1~bw0.500,LIVE,momac,0.5,POOL,0.763087,1,EWall,0.75,M,0.10954385962555468,0.7258079461274627,-0.2766625587978304,0.9935109960381091,0.5350568474657715,0.086231312629232,0.5706306677468868,-0.2766625587978302,False,"H2,OOS,DD",False
