panel,gross,cap,conv,cost_bps,binding,dCAGR,dSharpe,dMaxDD,dOOS_Sharpe,dH1,dH2,dTurn,cap4b,twin4b,cap4a,twin4a,dominates,dominated
U56,0.75,0.015,MATCH_FULL,0.0,True,-0.0019466520580784241,0.026714754267357366,0.004327685273371351,0.058091549554049715,0.008671812803110912,0.04025275140430651,-0.4682486233939369,False,False,False,False,False,False
U56,0.75,0.015,MATCH_FULL,10.0,True,-0.0014240672751628658,0.03133596253842619,0.004837998344582539,0.06201594605511418,0.013763200411694987,0.04454721183154464,-0.4682486233939369,False,False,False,False,False,False
U56,0.75,0.015,MATCH_FULL,25.0,True,-0.0006460370001837301,0.03827935508761193,0.005602546297906685,0.06789599791122813,0.02144680717596925,0.05097851131876219,-0.4682486233939369,False,False,False,False,False,False
U56,0.75,0.015,MATCH_FULL,50.0,True,0.0006352002418648084,0.04984542306832629,0.007669628689211394,0.07764694568679253,0.034333187860302594,0.06163660658722847,-0.4682486233939369,False,False,False,False,True,False
U56,0.75,0.015,MATCH_IS,0.0,True,0.0013928609491031807,0.02038788666431013,-0.0008082059768692584,0.05084953457168995,0.003545173213375108,0.032721255415055106,-0.3523327982079394,False,False,False,False,False,False
U56,0.75,0.015,MATCH_IS,10.0,True,0.0017766862192973853,0.02516673349528653,-0.00032572574243272534,0.05490945596872421,0.008829756598779825,0.03715188605198039,-0.3523327982079394,False,False,False,False,False,False
U56,0.75,0.015,MATCH_IS,25.0,True,0.0023481921960983865,0.032347991322521974,0.0003971384196533867,0.060994193671096264,0.01680470152050839,0.0437888529639372,-0.3523327982079394,False,False,False,False,True,False
U56,0.75,0.015,MATCH_IS,50.0,True,0.003289496106408274,0.044313599752320965,0.004549835525625379,0.07108950736219732,0.030179848591866953,0.05479297557704399,-0.3523327982079394,False,False,False,False,True,False
U56,0.75,0.020,MATCH_FULL,0.0,True,0.0015139852676833154,0.05635144193266406,0.006725959519548019,0.07114813695316169,0.05007941243517133,0.056635406130520094,-0.47961774442259264,True,True,False,False,True,False
U56,0.75,0.020,MATCH_FULL,10.0,True,0.0020452853507157975,0.06040982909861348,0.007360583749541849,0.0747721643281467,0.05461908733993148,0.0604608552575312,-0.47961774442259264,True,True,False,False,True,False
