panel,cost_bps,window,block_L,stat,beta_per_pp_MaxDD,median_SE,resolution,R,decisive_share,n_contrasts
b136,0.0,FULL,21,CVaR5_1y,0.3210337695417852,1.0906875119853605,2.181375023970721,0.14717037007117315,0.0,9
b136,0.0,FULL,21,Calmar,-0.002046435277050111,0.019799598480053766,0.03959919696010753,0.05167870649275292,0.0,9
b136,0.0,FULL,21,MaxDD,1.0000000000000007,1.4105059770207766,2.8210119540415532,0.35448272332463526,0.5555555555555556,9
b136,0.0,FULL,21,MeanDD,0.1823178064289725,0.27362807676762946,0.5472561535352589,0.33314893811829205,0.5555555555555556,9
b136,0.0,FULL,21,TUW,-0.03431325709769567,0.09749554910734552,0.19499109821469104,0.1759734542338735,0.6666666666666666,9
b136,0.0,FULL,21,Ulcer,-0.26461278485461537,0.3985629332554807,0.7971258665109614,0.3319585977216267,0.5555555555555556,9
b136,0.0,FULL,63,CVaR5_1y,0.3210337695417852,1.0781006591023614,2.156201318204723,0.14888858792141055,0.0,9
b136,0.0,FULL,63,Calmar,-0.002046435277050111,0.018394725318726955,0.03678945063745391,0.055625600317247316,0.0,9
b136,0.0,FULL,63,MaxDD,1.0000000000000007,1.2983164042216107,2.5966328084432213,0.38511413579478654,0.6666666666666666,9
b136,0.0,FULL,63,MeanDD,0.1823178064289725,0.24804356543482808,0.49608713086965617,0.3675116629398624,0.5555555555555556,9
b136,0.0,FULL,63,TUW,-0.03431325709769567,0.09584461541573057,0.19168923083146114,0.1790046156941644,0.6666666666666666,9
b136,0.0,FULL,63,Ulcer,-0.26461278485461537,0.38391231693241346,0.7678246338648269,0.344626589437087,0.5555555555555556,9
b136,0.0,FULL,126,CVaR5_1y,0.3210337695417852,0.9654889619491733,1.9309779238983467,0.16625450015175083,0.0,9
b136,0.0,FULL,126,Calmar,-0.002046435277050111,0.018662167153016194,0.03732433430603239,0.05482844677873771,0.0,9
b136,0.0,FULL,126,MaxDD,1.0000000000000007,1.226795486066352,2.453590972132704,0.4075658947875828,0.7777777777777778,9
b136,0.0,FULL,126,MeanDD,0.1823178064289725,0.21502309274488038,0.43004618548976076,0.42394936306977987,0.5555555555555556,9
b136,0.0,FULL,126,TUW,-0.03431325709769567,0.09357539473069268,0.18715078946138536,0.18334551083887088,0.6666666666666666,9
b136,0.0,FULL,126,Ulcer,-0.26461278485461537,0.3427573912149531,0.6855147824299062,0.3860059500345961,0.5555555555555556,9
b136,0.0,IS,21,CVaR5_1y,0.2532920685632746,1.2030123483552473,2.4060246967104946,0.10527409336636248,0.0,9
b136,0.0,IS,21,Calmar,-0.003744015100746124,0.03440323981391685,0.0688064796278337,0.05441369942187231,0.0,9
b136,0.0,IS,21,MaxDD,0.9999999999999999,1.023073763858469,2.046147527716938,0.48872331366828936,0.5555555555555556,9
b136,0.0,IS,21,MeanDD,0.23932132067692113,0.30631772381529687,0.6126354476305937,0.3906423005761607,0.0,9
b136,0.0,IS,21,TUW,-0.04317496132732209,0.13334280091510392,0.26668560183020784,0.16189460934906613,0.2222222222222222,9
b136,0.0,IS,21,Ulcer,-0.34488821652925666,0.4002601131061332,0.8005202262122664,0.43083010926672816,0.5555555555555556,9
b136,0.0,IS,63,CVaR5_1y,0.2532920685632746,1.1124475544110415,2.224895108822083,0.11384449880757477,0.0,9
b136,0.0,IS,63,Calmar,-0.003744015100746124,0.0335324913724622,0.0670649827449244,0.055826676568100336,0.0,9
b136,0.0,IS,63,MaxDD,0.9999999999999999,0.9333429860682039,1.8666859721364077,0.5357087452987648,0.5555555555555556,9
b136,0.0,IS,63,MeanDD,0.23932132067692113,0.260206414631708,0.520412829263416,0.4598682184980964,0.5555555555555556,9
b136,0.0,IS,63,TUW,-0.04317496132732209,0.13550294293541476,0.2710058858708295,0.15931374032186416,0.2222222222222222,9
b136,0.0,IS,63,Ulcer,-0.34488821652925666,0.3306390036240962,0.6612780072481924,0.521547991539075,0.5555555555555556,9
b136,0.0,IS,126,CVaR5_1y,0.2532920685632746,1.0142485162123251,2.0284970324246503,0.12486686670698063,0.0,9
b136,0.0,IS,126,Calmar,-0.003744015100746124,0.033377821482016456,0.06675564296403291,0.056085372479497374,0.0,9
b136,0.0,IS,126,MaxDD,0.9999999999999999,0.8642876446542106,1.7285752893084212,0.5785111045987971,0.5555555555555556,9
b136,0.0,IS,126,MeanDD,0.23932132067692113,0.27627828396488135,0.5525565679297627,0.4331164166115605,0.5555555555555556,9
b136,0.0,IS,126,TUW,-0.04317496132732209,0.13246428714975989,0.26492857429951977,0.1629683073691774,0.2222222222222222,9
b136,0.0,IS,126,Ulcer,-0.34488821652925666,0.33450926027570527,0.6690185205514105,0.5155137054277615,0.5555555555555556,9
b136,0.0,OOS,21,CVaR5_1y,0.4018841000641009,1.398842177048522,2.797684354097044,0.14364883567925213,0.0,9
b136,0.0,OOS,21,Calmar,-0.001946458809982869,0.028342050264080595,0.05668410052816119,0.03433870859458818,0.0,9
b136,0.0,OOS,21,MaxDD,1.0000000000000002,1.5410905688210157,3.0821811376420314,0.32444556479410314,0.5555555555555556,9
b136,0.0,OOS,21,MeanDD,0.20426893781431138,0.4554771279329753,0.9109542558659506,0.22423621877712607,0.0,9
b136,0.0,OOS,21,TUW,-0.039438322617472626,0.13494921028819987,0.26989842057639973,0.14612283589228667,0.4444444444444444,9
b136,0.0,OOS,21,Ulcer,-0.29370722568100366,0.5857744103584197,1.1715488207168394,0.2506999456508283,0.5555555555555556,9
b136,0.0,OOS,63,CVaR5_1y,0.4018841000641009,1.2914518850031738,2.5829037700063475,0.15559391129121053,0.0,9
b136,0.0,OOS,63,Calmar,-0.001946458809982869,0.028103990127452808,0.056207980254905615,0.034629581087162256,0.0,9
b136,0.0,OOS,63,MaxDD,1.0000000000000002,1.410495419831162,2.820990839662324,0.35448537653518275,0.5555555555555556,9
b136,0.0,OOS,63,MeanDD,0.20426893781431138,0.4118214147624223,0.8236428295248446,0.2480066971895489,0.5555555555555556,9
b136,0.0,OOS,63,TUW,-0.039438322617472626,0.13367081597944944,0.2673416319588989,0.14752031821043077,0.4444444444444444,9
b136,0.0,OOS,63,Ulcer,-0.29370722568100366,0.5579482183619128,1.1158964367238255,0.26320294250898624,0.5555555555555556,9
b136,0.0,OOS,126,CVaR5_1y,0.4018841000641009,1.2348878371283276,2.4697756742566552,0.1627208917202809,0.0,9
b136,0.0,OOS,126,Calmar,-0.001946458809982869,0.025395758075680182,0.050791516151360364,0.0383225183548835,0.0,9
b136,0.0,OOS,126,MaxDD,1.0000000000000002,1.3036445109288457,2.6072890218576914,0.3835401413562893,0.7777777777777778,9
b136,0.0,OOS,126,MeanDD,0.20426893781431138,0.3669785758650507,0.7339571517301015,0.27831180244351283,0.5555555555555556,9
b136,0.0,OOS,126,TUW,-0.039438322617472626,0.1349591689863309,0.2699183379726618,0.14611205342212455,0.4444444444444444,9
b136,0.0,OOS,126,Ulcer,-0.29370722568100366,0.5108142699333675,1.021628539866735,0.2874892529131145,0.5555555555555556,9
b136,10.0,FULL,21,CVaR5_1y,0.3385902618840817,1.0676688494136402,2.1353376988272803,0.15856520590163994,0.0,9
b136,10.0,FULL,21,Calmar,-0.0019117408595934807,0.01922532745949132,0.03845065491898264,0.04971933153340586,0.0,9
b136,10.0,FULL,21,MaxDD,1.0000000000000002,1.421491940975201,2.842983881950402,0.3517431127024047,0.5555555555555556,9
b136,10.0,FULL,21,MeanDD,0.187410886201638,0.2828051682289706,0.5656103364579412,0.33134275334371277,0.5555555555555556,9
b136,10.0,FULL,21,TUW,-0.031977103213212864,0.09409267530489693,0.18818535060979386,0.16992344573897272,0.6666666666666666,9
