gate,value,passed
G1  fast runner == engine.backtest (U56 N=20 H=126 @ 10 bps),1.3877787807814457e-17,True
G1b gross_rescaler(1.0) == nrun (U56),1.3877787807814457e-17,True
G2  CROSS-RUN 936/1071/1082/1098's committed U56 W/H126/N=20 triple,3.1831294189377246e-07,True
G3  CROSS-RUN SPY OOS triple,0.00017024209187355144,True
G5  live RULES v2 MaxDD == committed -12.05%,4.949323437114517e-05,True
G6  determinism of 1082/1098's null-seed recipe,0.0,True
G7  CROSS-RUN 1082/1098's nine committed U56 EDGE figures reproduce,0.004798116953994125,True
G4  CROSS-RUN 1098/1102's committed U56 n=12 triple,4.9747072470490705e-05,True
G1  fast runner == engine.backtest (B136 N=20 H=126 @ 10 bps),1.3877787807814457e-17,True
G1b gross_rescaler(1.0) == nrun (B136),2.7755575615628914e-17,True
G4b CROSS-RUN 1098/1102's committed B136 n=15 triple,2.131920825099165e-05,True
G8  CROSS-RUN 1098's committed U56 EDGE floor90 / peak gap / collapse,0.007783753481395496,True
G8b CROSS-RUN 1098's committed B136 EDGE collapse,9.413238096745584e-05,True
G9  EDGE_FIXNULL is a VARIANCE-only control (identical point gaps),0.0,True
G10 every statistic's ladder is live (min spread over 36 rows),0.12053112976248326,True
G11 all three resamplers exact on the identity draw (CAGR / Sharpe / MaxDD),7.91033905045424e-16,True
