bps,n,ctrl,n_panels,r_ctrl,p_ctrl,r_book,p_book,d_r,rho_ctrl,rho_book,d_rho,sub7_n,sub7_ctrl_wins,sub7_win_rate
0,5,EW_ALL,23,0.6304281127221821,0.0012612734213093338,0.5889949958101661,0.0031060255988767014,0.04143311691201601,0.607707509881423,0.608695652173913,-0.0009881422924900019,2000,1311,0.6555
0,5,EW_GATED,23,0.6475139251903431,0.000837229641513215,0.5889949958101661,0.0031060255988767014,0.058518929380177,0.6561264822134387,0.608695652173913,0.04743083003952575,2000,1441,0.7205
0,10,EW_ALL,23,0.8178561717681865,1.8783800020235013e-06,0.812177599757427,2.5245078481523196e-06,0.005678572010759497,0.7717391304347826,0.83300395256917,-0.06126482213438744,2000,994,0.497
0,10,EW_GATED,23,0.818975603720414,1.769925399872572e-06,0.812177599757427,2.5245078481523196e-06,0.00679800396298702,0.8171936758893281,0.83300395256917,-0.015810276679841917,2000,984,0.492
0,20,EW_ALL,23,0.8749187589469769,4.730515491996757e-08,0.8916760055338572,1.1277333960312512e-08,-0.01675724658688027,0.7697628458498025,0.8389328063241107,-0.06916996047430823,2000,624,0.312
0,20,EW_GATED,23,0.8880662317152971,1.5651529782201375e-08,0.8916760055338572,1.1277333960312512e-08,-0.0036097738185600914,0.8399209486166009,0.8389328063241107,0.000988142292490224,2000,924,0.462
0,40,EW_ALL,23,0.9356006635612732,5.844395560407661e-11,0.9465808375876271,8.620204313975968e-12,-0.010980174026353873,0.7420948616600791,0.8142292490118577,-0.07213438735177857,2000,643,0.3215
0,40,EW_GATED,23,0.9536535405281271,2.0020867288314858e-12,0.9465808375876271,8.620204313975968e-12,0.0070727029404999975,0.8379446640316206,0.8142292490118577,0.02371541501976293,2000,1179,0.5895
10,5,EW_ALL,23,0.6354810313360495,0.0011201276727197981,0.5984184377655365,0.0025573236196027448,0.037062593570513,0.607707509881423,0.6156126482213439,-0.007905138339920903,2000,1288,0.644
10,5,EW_GATED,23,0.6520368661641524,0.0007480490292447109,0.5984184377655365,0.0025573236196027448,0.05361842839861586,0.6462450592885376,0.6156126482213439,0.03063241106719372,2000,1411,0.7055
10,10,EW_ALL,23,0.8253293659850349,1.2530385126108603e-06,0.8168623670231626,1.9795569514052742e-06,0.008466998961872307,0.7658102766798419,0.83300395256917,-0.06719367588932812,2000,1013,0.5065
10,10,EW_GATED,23,0.8264926164400237,1.1745166269468652e-06,0.8168623670231626,1.9795569514052742e-06,0.00963024941686108,0.8023715415019764,0.83300395256917,-0.03063241106719361,2000,1001,0.5005
10,20,EW_ALL,23,0.880653238284367,2.9668374545899564e-08,0.8970472530962675,6.7746625786154715e-09,-0.016394014811900504,0.7687747035573124,0.8369565217391305,-0.06818181818181812,2000,619,0.3095
10,20,EW_GATED,23,0.8935234396458221,9.493152987374407e-09,0.8970472530962675,6.7746625786154715e-09,-0.00352381345044539,0.8310276679841897,0.8369565217391305,-0.005928853754940788,2000,923,0.4615
10,40,EW_ALL,23,0.938383516533141,3.7212469641255424e-11,0.9512193676072865,3.3902158307123624e-12,-0.012835851074145532,0.7312252964426879,0.8171936758893281,-0.08596837944664026,2000,579,0.2895
10,40,EW_GATED,23,0.9555878033645359,1.2906178616142854e-12,0.9512193676072865,3.3902158307123624e-12,0.004368435757249323,0.8171936758893281,0.8171936758893281,0.0,2000,1145,0.5725
25,5,EW_ALL,23,0.6419264349837466,0.000959859526523888,0.611379292875759,0.0019381700245329108,0.03054714210798759,0.6166007905138341,0.6314229249011858,-0.014822134387351693,2000,1250,0.625
25,5,EW_GATED,23,0.6577386777548353,0.0006473444841255245,0.611379292875759,0.0019381700245329108,0.046359384879076315,0.6541501976284586,0.6314229249011858,0.022727272727272818,2000,1367,0.6835
25,10,EW_ALL,23,0.8349551267422942,7.227870299361922e-07,0.8225563466066727,1.4593095945128613e-06,0.012398780135621568,0.774703557312253,0.8468379446640316,-0.07213438735177857,2000,1051,0.5255
25,10,EW_GATED,23,0.8361177685083213,6.747255830962568e-07,0.8225563466066727,1.4593095945128613e-06,0.013561421901648663,0.8132411067193677,0.8468379446640316,-0.03359683794466395,2000,1035,0.5175
25,20,EW_ALL,23,0.8877739208518066,1.6064666405367937e-08,0.9038476394579718,3.4091247800352434e-09,-0.016073718606165133,0.758893280632411,0.8300395256916996,-0.07114624505928857,2000,618,0.309
25,20,EW_GATED,23,0.9002040270399646,4.9555207894512495e-09,0.9038476394579718,3.4091247800352434e-09,-0.003643612418007147,0.824110671936759,0.8300395256916996,-0.005928853754940566,2000,905,0.4525
25,40,EW_ALL,23,0.9417144669891586,2.1071586944130176e-11,0.9571214290601775,8.984429764660876e-13,-0.015406962071018881,0.7252964426877472,0.8142292490118577,-0.08893280632411049,2000,498,0.249
25,40,EW_GATED,23,0.957721083124124,7.769948109403399e-13,0.9571214290601775,8.984429764660876e-13,0.0005996540639464643,0.8171936758893281,0.8142292490118577,0.0029644268774704496,2000,1026,0.513
