book,panel,form,cadence,gross,cost_bps,CAGR,Sharpe,MaxDD,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,pass4b,fail4b,pass4a,IS_pass4b,IS_fail4b,OOS_pass4b,OOS_fail4b
U56/EWALL/W,U56,EWALL,W,0.2,10.0,0.03491546076716934,1.1186081643465204,-0.06398020203937704,1.193589019008739,1.0584356489005784,0.03331011977608722,1.1056697490757712,-0.03477436811280199,0.036239961480569516,1.1293584860200527,-0.06398020203937704,False,CAGR,False,False,CAGR,False,CAGR
U56/EWALL/W,U56,EWALL,W,0.2,25.0,0.03452823435341146,1.1065266444077861,-0.06407653729484397,1.1813287906161916,1.046447215505069,,,,,,,False,CAGR,False,,,,
U56/EWALL/W,U56,EWALL,W,0.25,10.0,0.043690701672045806,1.1188270826289544,-0.07952035690087877,1.193997496390935,1.0585216618175544,0.041680479816258664,1.1060959912014527,-0.043322190485782563,0.04534982098604168,1.1294214237742768,-0.07952035690087911,False,CAGR,False,False,CAGR,False,CAGR
U56/EWALL/W,U56,EWALL,W,0.25,25.0,0.04320978410563803,1.1069259673518153,-0.07963534471262756,1.1819182644017598,1.0467137866260379,,,,,,,False,CAGR,False,,,,
U56/EWALL/W,U56,EWALL,W,0.3,10.0,0.05248254618717385,1.119036738393908,-0.09488104506421602,1.1943987116154449,1.0585974678007604,0.050066336576157555,1.1065153634579175,-0.05181229607013638,0.05447741774846038,1.1294734434695026,-0.09488104506421602,False,CAGR,False,False,CAGR,False,CAGR
U56/EWALL/W,U56,EWALL,W,0.3,25.0,0.05190880787086294,1.1073055889511203,-0.09501273066094829,1.1824903844605186,1.046959352294255,,,,,,,False,CAGR,False,,,,
U56/EWALL/W,U56,EWALL,W,0.35,10.0,0.061290007075638586,1.1192375026067567,-0.11006359485567518,1.1947936843813958,1.058662905092058,0.05846688802643918,1.1069286826724256,-0.06024501013835071,0.06362160777686032,1.129514580149386,-0.11006359485567496,False,CAGR,False,False,CAGR,False,CAGR
U56/EWALL/W,U56,EWALL,W,0.35,25.0,0.060624143134162534,1.1076664103763403,-0.1102102629182844,1.1830476805057324,1.047183450286748,,,,,,,False,CAGR,False,,,,
U56/EWALL/W,U56,EWALL,W,0.4,10.0,0.07011209433042298,1.1194297493785292,-0.12506914449569229,1.1951824665191355,1.0587186280758683,0.06688130053152475,1.1073359048559452,-0.06862060684265747,0.07278126789651651,1.1295455362610307,-0.1250691444956924,False,CAGR,False,False,CAGR,False,CAGR
U56/EWALL/W,U56,EWALL,W,0.4,25.0,0.06935463957741872,1.1080093445803916,-0.1252290379254668,1.1835902679819814,1.0473876607289534,,,,,,,False,CAGR,False,,,,
U56/EWALL/W,U56,EWALL,W,0.45,10.0,0.07894772706306363,1.119612615544466,-0.13989916350581066,1.1955644819537392,1.0587635726330968,0.07530867841089917,1.1077364291456915,-0.07693944208172843,0.08195515991793378,1.1295652579301323,-0.13989916350581033,False,CAGR,False,False,CAGR,False,CAGR
U56/EWALL/W,U56,EWALL,W,0.45,25.0,0.07809893896466913,1.108332213917379,-0.14007098413509356,1.1841166882738892,1.047569274229938,,,,,,,False,CAGR,False,,,,
