family,arm,mean_OOS_CAGR,mean_OOS_Sharpe,mean_OOS_MaxDD,s1_book,s1_point,s1_OOS_CAGR,s1_OOS_Sharpe,s1_OOS_MaxDD,s1_fail4a,s1_fail4b
ALL,CONST-W,0.05255141580310998,0.6797916134382441,-0.17046582350476325,U56k20d09,W,0.09018064982752838,1.282132373166947,-0.10441418684726311,-,CAGR
ALL,CONST-6W,0.06487701599169463,0.7797167509920105,-0.20258238575531998,U56k20d05,6W,0.13870554084062303,1.472648012719896,-0.1366009290425655,-,-
ALL,SEL-SHARPE,0.05842838562577671,0.6673545126387839,-0.2164551330977683,U56k20d05,7W,0.1145650213802476,1.1857411263407422,-0.17691806220169792,DD,-
ALL,SEL-4B,0.0584001946905447,0.6599822459165381,-0.2152533398056121,U56k20d05,8W,0.12276053916846008,1.190944355789414,-0.18034558115713628,DD,-
ALL,RANDOM,0.05976580733569212,0.6879470093868729,-0.19874390592907235,U56k40d13,M,0.1529830020624039,1.355619426038036,-0.15377162691861745,DD,-
ALL,ORACLE,0.07849077605199306,0.9015522952764613,-0.17535592427921923,U56k20d05,6W,0.13870554084062303,1.472648012719896,-0.1366009290425655,-,-
SMALL,CONST-W,0.017313920195450555,0.20520275926815387,-0.24041823877816867,SMALLk80d05,W,-0.009230304530925104,0.0059954751232779106,-0.42043372706328197,"H1,H2,DD","H1,H2,OOS,DD,CAGR"
SMALL,CONST-6W,0.019082118128483472,0.22151772616081009,-0.2936359038866023,SMALLk40d00,6W,-0.018294864639009534,-0.10904919955380696,-0.3193457761352002,"H1,H2","H1,H2,OOS,DD,CAGR"
SMALL,SEL-SHARPE,0.028859772642971293,0.3065630009321676,-0.27837424531214405,SMALLk80d05,8W,0.010219805037265273,0.14324880140121202,-0.3982970146847672,"H2,DD","H2,OOS,DD,CAGR"
SMALL,SEL-4B,0.027939233417479108,0.30213276972111613,-0.2732166596046495,SMALLk40d13,2Q,0.04275136703461846,0.40971021503256316,-0.2844343946638005,H2,"H2,OOS,DD,CAGR"
SMALL,RANDOM,0.026840527182826004,0.28854102932774595,-0.26082979781610544,SMALLk80d13,2M,0.036731724254351894,0.32682124623167313,-0.3002865057488998,H2,"H1,H2,OOS,DD,CAGR"
SMALL,ORACLE,0.05099513887106019,0.5023809339388077,-0.23196760900763597,SMALLk40d00,10W,0.04545471173381288,0.4724975025747633,-0.2318500428507947,H1,"H1,H2,OOS,DD,CAGR"
U56,CONST-W,0.1118579068751881,1.2230250732965675,-0.14053339817181365,U56k20d09,W,0.09018064982752838,1.282132373166947,-0.10441418684726311,-,CAGR
U56,CONST-6W,0.13991261109568304,1.38702396443922,-0.16156253661256864,U56k20d05,6W,0.13870554084062303,1.472648012719896,-0.1366009290425655,-,-
U56,SEL-SHARPE,0.11328061312213096,1.0852836411418614,-0.1908182774025799,U56k20d05,7W,0.1145650213802476,1.1857411263407422,-0.17691806220169792,DD,-
U56,SEL-4B,0.11457998299283487,1.0884697637508858,-0.1885587584778915,U56k20d05,8W,0.12276053916846008,1.190944355789414,-0.18034558115713628,DD,-
U56,RANDOM,0.12276386554552238,1.1987194254250446,-0.17393516474249499,U56k40d13,M,0.1529830020624039,1.355619426038036,-0.15377162691861745,DD,-
U56,ORACLE,0.1398197457644562,1.3914363769077907,-0.15890889618072346,U56k20d05,6W,0.13870554084062303,1.472648012719896,-0.1366009290425655,-,-
ETF,CONST-W,0.045567266693920076,0.8412506946203576,-0.09652951100750473,ETFk12d13,W,0.037581420306048496,1.0592737995361188,-0.05140254029245872,-,"H1,CAGR"
ETF,CONST-6W,0.057839905593686416,1.0012505138093113,-0.10840155646071263,ETFk12d13,6W,0.045074093348347555,1.2001398192307282,-0.05817952189427722,-,"H1,CAGR"
ETF,SEL-SHARPE,0.04748106831601233,0.7851461136394697,-0.15015148883827756,ETFk12d13,M,0.03919283031452214,1.068737052345238,-0.06137912017678726,-,CAGR
ETF,SEL-4B,0.047450318581594375,0.7628469806147863,-0.15588117355294379,ETFk24d14,8W,0.04743326827915184,0.6616902799411508,-0.19255759907178838,"H2,DD","H2,OOS,CAGR"
ETF,RANDOM,0.045656801474057006,0.7702319576789198,-0.13136450461672172,ETFk24d14,8W,0.04743326827915184,0.6616902799411508,-0.19255759907178838,"H2,DD","H2,OOS,CAGR"
ETF,ORACLE,0.057988661547581644,1.004377204722254,-0.10774317808400524,ETFk12d13,6W,0.045074093348347555,1.2001398192307282,-0.05817952189427722,-,"H1,CAGR"
