cost_bps,arm,book,pass4b,tightest
0.0,A_NATIVE,CAND5@g0.50,True,0.02139233081416521
0.0,A_NATIVE,CAND5@g0.75,False,0.02566745413842228
0.0,A_NATIVE,CAND5@g1.00,False,0.04255187580388631
0.0,A_NATIVE,CAND10@g0.50,False,0.0014002644246022405
0.0,A_NATIVE,CAND10@g0.75,False,0.005625216216299078
0.0,A_NATIVE,CAND10@g1.00,False,0.009818132259191481
0.0,A_NATIVE,CAND15@g0.50,False,0.005757808378391169
0.0,A_NATIVE,CAND15@g0.75,False,0.011562253153231977
0.0,A_NATIVE,CAND15@g1.00,False,0.04594415925697537
0.0,A_NATIVE,CAND20@g0.50,False,0.009057658550851541
0.0,A_NATIVE,CAND20@g0.75,True,0.0024641792983904065
0.0,A_NATIVE,CAND20@g1.00,False,0.05883381274929808
0.0,A_NATIVE,CAND30@g0.50,False,0.016324476514165284
0.0,A_NATIVE,CAND30@g0.75,True,0.00015816265719728606
0.0,A_NATIVE,CAND30@g1.00,False,0.061966227825256265
0.0,A_NATIVE,CAND40@g0.50,False,0.019542262694101795
0.0,A_NATIVE,CAND40@g0.75,True,0.011950426871829928
0.0,A_NATIVE,CAND40@g1.00,False,0.04727649041763357
0.0,A_NATIVE,CAND50@g0.50,False,0.023780920368313294
0.0,A_NATIVE,CAND50@g0.75,True,0.013400533723541691
0.0,A_NATIVE,CAND50@g1.00,False,0.04526842059342437
0.0,A_NATIVE,BAND@g0.50,False,0.05174884301568898
0.0,A_NATIVE,BAND@g0.75,False,0.024121004426926926
0.0,A_NATIVE,BAND@g1.00,True,0.0036025564625174616
0.0,B_BARSWAP,CAND5@g0.50,True,0.021394352410215103
0.0,B_BARSWAP,CAND5@g0.75,False,0.02565963332905888
0.0,B_BARSWAP,CAND5@g1.00,False,0.04256511085991577
0.0,B_BARSWAP,CAND10@g0.50,False,0.0014022860206521354
0.0,B_BARSWAP,CAND10@g0.75,False,0.005638451272328537
0.0,B_BARSWAP,CAND10@g1.00,False,0.00983136731522094
0.0,B_BARSWAP,CAND15@g0.50,False,0.005755786782341274
0.0,B_BARSWAP,CAND15@g0.75,False,0.011554432343868576
0.0,B_BARSWAP,CAND15@g1.00,False,0.04596118745695432
0.0,B_BARSWAP,CAND20@g0.50,False,0.009055636954801646
0.0,B_BARSWAP,CAND20@g0.75,True,0.002472000107753808
0.0,B_BARSWAP,CAND20@g1.00,False,0.05882599193993468
0.0,B_BARSWAP,CAND30@g0.50,False,0.01632245491811539
0.0,B_BARSWAP,CAND30@g0.75,True,0.0001659834665606874
0.0,B_BARSWAP,CAND30@g1.00,False,0.061958407015892863
0.0,B_BARSWAP,CAND40@g0.50,False,0.0195402410980519
0.0,B_BARSWAP,CAND40@g0.75,True,0.01195824768119333
0.0,B_BARSWAP,CAND40@g1.00,False,0.04726866960827017
0.0,B_BARSWAP,CAND50@g0.50,False,0.0237788987722634
0.0,B_BARSWAP,CAND50@g0.75,True,0.013408354532905092
0.0,B_BARSWAP,CAND50@g1.00,False,0.04526059978406097
0.0,B_BARSWAP,BAND@g0.50,False,0.051746821419639086
0.0,B_BARSWAP,BAND@g0.75,False,0.02411898283087703
0.0,B_BARSWAP,BAND@g1.00,True,0.0036045780585673565
0.0,C_BOTH,CAND5@g0.50,True,0.021394352410215103
0.0,C_BOTH,CAND5@g0.75,False,0.02565963332905888
0.0,C_BOTH,CAND5@g1.00,False,0.04256511085991577
0.0,C_BOTH,CAND10@g0.50,False,0.0014022860206521354
0.0,C_BOTH,CAND10@g0.75,False,0.005638451272328537
0.0,C_BOTH,CAND10@g1.00,False,0.00983136731522094
0.0,C_BOTH,CAND15@g0.50,False,0.005755786782341274
0.0,C_BOTH,CAND15@g0.75,False,0.011554432343868576
0.0,C_BOTH,CAND15@g1.00,False,0.04596118745695432
0.0,C_BOTH,CAND20@g0.50,False,0.009055636954801646
0.0,C_BOTH,CAND20@g0.75,True,0.002472000107753808
0.0,C_BOTH,CAND20@g1.00,False,0.05882599193993468
0.0,C_BOTH,CAND30@g0.50,False,0.01632245491811539
0.0,C_BOTH,CAND30@g0.75,True,0.0001659834665606874
0.0,C_BOTH,CAND30@g1.00,False,0.061958407015892863
0.0,C_BOTH,CAND40@g0.50,False,0.019540238433576815
0.0,C_BOTH,CAND40@g0.75,True,0.01195824768119333
0.0,C_BOTH,CAND40@g1.00,False,0.04726866960827017
0.0,C_BOTH,CAND50@g0.50,False,0.023778850147630412
0.0,C_BOTH,CAND50@g0.75,True,0.013408354532905092
0.0,C_BOTH,CAND50@g1.00,False,0.04526059978406097
0.0,C_BOTH,BAND@g0.50,False,0.05174681385652517
0.0,C_BOTH,BAND@g0.75,False,0.024118970555449912
0.0,C_BOTH,BAND@g1.00,True,0.0036045956841592314
25.0,A_NATIVE,CAND5@g0.50,False,0.01811931582310637
25.0,A_NATIVE,CAND5@g0.75,False,0.022872771037010867
25.0,A_NATIVE,CAND5@g1.00,False,0.06098924075265506
25.0,A_NATIVE,CAND10@g0.50,False,0.016921431048943614
25.0,A_NATIVE,CAND10@g0.75,False,0.005391696747666333
25.0,A_NATIVE,CAND10@g1.00,False,0.012454382234927563
25.0,A_NATIVE,CAND15@g0.50,False,0.020172681811132742
25.0,A_NATIVE,CAND15@g0.75,False,0.001842518232117521
25.0,A_NATIVE,CAND15@g1.00,False,0.014911643533290442
25.0,A_NATIVE,CAND20@g0.50,False,0.012571420119060539
25.0,A_NATIVE,CAND20@g0.75,False,0.0007425495478159683
25.0,A_NATIVE,CAND20@g1.00,False,0.018208100598793298
25.0,A_NATIVE,CAND30@g0.50,False,0.03762640706640212
25.0,A_NATIVE,CAND30@g0.75,False,0.0019121349143703392
25.0,A_NATIVE,CAND30@g1.00,False,0.028718683752640264
25.0,A_NATIVE,CAND40@g0.50,False,0.030694789328928218
25.0,A_NATIVE,CAND40@g0.75,False,0.004519061874498173
25.0,A_NATIVE,CAND40@g1.00,False,0.02843654646469869
25.0,A_NATIVE,CAND50@g0.50,False,0.023559334908083374
25.0,A_NATIVE,CAND50@g0.75,False,0.007512755730730666
25.0,A_NATIVE,CAND50@g1.00,False,0.023119568514188615
25.0,A_NATIVE,BAND@g0.50,False,0.05531403936720007
25.0,A_NATIVE,BAND@g0.75,False,0.02954841415962299
25.0,A_NATIVE,BAND@g1.00,False,0.0037707995432350455
25.0,B_BARSWAP,CAND5@g0.50,False,0.018117294227056477
25.0,B_BARSWAP,CAND5@g0.75,False,0.02287479263306076
25.0,B_BARSWAP,CAND5@g1.00,False,0.06099126234870496
25.0,B_BARSWAP,CAND10@g0.50,False,0.016902231665631984
25.0,B_BARSWAP,CAND10@g0.75,False,0.005393718343716228
25.0,B_BARSWAP,CAND10@g1.00,False,0.012435182851615934
25.0,B_BARSWAP,CAND15@g0.50,False,0.020153482427821112
25.0,B_BARSWAP,CAND15@g0.75,False,0.0018445398281674158
25.0,B_BARSWAP,CAND15@g1.00,False,0.014892444149978812
25.0,B_BARSWAP,CAND20@g0.50,False,0.012590619502372169
25.0,B_BARSWAP,CAND20@g0.75,False,0.0007503703571793696
25.0,B_BARSWAP,CAND20@g1.00,False,0.018227299982104928
25.0,B_BARSWAP,CAND30@g0.50,False,0.037624385470352226
25.0,B_BARSWAP,CAND30@g0.75,False,0.0019043141050069379
25.0,B_BARSWAP,CAND30@g1.00,False,0.02872070534869016
25.0,B_BARSWAP,CAND40@g0.50,False,0.03068155427289876
25.0,B_BARSWAP,CAND40@g0.75,False,0.004517040278448278
25.0,B_BARSWAP,CAND40@g1.00,False,0.028438568060748584
25.0,B_BARSWAP,CAND50@g0.50,False,0.02354230670810442
25.0,B_BARSWAP,CAND50@g0.75,False,0.0075107341346807716
25.0,B_BARSWAP,CAND50@g1.00,False,0.023102540314209663
25.0,B_BARSWAP,BAND@g0.50,False,0.055312017771150176
25.0,B_BARSWAP,BAND@g0.75,False,0.029546392563573096
25.0,B_BARSWAP,BAND@g1.00,False,0.0037687779471851507
25.0,C_BOTH,CAND5@g0.50,False,0.018117294227056477
25.0,C_BOTH,CAND5@g0.75,False,0.02287479263306076
25.0,C_BOTH,CAND5@g1.00,False,0.06099126234870496
25.0,C_BOTH,CAND10@g0.50,False,0.016902231665631984
25.0,C_BOTH,CAND10@g0.75,False,0.005393718343716228
25.0,C_BOTH,CAND10@g1.00,False,0.012435182851615934
25.0,C_BOTH,CAND15@g0.50,False,0.020153482427821112
25.0,C_BOTH,CAND15@g0.75,False,0.0018445398281674158
25.0,C_BOTH,CAND15@g1.00,False,0.014892444149978812
25.0,C_BOTH,CAND20@g0.50,False,0.012590619502372169
25.0,C_BOTH,CAND20@g0.75,False,0.0007503703571793696
25.0,C_BOTH,CAND20@g1.00,False,0.018227299982104928
25.0,C_BOTH,CAND30@g0.50,False,0.037624385470352226
25.0,C_BOTH,CAND30@g0.75,False,0.0019043141050069379
25.0,C_BOTH,CAND30@g1.00,False,0.02872070534869016
25.0,C_BOTH,CAND40@g0.50,False,0.030681477696301585
25.0,C_BOTH,CAND40@g0.75,False,0.004517036085122814
25.0,C_BOTH,CAND40@g1.00,False,0.028438573957491456
25.0,C_BOTH,CAND50@g0.50,False,0.023542068725238563
25.0,C_BOTH,CAND50@g0.75,False,0.007510659075076462
25.0,C_BOTH,CAND50@g1.00,False,0.023102290542788895
25.0,C_BOTH,BAND@g0.50,False,0.05531201019719738
25.0,C_BOTH,BAND@g0.75,False,0.02954638056398444
25.0,C_BOTH,BAND@g1.00,False,0.003768760464547369
