window,p,n,p_over_n,target,lam,K,repro_IS,repro_OOF,panel
H1,20,180,0.1111111111111111,sd,1.0,10,0.9082118870248285,0.8837381618048596,U56
H1,20,180,0.1111111111111111,mn,1.0,10,0.6944786338670489,0.6103322067101729,U56
H1,20,240,0.08333333333333333,sd,1.0,10,0.9018013694131456,0.8792686544893982,U56
H1,20,240,0.08333333333333333,mn,1.0,10,0.6526310914718576,0.5790628831156492,U56
H1,20,360,0.05555555555555555,sd,1.0,10,0.8968771692851494,0.8837675516947614,U56
H1,20,360,0.05555555555555555,mn,1.0,10,0.6363678411006792,0.591285287739137,U56
H1,20,480,0.041666666666666664,sd,1.0,10,0.8944652451186228,0.8855642353878781,U56
H1,20,480,0.041666666666666664,mn,1.0,10,0.6296035191328313,0.5962576521812404,U56
H1,20,600,0.03333333333333333,sd,1.0,10,0.893978647137436,0.8860078719014387,U56
H1,20,600,0.03333333333333333,mn,1.0,10,0.6331502054805842,0.6053328477511429,U56
H1,20,750,0.02666666666666667,sd,1.0,10,0.8918225810200819,0.8852659830783872,U56
H1,20,750,0.02666666666666667,mn,1.0,10,0.6274626302635186,0.6031506226611891,U56
H1,20,900,0.022222222222222223,sd,1.0,10,0.8896796490069727,0.8842727538759381,U56
H1,20,900,0.022222222222222223,mn,1.0,10,0.6176212427095978,0.6002507914541935,U56
H1,40,30,1.3333333333333333,sd,1.0,10,0.9798265541578504,0.4029002739603763,U56
H1,40,30,1.3333333333333333,mn,1.0,10,0.9807033563463833,0.5670360973803293,U56
H1,40,45,0.8888888888888888,sd,1.0,10,0.9731159670621972,0.6318664086858153,U56
H1,40,45,0.8888888888888888,mn,1.0,10,0.979979346390641,0.6926521084366546,U56
H1,40,60,0.6666666666666666,sd,1.0,10,0.9693221905046971,0.8065350181526456,U56
H1,40,60,0.6666666666666666,mn,1.0,10,0.9549939128859198,0.6727551938938992,U56
H1,40,90,0.4444444444444444,sd,1.0,10,0.9650393565482956,0.877161977306068,U56
H1,40,90,0.4444444444444444,mn,1.0,10,0.9275843782086339,0.7933398262112354,U56
H1,40,120,0.3333333333333333,sd,1.0,10,0.9544290053712097,0.893377015931382,U56
H1,40,120,0.3333333333333333,mn,1.0,10,0.9197442587476341,0.8283553113820504,U56
H1,40,180,0.2222222222222222,sd,1.0,10,0.9465847302770829,0.912322343814338,U56
H1,40,180,0.2222222222222222,mn,1.0,10,0.9090013768866614,0.8452876424799999,U56
H1,40,240,0.16666666666666666,sd,1.0,10,0.9435259607800294,0.916388174144231,U56
H1,40,240,0.16666666666666666,mn,1.0,10,0.89897267814436,0.8503921340080365,U56
H1,40,360,0.1111111111111111,sd,1.0,10,0.9403682286697145,0.9244532433966085,U56
H1,40,360,0.1111111111111111,mn,1.0,10,0.8917922437018382,0.8628403521466346,U56
H1,40,480,0.08333333333333333,sd,1.0,10,0.9404517711714595,0.9293695298216537,U56
H1,40,480,0.08333333333333333,mn,1.0,10,0.8901379791111873,0.8695347866744686,U56
H1,40,600,0.06666666666666667,sd,1.0,10,0.9398514826767496,0.9300122721075825,U56
H1,40,600,0.06666666666666667,mn,1.0,10,0.89453851123326,0.8773443196909805,U56
H1,40,750,0.05333333333333334,sd,1.0,10,0.9392994791488292,0.9316053586468634,U56
H1,40,750,0.05333333333333334,mn,1.0,10,0.889986752657149,0.8777012318395083,U56
H1,40,900,0.044444444444444446,sd,1.0,10,0.9389341874398862,0.933049572511722,U56
H1,40,900,0.044444444444444446,mn,1.0,10,0.8848667849401403,0.8740242807838394,U56
H1,55,30,1.8333333333333333,sd,1.0,10,0.9921209174503113,0.36463699040345066,U56
H1,55,30,1.8333333333333333,mn,1.0,10,0.9897470000570201,0.3012174721381117,U56
H1,55,45,1.2222222222222223,sd,1.0,10,0.9910060633712312,0.6619647484530683,U56
H1,55,45,1.2222222222222223,mn,1.0,10,0.9872297508801281,0.5427756479804742,U56
H1,55,60,0.9166666666666666,sd,1.0,10,0.9861339694025015,0.7794405264317207,U56
H1,55,60,0.9166666666666666,mn,1.0,10,0.9883941465040359,0.7412483037206763,U56
H1,55,90,0.6111111111111112,sd,1.0,10,0.9882117879499736,0.9282369412775744,U56
H1,55,90,0.6111111111111112,mn,1.0,10,0.994611738401765,0.9591922916101752,U56
H1,55,120,0.4583333333333333,sd,1.0,10,0.9844251019012884,0.947711046926552,U56
H1,55,120,0.4583333333333333,mn,1.0,10,0.997688754017207,0.9894772578159242,U56
H1,55,180,0.3055555555555556,sd,1.0,10,0.9812164603096556,0.9629066772357133,U56
H1,55,180,0.3055555555555556,mn,1.0,10,0.999216946707311,0.9977709835120521,U56
H1,55,240,0.22916666666666666,sd,1.0,10,0.9805267631885753,0.9667972238092245,U56
H1,55,240,0.22916666666666666,mn,1.0,10,0.9995585131454465,0.9990210070235249,U56
H1,55,360,0.1527777777777778,sd,1.0,10,0.9778168161592713,0.9694884151038617,U56
H1,55,360,0.1527777777777778,mn,1.0,10,0.9998201336194473,0.9996893363336967,U56
H1,55,480,0.11458333333333333,sd,1.0,10,0.9780823256735254,0.9721796821244909,U56
H1,55,480,0.11458333333333333,mn,1.0,10,0.9999019791722842,0.9998384408924554,U56
H1,55,600,0.09166666666666666,sd,1.0,10,0.9775257082269476,0.9724739860017826,U56
H1,55,600,0.09166666666666666,mn,1.0,10,0.9999402920940157,0.9999087441451637,U56
H1,55,750,0.07333333333333333,sd,1.0,10,0.9768537609814004,0.9723375630234906,U56
H1,55,750,0.07333333333333333,mn,1.0,10,0.9999605051171551,0.999941041564182,U56
H1,55,900,0.06111111111111111,sd,1.0,10,0.9765503552505141,0.9732625734220763,U56
H1,55,900,0.06111111111111111,mn,1.0,10,0.9999721207860737,0.9999599681557791,U56
H2,10,30,0.3333333333333333,sd,1.0,10,0.29246546653328076,-0.5615762652817085,U56
H2,10,30,0.3333333333333333,mn,1.0,10,0.47251453048348324,0.0696705627124331,U56
H2,10,45,0.2222222222222222,sd,1.0,10,0.25894366919186684,-0.3509873978825666,U56
H2,10,45,0.2222222222222222,mn,1.0,10,0.3838888580820997,-0.0006900203197548471,U56
H2,10,60,0.16666666666666666,sd,1.0,10,0.21917838431092973,-0.29581485024835374,U56
H2,10,60,0.16666666666666666,mn,1.0,10,0.3918878098146239,0.13204259264983154,U56
H2,10,90,0.1111111111111111,sd,1.0,10,0.15951009783864678,-0.10258501707353629,U56
H2,10,90,0.1111111111111111,mn,1.0,10,0.2619524070298054,0.005242507084595838,U56
H2,10,120,0.08333333333333333,sd,1.0,10,0.11064871479362681,-0.1204150265246986,U56
H2,10,120,0.08333333333333333,mn,1.0,10,0.2707635300296256,0.05240991686850904,U56
H2,10,180,0.05555555555555555,sd,1.0,10,0.10331374960479367,-0.018008614513129073,U56
H2,10,180,0.05555555555555555,mn,1.0,10,0.23044013801517327,0.11713818559059697,U56
H2,10,240,0.041666666666666664,sd,1.0,10,0.12447187973981133,0.0271293968192744,U56
H2,10,240,0.041666666666666664,mn,1.0,10,0.22959668966573943,0.1614842018532039,U56
H2,10,360,0.027777777777777776,sd,1.0,10,0.1488017702974298,0.09175363916351698,U56
H2,10,360,0.027777777777777776,mn,1.0,10,0.2579365609903038,0.21059056478993488,U56
H2,10,480,0.020833333333333332,sd,1.0,10,0.10275887007812967,0.049630330391977395,U56
H2,10,480,0.020833333333333332,mn,1.0,10,0.20837165246425915,0.15930769962343871,U56
H2,10,600,0.016666666666666666,sd,1.0,10,0.09689509838559374,0.06396545368343298,U56
H2,10,600,0.016666666666666666,mn,1.0,10,0.19887902518776068,0.17677067438788086,U56
H2,10,750,0.013333333333333334,sd,1.0,10,0.08597618613941937,0.059040618910532805,U56
H2,10,750,0.013333333333333334,mn,1.0,10,0.18477024113147822,0.15351452905526564,U56
H2,10,900,0.011111111111111112,sd,1.0,10,0.09417745762222529,0.06965539974131074,U56
H2,10,900,0.011111111111111112,mn,1.0,10,0.19060523816296593,0.16997391446582744,U56
H2,20,30,0.6666666666666666,sd,1.0,10,0.7806703512959088,0.0692873738669092,U56
H2,20,30,0.6666666666666666,mn,1.0,10,0.8119309283288487,0.3822941667634413,U56
H2,20,45,0.4444444444444444,sd,1.0,10,0.834504785213658,0.5176642559713611,U56
H2,20,45,0.4444444444444444,mn,1.0,10,0.8245658482042166,0.5555109781048211,U56
H2,20,60,0.3333333333333333,sd,1.0,10,0.8139596412934,0.604865087132578,U56
H2,20,60,0.3333333333333333,mn,1.0,10,0.7634195144791696,0.5511564592351477,U56
H2,20,90,0.2222222222222222,sd,1.0,10,0.7973458389034758,0.6527744980258953,U56
H2,20,90,0.2222222222222222,mn,1.0,10,0.7396132916803848,0.5174142160365214,U56
H2,20,120,0.16666666666666666,sd,1.0,10,0.782210158669985,0.67795844865949,U56
H2,20,120,0.16666666666666666,mn,1.0,10,0.7293113906529942,0.6047343828562102,U56
H2,20,180,0.1111111111111111,sd,1.0,10,0.7667961179414925,0.6995413877260657,U56
H2,20,180,0.1111111111111111,mn,1.0,10,0.7090786380386127,0.6391604383065306,U56
H2,20,240,0.08333333333333333,sd,1.0,10,0.7691329834616116,0.7290298514074819,U56
H2,20,240,0.08333333333333333,mn,1.0,10,0.7103472622959408,0.6531626068056868,U56
H2,20,360,0.05555555555555555,sd,1.0,10,0.7627343030248708,0.7287304923333212,U56
H2,20,360,0.05555555555555555,mn,1.0,10,0.7048000807270416,0.6663782086007111,U56
H2,20,480,0.041666666666666664,sd,1.0,10,0.7563996876789336,0.7302868673342119,U56
H2,20,480,0.041666666666666664,mn,1.0,10,0.6718783500348884,0.6371817658917267,U56
H2,20,600,0.03333333333333333,sd,1.0,10,0.7597077508347003,0.7419269233777506,U56
H2,20,600,0.03333333333333333,mn,1.0,10,0.6809155653744534,0.6559561558556182,U56
H2,20,750,0.02666666666666667,sd,1.0,10,0.7530811949504598,0.7385793716604558,U56
H2,20,750,0.02666666666666667,mn,1.0,10,0.6666440787675452,0.647113467448647,U56
H2,20,900,0.022222222222222223,sd,1.0,10,0.7535874485065738,0.7433403519624555,U56
H2,20,900,0.022222222222222223,mn,1.0,10,0.6533385905417541,0.6418633574152401,U56
H2,40,30,1.3333333333333333,sd,1.0,10,0.9608094407711804,-0.14043403954203337,U56
H2,40,30,1.3333333333333333,mn,1.0,10,0.9795062350958159,0.4769661147899579,U56
H2,40,45,0.8888888888888888,sd,1.0,10,0.9723682612195895,0.4997033529434961,U56
H2,40,45,0.8888888888888888,mn,1.0,10,0.9803281045208362,0.6788111452965355,U56
H2,40,60,0.6666666666666666,sd,1.0,10,0.968672932115919,0.8122506830250815,U56
H2,40,60,0.6666666666666666,mn,1.0,10,0.9713303650776478,0.807702288702957,U56
H2,40,90,0.4444444444444444,sd,1.0,10,0.9670060024656343,0.8956111914603125,U56
H2,40,90,0.4444444444444444,mn,1.0,10,0.9687239948402514,0.8876115877079566,U56
H2,40,120,0.3333333333333333,sd,1.0,10,0.9658049077226675,0.9282171047494931,U56
H2,40,120,0.3333333333333333,mn,1.0,10,0.9630023345690881,0.9223077703342376,U56
H2,40,180,0.2222222222222222,sd,1.0,10,0.9579891190600217,0.9326464205657922,U56
H2,40,180,0.2222222222222222,mn,1.0,10,0.951371499887083,0.9200245603884305,U56
H2,40,240,0.16666666666666666,sd,1.0,10,0.9568988512860317,0.9382543179989106,U56
H2,40,240,0.16666666666666666,mn,1.0,10,0.9424326681971704,0.912953103586274,U56
H2,40,360,0.1111111111111111,sd,1.0,10,0.9526531002727863,0.9400100655873644,U56
H2,40,360,0.1111111111111111,mn,1.0,10,0.9427845343202956,0.926923328920341,U56
H2,40,480,0.08333333333333333,sd,1.0,10,0.9522653031878949,0.9414912079877044,U56
H2,40,480,0.08333333333333333,mn,1.0,10,0.9411938845487778,0.9289458710912858,U56
H2,40,600,0.06666666666666667,sd,1.0,10,0.9526326498393032,0.9452713940212306,U56
H2,40,600,0.06666666666666667,mn,1.0,10,0.9420481782077921,0.93342340877077,U56
H2,40,750,0.05333333333333334,sd,1.0,10,0.951591101499358,0.9458506534502041,U56
H2,40,750,0.05333333333333334,mn,1.0,10,0.9401032581900816,0.9331012525303692,U56
H2,40,900,0.044444444444444446,sd,1.0,10,0.9514989663969163,0.9468601942176926,U56
H2,40,900,0.044444444444444446,mn,1.0,10,0.938068951835964,0.9322022312122398,U56
H2,55,30,1.8333333333333333,sd,1.0,10,0.9893885522460177,0.13060243166695495,U56
H2,55,30,1.8333333333333333,mn,1.0,10,0.990307540850773,0.22134043312765772,U56
H2,55,45,1.2222222222222223,sd,1.0,10,0.9893686896383423,0.5869368168738598,U56
H2,55,45,1.2222222222222223,mn,1.0,10,0.9916228668267868,0.6339620749756536,U56
H2,55,60,0.9166666666666666,sd,1.0,10,0.9843948242136807,0.7294043433197944,U56
H2,55,60,0.9166666666666666,mn,1.0,10,0.991700102803519,0.8226113952662502,U56
H2,55,90,0.6111111111111112,sd,1.0,10,0.9742933387064243,0.8495256462514655,U56
H2,55,90,0.6111111111111112,mn,1.0,10,0.9967792277140243,0.9688510945763588,U56
H2,55,120,0.4583333333333333,sd,1.0,10,0.9759602193204854,0.9217032363423295,U56
H2,55,120,0.4583333333333333,mn,1.0,10,0.9983846508260915,0.9929944228126796,U56
H2,55,180,0.3055555555555556,sd,1.0,10,0.9696200976523678,0.934355546329082,U56
H2,55,180,0.3055555555555556,mn,1.0,10,0.999336883334328,0.9982674419310411,U56
H2,55,240,0.22916666666666666,sd,1.0,10,0.9672040841188613,0.9439172648753144,U56
H2,55,240,0.22916666666666666,mn,1.0,10,0.9996341645443162,0.9992425000567343,U56
H2,55,360,0.1527777777777778,sd,1.0,10,0.964868520947845,0.948764682128757,U56
H2,55,360,0.1527777777777778,mn,1.0,10,0.9998538781999688,0.9997401940041918,U56
H2,55,480,0.11458333333333333,sd,1.0,10,0.9634413322172803,0.9524732287877292,U56
H2,55,480,0.11458333333333333,mn,1.0,10,0.9999172228492117,0.9998637425470384,U56
H2,55,600,0.09166666666666666,sd,1.0,10,0.9631240041567236,0.9547181728872035,U56
H2,55,600,0.09166666666666666,mn,1.0,10,0.9999514293543834,0.9999265289149716,U56
H2,55,750,0.07333333333333333,sd,1.0,10,0.9621572258509303,0.956244343512786,U56
H2,55,750,0.07333333333333333,mn,1.0,10,0.9999679279353914,0.9999530056644572,U56
H2,55,900,0.06111111111111111,sd,1.0,10,0.9618073975629607,0.9563723638994934,U56
H2,55,900,0.06111111111111111,mn,1.0,10,0.999977027449692,0.9999676307657851,U56
H1,10,30,0.3333333333333333,sd,1.0,10,0.3693015908391285,-0.19102608777558006,B136
H1,10,30,0.3333333333333333,mn,1.0,10,0.44229092969498196,-0.048715274718376556,B136
H1,10,45,0.2222222222222222,sd,1.0,10,0.31655171943023463,-0.09645433199989362,B136
H1,10,45,0.2222222222222222,mn,1.0,10,0.18562521592753667,-0.2732972997008434,B136
H1,10,60,0.16666666666666666,sd,1.0,10,0.20222826876747513,-0.20773190654721008,B136
H1,10,60,0.16666666666666666,mn,1.0,10,0.1433081964162527,-0.27757154860308964,B136
H1,10,90,0.1111111111111111,sd,1.0,10,0.12875368962999523,-0.12840674955768705,B136
H1,10,90,0.1111111111111111,mn,1.0,10,0.14574932626133963,-0.09763844082515072,B136
H1,10,120,0.08333333333333333,sd,1.0,10,0.13906413113920235,-0.032576407004699215,B136
H1,10,120,0.08333333333333333,mn,1.0,10,0.11184168442744113,-0.08044128262906813,B136
H1,10,180,0.05555555555555555,sd,1.0,10,0.06369297084316372,-0.025810387169857174,B136
H1,10,180,0.05555555555555555,mn,1.0,10,0.07369412286447319,-0.052876091022241445,B136
H1,10,240,0.041666666666666664,sd,1.0,10,0.04717787640835125,-0.03220322837431833,B136
H1,10,240,0.041666666666666664,mn,1.0,10,0.08259492953165448,-0.007482114445039212,B136
H1,10,360,0.027777777777777776,sd,1.0,10,0.035027586619533646,-0.024251260685310472,B136
H1,10,360,0.027777777777777776,mn,1.0,10,0.05404869994348871,0.001534079995408777,B136
H1,10,480,0.020833333333333332,sd,1.0,10,0.02193708146978135,-0.017486170834188686,B136
H1,10,480,0.020833333333333332,mn,1.0,10,0.05609139987399925,0.010272522505636816,B136
H1,10,600,0.016666666666666666,sd,1.0,10,0.015640270740334805,-0.025207743415146755,B136
H1,10,600,0.016666666666666666,mn,1.0,10,0.048440746800023415,0.01902269306265003,B136
H1,10,750,0.013333333333333334,sd,1.0,10,0.0228720179304841,-0.005620920802176688,B136
H1,10,750,0.013333333333333334,mn,1.0,10,0.056435969799781494,0.026929714855094322,B136
H1,10,900,0.011111111111111112,sd,1.0,10,0.01976684655264449,-0.005884686406455231,B136
H1,10,900,0.011111111111111112,mn,1.0,10,0.0495883122124553,0.029277521703106824,B136
H1,20,30,0.6666666666666666,sd,1.0,10,0.5076823339895413,-0.7333564843939162,B136
H1,20,30,0.6666666666666666,mn,1.0,10,0.6704124240269711,0.013415293640141268,B136
H1,20,45,0.4444444444444444,sd,1.0,10,0.4391319372239607,-0.35532038416233447,B136
H1,20,45,0.4444444444444444,mn,1.0,10,0.3703649477568115,-0.5496560488086732,B136
H1,20,60,0.3333333333333333,sd,1.0,10,0.3209033891885551,-0.4678285500481847,B136
H1,20,60,0.3333333333333333,mn,1.0,10,0.2715555307735821,-0.5682913224369535,B136
H1,20,90,0.2222222222222222,sd,1.0,10,0.17926305021591715,-0.30167201406074584,B136
H1,20,90,0.2222222222222222,mn,1.0,10,0.2590845642664118,-0.24303490874322997,B136
H1,20,120,0.16666666666666666,sd,1.0,10,0.17632473468654197,-0.2149639053518928,B136
H1,20,120,0.16666666666666666,mn,1.0,10,0.20613502926631677,-0.18970009281764955,B136
H1,20,180,0.1111111111111111,sd,1.0,10,0.10572493926595239,-0.11792399955707267,B136
H1,20,180,0.1111111111111111,mn,1.0,10,0.1324923046547939,-0.109154824458918,B136
H1,20,240,0.08333333333333333,sd,1.0,10,0.07995839024291418,-0.08513816882896164,B136
H1,20,240,0.08333333333333333,mn,1.0,10,0.1356992084422196,-0.03752726545511842,B136
H1,20,360,0.05555555555555555,sd,1.0,10,0.07493413268571691,-0.033115305385806426,B136
H1,20,360,0.05555555555555555,mn,1.0,10,0.10958120416615058,0.01586732319115336,B136
H1,20,480,0.041666666666666664,sd,1.0,10,0.05644456905217776,-0.02136460313773103,B136
H1,20,480,0.041666666666666664,mn,1.0,10,0.0959433319763312,0.0182225466633561,B136
H1,20,600,0.03333333333333333,sd,1.0,10,0.05694765941096336,-0.011359019820656568,B136
H1,20,600,0.03333333333333333,mn,1.0,10,0.08480010760083123,0.02155147216167419,B136
H1,20,750,0.02666666666666667,sd,1.0,10,0.053058179117747795,0.0009504930524592003,B136
H1,20,750,0.02666666666666667,mn,1.0,10,0.0944020291511849,0.0379511087639931,B136
H1,20,900,0.022222222222222223,sd,1.0,10,0.04375600178878636,0.0020405680871493637,B136
H1,20,900,0.022222222222222223,mn,1.0,10,0.08052682283468016,0.03547545126415397,B136
H1,40,30,1.3333333333333333,sd,1.0,10,0.8984656637035036,-0.28994137866437897,B136
H1,40,30,1.3333333333333333,mn,1.0,10,0.8698312277368541,-0.29111396126163824,B136
H1,40,45,0.8888888888888888,sd,1.0,10,0.8688194681964183,0.10121327454180729,B136
H1,40,45,0.8888888888888888,mn,1.0,10,0.8053419658387228,-0.5619481529256178,B136
H1,40,60,0.6666666666666666,sd,1.0,10,0.7129463514369132,-0.453159378354276,B136
H1,40,60,0.6666666666666666,mn,1.0,10,0.744074269686932,-0.3694359519047845,B136
H1,40,90,0.4444444444444444,sd,1.0,10,0.4398373378812984,-0.5059176949237183,B136
H1,40,90,0.4444444444444444,mn,1.0,10,0.5566618460931807,-0.37180723664669246,B136
H1,40,120,0.3333333333333333,sd,1.0,10,0.3982946538373958,-0.39835743505656707,B136
H1,40,120,0.3333333333333333,mn,1.0,10,0.5583563520150219,-0.04380178460031714,B136
H1,40,180,0.2222222222222222,sd,1.0,10,0.3114693382218785,-0.13044477501801466,B136
H1,40,180,0.2222222222222222,mn,1.0,10,0.4242555985005392,0.025247651113381675,B136
H1,40,240,0.16666666666666666,sd,1.0,10,0.2393331232846595,-0.09987225575619663,B136
H1,40,240,0.16666666666666666,mn,1.0,10,0.39892728421150536,0.12171883874665179,B136
H1,40,360,0.1111111111111111,sd,1.0,10,0.1957251657097533,-0.017162767507110432,B136
H1,40,360,0.1111111111111111,mn,1.0,10,0.2999775897755117,0.11715540724692675,B136
H1,40,480,0.08333333333333333,sd,1.0,10,0.1928764005189073,0.04972695460380361,B136
H1,40,480,0.08333333333333333,mn,1.0,10,0.28939628452725763,0.1536800583771435,B136
H1,40,600,0.06666666666666667,sd,1.0,10,0.19686385658592354,0.07098231118673515,B136
H1,40,600,0.06666666666666667,mn,1.0,10,0.2624548724945268,0.1636857267069709,B136
H1,40,750,0.05333333333333334,sd,1.0,10,0.22047091964017762,0.12417751810463407,B136
H1,40,750,0.05333333333333334,mn,1.0,10,0.2514267012949083,0.16993633373900352,B136
H1,40,900,0.044444444444444446,sd,1.0,10,0.19128540555276163,0.11803165188320153,B136
H1,40,900,0.044444444444444446,mn,1.0,10,0.23922394050513973,0.16680528424691654,B136
H1,80,30,2.6666666666666665,sd,1.0,10,0.9855572921582011,0.11597117739272977,B136
H1,80,30,2.6666666666666665,mn,1.0,10,0.9753390280187675,-0.2996691915870566,B136
H1,80,45,1.7777777777777777,sd,1.0,10,0.9788152605877658,0.33208909315649326,B136
H1,80,45,1.7777777777777777,mn,1.0,10,0.9645787749990997,-0.45583490171242014,B136
H1,80,60,1.3333333333333333,sd,1.0,10,0.9759635803625794,0.4025167680585062,B136
H1,80,60,1.3333333333333333,mn,1.0,10,0.9281807150931402,-0.871996525619583,B136
H1,80,90,0.8888888888888888,sd,1.0,10,0.8996873161433236,-0.1744874464988153,B136
H1,80,90,0.8888888888888888,mn,1.0,10,0.8410687868237006,-0.8217011876820448,B136
H1,80,120,0.6666666666666666,sd,1.0,10,0.7278895931034007,-0.6543821781921788,B136
H1,80,120,0.6666666666666666,mn,1.0,10,0.7668106923629912,-0.5964011978153443,B136
H1,80,180,0.4444444444444444,sd,1.0,10,0.6279848189594732,-0.10537266047827587,B136
H1,80,180,0.4444444444444444,mn,1.0,10,0.6244629246112007,-0.238846178237198,B136
H1,80,240,0.3333333333333333,sd,1.0,10,0.5377938850752675,-0.009123759500390571,B136
H1,80,240,0.3333333333333333,mn,1.0,10,0.5895497112838562,0.03717260639386055,B136
H1,80,360,0.2222222222222222,sd,1.0,10,0.41926673107093493,0.028115449324464525,B136
H1,80,360,0.2222222222222222,mn,1.0,10,0.5045974558603943,0.19683256155487094,B136
H1,80,480,0.16666666666666666,sd,1.0,10,0.37848118919669094,0.10936950952970692,B136
H1,80,480,0.16666666666666666,mn,1.0,10,0.5070509319098416,0.2852545784528858,B136
H1,80,600,0.13333333333333333,sd,1.0,10,0.3538264182381855,0.13229362592019467,B136
H1,80,600,0.13333333333333333,mn,1.0,10,0.49510491696393943,0.3394678862351914,B136
H1,80,750,0.10666666666666667,sd,1.0,10,0.3618628610371326,0.19483979629498316,B136
H1,80,750,0.10666666666666667,mn,1.0,10,0.4851398428449344,0.351035112538423,B136
H1,80,900,0.08888888888888889,sd,1.0,10,0.3383173987462236,0.20066674923087524,B136
H1,80,900,0.08888888888888889,mn,1.0,10,0.4659989122374657,0.3555459722302625,B136
H1,135,30,4.5,sd,1.0,10,0.9969282166843539,0.23863869714340435,B136
H1,135,30,4.5,mn,1.0,10,0.9972606161232965,0.318233537535176,B136
H1,135,45,3.0,sd,1.0,10,0.9973072124483545,0.5593784344499835,B136
H1,135,45,3.0,mn,1.0,10,0.9963350318519626,0.2958449063930553,B136
H1,135,60,2.25,sd,1.0,10,0.9968595376824692,0.5442954506741338,B136
H1,135,60,2.25,mn,1.0,10,0.9958346717085967,0.4330304131317213,B136
H1,135,90,1.5,sd,1.0,10,0.9960399038758886,0.6794001251257689,B136
H1,135,90,1.5,mn,1.0,10,0.9945801632048178,0.6245403507717706,B136
H1,135,120,1.125,sd,1.0,10,0.9939545969017749,0.7475024059742736,B136
H1,135,120,1.125,mn,1.0,10,0.9943392419061791,0.7639483872740236,B136
H1,135,180,0.75,sd,1.0,10,0.9902761681159735,0.8956151747738337,B136
H1,135,180,0.75,mn,1.0,10,0.9971172556724933,0.965491237691864,B136
H1,135,240,0.5625,sd,1.0,10,0.9856545749044678,0.9293257797738589,B136
H1,135,240,0.5625,mn,1.0,10,0.9983928986108718,0.9873069213125727,B136
H1,135,360,0.375,sd,1.0,10,0.981161220348873,0.9523378982372696,B136
H1,135,360,0.375,mn,1.0,10,0.9993434174117638,0.9978369736000722,B136
