file,kind,SIGNED_MED_IS,sign_z_IS,SIGNED_MED_OOS,sign_z_OOS,ABS_MED_IS,ABS_MED_OOS,IS_res,OOS_res,same_sign
2026-09-15_does-a-MIS-DISPERSED-run-length-null-stay-inside-the-NOISE-FLOOR_cloud.excess.csv,RAND,0.29617674782157843,-33.94112549695428,0.2642547560799433,-33.94112549695428,0.29617674782157843,0.2642547560799433,True,True,True
2026-09-15_does-a-MIS-DISPERSED-run-length-null-stay-inside-the-NOISE-FLOOR_cloud.excess.csv,SM_DOM,-0.010536363420985937,7.4835467675576295,-0.014297198180996555,10.842303978193728,0.027184657852872555,0.030025972554856804,True,True,True
2026-09-15_does-a-MIS-DISPERSED-run-length-null-stay-inside-the-NOISE-FLOOR_cloud.excess.csv,SM_UNIF,-0.0004161372578171032,0.05892556509888064,-0.0016833344909504971,0.94280904158206,0.0326242862981099,0.030147255903965595,False,False,True
2026-09-15_does-a-MIS-DISPERSED-run-length-null-stay-inside-the-NOISE-FLOOR_cloud.excess.csv,SWITCHMATCH,0.0004414630791346498,-0.17677669529663814,0.003271125608849651,-2.3570226039551576,0.03189669385615025,0.029737720365569202,False,True,True
2026-09-15_is-the-CORR-LO-POSITIVE-EXCESS-a-DE-GROSSING-artefact_cloud.excess.csv,BLOCKPOST,0.00046145790379315075,-0.9362465057662673,0.0006150872994286037,-1.1226827987756225,0.019637496279268103,0.018678595035721605,False,False,True
2026-09-15_is-the-CORR-LO-POSITIVE-EXCESS-a-DE-GROSSING-artefact_cloud.excess.csv,EPISODEFIX,-0.00013038378947474467,0.22142298979996297,-0.02515361411203275,8.913421008461015,0.02041809852223915,0.0606708715380912,False,True,True
2026-09-15_is-the-CORR-LO-POSITIVE-EXCESS-a-DE-GROSSING-artefact_cloud.excess.csv,YEARBLOCK,0.0009192208418040502,-1.8424562236243387,-0.00410674741541975,4.048462213766639,0.02950911636538045,0.03754128186135634,False,True,False
2026-09-15_is-the-ONE-SIDED-DISPERSION-defect-a-MAX-RUN-LENGTH-fact-or-a-TAIL-MASS-fact_B.excess.csv,BLOCK2,-0.00025237073542209955,0.235702260395515,0.0009816099005579993,-0.7660323462854256,0.021766672076575146,0.021192582335274945,False,False,False
2026-09-15_is-the-ONE-SIDED-DISPERSION-defect-a-MAX-RUN-LENGTH-fact-or-a-TAIL-MASS-fact_B.excess.csv,RAND,0.29422135951369444,-33.94112549695428,0.26512399735297965,-33.94112549695428,0.29422135951369444,0.26512399735297965,True,True,True
2026-09-15_is-the-ONE-SIDED-DISPERSION-defect-a-MAX-RUN-LENGTH-fact-or-a-TAIL-MASS-fact_B.excess.csv,SM_DOM,-0.0121702265208447,12.138666410369064,-0.01450474839324586,15.49742362100517,0.02186532861705725,0.0205768640679073,True,True,True
