point,panel,kind,n,names,CAGR,Vol,Sharpe,MaxDD,H1,H2,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,turn,gross,elig,p4a,f4b,p4b
ETF24/v1,ETF24,v1,,24,0.05480767339408321,0.11524076299431402,0.5208831452089254,-0.21577981335171215,0.5652907677811687,0.4854047538418525,0.48397146323498225,-0.16413294479030738,0.060455756593307486,0.5495162190978523,-0.21577981335171237,16.323455921280598,0.7044689826620377,17.153447498873366,False,"H1,H2,OOS,DD,CAGR",False
ETF24/EWall,ETF24,EWall,,24,0.08161693527624614,0.12089968854749099,0.7096712199488551,-0.2940453747607702,0.7730052007985951,0.6513214158699778,0.6884419739187296,-0.16761625853895712,0.08372733501755003,0.7271447092589981,-0.2940453747607713,9.624303399877988,0.7356095966782566,17.153447498873366,False,"H1,H2,OOS,DD,CAGR",False
ETF24/CAND-n5,ETF24,CAND,5.0,24,0.0669503986076283,0.12687548464761375,0.5744890488819346,-0.23414468517113685,0.5834824995149086,0.5694564846567911,0.5145801374010822,-0.18150497292676693,0.0759684856074474,0.6204824977920099,-0.2341446851711365,13.074033199753224,0.6938329367880244,17.153447498873366,False,"H1,H2,OOS,DD,CAGR",False
ETF24/CAND-n10,ETF24,CAND,10.0,24,0.07057748720026447,0.10923998678671885,0.679195771166284,-0.21484707252383783,0.6983955277369751,0.6635533525531125,0.6092140071929368,-0.17175026593458542,0.07865942114316593,0.7344423747137723,-0.2148470725238376,9.313251139676835,0.6693665904242393,17.153447498873366,False,"H1,H2,OOS,DD,CAGR",False
ETF24/CAND-n20,ETF24,CAND,20.0,24,0.06744742197611142,0.08894391847428111,0.7785121188464998,-0.1523304287738192,0.7756867479562244,0.7813614487867301,0.6457951395584615,-0.136915764742091,0.07751274545621056,0.8897404389277477,-0.15233042877381886,4.034391982613658,0.6082571442521731,17.153447498873366,False,"H1,H2,CAGR",False
STK20/v1,STK20,v1,,20,0.18122862121269523,0.15782558754356493,1.1345767452050977,-0.19309311128033857,1.1573354731250078,1.122219558806115,1.131810017822427,-0.14236047102453375,0.19142641421722573,1.1396502699444933,-0.19309311128033824,15.212528365085582,0.7311371886708619,13.16426318161334,False,-,True
STK20/EWall,STK20,EWall,,20,0.1953907659507501,0.15233515060394656,1.2484226246946688,-0.308462212157651,1.130741223298516,1.3680748302628303,1.0409158449760394,-0.308462212157651,0.2208830755679856,1.4365226346481748,-0.195129362075938,9.10959908632565,0.7471944552471914,13.16426318161334,False,DD,False
STK20/CAND-n5,STK20,CAND,5.0,20,0.18602527519960854,0.17626517074280004,1.0563383638603916,-0.18447204385935445,0.9954950413168681,1.1137503721949935,1.0102333559376464,-0.16531929123821,0.20239034176947834,1.092900408604582,-0.18447204385935434,14.244863420112631,0.7188423012662459,13.16426318161334,False,-,True
STK20/CAND-n10,STK20,CAND,10.0,20,0.19029132447918196,0.14114750950451233,1.3052330056910728,-0.1726733177087697,1.2951487064239355,1.3211040545365818,1.227138963615704,-0.13527223502645658,0.21183654426938237,1.3662801157565128,-0.1726733177087696,8.452820055609436,0.6906538215880793,13.16426318161334,False,-,True
STK20/CAND-n20,STK20,CAND,20.0,20,0.12066427347690878,0.08803762035855668,1.3383696346658598,-0.12113940667085987,1.3409145817429704,1.344486111873248,1.1921681960888686,-0.08125575548076247,0.13975141670306868,1.4487657894699444,-0.12113940667085998,3.495435691474511,0.4919550055853442,13.16426318161334,True,-,True
B136/v1,B136,v1,,136,0.06443803465431697,0.1064509838261457,0.64005636864085,-0.2119126252012078,0.761663824992074,0.5367002871519412,0.7206752376579383,-0.09475658146654786,0.05993465987462976,0.5806254196652835,-0.21191262520120724,29.436446075058328,0.7498269085175049,91.4594411897251,False,"H1,H2,OOS,DD,CAGR",False
B136/EWall,B136,EWall,,136,0.10732139175775979,0.10457986772551611,1.0274084463596747,-0.17687931105226484,1.1455805669458592,0.9169029133083803,1.0349817468504359,-0.11419657283809181,0.10612635786550473,1.0209055859743943,-0.17687931105226518,8.268360031431378,0.750189981176897,91.4594411897251,False,-,True
B136/CAND-n5,B136,CAND,5.0,136,0.1665084073899452,0.19677319880713365,0.8814911069842879,-0.23360216875142314,1.016006756794844,0.7767017667394427,0.980892393108672,-0.21978080239862174,0.1610605931746525,0.8159951604600952,-0.23360216875142348,21.33818137750315,0.745138220751322,91.4594411897251,False,"H2,OOS,DD",False
B136/CAND-n10,B136,CAND,10.0,136,0.1416981508852826,0.1633210059750692,0.893457586495665,-0.2144479293225957,1.1101910285228564,0.7141236485214572,1.0479956493179798,-0.18637186356927726,0.12763659195941246,0.7838656117905733,-0.21444792932259593,17.530007616520276,0.7447518839537868,91.4594411897251,False,"H2,OOS,DD",False
B136/CAND-n20,B136,CAND,20.0,136,0.13105840449757844,0.13862354703148685,0.9581005002731565,-0.20052048331108308,1.1245793721813317,0.8135015892469585,1.0438252085761737,-0.13640152927004,0.125223365010801,0.893984757566131,-0.20052048331108285,13.776359919962262,0.7390521142119715,91.4594411897251,False,H2,False
BSTK100/v1,BSTK100,v1,,100,0.08191333368123432,0.12995115164216137,0.6710640949731793,-0.21126172044162106,0.8991253516423151,0.4683133313483216,0.8837945801400529,-0.1538062476677755,0.060105825065373875,0.5052241432974701,-0.21126172044162173,28.172705251451088,0.7437991689536743,67.12573231185219,False,"H1,H2,OOS,DD,CAGR",False
BSTK100/EWall,BSTK100,EWall,,100,0.1275759659551996,0.124925209934074,1.024121656256013,-0.26093277269291426,1.14179773735209,0.9069910038323807,1.0388692244346849,-0.2013011118246948,0.12190353109542729,1.0120037883731994,-0.2609327726929147,8.641637142175991,0.7478587087577396,67.12573231185219,False,DD,False
BSTK100/CAND-n5,BSTK100,CAND,5.0,100,0.1641284513197303,0.1966213300849498,0.8716060403537357,-0.22112603361760896,1.0084715556994006,0.7569462282764964,0.9673366669434332,-0.2185002243168317,0.15526456530141575,0.8031890107114082,-0.22112603361760874,20.588218413323467,0.73699699797616,67.12573231185219,False,"H2,OOS,DD",False
BSTK100/CAND-n10,BSTK100,CAND,10.0,100,0.14399483922453804,0.16309365322654845,0.9068038767282574,-0.2242688340731357,1.1383968866114171,0.7078506166560872,1.0875425303281694,-0.14926033282159512,0.12435706700457749,0.7737837320338514,-0.22426883407313558,16.963911138144528,0.7354788781046043,67.12573231185219,False,"H2,OOS,DD",False
BSTK100/CAND-n20,BSTK100,CAND,20.0,100,0.13864718782270646,0.13930775143680268,1.0020937100173937,-0.20402298310419387,1.183584853145193,0.8397449645320483,1.0848899016070468,-0.13496786960774165,0.13170779726988924,0.9380328397018248,-0.20402298310419387,12.592616185118281,0.7332638799186928,67.12573231185219,False,DD,False
