panel,delay,cost,family,chooser,target,cell,is_stat,oos_CAGR,oos_Sharpe,oos_MaxDD,spy_oos_CAGR,spy_oos_Sharpe,spy_oos_MaxDD,live_oos_Sharpe,keep4b,keep4b_oos,keep4a,keep4a_oos,is_candidate
B136,1,10,CAL,CH_ISSHARPE,0.2,R=M,1.2718702455682258,0.16292924581527823,1.074385116753631,-0.30019189671555113,0.15257181383948715,0.8736721309012504,-0.3371595330739301,1.1016867720596069,False,False,False,False,False
B136,1,10,CAL,CH_ISMINLEG,0.1,R=M,0.014510071874486191,0.13052091034103186,1.1883824024585299,-0.20268617135667255,0.15257181383948715,0.8736721309012504,-0.3371595330739301,1.1016867720596069,False,False,False,False,False
B136,1,10,DRIFT,CH_ISSHARPE,0.16,h=0.25,1.245680741207308,0.14080346271577637,1.1887901361731255,-0.17932117809093662,0.15257181383948715,0.8736721309012504,-0.3371595330739301,1.1016867720596069,True,True,False,False,False
B136,1,10,DRIFT,CH_ISMINLEG,0.1,h=0.08,0.014355412793656291,0.13007219242892387,1.2927878651902318,-0.11807522356955846,0.15257181383948715,0.8736721309012504,-0.3371595330739301,1.1016867720596069,True,True,True,True,True
B136,1,25,CAL,CH_ISSHARPE,0.2,R=M,1.25701959936904,0.16000021982809276,1.0575896659999244,-0.3005055444260577,0.15257181383948715,0.8736721309012504,-0.3371595330739301,1.1016867720596069,False,False,False,False,False
B136,1,25,CAL,CH_ISMINLEG,0.1,R=M,0.013461375911982293,0.12622152484417004,1.153108153299964,-0.20337195867706515,0.15257181383948715,0.8736721309012504,-0.3371595330739301,1.1016867720596069,False,False,False,False,False
B136,1,25,DRIFT,CH_ISSHARPE,0.16,h=0.25,1.2316896473079129,0.13863723133703454,1.1722091112839261,-0.17985605910556923,0.15257181383948715,0.8736721309012504,-0.3371595330739301,1.1016867720596069,True,True,False,False,False
B136,1,25,DRIFT,CH_ISMINLEG,0.1,h=0.16,0.009601330673857406,0.12419202718256406,1.2411857691153239,-0.1329130222512187,0.15257181383948715,0.8736721309012504,-0.3371595330739301,1.1016867720596069,True,True,False,False,False
B136,1,50,CAL,CH_ISSHARPE,0.2,R=M,1.232240595411026,0.15513364677260366,1.0295604383060026,-0.3010280681000247,0.15257181383948715,0.8736721309012504,-0.3371595330739301,1.1016867720596069,False,False,False,False,False
B136,1,50,CAL,CH_ISMINLEG,0.1,R=M,0.011715792203995462,0.1190893491828624,1.0940989511289108,-0.20451449904863672,0.15257181383948715,0.8736721309012504,-0.3371595330739301,1.1016867720596069,False,False,False,False,False
B136,1,50,DRIFT,CH_ISSHARPE,0.16,h=0.25,1.2083426043629366,0.1350352512326407,1.1445420388458838,-0.18146047104808405,0.15257181383948715,0.8736721309012504,-0.3371595330739301,1.1016867720596069,True,True,False,False,False
B136,1,50,DRIFT,CH_ISMINLEG,0.16,h=0.25,0.003872105537559928,0.1350352512326407,1.1445420388458838,-0.18146047104808405,0.15257181383948715,0.8736721309012504,-0.3371595330739301,1.1016867720596069,True,True,False,False,False
B136,2,10,CAL,CH_ISSHARPE,0.2,R=M,1.2728293693270916,0.16220725879094466,1.0661119631363785,-0.29597880194854276,0.15257181383948715,0.8736721309012504,-0.3371595330739301,1.1016867720596069,False,False,False,False,False
B136,2,10,CAL,CH_ISMINLEG,0.1,R=M,0.016294398217937683,0.13258916504715823,1.1961158473755729,-0.18756466338590239,0.15257181383948715,0.8736721309012504,-0.3371595330739301,1.1016867720596069,True,True,False,False,False
B136,2,10,DRIFT,CH_ISSHARPE,0.2,h=0.16,1.264021993321065,0.1668268799207695,1.1907047837596965,-0.19187963561564203,0.15257181383948715,0.8736721309012504,-0.3371595330739301,1.1016867720596069,True,True,False,False,False
B136,2,10,DRIFT,CH_ISMINLEG,0.1,h=0.16,0.015726917532852963,0.13130840329010218,1.2888897138763655,-0.13886495625666162,0.15257181383948715,0.8736721309012504,-0.3371595330739301,1.1016867720596069,True,True,False,False,False
B136,2,25,CAL,CH_ISSHARPE,0.2,R=M,1.2581796107492564,0.15926851935391295,1.0495699042135072,-0.2962633270040076,0.15257181383948715,0.8736721309012504,-0.3371595330739301,1.1016867720596069,False,False,False,False,False
