panel,N,cap,mean_nsel,turnover,CAGR,Sharpe,MaxDD,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,MISS_full,MISS_oos,L_H1,L_H2,L_OOS,L_DD,L_CAGR,A_H1,A_H2,A_DD,O_S,O_DD,O_CAGR,pass4b,pass4a,pass4b_oos,pass4b_full_and_oos,EDGE_pp,EDGE_pp_cash,EDGE_IS_pp,book_pct_of_null
U56,5,INF,4.733879222108495,3.1273037437962694,0.17827666701103606,0.9859644343185225,-0.25853596305636206,1.1972157872354316,0.826898186545906,0.1876467906540611,1.116389710650534,-0.24238280544701685,0.1706185380438232,0.9002767132439443,-0.2585359630563616,13.798646982199092,13.798646982199092,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,5.95038816304212,5.95038816304212,7.4536608297699924,1.0
U56,8,INF,7.562947799385875,3.0512772736591596,0.16835370055023535,1.0543570177313728,-0.21430270860985456,1.148026355406319,0.9848459742701502,0.1506137872324902,1.0244324713438449,-0.20214933127901147,0.18316254663029707,1.0797492270780045,-0.21430270860985456,9.375321537548341,9.375321537548388,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,5.350912897081484,5.321661537844236,2.651620685800149,0.975
U56,10,INF,9.438075742067554,3.029138541150788,0.17124124583736267,1.1125375130716837,-0.20771056362661844,1.2474787205448488,1.003384921412402,0.16412630251975568,1.1406207251011073,-0.18868968177667844,0.17713100107447066,1.095423418561058,-0.20771056362661866,8.71610703922473,8.716107039224797,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,6.205435076551991,6.211252983030679,4.496375169259792,1.0
U56,12,INF,11.30603889457523,3.040640012738739,0.17705025292752952,1.1691854832139659,-0.20169232886405797,1.2752665933754002,1.088420497455344,0.1627932771262759,1.1661166936671203,-0.16104868771188452,0.18891790746327697,1.1758369919110914,-0.2016923288640583,8.114283562968684,8.11428356296876,True,True,True,True,True,True,False,False,True,True,True,True,False,True,True,6.820183166175642,6.781822449685526,3.8208633609819187,1.0
U56,15,INF,14.096212896622314,3.019941232779304,0.16995945257623468,1.1621168149681405,-0.20974140506046712,1.251133850158724,1.106266399269583,0.14691876816665372,1.1330672758349964,-0.14478212452215866,0.18927385810504593,1.1905670568487305,-0.20974140506046712,8.919191182609598,8.919191182609643,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,5.215201883046006,5.196767620669074,2.886801204570888,1.0
U56,20,INF,18.714431934493348,2.8973943077144937,0.15578668168705812,1.139700973748421,-0.19127568902302328,1.203742907417884,1.0970651527689368,0.13911411272723173,1.111898434102762,-0.1395225553008913,0.1696947758085483,1.1643314948267134,-0.19127568902302317,7.072619578865213,7.072619578865247,True,True,True,True,True,False,False,False,True,True,True,True,False,True,True,5.1181233929647245,5.093886641277168,1.78456177856946,1.0
U56,25,INF,23.333674513817808,2.7345152794852705,0.1489102187692648,1.1285133069631514,-0.21158700153786847,1.2022287079791567,1.0819406530423474,0.13051171690682306,1.0952962137355164,-0.14867717484226062,0.16428064522662233,1.1579290814235303,-0.21158700153786847,9.103750830349732,9.103750830349778,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,2.9526013388686767,2.941254916072078,0.48965707176095163,0.975
U56,30,INF,27.83930399181167,2.6493013715765503,0.14008113065953998,1.100757855994325,-0.22068513612656904,1.1595575204035486,1.0676142517992833,0.12162384147871874,1.0639173598439982,-0.15324876569526646,0.1555031765030752,1.1329425107219153,-0.22068513612656881,10.01356428921979,10.013564289219811,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,1.5456520589598344,1.5431085563368474,-0.30410341298847676,1.0
U56,40,INF,36.561924257932446,2.313864592272747,0.13457634739318403,1.126761290242574,-0.229841888535963,1.2715954869397383,1.0254030641968146,0.12806187458574558,1.1761943091849962,-0.12581425090959486,0.13996738679597365,1.0983460997969055,-0.2298418885359632,10.929239530159185,10.92923953015925,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,0.41353549317942884,0.41262758438682656,0.28538514020063355,0.925
B136,5,INF,4.733606557377049,3.426816921073969,0.18905908768145907,0.9776027635417431,-0.281238810087446,1.3071352694307312,0.72568322978275,0.23791409235330785,1.2857293644485364,-0.2679179203071377,0.150259915145035,0.7686882215621813,-0.2812388100874458,15.882895605554593,15.882895605554559,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,5.717068769790689,5.717068769790689,10.725835384222693,0.975
