panel,cadence,mode,cap,gross,turnover_yr,rebals_yr,mean_names,mean_gross,max_gross,mean_risk_gross,min_risk_gross,max_risk_gross,mean_sweep,max_post_risk_gross,max_name_w,mean_max_name_w,lev_clips
U56,W,CONT,0.015,0.75,3.0004287848382387,52.26876404494382,38.43685393258427,1.0,1.0000000000000007,0.5758699441665662,0.075,0.757905688066207,0.42413005583343366,0.7500000000000001,0.021965119845505348,0.015647584667820885,0
U56,W,CONT,0.015,1.0,3.0161501053649626,52.26876404494382,38.43685393258427,1.0,1.0000000000000007,0.5768438166742846,0.075,0.8255565901028004,0.42315618332571536,0.825,0.021965119845505348,0.015667291197922276,0
U56,W,CONT,0.020,0.75,3.506382942083226,52.26876404494382,38.43685393258427,1.0,1.0000000000000007,0.6718126176022006,0.1,0.7627499928019235,0.3281873823977994,0.7500000000000001,0.027381432403730484,0.018675723549976632,0
U56,W,CONT,0.020,1.0,3.9918738682526245,52.26876404494382,38.43685393258427,1.0,1.0000000000000007,0.767618291991073,0.1,1.0000000000000004,0.23238170800892702,1.0,0.029180303105007466,0.0208576952390894,0
U56,W,CONT,0.030,0.75,3.963810322834365,52.26876404494382,38.43685393258427,1.0,1.0000000000000009,0.7113086759102487,0.15,0.7627499928019235,0.28869132408975123,0.7500000000000001,0.03933309958189102,0.020767093550081987,0
U56,W,CONT,0.030,1.0,4.746284143092729,52.26876404494382,38.43685393258427,1.0,1.0000000000000009,0.9146910993313176,0.15,1.0000000000000007,0.08530890066868234,1.0,0.03933309958189102,0.025783360577469293,8
U56,W,CONT,INF,0.75,4.394572810632718,52.26876404494382,38.43685393258427,1.0,1.0000000000000004,0.7502384958403071,0.7223157824241453,0.7651349160187488,0.24976150415969295,0.7500000000000001,0.16905762295184193,0.024517732453363934,0
U56,W,CONT,INF,1.0,5.679032812388822,52.26876404494382,38.43685393258427,1.0,1.0000000000000007,1.0,0.9999999999999991,1.0000000000000007,2.2210635248199828e-17,1.0,0.22277389017616123,0.0326789477241054,8
U56,W,RATCHET,0.015,0.75,2.6055122835956,52.26876404494382,38.43685393258427,1.0,1.0000000000000007,0.6731158629277625,0.09232608782361951,0.9782734734892667,0.3268841370722374,0.9781656565037795,0.17831912444165082,0.05713828159130231,0
U56,W,RATCHET,0.015,1.0,2.608271482125043,52.26876404494382,38.43685393258427,1.0,1.0000000000000007,0.6735389190503632,0.09232608782361951,0.9857651088460335,0.32646108094963666,0.9856948071738494,0.17837157553396749,0.05714914997028487,0
U56,W,RATCHET,0.020,0.75,3.131140686767276,52.26876404494382,38.43685393258427,1.0,1.0000000000000007,0.7916644525986449,0.12217587764951945,1.0000000000000004,0.2083355474013551,1.0,0.1792636264172393,0.06548689964488684,33
U56,W,RATCHET,0.020,1.0,3.315440917871934,52.26876404494382,38.43685393258427,1.0,1.0000000000000009,0.8103891782452313,0.12309039733267704,1.0000000000000007,0.18961082175476873,1.0000000000000002,0.16070969881174232,0.06245703499887502,59
U56,W,RATCHET,0.030,0.75,3.487645477057877,52.26876404494382,38.43685393258427,1.0,1.0000000000000007,0.8341029282535314,0.1435568594237346,1.0000000000000004,0.1658970717464686,1.0000000000000002,0.14607674642345653,0.06380282234452606,90
U56,W,RATCHET,0.030,1.0,3.966947565297083,52.26876404494382,38.43685393258427,1.0,1.0000000000000007,0.8624144661938119,0.16713840315329054,1.0000000000000007,0.13758553380618818,1.0000000000000004,0.12187469566541555,0.06010554211918875,147
U56,W,RATCHET,INF,0.75,3.8020342278789023,52.26876404494382,38.43685393258427,1.0,1.0000000000000007,0.8646256214711115,0.20322540199562966,1.0000000000000007,0.13537437852888842,1.0000000000000002,0.28801092954843815,0.07457152940221268,124
U56,W,RATCHET,INF,1.0,4.645588165355025,52.26876404494382,38.43685393258427,1.0,1.0000000000000009,0.9038576601537119,0.262154294925918,1.0000000000000007,0.09614233984628806,1.0000000000000004,0.26517215172457786,0.064710210005833,190
U56,W,RAT_CAP,0.015,0.75,2.523185510399249,52.26876404494382,38.43685393258427,1.0,1.0000000000000007,0.5493942600426255,0.06896902692448,0.7829561229454837,0.45060573995737446,0.7822956057764536,0.021427443146575506,0.015432293416700386,0
U56,W,RAT_CAP,0.015,1.0,2.5259771148717167,52.26876404494382,38.43685393258427,1.0,1.0000000000000007,0.5494783993946972,0.06896902692457067,0.787622572811485,0.4505216006053029,0.7869839893302619,0.021427443146575506,0.01543317451933403,0
U56,W,RAT_CAP,0.020,0.75,3.0950081224436867,52.26876404494382,38.43685393258427,1.0,1.0000000000000009,0.7019661083593358,0.09225233462190813,0.9295983011603783,0.2980338916406642,0.9293312909238227,0.02843397453045859,0.02048953667298429,0
U56,W,RAT_CAP,0.020,1.0,3.3444365292417646,52.26876404494382,38.43685393258427,1.0,1.0000000000000009,0.7248759571589805,0.09225372683861675,0.9999999999999998,0.27512404284101943,0.9999999999999997,0.02843307379768747,0.0205624051784398,1
U56,W,RAT_CAP,0.030,0.75,3.527139509558685,52.26876404494382,38.43685393258427,1.0,1.0000000000000009,0.8154753804653803,0.12559317061479333,1.0000000000000004,0.18452461953461977,1.0000000000000002,0.03975995526989671,0.030144787521224195,48
U56,W,RAT_CAP,0.030,1.0,4.0144629597213655,52.26876404494382,38.43685393258427,1.0,1.0000000000000009,0.8470610229820882,0.1370360387158466,1.0000000000000007,0.15293897701791181,1.0000000000000002,0.04234361977457573,0.029809642656961798,118
U56,W,RAT_CAP,INF,0.75,3.8020342278789023,52.26876404494382,38.43685393258427,1.0,1.0000000000000007,0.8646256214711115,0.20322540199562966,1.0000000000000007,0.13537437852888842,1.0000000000000002,0.28801092954843815,0.07457152940221268,124
U56,W,RAT_CAP,INF,1.0,4.645588165355025,52.26876404494382,38.43685393258427,1.0,1.0000000000000009,0.9038576601537119,0.262154294925918,1.0000000000000007,0.09614233984628806,1.0000000000000004,0.26517215172457786,0.064710210005833,190
U56,W,RAT_BUD,0.015,0.75,2.346913922194866,52.26876404494382,38.3523595505618,1.0,1.0000000000000009,0.6080022206597024,0.06099225000639968,0.7565670045747646,0.3919977793402976,0.7500000000000002,0.16688281284380566,0.0549598721931567,0
U56,W,RAT_BUD,0.015,1.0,2.608271482125043,52.26876404494382,38.43685393258427,1.0,1.0000000000000007,0.6735389190503632,0.09232608782361951,0.9857651088460335,0.32646108094963666,0.9856948071738494,0.17837157553396749,0.05714914997028487,0
