panel,type,bps,pick,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,base_OOS_CAGR,base_OOS_Sharpe,base_OOS_MaxDD,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD,beats_base,beats_spy
U56,NATIVE,10,TOP20,1.1234021536857601,0.15716974017269636,1.1693851855849262,-0.1938880679677376,0.09481988847882739,1.2788365375971418,-0.12054946142590728,0.15315660628921846,0.8757783801289708,-0.33717235283398284,False,True
U56,SCALAR,10,TOP20,1.1233387735254474,0.11334306408087125,1.168909133594133,-0.14312792169814892,0.09481988847882739,1.2788365375971418,-0.12054946142590728,0.15315660628921846,0.8757783801289708,-0.33717235283398284,False,True
U56,RESPREAD,10,ABSdg,1.1321952894171563,0.11989368858206317,1.0274017282924683,-0.19885942891708097,0.09481988847882739,1.2788365375971418,-0.12054946142590728,0.15315660628921846,0.8757783801289708,-0.33717235283398284,False,True
U56,NATIVE,25,EWALL,1.0993254183521424,0.13608817156745534,1.1208438515837231,-0.22547613958803292,0.09188615777182041,1.2419798947110108,-0.12092634875468711,0.15315660628921846,0.8757783801289708,-0.33717235283398284,False,True
U56,SCALAR,25,EWALL,1.097206083174361,0.09460953756682944,1.1205690011751601,-0.16148426021997364,0.09188615777182041,1.2419798947110108,-0.12092634875468711,0.15315660628921846,0.8757783801289708,-0.33717235283398284,False,True
U56,RESPREAD,25,EWALL,1.0993254183521424,0.13608817156745534,1.1208438515837231,-0.22547613958803292,0.09188615777182041,1.2419798947110108,-0.12092634875468711,0.15315660628921846,0.8757783801289708,-0.33717235283398284,False,True
B136,NATIVE,10,TOP10,1.1857142366623505,0.1587094232798134,0.8388482459891482,-0.26014890056084916,0.07983337481604313,1.1185082795688428,-0.12240793860207999,0.1545044425578177,0.8820239235972316,-0.3371595330739301,False,False
B136,SCALAR,10,TOP10,1.1840066080513458,0.11556976154096943,0.8341404301753474,-0.19274962300686038,0.07983337481604313,1.1185082795688428,-0.12240793860207999,0.1545044425578177,0.8820239235972316,-0.3371595330739301,False,False
B136,RESPREAD,10,TOP10,1.1857142366623505,0.1587094232798134,0.8388482459891482,-0.26014890056084916,0.07983337481604313,1.1185082795688428,-0.12240793860207999,0.1545044425578177,0.8820239235972316,-0.3371595330739301,False,False
B136,NATIVE,25,EWALL,1.1359109440642108,0.13778891144087613,1.0913501695849344,-0.25391347869315695,0.07643420182382155,1.0740236940215926,-0.12284879701089024,0.1545044425578177,0.8820239235972316,-0.3371595330739301,True,True
B136,SCALAR,25,EWALL,1.1334148397367179,0.09865537138452551,1.0920138918463231,-0.18735342377994435,0.07643420182382155,1.0740236940215926,-0.12284879701089024,0.1545044425578177,0.8820239235972316,-0.3371595330739301,True,True
B136,RESPREAD,25,EWALL,1.1359109440642108,0.13778891144087613,1.0913501695849344,-0.25391347869315695,0.07643420182382155,1.0740236940215926,-0.12284879701089024,0.1545044425578177,0.8820239235972316,-0.3371595330739301,True,True
SMALL439,NATIVE,10,TOP20V,0.786546461461446,0.03425325334482077,0.31320587009178513,-0.3332927413062112,0.03837588361212907,0.566486371496214,-0.1470362580000889,0.15450723909089614,0.8820107009842559,-0.33717235283398284,False,False
SMALL439,SCALAR,10,TOP20V,0.7865056942864935,0.021260332413437943,0.3142017485846099,-0.19615335068108797,0.03837588361212907,0.566486371496214,-0.1470362580000889,0.15450723909089614,0.8820107009842559,-0.33717235283398284,False,False
SMALL439,RESPREAD,10,TOP20V,0.786546461461446,0.03425325334482077,0.31320587009178513,-0.3332927413062112,0.03837588361212907,0.566486371496214,-0.1470362580000889,0.15450723909089614,0.8820107009842559,-0.33717235283398284,False,False
SMALL439,NATIVE,25,EWALL,0.7571055453583598,0.09782050310343737,0.6206770724346831,-0.3642600785827491,0.033899609793537344,0.5055965085014015,-0.15266921361149932,0.15450723909089614,0.8820107009842559,-0.33717235283398284,True,False
SMALL439,SCALAR,25,EWALL,0.7563314728804412,0.056987822672075916,0.6219233937476137,-0.21405945254035608,0.033899609793537344,0.5055965085014015,-0.15266921361149932,0.15450723909089614,0.8820107009842559,-0.33717235283398284,True,False
SMALL439,RESPREAD,25,EWALL,0.7571055453583598,0.09782050310343737,0.6206770724346831,-0.3642600785827491,0.033899609793537344,0.5055965085014015,-0.15266921361149932,0.15450723909089614,0.8820107009842559,-0.33717235283398284,True,False
