panel,EXIT_MA,EXIT_BAND,expel_week_share,expel_per_year,expel_total,mean_expelled_hold,expel_weeks_pct
U56,50,0.0,0.8590021691973969,210.42516268980478,3731.0,20.85075026795284,85.90021691973969
U56,50,0.01,0.7516268980477223,154.42082429501085,2738.0,25.59437751004016,75.16268980477223
U56,50,0.02,0.6648590021691974,119.11496746203905,2112.0,28.834358731661144,66.48590021691973
U56,50,0.03,0.5726681127982647,90.74620390455532,1609.0,32.91858297078931,57.26681127982647
U56,100,0.0,0.5856832971800434,96.72451193058569,1715.0,31.19475218658892,58.56832971800434
U56,100,0.01,0.4945770065075922,72.02169197396964,1277.0,36.239624119028974,49.457700650759215
U56,100,0.02,0.42950108459869846,55.10195227765727,977.0,40.800409416581374,42.950108459869845
U56,100,0.03,0.3796095444685466,44.611713665943604,791.0,45.424778761061944,37.960954446854664
U56,150,0.0,0.39045553145336226,48.33405639913232,857.0,41.65384615384615,39.04555314533623
U56,150,0.01,0.3210412147505423,37.16702819956616,659.0,47.37481031866464,32.10412147505423
U56,150,0.02,0.2885032537960954,29.66594360086768,526.0,54.14638783269962,28.850325379609544
U56,150,0.03,0.25488069414316705,24.872017353579178,441.0,56.78458049886621,25.488069414316705
U56,200,0.0,0.2841648590021692,29.77874186550976,528.0,46.83773584905661,28.41648590021692
U56,200,0.01,0.25488069414316705,24.0824295010846,427.0,53.074766355140184,25.488069414316705
U56,200,0.02,0.2158351409978308,20.41648590021692,362.0,56.1267217630854,21.58351409978308
U56,200,0.03,0.18872017353579176,17.032537960954446,302.0,60.00330033003301,18.872017353579178
B135,50,0.0,0.7861020629750272,189.53745928338765,3357.0,23.904761904761905,78.61020629750271
B135,50,0.01,0.7263843648208469,152.16069489685125,2695.0,27.718946978123842,72.63843648208469
B135,50,0.02,0.6525515743756786,119.97828447339849,2125.0,31.801128349788435,65.25515743756786
B135,50,0.03,0.5798045602605864,93.27252985884908,1652.0,35.18088324258923,57.98045602605863
B135,100,0.0,0.5146579804560261,74.52768729641694,1320.0,41.157099697885194,51.465798045602604
B135,100,0.01,0.47122692725298587,59.678610206297506,1057.0,45.014150943396224,47.122692725298585
B135,100,0.02,0.43213897937024975,49.74158523344192,881.0,50.048697621744054,43.213897937024974
B135,100,0.03,0.38436482084690554,42.17589576547232,747.0,54.75133689839572,38.43648208469055
B135,150,0.0,0.3474484256243214,37.54614549402823,665.0,57.722801788375556,34.74484256243214
B135,150,0.01,0.31053203040173727,31.504885993485345,558.0,62.38502673796791,31.053203040173727
B135,150,0.02,0.28338762214983715,27.8914223669924,494.0,64.64516129032258,28.338762214983714
B135,150,0.03,0.26167209554831705,24.955483170466888,442.0,67.15124153498871,26.167209554831704
B135,200,0.0,0.23778501628664495,22.584147665580893,400.0,64.51105651105651,23.778501628664493
B135,200,0.01,0.21389793702497287,19.648208469055376,348.0,65.48158640226629,21.389793702497286
B135,200,0.02,0.19435396308360478,17.107491856677527,303.0,68.54220779220779,19.435396308360477
B135,200,0.03,0.18349619978284473,15.639522258414768,277.0,66.90747330960853,18.349619978284473
SMALL663,50,0.0,0.9143206854345165,194.124847001224,3050.0,23.877704918032787,91.43206854345165
SMALL663,50,0.01,0.8837209302325582,170.51162790697674,2679.0,26.256065696155282,88.37209302325581
SMALL663,50,0.02,0.8457772337821298,148.93512851897185,2340.0,29.257264957264958,84.57772337821298
SMALL663,50,0.03,0.806609547123623,128.82252141982863,2024.0,32.41057312252964,80.6609547123623
SMALL663,100,0.0,0.6499388004895961,74.46756425948593,1170.0,49.3,64.99388004895961
SMALL663,100,0.01,0.6328029375764994,68.5483476132191,1077.0,51.61559888579387,63.28029375764994
SMALL663,100,0.02,0.620563035495716,63.83843329253366,1003.0,54.45762711864407,62.0563035495716
SMALL663,100,0.03,0.572827417380661,58.555691554467565,920.0,55.89021739130435,57.2827417380661
SMALL663,150,0.0,0.5055079559363526,43.280293757649936,680.0,65.33823529411765,50.55079559363526
SMALL663,150,0.01,0.4773561811505508,40.09791921664627,630.0,66.43333333333334,47.735618115055075
SMALL663,150,0.02,0.43451652386780903,36.85189718482252,579.0,68.50431778929189,43.45165238678091
SMALL663,150,0.03,0.42717258261933905,35.06976744186046,551.0,70.11796733212341,42.71725826193391
SMALL663,200,0.0,0.36107711138310894,28.13219094247246,442.0,71.86651583710407,36.1077111383109
SMALL663,200,0.01,0.3390452876376989,26.222766217870255,412.0,73.9247572815534,33.90452876376989
SMALL663,200,0.02,0.3243574051407589,24.886168910648713,391.0,76.0383631713555,32.43574051407589
SMALL663,200,0.03,0.2962056303549572,23.67686658506732,372.0,76.33064516129032,29.620563035495717
