panel,book,cost,sel,mine,theirs,same,argmax_margin,col_perturb
broad,R40,10.0,K_CAGR,ebud-0.20,ebud-0.20,True,0.0007938283068575913,8.326672684688674e-17
broad,R40,25.0,K_Sharpe,ebud-0.10,ebud-0.10,True,0.025202631269877096,2.220446049250313e-16
broad,R40,25.0,K_Calmar,ebud-0.10,ebud-0.10,True,0.046437648209085025,5.551115123125783e-16
broad,R40,25.0,K_MaxDD,ddctl-8/.5/recover,ddctl-8/.5/recover,True,0.0,8.326672684688674e-17
broad,R40,25.0,K_CAGR,ebud-0.10,ebud-0.10,True,0.0007631975840853844,8.326672684688674e-17
broad,R5,10.0,K_Sharpe,ebud-0.10,ebud-0.10,True,0.026001922223802154,2.220446049250313e-16
broad,R5,10.0,K_Calmar,ebud-0.10,ebud-0.10,True,0.0836257326207035,2.220446049250313e-16
broad,R5,10.0,K_MaxDD,ddctl-8/.5/high,ddctl-8/.5/high,True,0.03008599675380408,5.551115123125783e-17
broad,R5,10.0,K_CAGR,control,control,True,0.0015119385193835821,8.326672684688674e-17
broad,R5,25.0,K_Sharpe,ebud-0.10,ebud-0.10,True,0.0554336196237224,1.1102230246251565e-16
broad,R5,25.0,K_Calmar,ebud-0.10,ebud-0.10,True,0.10875468777491604,3.3306690738754696e-16
broad,R5,25.0,K_MaxDD,ddctl-8/.5/high,ddctl-8/.5/high,True,0.026123652641180328,8.326672684688674e-17
broad,R5,25.0,K_CAGR,ebud-0.20,ebud-0.20,True,0.003087887191584038,8.326672684688674e-17
broad,S3-25,10.0,K_Sharpe,ebud-0.10,ebud-0.10,True,0.04992705402260311,2.220446049250313e-16
broad,S3-25,10.0,K_Calmar,ebud-0.10,ebud-0.10,True,0.01494367875392899,1.1102230246251565e-15
broad,S3-25,10.0,K_MaxDD,ebud-0.10,ebud-0.10,True,0.006016550794059605,8.326672684688674e-17
broad,S3-25,10.0,K_CAGR,band3-rw,band3-rw,True,0.00372400455623767,8.326672684688674e-17
broad,S3-25,25.0,K_Sharpe,ebud-0.10,ebud-0.10,True,0.058318861755192186,1.1102230246251565e-16
broad,S3-25,25.0,K_Calmar,ebud-0.10,ebud-0.10,True,0.00727158547703155,7.771561172376096e-16
broad,S3-25,25.0,K_MaxDD,ebud-0.10,ebud-0.10,True,0.005747396647050262,8.326672684688674e-17
broad,S3-25,25.0,K_CAGR,band3-rw,band3-rw,True,0.004451070237460719,8.326672684688674e-17
broad,S3-50,10.0,K_Sharpe,ebud-0.10,ebud-0.10,True,0.0636275633985488,2.220446049250313e-16
broad,S3-50,10.0,K_Calmar,ebud-0.10,ebud-0.10,True,0.049781826375402405,1.3322676295501878e-15
broad,S3-50,10.0,K_MaxDD,ebud-0.10,ebud-0.10,True,0.004246485206670703,9.71445146547012e-17
broad,S3-50,10.0,K_CAGR,band3-rw,band3-rw,True,0.008525216478445508,8.326672684688674e-17
broad,S3-50,25.0,K_Sharpe,ebud-0.10,ebud-0.10,True,0.05054000294871419,1.1102230246251565e-16
broad,S3-50,25.0,K_Calmar,ebud-0.10,ebud-0.10,True,0.10232785729247595,6.661338147750939e-16
broad,S3-50,25.0,K_MaxDD,ebud-0.10,ebud-0.10,True,0.00646429681823113,9.71445146547012e-17
broad,S3-50,25.0,K_CAGR,band3-rw,band3-rw,True,0.009943799717895052,8.326672684688674e-17
broad,S4-50,10.0,K_Sharpe,ebud-0.10,ebud-0.10,True,0.03264731219789074,2.220446049250313e-16
broad,S4-50,10.0,K_Calmar,ebud-0.10,ebud-0.10,True,0.04257805532807346,1.1102230246251565e-15
broad,S4-50,10.0,K_MaxDD,ebud-0.10,ebud-0.10,True,0.006192756589804005,8.326672684688674e-17
broad,S4-50,10.0,K_CAGR,band3-rw,band3-rw,True,0.0057428242823602815,9.71445146547012e-17
broad,S4-50,25.0,K_Sharpe,ebud-0.10,ebud-0.10,True,0.030738082095890684,1.1102230246251565e-16
broad,S4-50,25.0,K_Calmar,ebud-0.10,ebud-0.10,True,0.08851095827166722,6.661338147750939e-16
broad,S4-50,25.0,K_MaxDD,ebud-0.10,ebud-0.10,True,0.007065492919186456,8.326672684688674e-17
broad,S4-50,25.0,K_CAGR,band3-rw,band3-rw,True,0.007146690864811456,8.326672684688674e-17
broad,V1u,10.0,K_Sharpe,ebud-0.20,ebud-0.20,True,0.0014670635168785306,0.0
broad,V1u,10.0,K_Calmar,g200-rw,g200-rw,True,0.0,8.881784197001252e-16
broad,V1u,10.0,K_MaxDD,ebud-0.10,ebud-0.10,True,0.03133108728507905,8.326672684688674e-17
broad,V1u,10.0,K_CAGR,g200-rw,g200-rw,True,0.0,8.326672684688674e-17
broad,V1u,25.0,K_Sharpe,ebud-0.10,ebud-0.10,True,0.02452951776689033,5.551115123125783e-17
broad,V1u,25.0,K_Calmar,g200-rw,g200-rw,True,0.0,5.828670879282072e-16
broad,V1u,25.0,K_MaxDD,ebud-0.10,ebud-0.10,True,0.03180769245268944,8.326672684688674e-17
broad,V1u,25.0,K_CAGR,g200-rw,g200-rw,True,0.0,9.71445146547012e-17
small,EWall,10.0,K_Sharpe,control,control,True,0.0,5.551115123125783e-17
small,EWall,10.0,K_Calmar,control,control,True,0.0,8.881784197001252e-16
small,EWall,10.0,K_MaxDD,v1gate-dg,v1gate-dg,True,0.016390653897372376,8.326672684688674e-17
small,EWall,10.0,K_CAGR,control,control,True,0.0,9.71445146547012e-17
small,EWall,25.0,K_Sharpe,ddctl-8/.5/recover,ddctl-8/.5/recover,True,0.04466615984503708,5.551115123125783e-17
small,EWall,25.0,K_Calmar,control,control,True,0.0,8.049116928532385e-16
small,EWall,25.0,K_MaxDD,v1gate-dg,v1gate-dg,True,0.013930897305706957,6.938893903907228e-17
small,EWall,25.0,K_CAGR,control,control,True,0.0,9.367506770274758e-17
small,R10,10.0,K_Sharpe,ddctl-8/.5/high,ddctl-8/.5/high,True,0.04257224327281828,5.551115123125783e-17
small,R10,10.0,K_Calmar,ddctl-8/.5/high,ddctl-8/.5/high,True,0.11824732865111287,3.608224830031759e-16
small,R10,10.0,K_MaxDD,ddctl-8/.5/high,ddctl-8/.5/high,True,0.025497140011284447,8.326672684688674e-17
small,R10,10.0,K_CAGR,control,control,True,0.0,9.020562075079397e-17
small,R10,25.0,K_Sharpe,ddctl-8/.5/high,ddctl-8/.5/high,True,0.09558616851064272,6.071532165918825e-17
small,R10,25.0,K_Calmar,ddctl-8/.5/high,ddctl-8/.5/high,True,0.15251632113738112,2.220446049250313e-16
small,R10,25.0,K_MaxDD,ddctl-8/.5/high,ddctl-8/.5/high,True,0.02510686945035534,8.326672684688674e-17
small,R10,25.0,K_CAGR,control,control,True,0.0,6.591949208711867e-17
small,R20,10.0,K_Sharpe,ebud-0.20,ebud-0.20,True,0.018383491731140733,5.551115123125783e-17
small,R20,10.0,K_Calmar,ebud-0.20,ebud-0.20,True,0.02513681509937782,6.661338147750939e-16
small,R20,10.0,K_MaxDD,ddctl-8/.5/high,ddctl-8/.5/high,True,0.01915053939501765,8.326672684688674e-17
small,R20,10.0,K_CAGR,ebud-0.20,ebud-0.20,True,0.002382582265942901,9.71445146547012e-17
small,R20,25.0,K_Sharpe,ebud-0.20,ebud-0.20,True,0.007176896216540718,5.551115123125783e-17
small,R20,25.0,K_Calmar,ebud-0.20,ebud-0.20,True,0.022429824553176714,5.551115123125783e-16
small,R20,25.0,K_MaxDD,ddctl-8/.5/recover,ddctl-8/.5/recover,True,1.2212453270876722e-15,8.326672684688674e-17
small,R20,25.0,K_CAGR,ebud-0.20,ebud-0.20,True,0.0026213925940441474,9.540979117872439e-17
small,R40,10.0,K_Sharpe,ebud-0.20,ebud-0.20,True,0.002873154238502318,5.551115123125783e-17
small,R40,10.0,K_Calmar,band3-rw,band3-rw,True,0.001208099393244677,5.551115123125783e-16
small,R40,10.0,K_MaxDD,ddctl-8/.5/recover,ddctl-8/.5/recover,True,0.0,8.326672684688674e-17
small,R40,10.0,K_CAGR,ebud-0.20,ebud-0.20,True,0.00017475537217848114,8.326672684688674e-17
small,R40,25.0,K_Sharpe,ebud-0.20,ebud-0.20,True,0.0015881294208753838,5.551115123125783e-17
small,R40,25.0,K_Calmar,band3-rw,band3-rw,True,0.0004584540016680516,5.273559366969494e-16
small,R40,25.0,K_MaxDD,ddctl-8/.5/high,ddctl-8/.5/high,True,0.021610217695293366,8.326672684688674e-17
small,R40,25.0,K_CAGR,ebud-0.20,ebud-0.20,True,4.910982406358677e-05,9.71445146547012e-17
small,R5,10.0,K_Sharpe,control,control,True,0.0,5.551115123125783e-17
small,R5,10.0,K_Calmar,control,control,True,0.0,3.0531133177191805e-16
small,R5,10.0,K_MaxDD,ddctl-8/.5/high,ddctl-8/.5/high,True,1.1102230246251565e-16,5.551115123125783e-17
small,R5,10.0,K_CAGR,control,control,True,0.0,9.71445146547012e-17
small,R5,25.0,K_Sharpe,control,control,True,0.0,9.71445146547012e-17
small,R5,25.0,K_Calmar,control,control,True,0.0,2.3592239273284576e-16
small,R5,25.0,K_MaxDD,ddctl-8/.5/high,ddctl-8/.5/high,True,4.440892098500626e-16,5.551115123125783e-17
small,R5,25.0,K_CAGR,control,control,True,0.0,8.326672684688674e-17
small,V1u,10.0,K_Sharpe,ebud-0.20,ebud-0.20,True,0.00509777956647528,0.0
small,V1u,10.0,K_Calmar,g200-rw,g200-rw,True,0.0,6.106226635438361e-16
small,V1u,10.0,K_MaxDD,ebud-0.10,ebud-0.10,True,0.038867061340518205,8.326672684688674e-17
small,V1u,10.0,K_CAGR,g200-rw,g200-rw,True,0.0,8.326672684688674e-17
small,V1u,25.0,K_Sharpe,ebud-0.20,ebud-0.20,True,0.02026503684827724,8.326672684688674e-17
small,V1u,25.0,K_Calmar,ebud-0.20,ebud-0.20,True,0.012385629267244264,4.0245584642661925e-16
small,V1u,25.0,K_MaxDD,ebud-0.10,ebud-0.10,True,0.057129943775617864,5.551115123125783e-17
small,V1u,25.0,K_CAGR,g200-rw,g200-rw,True,0.0,8.153200337090993e-17
u56,EWall,10.0,K_Sharpe,abs12-rw,abs12-rw,True,0.022223967871008776,2.085626760406356e-06
u56,EWall,10.0,K_Calmar,band3-rw,band3-rw,True,0.08919612459502457,3.6368952385235076e-06
u56,EWall,10.0,K_MaxDD,band3-dg,band3-dg,True,0.008173813567553756,4.3366096530439435e-07
u56,EWall,10.0,K_CAGR,control,control,True,0.0,2.592216897384647e-07
u56,EWall,25.0,K_Sharpe,control,control,True,0.0,2.015685538703238e-06
u56,EWall,25.0,K_Calmar,control,control,True,0.0,3.585231102665176e-06
u56,EWall,25.0,K_MaxDD,band3-dg,band3-dg,True,0.009147274679725204,4.3358475224075654e-07
u56,EWall,25.0,K_CAGR,control,control,True,0.0,2.555679164129021e-07
u56,R10,10.0,K_Sharpe,abs12-rw,abs12-rw,True,0.011184899721861763,3.1585588655680397e-06
u56,R10,10.0,K_Calmar,band3-rw,band3-rw,True,0.002578617910238057,8.029087361638432e-06
u56,R10,10.0,K_MaxDD,band3-rw,band3-rw,True,0.002409922744275761,6.926602765244816e-07
u56,R10,10.0,K_CAGR,control,control,True,0.0014908685925696386,5.33514744993635e-07
u56,R10,25.0,K_Sharpe,abs12-rw,abs12-rw,True,0.011160745407061468,3.198230522083456e-06
u56,R10,25.0,K_Calmar,band3-rw,band3-rw,True,0.04296673037311882,4.5578540901480835e-06
u56,R10,25.0,K_MaxDD,band3-rw,band3-rw,True,0.0026845343844010827,5.056334483333202e-07
u56,R10,25.0,K_CAGR,control,control,True,0.0016984345891208896,5.239231854747839e-07
u56,R20,10.0,K_Sharpe,control,control,True,0.0001607314815896821,0.00016843829677593014
u56,R20,10.0,K_Calmar,control,control,True,0.002405197569491202,0.00025993492907605553
u56,R20,10.0,K_MaxDD,ddctl-8/.5/high,ddctl-8/.5/high,True,1.1102230246251565e-16,4.622940053267133e-07
u56,R20,10.0,K_CAGR,control,control,True,0.0002795919955045356,3.3727223794646766e-05
u56,R20,25.0,K_Sharpe,control,control,True,0.0006738599704432247,0.000315513533079792
u56,R20,25.0,K_Calmar,control,control,True,0.0025155154109095523,0.00037093248097053166
u56,R20,25.0,K_MaxDD,ddctl-8/.5/recover,ddctl-8/.5/recover,True,3.3306690738754696e-16,4.5919006350092495e-07
u56,R20,25.0,K_CAGR,control,control,True,0.000313601114580786,4.896517154445723e-05
u56,R40,10.0,K_Sharpe,ebud-0.10,ebud-0.10,True,0.012939427889036237,2.3160158858503976e-06
u56,R40,10.0,K_Calmar,ebud-0.10,ebud-0.10,True,0.10322005119583544,6.406471474429409e-06
u56,R40,10.0,K_MaxDD,band3-dg,band3-dg,True,0.0023690353505450013,5.912058226031913e-07
u56,R40,10.0,K_CAGR,ebud-0.10,ebud-0.10,True,2.243091640896644e-05,3.214228698894539e-07
u56,R40,25.0,K_Sharpe,ebud-0.10,ebud-0.10,True,0.012381456573215877,2.4355695541489197e-06
u56,R40,25.0,K_Calmar,ebud-0.10,ebud-0.10,True,0.09503319780910635,5.794014778182088e-06
u56,R40,25.0,K_MaxDD,band3-dg,band3-dg,True,0.002417851787437142,5.900620027587955e-07
u56,R40,25.0,K_CAGR,ebud-0.10,ebud-0.10,True,3.199920140151136e-05,3.1847628091663527e-07
u56,R5,10.0,K_Sharpe,band3-rw,band3-rw,True,0.0006718689371938424,3.400713532109023e-06
u56,R5,10.0,K_Calmar,stop15,stop15,True,0.03655217339067174,5.775595858015237e-06
u56,R5,10.0,K_MaxDD,ddctl-8/.5/recover,ddctl-8/.5/high,False,5.551115123125783e-16,9.446752703978767e-07
u56,R5,10.0,K_CAGR,band3-rw,band3-rw,True,0.0010906499048974894,4.0918820132240796e-07
u56,R5,25.0,K_Sharpe,abs12-dg,abs12-dg,True,0.0025689468650667013,3.2520673837188596e-06
u56,R5,25.0,K_Calmar,band3-rw,band3-rw,True,9.599969634122019e-06,4.485481637228617e-06
u56,R5,25.0,K_MaxDD,ddctl-8/.5/recover,ddctl-8/.5/recover,True,8.881784197001252e-16,9.36491292458097e-07
u56,R5,25.0,K_CAGR,band3-rw,band3-rw,True,0.00112973707458619,4.0179456455013973e-07
u56,S3-25,10.0,K_Sharpe,control,control,True,0.0010406117254220248,2.711186897297324e-05
u56,S3-25,10.0,K_Calmar,stop25,stop25,True,0.03507105125099774,2.6057656639322246e-05
u56,S3-25,10.0,K_MaxDD,v1gate-dg,v1gate-dg,True,0.0006163758476613879,6.922192524738691e-07
u56,S3-25,10.0,K_CAGR,control,control,True,0.000221691729127782,3.075733201463038e-06
u56,S3-25,25.0,K_Sharpe,control,control,True,0.0015379015819818598,0.0001051446613572482
u56,S3-25,25.0,K_Calmar,stop25,stop25,True,0.03381003151560469,8.951679078006425e-05
u56,S3-25,25.0,K_MaxDD,vol60-rw,vol60-rw,True,0.0003256243018641136,8.059179201352906e-07
u56,S3-25,25.0,K_CAGR,control,control,True,0.0002547616628789662,1.0725535917618934e-05
u56,S3-50,10.0,K_Sharpe,ebud-0.20,ebud-0.20,True,0.0006169792976860045,8.186961183587194e-05
u56,S3-50,10.0,K_Calmar,ebud-0.20,ebud-0.20,True,0.021366458630957874,7.402018522184584e-05
u56,S3-50,10.0,K_MaxDD,ebud-0.10,ebud-0.10,True,0.001473682030897816,5.529958526373502e-07
u56,S3-50,10.0,K_CAGR,band3-rw,band3-rw,True,0.007098693992628524,7.106780190946349e-06
u56,S3-50,25.0,K_Sharpe,ebud-0.10,ebud-0.10,True,0.005526343097036701,0.0001757303927382159
u56,S3-50,25.0,K_Calmar,stop25,stop25,True,0.028352711049084878,0.0001493169989522647
u56,S3-50,25.0,K_MaxDD,stop25,stop25,True,0.00068468974876712,5.534591301925573e-07
u56,S3-50,25.0,K_CAGR,band3-rw,band3-rw,True,0.009205661249132913,1.4795094154196331e-05
u56,S4-50,10.0,K_Sharpe,control,control,True,0.0,7.2017259886481e-05
u56,S4-50,10.0,K_Calmar,ebud-0.20,ebud-0.20,True,0.007684477295178738,6.632139700502027e-05
u56,S4-50,10.0,K_MaxDD,ebud-0.20,ebud-0.20,True,0.0004108879613320404,5.609542745033114e-07
u56,S4-50,10.0,K_CAGR,band3-rw,band3-rw,True,0.004340679668598746,6.695812935178513e-06
u56,S4-50,25.0,K_Sharpe,control,control,True,0.0,0.0001669679702778204
u56,S4-50,25.0,K_Calmar,stop25,stop25,True,0.03123778599916127,0.00014065589197709283
u56,S4-50,25.0,K_MaxDD,stop25,stop25,True,0.00142159842106937,8.420133740666413e-07
u56,S4-50,25.0,K_CAGR,band3-rw,band3-rw,True,0.005463847817092082,1.4624600522511466e-05
u56,V1u,10.0,K_Sharpe,control,control,True,0.0,0.002667852626974998
u56,V1u,10.0,K_Calmar,ebud-0.10,ebud-0.10,True,0.03980415942195237,0.001995740573004501
u56,V1u,10.0,K_MaxDD,ebud-0.10,ebud-0.10,True,0.04963398822950926,6.317023452107051e-07
u56,V1u,10.0,K_CAGR,control,control,True,0.0,0.00013530249116950818
u56,V1u,25.0,K_Sharpe,ebud-0.10,ebud-0.10,True,0.04672647163032456,0.0025597676512068013
u56,V1u,25.0,K_Calmar,ebud-0.10,ebud-0.10,True,0.04319797509647913,0.0015748079842406726
u56,V1u,25.0,K_MaxDD,ebud-0.10,ebud-0.10,True,0.04586276267611533,0.0003845526798820498
u56,V1u,25.0,K_CAGR,control,control,True,0.0,0.0001331977849672386
