R2,adjR2,n,sample,y,model,R2_base,dR2,b[const],b[turn_y_0],b[D[SMALL]],b[D[U56]],t[const],t[turn_y_0],t[D[SMALL]],t[D[U56]],b[age],t[age],VIF[turn_y_0],VIF[age],b[turn_pg],t[turn_pg],VIF[turn_pg]
0.07370523539465901,0.05385606186740155,144,POOLED (i) raw turn/y,dSharpe,turn_y_0,0.03165705026527166,0.04204818512938735,0.01611908996848346,-0.003684980098760872,-0.00922494153768184,0.0007387595862229359,2.054742648324243,-2.520943085991583,-1.0768882281669367,0.08781402568336975,,,,,,,
0.047840124660612826,0.027436698760483158,144,POOLED (i) raw turn/y,dSharpe,age,0.03165705026527166,0.016183074395341168,-0.004161033257652882,,-0.012625456052818975,0.00027783590442995295,-0.545896842280042,,-1.4823417829610186,0.03200417915861583,5.6241604685973486e-05,1.5425512254980323,,,,,
0.07378004097397362,0.04712622920344056,144,POOLED (i) raw turn/y,dSharpe,turn_y_0+age,0.03165705026527166,0.04212299070870196,0.017243586621636196,-0.003818757689106554,-0.009173962798082894,0.0009116682359663192,1.3049246417510985,-1.9730342205876996,-1.065481144970571,0.10602129790575973,-5.045108159293056e-06,-0.10595399287852618,1.9522853236224418,1.9360476218316078,,,
0.0014320706975367026,-0.02027592776556042,48,U56 (i) raw turn/y,dSharpe,turn_y_0,,,0.004336042723833789,0.0006904658954822211,,,0.49238476385108454,0.2568457229492929,,,,,,,,,
0.0012408682883733313,-0.020471286748835915,48,U56 (i) raw turn/y,dSharpe,age,,,0.004623296881877114,,,,0.5595635901563771,,,,9.315893263836004e-06,0.23906245617506003,,,,,
0.008728861815211042,-0.03532763321522392,48,U56 (i) raw turn/y,dSharpe,turn_y_0+age,,,-0.005653292789363576,0.0021932349675266843,,,-0.29003095999282164,0.583032489232644,,,3.138123610518332e-05,0.5755406238218357,1.9296780494888492,1.9296780494888488,,,
0.11786179792108831,0.09868488048459023,48,B136 (i) raw turn/y,dSharpe,turn_y_0,,,0.0275193494096429,-0.006914143201764694,,,2.396379005475572,-2.4791176176600693,,,,,,,,,
0.020617199467222513,-0.0006737309791422508,48,B136 (i) raw turn/y,dSharpe,age,,,-0.006250944745573331,,,,-0.5498044345186057,,,,7.240798141962317e-05,0.9840507931747977,,,,,
0.13932246802279857,0.10107013326825631,48,B136 (i) raw turn/y,dSharpe,turn_y_0+age,,,0.051887104531641796,-0.00994092934594636,,,2.018599229790566,-2.4912712801342547,,,-0.00010583599418433535,-1.0592724161367137,2.0524864597363544,2.052486459736355,,,
0.042043861617205636,0.02121872817410153,48,SMALL (i) raw turn/y,dSharpe,turn_y_0,,,0.005141168724905424,-0.0033214043565015865,,,0.3854769633067799,-1.4208800040899925,,,,,,,,,
