panel,tau,mode,cost,chosen_null,chosen_phi,IS_fid_chosen,OOS_real_dSharpe,OOS_q95_chosen,clears_chosen,IS_fid_ROT,OOS_q95_ROT,clears_ROT
U56,0.05,half,25,ROT,,0.028289254695944815,0.06853398141717304,0.09543458792845617,False,0.028289254695944815,0.09543458792845617,False
U56,0.05,skip,10,ROT,,0.06952427192782773,-0.31748511400118085,0.03557869444669172,False,0.06952427192782773,0.03557869444669172,False
U56,0.05,skip,25,ROT,,0.06952427192782773,-0.2176689298329788,0.13623167332333821,False,0.06952427192782773,0.13623167332333821,False
U56,0.1,half,10,STRAT,0.75,0.049623829745956353,0.0058124986789966915,0.06988121722445399,False,0.061923962666528165,0.056608422757927455,False
U56,0.1,half,25,STRAT,0.75,0.049623829745956353,0.04167592400411957,0.09905520761914638,False,0.061923962666528165,0.08564692794595424,False
U56,0.1,skip,10,RUN,,0.0959394981558683,-0.27242609905204485,0.092966305215411,False,0.11016440914567141,0.0378345687630512,False
U56,0.1,skip,25,RUN,,0.0959394981558683,-0.1916712761172692,0.16246905576006157,False,0.11016440914567141,0.1103364344005051,False
U56,0.2,half,10,STRAT,0.75,0.0148166719115635,-0.005503636369236675,0.04047240626466725,False,0.05825520382882286,0.047027982023794726,False
U56,0.2,half,25,STRAT,0.75,0.0148166719115635,0.016035569208466605,0.06011640706694011,False,0.05825520382882286,0.060313802769964474,False
U56,0.2,skip,10,STRAT,0.75,0.022903719500895765,-0.11175117453324135,0.020249349504756643,False,0.10214204062269587,0.09343390313091049,False
U56,0.2,skip,25,STRAT,0.75,0.022903719500895765,-0.06429888440328047,0.06117508026490376,False,0.10214204062269587,0.12172191989736778,False
U56,0.3,half,10,STRAT,0.5,0.0033762997750870507,-0.02194345958624111,0.012375591954051973,False,0.020074924795884984,0.01142184622301781,False
U56,0.3,half,25,STRAT,0.5,0.0033762997750870507,-0.01727431126347767,0.015741136625937263,False,0.020074924795884984,0.014131238423377483,False
U56,0.3,skip,10,STRAT,0.5,0.0051405689171075625,-0.05294104241272923,0.00889573399336363,False,0.0349718697262147,0.0355081488971328,False
U56,0.3,skip,25,STRAT,0.5,0.0051405689171075625,-0.042036966123797814,0.020539275053242455,False,0.0349718697262147,0.041670035024878906,False
U56,0.5,half,10,ROT,,0.0009176969868058707,-0.031060064582012048,0.00272450967500838,False,0.0009176969868058707,0.00272450967500838,False
U56,0.5,half,25,ROT,,0.0009176969868058707,-0.029123479432725086,0.0029537650630497626,False,0.0009176969868058707,0.0029537650630497626,False
U56,0.5,skip,10,MC,,0.001461122403638629,-0.07491935180193732,0.009138597111548975,False,0.002210193367512545,0.007208780250602221,False
U56,0.5,skip,25,MC,,0.001461122403638629,-0.06970022397277353,0.009277108400897639,False,0.002210193367512545,0.007426405673208382,False
