panel,tau,mode,cost,chosen_null,chosen_phi,IS_fid_chosen,OOS_real_dSharpe,OOS_q95_chosen,clears_chosen,IS_fid_ROT,OOS_q95_ROT,clears_ROT
BROAD136,0.05,half,10,RUN,,0.012142170306455286,0.018002095122795825,0.03927094071265798,False,0.01571310924370497,0.029494670810407565,False
BROAD136,0.05,half,25,RUN,,0.012142170306455286,0.07188685949251372,0.08818857046543783,False,0.01571310924370497,0.08158395589941109,False
BROAD136,0.05,skip,10,ROT,,0.05260972132429478,0.12059133418142154,0.22738939827558163,False,0.05260972132429478,0.22738939827558163,False
BROAD136,0.05,skip,25,ROT,,0.05260972132429478,0.264606400604222,0.3552677663612022,False,0.05260972132429478,0.3552677663612022,False
BROAD136,0.1,half,10,RUN,,0.030842337348825615,0.01886399142400408,0.05200725466655265,False,0.03617743236557638,0.03924828510287336,False
BROAD136,0.1,half,25,RUN,,0.030842337348825615,0.07130108995813478,0.10180860460701219,False,0.03617743236557638,0.08888583137532378,False
BROAD136,0.1,skip,10,RUN,,0.04421744387805153,0.01286407117869115,0.24925627332154987,False,0.07276585726934079,0.22103815469217453,False
BROAD136,0.1,skip,25,RUN,,0.04421744387805153,0.14353395260772117,0.3626328028152202,False,0.07276585726934079,0.33876930991956034,False
BROAD136,0.2,half,10,STRAT,0.75,0.022300021828877824,-0.008050424389122401,0.0411114048558873,False,0.04648195264073444,0.037970979555958545,False
BROAD136,0.2,half,25,STRAT,0.75,0.022300021828877824,0.035006226781278516,0.0766039128181744,False,0.04648195264073444,0.0693574532419077,False
BROAD136,0.2,skip,10,STRAT,0.75,0.05064899323358797,-0.14123743996868743,0.04393284794493839,False,0.0768458367236657,0.08766474173548217,False
BROAD136,0.2,skip,25,STRAT,0.75,0.05064899323358797,-0.04602954061636533,0.1227361681890358,False,0.0768458367236657,0.15633963808512033,False
BROAD136,0.3,half,10,STRAT,0.75,0.003712774470341077,-0.039060915559270604,0.022011279595629603,False,0.033574144452729576,0.023779368042603964,False
BROAD136,0.3,half,25,STRAT,0.75,0.003712774470341077,-0.021007295279462768,0.03845378863796164,False,0.033574144452729576,0.034717372132870516,False
BROAD136,0.3,skip,10,STRAT,0.75,0.009140209559448813,-0.08849797282809524,0.03486289110705983,False,0.056128652208469965,0.03443407351629537,False
BROAD136,0.3,skip,25,STRAT,0.75,0.009140209559448813,-0.05131025985253801,0.06874744847821955,False,0.056128652208469965,0.05201219835916153,False
BROAD136,0.5,half,10,STRAT,0.75,0.002200217272859367,-0.0513262317896378,-0.007824823470248734,False,0.007654893628676551,0.011520801792895363,False
BROAD136,0.5,half,25,STRAT,0.75,0.002200217272859367,-0.046833556131662846,-0.004534877042922049,False,0.007654893628676551,0.013157710481939455,False
BROAD136,0.5,skip,10,STRAT,0.25,0.006771693319343908,-0.10903356713643997,0.03160738926351668,False,0.008779484187768164,0.017330299015730827,False
BROAD136,0.5,skip,25,STRAT,0.25,0.006771693319343908,-0.09838534722605585,0.037637457893931456,False,0.008779484187768164,0.019653545870188673,False
SMALL439,0.05,half,10,RUN,,0.011125805014094678,-0.009666940998404316,0.0012523980425287807,False,0.01556797965491725,0.01347563927637703,False
SMALL439,0.05,half,25,RUN,,0.011125805014094678,0.05386384652784526,0.06267002575166315,False,0.01556797965491725,0.07153915525010562,False
SMALL439,0.05,skip,10,RUN,,0.05455093667966575,-0.48779405156098266,-0.06999386944528671,False,0.07355787948460915,0.057341990787083304,False
SMALL439,0.05,skip,25,RUN,,0.05455093667966575,-0.3023906377544095,0.10308027417950459,False,0.07355787948460915,0.24035452926714415,False
SMALL439,0.1,half,10,ROT,,0.012998296519836467,-0.010065606389011716,0.009576426233361841,False,0.012998296519836467,0.009576426233361841,False
SMALL439,0.1,half,25,ROT,,0.012998296519836467,0.0532237857058806,0.06889028592076704,False,0.012998296519836467,0.06889028592076704,False
SMALL439,0.1,skip,10,RUN,,0.05119171489514405,-0.0505876059530313,0.028799368982563484,False,0.06789643918251834,0.15123879199149753,False
SMALL439,0.1,skip,25,RUN,,0.05119171489514405,0.13080998841424823,0.1993730114317323,False,0.06789643918251834,0.31295417718844176,False
SMALL439,0.2,half,10,ROT,,0.021504852625823325,-0.011666619576219284,0.0421901798848861,False,0.021504852625823325,0.0421901798848861,False
SMALL439,0.2,half,25,ROT,,0.021504852625823325,0.049142004449869825,0.09520768800419921,False,0.021504852625823325,0.09520768800419921,False
SMALL439,0.2,skip,10,RUN,,0.05282246518360517,-0.3277674759480166,0.12123191553981402,False,0.07676846054279476,0.1431856403162665,False
SMALL439,0.2,skip,25,RUN,,0.05282246518360517,-0.16654270070615548,0.25989004063876553,False,0.07676846054279476,0.2959277227994418,False
SMALL439,0.3,half,10,STRAT,0.5,0.008503640826999325,-0.02527154007701493,0.03841284444341281,False,0.03646076357846102,0.08194777861039579,False
SMALL439,0.3,half,25,STRAT,0.5,0.008503640826999325,0.02084969580030338,0.06711560661382542,False,0.03646076357846102,0.11198758204760081,False
SMALL439,0.3,skip,10,STRAT,0.25,0.013697437191511683,-0.2992175692620673,0.03629418587300026,False,0.09078730664837205,0.07720674256849445,False
SMALL439,0.3,skip,25,STRAT,0.25,0.013697437191511683,-0.19218269011818673,0.10526743638673872,False,0.09078730664837205,0.13751547671803732,False
SMALL439,0.5,half,10,STRAT,0.75,0.0032493497922162586,0.004177534470187982,0.02410581371777463,False,0.022127387732490116,0.04084896988816125,False
SMALL439,0.5,half,25,STRAT,0.75,0.0032493497922162586,0.027209892885189546,0.04513729910340172,False,0.022127387732490116,0.0534155153641203,False
SMALL439,0.5,skip,10,STRAT,0.75,0.00539702983655774,-0.038329762776487475,0.00940376120645514,False,0.03939549893438136,0.04241944436008039,False
SMALL439,0.5,skip,25,STRAT,0.75,0.00539702983655774,0.01062818303808516,0.05359741074254482,False,0.03939549893438136,0.05595053682520359,False
U56,0.05,half,10,ROT,,0.028289254695944815,0.028233654784542983,0.06182346666211674,False,0.028289254695944815,0.06182346666211674,False
