panel,book,cadence,window,cost,pass4b,pass4a,stable5of5,all_legs_clear,mg_H1,mg_H2,mg_DD,mg_CAGR,sp_H1,sp_H2,sp_DD,sp_CAGR,clr_H1,clr_H2,clr_DD,clr_CAGR
B136,BAND03_G075,M,FULL,0,False,False,False,False,0.2731771178347605,0.1528196741645197,4.56389273141955,-2.1189901585056887,0.027457663225377127,0.12221648851171973,5.231869260864597,0.29458195994562786,True,True,False,False
B136,BAND03_G075,M,FULL,10,False,False,False,False,0.2562326036625092,0.13369236649791505,4.542087231008296,-2.269385031398678,0.027325781212584888,0.12007258553607947,5.2144487903263315,0.291588981138613,True,True,False,False
B136,BAND03_G075,M,FULL,25,False,False,False,False,0.23074150956795936,0.10493487016294745,4.509378980391599,-2.4946266521631273,0.027121319117327847,0.11683979685622825,5.188318084519072,0.28711370986567175,True,False,False,False
B136,BAND03_G075,M,FULL,50,False,False,False,False,0.18807094043247352,0.05684495684896951,4.45486522936358,-2.869095909720813,0.026763040116797088,0.11141103407342101,5.144766908173482,0.2796926781482467,True,False,False,False
B136,BAND03_G075,M,IS,0,False,False,False,False,0.12481131224133823,0.23160789384616365,5.11207397412308,-1.8749478268004633,0.045052508277331205,0.0309285563672983,1.1198315076238141,0.29207330755538496,True,True,True,False
B136,BAND03_G075,M,IS,10,False,False,False,False,0.10831809867711284,0.21400021751200793,5.076615143457411,-2.017345821747438,0.044821703537568536,0.030889709776711127,1.1094132496200393,0.29012021906584806,True,True,True,False
B136,BAND03_G075,M,IS,25,False,False,False,False,0.08351818426071456,0.18751814992383165,5.02344575165791,-2.2306307136959997,0.0444667444450737,0.030819599389545704,1.093796334104935,0.28719861621231413,True,True,True,False
B136,BAND03_G075,M,IS,50,False,False,False,False,0.04203675252325134,0.1432071123267682,4.934880361073249,-2.585274701463189,0.04385217427224808,0.030671131037784516,1.0677960533431174,0.28235063616002254,False,True,True,False
B136,BAND03_G075,M,OOS,0,False,False,False,False,0.2281723940728514,0.21704883531079822,4.563892731419542,-2.319647783757517,0.2632833713334156,0.07931332286352377,5.231869260864597,0.3392612495314751,False,True,False,False
B136,BAND03_G075,M,OOS,10,False,False,False,False,0.21271897878983126,0.19277389274675116,4.542087231008321,-2.476602780444004,0.2608493511196479,0.07990598550903583,5.214448790326321,0.3385811345538281,False,True,False,False
