panel,cost,selector,pick,n,fired,changed,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,dOOS,dMaxDD,pass4a,pass4b,OOS4b_clears,OOS4b_fail,full_CAGR,full_Sharpe,full_MaxDD,H1,H2,turnover_yr,v1_OOS_Sharpe,spy_OOS_Sharpe,v1_OOS_CAGR,spy_OOS_CAGR,v1_OOS_MaxDD,spy_OOS_MaxDD
broad,10.0,S0 do-nothing (IS-Sharpe argmax),R6@n=3,3,False,False,0.8200124138331836,0.17829561976774655,-0.30205582282061616,0.0,0.0,False,False,False,OOS|DD,0.22966517660205144,1.0210040274845766,-0.3020558228206165,1.2311505515256127,0.8267578067486511,23.88686887498796,0.5762505378038233,0.8820239235972316,0.05941502665859644,0.1545044425578177,-0.2119126361153264,-0.3371595330739301
broad,10.0,FLOOR n>=5,MOM@n=8,8,True,True,0.9108770294908048,0.1733246381077267,-0.2302702234721905,0.09086461565762127,0.07178559934842565,False,False,False,DD,0.19212223310034293,1.05548870223719,-0.23027022347219073,1.3154007590478267,0.8558844356474941,15.138327128683818,0.5762505378038233,0.8820239235972316,0.05941502665859644,0.1545044425578177,-0.2119126361153264,-0.3371595330739301
broad,10.0,FLOOR n>=10,MOM@n=10,10,True,True,1.0151643705369764,0.1874125175519199,-0.21435940317494173,0.19515195670379282,0.08769641964567443,False,False,False,DD,0.18922750725259774,1.0873882793811016,-0.21435940317494184,1.281877859653709,0.940089549146179,14.594589570369763,0.5762505378038233,0.8820239235972316,0.05941502665859644,0.1545044425578177,-0.2119126361153264,-0.3371595330739301
broad,10.0,FLOOR n>=15,R6@n=20,20,True,True,0.9564189984514285,0.13515274935183008,-0.19393381284437727,0.13640658461824495,0.10812200997623889,True,True,True,,0.14626188682115826,1.051971618205929,-0.19393381284437727,1.2571499172502514,0.8709906452100546,14.036738087771923,0.5762505378038233,0.8820239235972316,0.05941502665859644,0.1545044425578177,-0.2119126361153264,-0.3371595330739301
broad,10.0,FLOOR n>=20,R6@n=20,20,True,True,0.9564189984514285,0.13515274935183008,-0.19393381284437727,0.13640658461824495,0.10812200997623889,True,True,True,,0.14626188682115826,1.051971618205929,-0.19393381284437727,1.2571499172502514,0.8709906452100546,14.036738087771923,0.5762505378038233,0.8820239235972316,0.05941502665859644,0.1545044425578177,-0.2119126361153264,-0.3371595330739301
broad,10.0,FLOOR n>=25,R6@n=25,25,True,True,1.0126980593999175,0.1369751011713709,-0.18944547227606623,0.19268564556673395,0.11261035054454993,True,True,True,,0.14099838266655973,1.0612202431408173,-0.18944547227606623,1.2194891460247224,0.9200601511344578,13.070664296590035,0.5762505378038233,0.8820239235972316,0.05941502665859644,0.1545044425578177,-0.2119126361153264,-0.3371595330739301
broad,10.0,FLOOR n>=30,INVVOL@n=30,30,True,True,0.6909074326441187,0.05381300614446727,-0.14997263892032464,-0.12910498118906488,0.15208318390029152,True,False,False,OOS|CAGR,0.06790496044498084,0.874680638000437,-0.14997263892032442,1.187852252494814,0.6029606244713347,14.851317950603686,0.5762505378038233,0.8820239235972316,0.05941502665859644,0.1545044425578177,-0.2119126361153264,-0.3371595330739301
broad,10.0,BIGGEST BOOK (no fitting),MOM@n=60,60,True,True,1.019428372290205,0.11141898444805287,-0.19070321759238018,0.19941595845702154,0.11135260522823598,True,True,True,,0.10990059571616384,1.0292003776452305,-0.19070321759238007,1.1650829486296697,0.9093611586673789,7.90160402306891,0.5762505378038233,0.8820239235972316,0.05941502665859644,0.1545044425578177,-0.2119126361153264,-0.3371595330739301
broad,10.0,ORACLE-OOS (ceiling),NOVOL@n=60,60,True,True,1.0264095330336584,0.11175642933138774,-0.19014144827419033,0.20639711920047488,0.11191437454642583,True,True,True,,0.10878136440386288,1.013999085450138,-0.19014144827419022,1.1108474017486865,0.9263977765056621,8.086897241348469,0.5762505378038233,0.8820239235972316,0.05941502665859644,0.1545044425578177,-0.2119126361153264,-0.3371595330739301
broad,25.0,S0 do-nothing (IS-Sharpe argmax),MOM@n=8,8,False,False,0.792649824003518,0.1463771089330026,-0.2403404648965981,0.0,0.0,True,False,False,OOS|DD,0.1653668151166463,0.9308156143482547,-0.24034046489659788,1.18300304783858,0.7363124075354187,15.138327128683818,0.15539928865606328,0.8820239235972316,0.011143568780353386,0.1545044425578177,-0.26721084947028584,-0.3371595330739301
broad,25.0,FLOOR n>=5,MOM@n=8,8,False,False,0.792649824003518,0.1463771089330026,-0.2403404648965981,0.0,0.0,True,False,False,OOS|DD,0.1653668151166463,0.9308156143482547,-0.24034046489659788,1.18300304783858,0.7363124075354187,15.138327128683818,0.15539928865606328,0.8820239235972316,0.011143568780353386,0.1545044425578177,-0.26721084947028584,-0.3371595330739301
broad,25.0,FLOOR n>=10,MOM@n=10,10,True,True,0.8944894763352274,0.16102267676596305,-0.2245692287282005,0.10183965233170933,0.015771236168397595,True,False,False,DD,0.1634899191101924,0.9610133858389479,-0.2245692287282005,1.1483472571021143,0.8183277351181578,14.594589570369763,0.15539928865606328,0.8820239235972316,0.011143568780353386,0.1545044425578177,-0.26721084947028584,-0.3371595330739301
