K,B_POINT,B_ONE,B_CP,lattice_spacing
10,1.0,0.9090909090909091,0.7411344491069477,0.1
25,1.0,0.9615384615384616,0.8870718549931568,0.04
50,1.0,0.9803921568627451,0.9418449208830277,0.02
100,1.0,0.9900990099009901,0.9704869503929601,0.01
200,1.0,0.9950248756218906,0.9851329607687279,0.005
400,1.0,0.9975062344139651,0.9925386444712004,0.0025
