char,tau,k,seed,side,arm,gross,cadence,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,IS_CAGR,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,turnover,keep4a,fail4b,keep4b
cvol,0.01,18,0,B,EWall,0.5,W,0.10823292645649674,1.066108714279416,-0.18879589263258,0.8868717346118462,1.2195530665614598,0.8617658765247864,0.07595029576103962,0.12865263518895742,1.1772074677406126,-0.1887958926325799,0.7668170878059116,False,H1,False
cvol,0.01,18,0,B,MA-RS,0.5,W,0.0993770456608094,0.9636588850571437,-0.21051911123370548,0.8356379965096126,1.0765481899950962,0.8179895294670795,0.07540047733891386,0.114451214043505,1.044799728589971,-0.2105191112337066,6.115095810670148,False,"H1,DD",False
cvol,0.01,18,0,B,EWall,0.5,M,0.10995217990736217,1.0924658926214745,-0.18628055472467175,0.8923376875747244,1.2622204391214322,0.8701334269164593,0.07627374402583853,0.13127627524854524,1.213322676566258,-0.18628055472467175,0.38878416180202413,False,-,True
cvol,0.01,18,0,B,MA-RS,0.5,M,0.09546514232142056,0.9218786771762622,-0.19412454221551034,0.7649279089309748,1.0575401859689049,0.713210193433496,0.06680630792072506,0.11354806877135304,1.0387692169424134,-0.19412454221551045,2.6996130594235277,False,"H1,CAGR",False
cvol,0.01,18,0,B,EWall,0.75,W,0.16253307330411038,1.0670455143125892,-0.273363696127106,0.8891789896331592,1.2194734845128372,0.8643471311513174,0.11315009090506889,0.19412017227010936,1.1772670524228852,-0.27336369612710576,1.0975478217114183,False,"H1,DD",False
cvol,0.01,18,0,B,MA-RS,0.75,W,0.1483609660150751,0.9642437777077552,-0.30099227416015484,0.8375462879537584,1.0761248221749122,0.8201430011191658,0.11188640996348909,0.17148280987173115,1.0445105770184484,-0.30099227416015517,9.082393548136222,False,"H1,DD",False
cvol,0.01,18,0,B,EWall,0.75,M,0.16554368640856243,1.091180934431552,-0.27138927909472743,0.8952017778041812,1.2577178505349726,0.8727505564409301,0.1139712146109817,0.19858048848005594,1.2098845826340987,-0.27138927909472743,0.559597420250804,False,DD,False
cvol,0.01,18,0,B,MA-RS,0.75,M,0.14268743446714605,0.9241564671633709,-0.2788532516897294,0.7692353552726146,1.0582139619554973,0.7190845757581543,0.099184905058602,0.17041027284909704,1.0390520343615965,-0.27885325168972963,4.003339375950583,False,"H1,DD",False
cvol,0.01,18,0,B,EWall,1.0,W,0.21653182296822626,1.067636517013924,-0.35174251512491295,0.8912052009310437,1.218994016720406,0.8666344772934972,0.1495659660659472,0.259824250976161,1.1769454792536835,-0.3517425151249127,1.4488333523730639,False,DD,False
cvol,0.01,18,0,B,MA-RS,1.0,W,0.19647718771639888,0.9647490082186937,-0.3832837210490634,0.8393602225223828,1.0756377219022097,0.8222016790214955,0.1473003343580459,0.22789598905748498,1.0441472542176566,-0.3832837210490637,12.004137059958614,False,"H1,DD",False
cvol,0.01,18,0,B,EWall,1.0,M,0.22128346163447676,1.0896248776647577,-0.35157171215800476,0.8980291754658684,1.252768257346453,0.8753722574515682,0.1512168952480426,0.2666704501306816,1.206004948469086,-0.35157171215800465,0.7383082158187791,False,DD,False
cvol,0.01,18,0,B,MA-RS,1.0,M,0.18932464191399845,0.9262414689746231,-0.3570907373587412,0.7735106944652342,1.0585316741709836,0.7249986637883783,0.130727145440652,0.22702140064201592,1.0389532584626844,-0.3570907373587412,5.283486420941865,False,"H1,DD",False
cvol,0.01,18,0,S,EWall,0.5,W,0.05583806902688182,0.6442479325584197,-0.18502121614895684,0.8923991440258884,0.4496618724159141,0.8588044822118099,0.07097495164209788,0.046596610004291605,0.5283422301372851,-0.18502121614895684,0.8089317170241151,False,"H2,OOS,CAGR",False
