stem,date,n_tok,n_head,bytes_csv,bytes_json,bytes_console,bytes_data,has_data,missing_csvjson,cov_CSV,cov_CSVJSON,cov_CSVJSONTXT,cov_NONCONSOLE,cov_ANY,hcov_CSV,hcov_CSVJSON,hcov_CSVJSONTXT,hcov_NONCONSOLE,hcov_ANY
2026-09-05_gross-as-the-missing-third-bar_B,2026-09-05,7,6,438309,0,30729,438309,1,1,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0
2026-09-05_gross-interval-as-a-pre-registered-KEEP-bar_B,2026-09-05,15,5,2074423,0,44976,2074423,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-05_fixed-gross-S4-blend_cloud,2026-09-05,15,5,198947,0,33371,198947,1,1,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-05_four-way-gate-spread-is-a-weighting-convention_cloud,2026-09-05,2,0,573118,0,391777,573118,1,0,1.0,1.0,1.0,1.0,1.0,,,,,
2026-09-05_does-book-share-price-a-tilt_C,2026-09-05,19,0,103472,0,50012,103472,1,7,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,1.0,,,,,
2026-09-05_does-cadence-skill-survive-a-second-corpus_cloud,2026-09-05,3,0,652560,0,19330,652560,1,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,,,,
2026-09-05_does-share-price-any-key-or-only-vol_B,2026-09-05,42,6,477038,0,133575,477038,1,16,0.6190476190476191,0.6190476190476191,0.6190476190476191,0.6190476190476191,0.9761904761904762,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8333333333333334
2026-09-05_does-any-fitted-dial-beat-its-own-modal-pick_cloud,2026-09-05,51,13,2045935,0,38722,2045935,1,1,0.9803921568627451,0.9803921568627451,0.9803921568627451,0.9803921568627451,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-05_does-the-leak-free-selector-edge-survive-a-third-corpus_cloud,2026-09-05,29,8,5074626,0,13241,5074626,1,4,0.8620689655172413,0.8620689655172413,0.8620689655172413,0.8620689655172413,1.0,0.625,0.625,0.625,0.625,1.0
2026-09-05_does-the-modal-constant-result-survive-a-cost-ladder_cloud,2026-09-05,78,13,10303630,0,21860,10303630,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-05_execution-lag-sensitivity-of-the-price-list_C,2026-09-05,6,1,382462,0,232884,382462,1,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,1.0
2026-09-05_extend-the-three-degenerate-ladders-past-their-endpoints_C,2026-09-05,38,25,1686332,0,31344,1686332,1,4,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.8947368421052632,1.0,0.84,0.84,0.84,0.84,1.0
2026-09-05_does-the-ceiling-beat-a-chosen-gross_C,2026-09-05,45,9,1277620,0,16258,1277620,1,3,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-06_price-the-ranking-on-the-exchange-rate-menu_cloud,2026-09-06,14,5,254937,0,107068,254937,1,3,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.7857142857142857,1.0,0.6,0.6,0.6,0.6,1.0
2026-09-06_price-the-post-crash-re-entry-lag_cloud,2026-09-06,33,4,45218,0,35013,45218,1,13,0.6060606060606061,0.6060606060606061,0.6060606060606061,0.6060606060606061,0.9696969696969697,0.75,0.75,0.75,0.75,0.75
2026-09-06_price-the-four-unpriced-null-verdicts-on-their-own-books_B,2026-09-06,61,16,1241423,0,19321,1241423,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-06_persistence-vs-cost-as-a-required-column_cloud,2026-09-06,5,2,264616,0,143131,264616,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-06_monthly-r6-top20-as-a-single-hypothesis_cloud,2026-09-06,60,21,962175,0,14299,962175,1,6,0.9,0.9,0.9,0.9,1.0,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619,1.0
2026-09-06_monthly-r6-top20-as-a-single-hypothesis_B,2026-09-06,518,6,200949,0,16582,200949,1,150,0.7104247104247104,0.7104247104247104,0.7104247104247104,0.7104247104247104,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0
2026-09-06_monthly-drawdown-cost_cloud,2026-09-06,17,7,39750,0,35725,39750,1,6,0.6470588235294118,0.6470588235294118,0.6470588235294118,0.6470588235294118,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0
2026-09-06_locate-the-band-width-ceiling_cloud,2026-09-06,21,5,58237,0,48604,58237,1,4,0.8095238095238095,0.8095238095238095,0.8095238095238095,0.8095238095238095,0.9523809523809523,0.8,0.8,0.8,0.8,0.8
2026-09-06_keep-candidate-universe-robustness_cloud,2026-09-06,52,14,304685,0,7571,304685,1,4,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0
2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud,2026-09-06,38,7,211715,0,60425,211715,1,12,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.9736842105263158,1.0,1.0,1.0,1.0,1.0
2026-09-06_is-the-vol20-half-the-whole-small-panel-inversion_cloud,2026-09-06,13,5,0,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-09-06_is-the-soft-200d-tilt-inside-the-score-doing-the-gate-s-job_cloud,2026-09-06,18,3,91187,0,42301,91187,1,13,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.8888888888888888,0.0,0.0,0.0,0.0,0.6666666666666666
2026-09-06_is-the-sharpe-cagr-reversal-a-PANEL-property_C,2026-09-06,90,10,597106,0,23430,597106,1,28,0.6888888888888889,0.6888888888888889,0.6888888888888889,0.6888888888888889,1.0,0.7,0.7,0.7,0.7,1.0
2026-09-06_is-the-reversal-share-a-function-of-n-over-n_elig_C,2026-09-06,22,7,53103,0,30658,53103,1,6,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.8636363636363636,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.8571428571428571
2026-09-06_is-the-null-key-result-one-draw-or-a-distribution_cloud,2026-09-06,22,8,1260117,0,11990,1260117,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-06_is-the-negative-exposure-timing-residual-a-general-property-of-gates_B,2026-09-06,17,10,146104,0,64625,146104,1,10,0.4117647058823529,0.4117647058823529,0.4117647058823529,0.4117647058823529,1.0,0.6,0.6,0.6,0.6,1.0
2026-09-06_is-the-m999-u56-buffer-book-a-4b-candidate_cloud,2026-09-06,50,18,53460,0,33953,53460,1,20,0.6,0.6,0.6,0.6,1.0,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.6111111111111112,1.0
2026-09-06_is-the-low-price-tilt-a-split-artefact-or-a-survivorship-one_cloud,2026-09-06,42,14,338259,0,17817,338259,1,15,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.9761904761904762,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.6428571428571429,1.0
2026-09-06_is-the-gate-a-drawdown-instrument-on-every-panel_cloud,2026-09-06,33,22,205290,0,67448,205290,1,9,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,1.0,0.7727272727272727,0.7727272727272727,0.7727272727272727,0.7727272727272727,1.0
2026-09-06_price-the-vol20-drawdown-purchase-against-the-cheaper-instruments_C,2026-09-06,92,21,55319,0,44271,55319,1,30,0.6739130434782609,0.6739130434782609,0.6739130434782609,0.6739130434782609,0.967391304347826,0.6190476190476191,0.6190476190476191,0.6190476190476191,0.6190476190476191,1.0
2026-09-06_is-within-stratum-CORR-a-SECTOR-concentration-proxy_C,2026-09-06,46,9,273430,0,18874,273430,1,18,0.6086956521739131,0.6086956521739131,0.6086956521739131,0.6086956521739131,1.0,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,1.0
2026-09-06_publish-the-cash-carve-out-beside-every-sleeve-MaxDD_C,2026-09-06,41,10,612302,0,10578,612302,1,19,0.5365853658536586,0.5365853658536586,0.5365853658536586,0.5365853658536586,0.926829268292683,0.7,0.7,0.7,0.7,1.0
2026-09-06_time-varying-share-vs-fixed-n_B,2026-09-06,51,14,235723,0,116774,235723,1,11,0.7843137254901961,0.7843137254901961,0.7843137254901961,0.7843137254901961,0.9803921568627451,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0
2026-09-06_ranking-subtracts-value_B,2026-09-06,27,8,43209,0,18403,43209,1,5,0.8148148148148148,0.8148148148148148,0.8148148148148148,0.8148148148148148,0.9629629629629629,0.875,0.875,0.875,0.875,1.0
2026-09-06_is-the-de-gross-cost-a-cash-drag-identity_B,2026-09-06,16,6,40087,0,30958,40087,1,10,0.375,0.375,0.375,0.375,0.875,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334
2026-09-06_why-is-MONTHLY-the-least-negative-cadence_cloud,2026-09-06,9,1,992421,0,68839,992421,1,2,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,1.0,0.0,0.0,0.0,0.0,1.0
2026-09-06_where-selectivity-and-cost-cross_cloud,2026-09-06,56,28,1680753,0,33707,1680753,1,1,0.9821428571428571,0.9821428571428571,0.9821428571428571,0.9821428571428571,1.0,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,1.0
2026-09-06_where-selectivity-and-cost-cross_B,2026-09-06,14,3,116068,0,0,151019,1,9,0.35714285714285715,0.35714285714285715,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0
2026-09-06_what-predicts-a-panel_B,2026-09-06,22,10,14440,0,22523,14440,1,12,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.8636363636363636,0.5,0.5,0.5,0.5,1.0
2026-09-06_what-modal-share-makes-a-mode-writable_cloud,2026-09-06,60,6,4174351,0,33323,4174351,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-06_what-actually-moves-H2_cloud,2026-09-06,26,3,44723,0,25593,44723,1,11,0.5769230769230769,0.5769230769230769,0.5769230769230769,0.5769230769230769,0.8461538461538461,1.0,1.0,1.0,1.0,1.0
2026-09-06_what-actually-moves-H2_B,2026-09-06,80,17,15432,0,10267,15432,1,56,0.3,0.3,0.3,0.3,0.975,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.9411764705882353
2026-09-06_vol20-gate-in-isolation_cloud,2026-09-06,47,13,18839,0,12719,18839,1,25,0.46808510638297873,0.46808510638297873,0.46808510638297873,0.46808510638297873,0.9787234042553191,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.9230769230769231
2026-09-06_turnover-budget-the-broad-ranked-book_B,2026-09-06,39,14,47802,0,42654,47802,1,12,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.9743589743589743,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.9285714285714286
2026-09-06_trend-filter-by-market-cap_cloud,2026-09-06,11,2,95575,0,55625,95575,1,5,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.9090909090909091,0.5,0.5,0.5,0.5,0.5
2026-09-06_trend-filter-by-market-cap_B,2026-09-06,48,0,52844,0,25221,52844,1,16,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,,,,,
2026-09-06_the-trade-date-anchor-as-a-published-column_cloud,2026-09-06,80,25,506151,0,20414,506151,1,25,0.6875,0.6875,0.6875,0.6875,0.95,0.68,0.68,0.68,0.68,0.84
2026-09-06_the-anchor-position-column_B,2026-09-06,54,26,3036894,0,14002,3036894,1,1,0.9814814814814815,0.9814814814814815,0.9814814814814815,0.9814814814814815,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-06_the-IS-chosen-substitute-arm-for-every-named-asset-set_C,2026-09-06,52,13,4249044,0,8891,4249044,1,4,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,1.0,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461,1.0
2026-09-06_stop-only-in-crashes_B,2026-09-06,40,6,96813,0,32287,96813,1,7,0.825,0.825,0.825,0.825,0.975,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0
2026-09-06_small-cap-slower-trend_B,2026-09-06,6,2,33242,0,44635,33242,1,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2026-09-06_re-read-every-published-clause-on-the-signed-statistic_C,2026-09-06,47,4,1044889,0,22419,1044889,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-06_re-quote-every-de-gross-claim-with-its-replay_cloud,2026-09-06,19,5,346455,0,20096,346455,1,12,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.8421052631578947,0.4,0.4,0.4,0.4,0.8
2026-09-06_re-price-every-ranked-candidate-at-its-Sharpe-maximising-turnover_C.KEEP_MEMO,2026-09-06,25,24,0,0,0,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-09-06_re-price-every-ranked-candidate-at-its-Sharpe-maximising-turnover_C,2026-09-06,22,8,79439,0,48428,79439,1,8,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.9545454545454546,0.75,0.75,0.75,0.75,1.0
2026-09-06_quote-every-n-argmax-with-its-saturation-share_cloud,2026-09-06,13,5,84899,0,84491,84899,1,5,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,1.0,0.4,0.4,0.4,0.4,1.0
2026-09-06_is-the-1bp-breakeven-general-to-the-records-null-arms_C,2026-09-06,58,17,1071389,0,25061,1071389,1,1,0.9827586206896551,0.9827586206896551,0.9827586206896551,0.9827586206896551,1.0,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353,1.0
2026-09-06_is-phase-sensitivity-a-book-property-or-a-panel-one_cloud,2026-09-06,32,16,1741826,0,19070,1741826,1,3,0.90625,0.90625,0.90625,0.90625,1.0,0.8125,0.8125,0.8125,0.8125,1.0
2026-09-06_is-n20-a-constant-or-a-grid-edge_C,2026-09-06,31,14,30026,0,30637,30026,1,16,0.4838709677419355,0.4838709677419355,0.4838709677419355,0.4838709677419355,1.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,1.0
2026-09-06_does-any-dial-argmax-move-with-cost_C,2026-09-06,30,4,198792,0,25796,198792,1,10,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9,1.0,1.0,1.0,1.0,1.0
2026-09-06_does-a-pure-exposure-gate-exist-on-the-small-panel_C,2026-09-06,42,7,117811,0,23708,117811,1,26,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.38095238095238093,1.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,1.0
2026-09-06_do-the-18-majority-reversing-files-have-reversing-HEADLINES_cloud,2026-09-06,17,5,113802,0,88502,113802,1,3,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-06_dispersion-as-a-survivorship-detector_cloud,2026-09-06,1,0,744513,0,24756,744513,1,0,1.0,1.0,1.0,1.0,1.0,,,,,
2026-09-06_dispersion-as-a-survivorship-detector_B,2026-09-06,32,8,175169,0,17323,175169,1,12,0.625,0.625,0.625,0.625,0.96875,0.375,0.375,0.375,0.375,1.0
2026-09-06_delisting-aware-small-panel_B,2026-09-06,10,6,28416,0,0,39129,1,3,0.7,0.7,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0
2026-09-06_daily-plus-buffer30_PARK_MEMO,2026-09-06,18,16,0,0,0,0,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-09-06_can-a-panel-property-choose-the-cadence_cloud,2026-09-06,54,11,493887,0,12147,493887,1,29,0.46296296296296297,0.46296296296296297,0.46296296296296297,0.46296296296296297,0.9444444444444444,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,1.0
2026-09-06_cadence-sensitivity-as-a-KEEP-test_B,2026-09-06,8,3,36363,0,41415,36363,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-06_does-any-panel-property-separate-at-FIXED-cap-mix_C,2026-09-06,91,15,296985,0,15054,296985,1,44,0.5164835164835165,0.5164835164835165,0.5164835164835165,0.5164835164835165,0.8681318681318682,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8666666666666667
2026-09-06_band-width-and-rebalance-frequency_cloud,2026-09-06,16,6,0,0,0,0,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-09-06_band-gate-execution-lag_B,2026-09-06,26,1,66106,0,50425,66106,1,15,0.4230769230769231,0.4230769230769231,0.4230769230769231,0.4230769230769231,1.0,0.0,0.0,0.0,0.0,1.0
2026-09-06_back-fill-the-phase-spread-over-every-cadence-claim_cloud,2026-09-06,51,4,3864833,0,17174,3864833,1,2,0.9607843137254902,0.9607843137254902,0.9607843137254902,0.9607843137254902,1.0,0.75,0.75,0.75,0.75,1.0
2026-09-06_back-fill-the-breakeven-column-arithmetically_cloud,2026-09-06,23,11,2470231,0,112403,2470231,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-06_back-fill-the-breakeven-column-arithmetically_B,2026-09-06,29,8,2331535,0,26115,2332750,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-06_audit-gross-normalisation-across-the-book_cloud,2026-09-06,10,4,357379,0,119633,357379,1,4,0.6,0.6,0.6,0.6,1.0,0.5,0.5,0.5,0.5,1.0
2026-09-06_arm-the-cheap-instruments-in-crashes-instead_cloud,2026-09-06,25,1,84745,0,48173,84745,1,2,0.92,0.92,0.92,0.92,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-06_abs-gate-bear-shape_B,2026-09-06,16,3,227538,0,25921,227538,1,9,0.4375,0.4375,0.4375,0.4375,1.0,0.0,0.0,0.0,0.0,1.0
2026-09-06_a-phase-averaged-cadence-as-the-honest-estimator_C,2026-09-06,36,14,1739025,0,17475,1739025,1,1,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222,1.0,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9285714285714286,1.0
2026-09-06_MA200-only-book-on-a-third-large-cap-panel_cloud,2026-09-06,52,3,55992,0,10451,55992,1,11,0.7884615384615384,0.7884615384615384,0.7884615384615384,0.7884615384615384,0.9423076923076923,1.0,1.0,1.0,1.0,1.0
2026-09-06_band-gate-on-small-panel_B,2026-09-06,39,19,158180,0,48841,158180,1,16,0.5897435897435898,0.5897435897435898,0.5897435897435898,0.5897435897435898,0.8974358974358975,0.42105263157894735,0.42105263157894735,0.42105263157894735,0.42105263157894735,0.8947368421052632
2026-09-06_does-every-regime-conditional-dial-lose-its-own-regime_C,2026-09-06,38,8,395140,0,167110,395140,1,9,0.7631578947368421,0.7631578947368421,0.7631578947368421,0.7631578947368421,1.0,0.75,0.75,0.75,0.75,1.0
2026-09-06_band12-ewall-rw_PARK_MEMO,2026-09-06,27,22,0,0,0,0,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-09-06_does-the-CORR-ordering-hold-off-q-0.5_cloud,2026-09-06,85,29,1613681,0,34192,1613681,1,10,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,1.0,0.8620689655172413,0.8620689655172413,0.8620689655172413,0.8620689655172413,1.0
2026-09-06_does-reach-belong-beside-every-instrument-price_C,2026-09-06,20,8,308685,0,18092,308685,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-06_is-cadence-the-only-cost-chooser-on-other-books_cloud,2026-09-06,50,19,545432,0,62314,545432,1,9,0.82,0.82,0.82,0.82,1.0,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.8947368421052632,1.0
2026-09-06_is-breadth-a-small-cap-dummy-everywhere-in-the-record_cloud,2026-09-06,31,14,89823,0,7707,89823,1,19,0.3870967741935484,0.3870967741935484,0.3870967741935484,0.3870967741935484,1.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,1.0
2026-09-06_is-RULES-v2-only-a-de-grossing-effect_C,2026-09-06,32,14,0,0,0,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-09-06_is-RAND-beating-FWD-persistence-or-pick_C,2026-09-06,28,12,243247,0,34397,243247,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-06_is-ETF36-a-third-cluster-or-just-a-small-sample_C,2026-09-06,124,20,629625,0,30690,629625,1,29,0.7661290322580645,0.7661290322580645,0.7661290322580645,0.7661290322580645,1.0,0.9,0.9,0.9,0.9,1.0
2026-09-06_how-many-published-gate-claims-are-flat-in-gross_cloud,2026-09-06,12,2,1667127,0,65167,1667127,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-06_holding-period-as-the-hidden-variable_cloud,2026-09-06,17,11,203229,0,39345,203229,1,3,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-06_gate-instrument-speed-curve_cloud,2026-09-06,11,4,284186,0,93163,284186,1,3,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,1.0,0.75,0.75,0.75,0.75,1.0
2026-09-06_ew-band3-at-085-does-not-hold-on-broad_cloud,2026-09-06,72,23,3322366,0,36863,3322366,1,14,0.8055555555555556,0.8055555555555556,0.8055555555555556,0.8055555555555556,1.0,0.6956521739130435,0.6956521739130435,0.6956521739130435,0.6956521739130435,1.0
2026-09-06_is-6W-a-grid-edge-or-a-real-optimum_B,2026-09-06,42,8,1403457,0,33479,1403457,1,1,0.9761904761904762,0.9761904761904762,0.9761904761904762,0.9761904761904762,1.0,0.875,0.875,0.875,0.875,1.0
2026-09-06_does-the-EXPOSURE-vs-TIMING-split-price-the-live-de-gross-clause-correctly_C,2026-09-06,42,10,138531,0,29926,138531,1,11,0.7380952380952381,0.7380952380952381,0.7380952380952381,0.7380952380952381,1.0,0.8,0.8,0.8,0.8,1.0
2026-09-06_every-published-reach-is-a-ladder-edge_C,2026-09-06,10,1,147960,0,23824,147960,1,1,0.9,0.9,0.9,0.9,1.0,0.0,0.0,0.0,0.0,1.0
2026-09-06_drawdown-instrument-exchange-rate_cloud,2026-09-06,10,2,156289,0,60783,156289,1,1,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-06_drawdown-budget-T070-L252_PARK_MEMO,2026-09-06,13,12,0,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-09-06_does-v2s-2017-2026-only-Sharpe-edge-have-a-regime-name_C,2026-09-06,49,14,0,0,47467,0,0,49,0.0,0.0,0.0,0.0,0.9183673469387755,0.0,0.0,0.0,0.0,0.9285714285714286
2026-09-06_does-the-sharpe-cagr-reversal-sit-under-every-EWall-claim_C,2026-09-06,23,9,4694967,0,30009,4694967,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-06_does-the-drawdown-phase-control-belong-on-every-cadence-row_C,2026-09-06,63,8,382274,0,33912,382274,1,13,0.7936507936507936,0.7936507936507936,0.7936507936507936,0.7936507936507936,0.9682539682539683,0.75,0.75,0.75,0.75,1.0
2026-09-06_does-the-cash-drag-share-depend-on-the-panel-or-on-the-gate-level_cloud,2026-09-06,59,25,273844,0,90638,273844,1,19,0.6779661016949152,0.6779661016949152,0.6779661016949152,0.6779661016949152,1.0,0.68,0.68,0.68,0.68,1.0
2026-09-06_does-the-banded-slow-filter-survive-on-the-large-cap-panels_cloud,2026-09-06,25,12,79794,0,45372,79794,1,5,0.8,0.8,0.8,0.8,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0
2026-09-06_ew-all-broad-as-the-simple-book_B,2026-09-06,45,18,53296,0,33899,53296,1,20,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0
2026-09-07_is-the-U56-6W-m20-cstar-of-104-bps-a-DRAWDOWN-CAP-artefact_C,2026-09-07,24,2,24664,0,19809,24664,1,13,0.4583333333333333,0.4583333333333333,0.4583333333333333,0.4583333333333333,1.0,0.5,0.5,0.5,0.5,1.0
2026-09-07_is-the-priceability-floor-the-real-selector_B,2026-09-07,37,3,432301,0,26645,432301,1,13,0.6486486486486487,0.6486486486486487,0.6486486486486487,0.6486486486486487,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-07_is-the-sign-test-worth-anything-on-the-small-panel_B,2026-09-07,21,4,508785,0,51158,508785,1,2,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.9047619047619048,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-07_is-the-sign-test-worth-anything-on-the-small-panel_cloud,2026-09-07,5,3,1173055,0,49684,1173055,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-07_price-the-H2-for-DD-exchange-rate-as-a-record-wide-constant_cloud,2026-09-07,24,5,1158751,0,45868,1158751,1,5,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.9583333333333334,0.8,0.8,0.8,0.8,1.0
2026-09-07_position-count-broad-confirm_B,2026-09-07,22,11,51475,0,41365,51475,1,10,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.9545454545454546,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,1.0
2026-09-07_position-count-cost-and-liquidity_cloud,2026-09-07,41,5,15259,0,15262,15259,1,14,0.6585365853658537,0.6585365853658537,0.6585365853658537,0.6585365853658537,1.0,0.4,0.4,0.4,0.4,1.0
2026-09-07_price-c-star-as-a-required-LEADERBOARD-column_C,2026-09-07,33,4,40144,0,24367,40144,1,21,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.36363636363636365,1.0,0.0,0.0,0.0,0.0,1.0
2026-09-07_is-the-SLEEVE-S-OWN-SHARPE-the-real-design-variable_cloud,2026-09-07,28,9,666765,0,32658,666765,1,8,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.9642857142857143,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0
2026-09-07_is-the-vol-scaler-the-records-general-instability-source_cloud,2026-09-07,54,50,3283856,0,26504,3283856,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
