run,vintage,n_artefacts,n_vals,n_in,lo,hi,rng_width,density,bytes,capped,n_head,exact_id_d1,exact_id_d2,exact_id_d3,exact_id_d4,exact_id_d5,exact_id_d6,exact_3x_d1,exact_3x_d2,exact_3x_d3,exact_3x_d4,exact_3x_d5,exact_3x_d6,mc_3x_d1,mc_3x_d2,mc_3x_d3,mc_3x_d4,mc_3x_d5,mc_3x_d6,bucket
2026-09-04_52w-high-proximity_C,2026-09-04,1,400,392,-0.2403074509618388,36.36997590255082,36.610283353512656,10.707374106198735,9514,0,6,0.18091621315995887,0.04461545391789168,0.008773334803172191,0.00098717389361412,9.956219035114477e-05,9.95621903390376e-06,1.0,0.6439065010459404,0.1982161396932062,0.025687463324257045,0.0026135307142031118,0.000261353071419638,1.0,0.6333333333333333,0.16666666666666666,0.016666666666666666,0.0,0.0,Q1
2026-09-04_asset-class-dispersion_B,2026-09-04,1,772,756,-26.158,2010.29,2036.4479999999999,0.37123462028001697,25939,0,5,0.008899809865019195,0.001789390153836686,0.0003518872075300324,3.530657301353917e-05,3.5306573014618743e-06,3.5306573067406415e-07,0.4595786388849601,0.12550185420889712,0.02945700553119676,0.0029811949531764236,0.00029832271681211645,2.9832571225661206e-05,0.4,0.1,0.0,0.0,0.0,0.0,Q1
2026-09-04_crypto-sleeve_C,2026-09-04,1,1329,1301,-0.30355054285593547,24.506694417805384,24.81024496066132,52.43801510476186,33209,0,11,0.263782000589507,0.08474423389408528,0.02660184343480337,0.0040238830847380315,0.0004541609558277867,4.7041329274674644e-05,1.0,0.9712647069987759,0.5753365033112443,0.1265606760882246,0.015795488617043517,0.0017112854065894042,1.0,0.9833333333333333,0.5833333333333334,0.08333333333333333,0.03333333333333333,0.0,Q1
2026-09-04_drawdown-control_C,2026-09-04,3,14672,14378,-0.7739016877187123,19.30779296917482,20.081694656893532,715.9754316384051,519960,0,5,0.9005003500102183,0.4395715031706801,0.13505421328927802,0.040955525410754104,0.0060892897058288315,0.0006449850143084438,1.0,1.0,0.9993294947356759,0.7533847975155065,0.17939925143393626,0.020359432170871754,1.0,1.0,1.0,0.7333333333333333,0.11666666666666667,0.03333333333333333,Q4
2026-09-04_drawdown-insurance-price-list_B,2026-09-04,2,5110,5006,-0.8952786562188232,22.84460869824682,23.739887354465644,210.86873434798903,156277,0,36,0.6847371177137903,0.2668889912030545,0.07985533669394557,0.01602284966006284,0.0018413311519942075,0.00018734122856911448,1.0,1.0,0.9790076723083886,0.4229820445167967,0.0564212604245469,0.0058332718102477085,1.0,1.0,0.9666666666666667,0.43333333333333335,0.15,0.0,Q3
2026-09-04_earnings-season-avoidance_cloud,2026-09-04,4,5055,4953,-0.9809254355392214,32.41005980491,33.39098524044922,148.33344881360458,148180,0,2,0.6393132533528326,0.2097114481244667,0.05619762850260635,0.011665017043005946,0.001359802376112988,0.00013834186661266463,1.0,0.9095573010493933,0.6902104879763535,0.24778966801010457,0.03225405059658968,0.003329426665138051,1.0,0.95,0.7666666666666667,0.31666666666666665,0.08333333333333333,0.0,Q3
2026-09-04_ensemble-plus-momentum_C,2026-09-04,4,833,816,-0.2005204833110832,22.181580246255933,22.382100729567018,36.45770385270648,23585,0,17,0.2472626438738964,0.06430180384810541,0.020080192220047238,0.002755705110677038,0.0002871236961009617,2.88400096040924e-05,1.0,0.7198325746974925,0.37865395625481213,0.06583651830897227,0.007122987188418037,0.0007216060813554693,1.0,0.7333333333333333,0.4166666666666667,0.1,0.0,0.0,Q1
2026-09-04_exit-schedule-vs-entry-schedule_cloud,2026-09-04,1,933,913,-1.2742800937372911,12.12129882535142,13.395578919088711,68.15681543251365,21626,0,13,0.4591144266904298,0.15908007320709522,0.043283905536067854,0.006104413200646374,0.0006461223140738021,6.520823826434265e-05,1.0,1.0,0.5875105404343139,0.10980374592586109,0.012058881902930302,0.001229888387119123,1.0,1.0,0.6333333333333333,0.11666666666666667,0.0,0.0,Q1
2026-09-04_gross-matched-turnover-constraints_B,2026-09-04,3,5817,5700,-6.7477269242313564,7.966624785332542,14.714351709563898,387.3769033463545,171702,0,30,0.8034563838678365,0.2865447727597385,0.106530576579508,0.026368974765055016,0.003239223716421812,0.00033289537701345945,1.0,1.0,0.953692790238917,0.4262377668429515,0.06315942691951419,0.006678859274284839,1.0,1.0,0.9666666666666667,0.48333333333333334,0.08333333333333333,0.0,Q3
2026-09-04_interior-4b-selection_cloud,2026-09-04,2,786,770,-0.24237925043575048,18.600714889984094,18.843094140419844,40.8637771621749,27608,0,5,0.34996165057317125,0.08311625747910154,0.02225162015411615,0.0032681029451807372,0.00035131922152328507,3.571128196921235e-05,1.0,0.9886000800535231,0.5225514698463909,0.0989213275996978,0.010899326873525872,0.0010971958747557227,1.0,1.0,0.6333333333333333,0.15,0.0,0.0,Q1
