book,etf_share,panels,CAGR,Sharpe,MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD
EWall,0.0,6,0.13125003797662438,1.0744958484084013,-0.2200626495242931,0.12595891113152535,1.059678708747744,-0.22006264952429355
EWall,0.125,6,0.11744987191692435,1.0434936213525035,-0.1852245195113541,0.11851186366413224,1.0575538020860789,-0.18522451951135388
EWall,0.25,6,0.11221628146559381,1.0465796053865997,-0.18208907363997673,0.11254211118301605,1.0434205584681189,-0.18208907363997628
EWall,0.375,6,0.10157179987074372,0.98642466546762,-0.2076190113978983,0.10208586906821004,0.980863535672838,-0.20761901139789762
EWall,0.5,6,0.09178466414810682,0.9366385249884082,-0.18172581441986413,0.09511154269694311,0.9626136242810416,-0.18172581441986435
EWall,0.625,6,0.08282120374957636,0.8812594554472459,-0.18277889287616678,0.08562289100934328,0.895315460724755,-0.18277889287616667
EWall,0.75,6,0.07632301149165555,0.8571442419110358,-0.1636065941328798,0.07611596018496725,0.8528612651120548,-0.1636065941328807
EWall,0.875,6,0.06339010142450374,0.736782787327305,-0.1951152130965793,0.06740439718015145,0.7682029595925214,-0.19511521309657842
EWall,1.0,1,0.051074398875337934,0.6286991144056556,-0.21789114887889938,0.055802348083681785,0.6655585909084499,-0.21789114887889982
IS-Sharpe pick,0.0,6,0.17500409622801483,1.201293641311494,-0.23306486588945163,0.15337515814957836,1.0718044725644646,-0.23306486588945163
IS-Sharpe pick,0.125,6,0.15166590277357894,1.112282271951929,-0.19693370496650253,0.14603430994810895,1.053210029163834,-0.19693370496650264
IS-Sharpe pick,0.25,6,0.1579923184586145,1.0845480264577558,-0.20000029748173398,0.1336402648974777,0.9246702648065174,-0.20000029748173398
IS-Sharpe pick,0.375,6,0.16350365291106295,1.1048597924488186,-0.24081510097023806,0.13121066682001947,0.8690524955449592,-0.24081510097023873
IS-Sharpe pick,0.5,6,0.16338890160702335,1.0946128495944258,-0.19824971361347887,0.14113688553675363,0.9201714563324929,-0.19824971361347876
IS-Sharpe pick,0.625,6,0.12449690071564534,0.9523460928585507,-0.19295155727063673,0.12574231952360804,0.9190451179140953,-0.19295155727063662
IS-Sharpe pick,0.75,6,0.08934959165964984,0.8623695364562878,-0.17612751424814532,0.08447574186590678,0.8114082696821214,-0.17612751424814543
IS-Sharpe pick,0.875,6,0.07638105879415891,0.7282488571147705,-0.24779692758957206,0.07310046184193597,0.6785627389391687,-0.2477969275895725
IS-Sharpe pick,1.0,1,0.0535787382474191,0.6414132661021887,-0.21773828561851472,0.05921337624330936,0.6846039778857173,-0.21773828561851438
