panel,rung,family,gross,depth,cadence,matching,tie_rule,n_eligible,fellback,level,w,arm,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,pass_4a,pass_4b,fail_4b,SPY_OOS_CAGR,SPY_OOS_Sharpe,SPY_OOS_MaxDD,V2_OOS_CAGR,V2_OOS_Sharpe,V2_OOS_MaxDD
B136,0.0,ABS,0.75,0.25,D,FULLMATCH,LOSS,3,True,0.4,0,ABS L0.40 w0 d0.25 D g0.75,1.1087010263820076,0.11121471019644513,1.120114805269475,-0.17061111274121288,False,True,-none-,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.08111872133378806,1.1355167832575352,-0.12211590879264556
B136,0.0,ABS,0.75,0.25,W,FULLMATCH,LOSS,3,True,0.3,0,ABS L0.30 w0 d0.25 W g0.75,1.1039831255018897,0.1130388371233999,1.1028189357103753,-0.1734285469054504,False,True,-none-,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.08111872133378806,1.1355167832575352,-0.12211590879264556
B136,0.0,ABS,0.75,0.5,D,FULLMATCH,LOSS,3,True,0.4,0,ABS L0.40 w0 d0.50 D g0.75,1.0907404760943002,0.10796479198417264,1.1341583084578593,-0.16808299732351206,False,True,-none-,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.08111872133378806,1.1355167832575352,-0.12211590879264556
B136,0.0,ABS,0.75,0.5,W,FULLMATCH,LOSS,3,True,0.3,0,ABS L0.30 w0 d0.50 W g0.75,1.0900878715322089,0.11171299039887628,1.1069747389077667,-0.17342854690545018,False,True,-none-,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.08111872133378806,1.1355167832575352,-0.12211590879264556
B136,0.0,ABS,0.75,1.0,D,FULLMATCH,LOSS,3,True,0.4,0,ABS L0.40 w0 d1.00 D g0.75,0.9917979573772762,0.10096041845536297,1.1038381360525438,-0.16983999338602285,False,False,CAGR,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.08111872133378806,1.1355167832575352,-0.12211590879264556
B136,0.0,ABS,0.75,1.0,W,FULLMATCH,LOSS,3,True,0.3,0,ABS L0.30 w0 d1.00 W g0.75,1.0363906677293309,0.1088495939257823,1.094099693411511,-0.17342854690545018,False,False,CAGR,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.08111872133378806,1.1355167832575352,-0.12211590879264556
B136,0.0,ABS,1.0,0.25,D,FULLMATCH,LOSS,3,True,0.4,0,ABS L0.40 w0 d0.25 D g1.00,1.1092874469022025,0.1484626747634834,1.1186129166542746,-0.22385722955526366,False,False,DD,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.08111872133378806,1.1355167832575352,-0.12211590879264556
B136,0.0,ABS,1.0,0.25,W,FULLMATCH,LOSS,3,True,0.3,0,ABS L0.30 w0 d0.25 W g1.00,1.104465398640875,0.15084285225937388,1.1008342420745505,-0.22807488193328262,False,False,DD,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.08111872133378806,1.1355167832575352,-0.12211590879264556
B136,0.0,ABS,1.0,0.5,D,FULLMATCH,LOSS,3,True,0.4,0,ABS L0.40 w0 d0.50 D g1.00,1.0914687188742778,0.14416176406211,1.1330576373613672,-0.22014300499274475,False,False,DD,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.08111872133378806,1.1355167832575352,-0.12211590879264556
B136,0.0,ABS,1.0,0.5,W,FULLMATCH,LOSS,3,True,0.3,0,ABS L0.30 w0 d0.50 W g1.00,1.0906472751918257,0.14911340075655555,1.1050269242218689,-0.22807488193328262,False,False,DD,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.08111872133378806,1.1355167832575352,-0.12211590879264556
