panel,rule,widest,spread,pick,OOS_Sharpe,OOS_CAGR,OOS_MaxDD
U56,M_NONE,N,0.15683772710289623,N=5/H=126/g=0.75/W,0.9511765429040251,0.1755047844559492,-0.228724897227081
U56,M_SUBSAMPLE,N,0.06824445357108652,N=5/H=126/g=0.75/W,0.9511765429040251,0.1755047844559492,-0.228724897227081
U56,M_PAIRWISE,N,0.06824445357108652,N=5/H=126/g=0.75/W,0.9511765429040251,0.1755047844559492,-0.228724897227081
U56,M_D2,N,0.06188325545319419,N=5/H=126/g=0.75/W,0.9511765429040251,0.1755047844559492,-0.228724897227081
U56,C_ANCHOR,(none),0.0,N=20/H=126/g=0.75/W,1.104248242431545,0.16133522165270264,-0.19471934652598477
B136,M_NONE,H,0.19540236831508562,N=20/H=63/g=0.75/W,0.9895325417141484,0.16319635749834172,-0.2773712386015065
B136,M_SUBSAMPLE,CADENCE,0.16037447688239537,N=20/H=126/g=0.75/W,1.04747990596546,0.16339009540823834,-0.20499735359972404
B136,M_PAIRWISE,CADENCE,0.16037447688239537,N=20/H=126/g=0.75/W,1.04747990596546,0.16339009540823834,-0.20499735359972404
B136,M_D2,CADENCE,0.14212820061556922,N=20/H=126/g=0.75/W,1.04747990596546,0.16339009540823834,-0.20499735359972404
B136,C_ANCHOR,(none),0.0,N=20/H=126/g=0.75/W,1.04747990596546,0.16339009540823834,-0.20499735359972404
SMALL,M_NONE,H,0.4402759052997818,N=20/H=21/g=0.75/W,0.6609285807326951,0.10937568673966136,-0.34952971822725654
SMALL,M_SUBSAMPLE,CADENCE,0.23265351676841395,N=20/H=126/g=0.75/M,0.4608480904850062,0.07254407930927242,-0.3424228193590553
SMALL,M_PAIRWISE,CADENCE,0.23265351676841395,N=20/H=126/g=0.75/M,0.4608480904850062,0.07254407930927242,-0.3424228193590553
SMALL,M_D2,H,0.21385583069530106,N=20/H=21/g=0.75/W,0.6609285807326951,0.10937568673966136,-0.34952971822725654
SMALL,C_ANCHOR,(none),0.0,N=20/H=126/g=0.75/W,0.5284614537865581,0.08647457257588775,-0.36400605450810586
