panel,selector,arm,OOS_CAGR,OOS_Sharpe,OOS_MaxDD
U56,S0 do-nothing q=1.00,CTRL/-/q=1.0,0.11341461812571652,1.1132972039271836,-0.15874706519136672
U56,S1 IS-argmax (all keys),SHUFF6/KEEPTOP/q=0.5,0.11361746057152922,1.0355934306250671,-0.21734501956560737
U56,S2 IS-argmax (COMP/KEEPTOP only),COMP/KEEPTOP/q=0.9,0.1213939459034934,1.126284463687842,-0.1679164531320908
U56,S3 random arm (seed fixed),SHUFW6/KEEPTOP/q=0.9,0.10218261123078043,1.005951909508627,-0.160983869981701
U56,-- SPY,buy&hold,0.15450717694493354,0.8820109845896832,-0.33717289200673795
U56,-- RULES v2 (live),baseline,0.09534815248934558,1.2850846619485738,-0.12054946768671182
B136,S0 do-nothing q=1.00,CTRL/-/q=1.0,0.10588426010291863,1.0190519497098376,-0.17687931105226407
B136,S1 IS-argmax (all keys),SHUFF1/KEEPTOP/q=0.9,0.10429073835280978,1.0030230822956776,-0.18732510604593455
B136,S2 IS-argmax (COMP/KEEPTOP only),COMP/KEEPTOP/q=0.95,0.108462751877902,1.0235991886339453,-0.17762761602012178
B136,S3 random arm (seed fixed),SHUFF6/KEEPTOP/q=0.7,0.10231532398438503,0.9867746499210709,-0.1737801865699552
B136,-- SPY,buy&hold,0.1545044425578177,0.8820239235972316,-0.3371595330739301
B136,-- RULES v2 (live),baseline,0.07983337481604336,1.1185082795688426,-0.12240793860208021
SMALL484,S0 do-nothing q=1.00,CTRL/-/q=1.0,0.050027096746940725,0.4086361499570447,-0.3463387176727363
SMALL484,S1 IS-argmax (all keys),LOWVOL/KEEPTOP/q=0.7,0.05525481756860229,0.4458177659136067,-0.3672275589175531
SMALL484,S2 IS-argmax (COMP/KEEPTOP only),COMP/KEEPTOP/q=0.85,0.038219335684909206,0.33221617455826413,-0.3973433959575927
SMALL484,S3 random arm (seed fixed),SHUFF7/KEEPTOP/q=0.95,0.05015856067335478,0.4072925991965943,-0.3487444173232377
SMALL484,-- SPY,buy&hold,0.15450717694493354,0.8820109845896832,-0.33717289200673795
SMALL484,-- RULES v2 (live),baseline,0.04548190064363755,0.6629120595908399,-0.12087781649545659
