panel,basis,fin_bps,pick_cap,pick_target,window,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,inc_OOS_CAGR,inc_OOS_Sharpe,inc_OOS_MaxDD,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD,live_OOS_CAGR,live_OOS_Sharpe,live_OOS_MaxDD,d_OOS_Sharpe_vs_inc,d_OOS_CAGR_pp_vs_inc,ex_hi,lev_share,full_keep4a,full_keep4b,oos_sharpe_leg,KEEP4b_all_legs
U56,B_CONST,0.0,1.0,0.12,21,1.1863157330418492,0.22069062255830163,1.2173683188443427,-0.21569968612413903,0.15124239469981537,1.1946624691617433,-0.1638148264272492,0.1527838188994346,0.8747033226162612,-0.3371726770846233,0.09466489117832899,1.2780694840193234,-0.12054947716248854,0.022705849682599366,6.944822785848626,1.0,0.0,False,False,True,False
U56,B_CONST,200.0,1.0,0.12,21,1.1863157330418492,0.22069062255830163,1.2173683188443427,-0.21569968612413903,0.15124239469981537,1.1946624691617433,-0.1638148264272492,0.1527838188994346,0.8747033226162612,-0.3371726770846233,0.09466489117832899,1.2780694840193234,-0.12054947716248854,0.022705849682599366,6.944822785848626,1.0,0.0,False,False,True,False
U56,B_SELF,0.0,0.75,0.1,21,1.1750215659161762,0.16296499582122115,1.1948588667650866,-0.16992963390429028,0.15124239469981537,1.1946624691617433,-0.1638148264272492,0.1527838188994346,0.8747033226162612,-0.3371726770846233,0.09466489117832899,1.2780694840193234,-0.12054947716248854,0.00019639760334322354,1.1722601121405773,0.7617893721984745,0.0,False,True,True,True
U56,B_SELF,200.0,0.75,0.1,21,1.1750215659161762,0.16296499582122115,1.1948588667650866,-0.16992963390429028,0.15124239469981537,1.1946624691617433,-0.1638148264272492,0.1527838188994346,0.8747033226162612,-0.3371726770846233,0.09466489117832899,1.2780694840193234,-0.12054947716248854,0.00019639760334322354,1.1722601121405773,0.7617893721984745,0.0,False,True,True,True
B136,B_CONST,0.0,0.75,0.08,21,1.1854288524422458,0.12809401448075675,1.0047074502721474,-0.1461338823581655,0.1411337130037582,1.0454439699700835,-0.15970390874891405,0.15331427255204866,0.8769078511614361,-0.3371595330739301,0.07884939392053303,1.1061149281164175,-0.12240985403190019,-0.040736519697936124,-1.3039698523001464,0.7636238765751756,0.0,False,True,True,True
B136,B_CONST,200.0,0.75,0.08,21,1.1854288524422458,0.12809401448075675,1.0047074502721474,-0.1461338823581655,0.1411337130037582,1.0454439699700835,-0.15970390874891405,0.15331427255204866,0.8769078511614361,-0.3371595330739301,0.07884939392053303,1.1061149281164175,-0.12240985403190019,-0.040736519697936124,-1.3039698523001464,0.7636238765751756,0.0,False,True,True,True
B136,B_SELF,0.0,0.75,0.1,21,1.1757537049550026,0.14079419673058324,1.0082353062151044,-0.16278184015649533,0.1411337130037582,1.0454439699700835,-0.15970390874891405,0.15331427255204866,0.8769078511614361,-0.3371595330739301,0.07884939392053303,1.1061149281164175,-0.12240985403190019,-0.03720866375497911,-0.03395162731749668,0.7636238765751756,0.0,False,True,True,True
B136,B_SELF,200.0,0.75,0.1,21,1.1757537049550026,0.14079419673058324,1.0082353062151044,-0.16278184015649533,0.1411337130037582,1.0454439699700835,-0.15970390874891405,0.15331427255204866,0.8769078511614361,-0.3371595330739301,0.07884939392053303,1.1061149281164175,-0.12240985403190019,-0.03720866375497911,-0.03395162731749668,0.7636238765751756,0.0,False,True,True,True
SMALL,B_CONST,0.0,0.75,0.08,21,0.6274695008058383,0.04202070874992292,0.3642824721711151,-0.28530728822569196,0.06282365332677275,0.4617363616219215,-0.3233092735197757,0.15331706161492242,0.8768941923019906,-0.3371726770846233,0.044697858575210914,0.6517830906127121,-0.12176044561639543,-0.09745388945080641,-2.0802944576849836,0.7673820456734104,0.0,False,False,False,False
SMALL,B_CONST,200.0,0.75,0.08,21,0.6274695008058383,0.04202070874992292,0.3642824721711151,-0.28530728822569196,0.06282365332677275,0.4617363616219215,-0.3233092735197757,0.15331706161492242,0.8768941923019906,-0.3371726770846233,0.044697858575210914,0.6517830906127121,-0.12176044561639543,-0.09745388945080641,-2.0802944576849836,0.7673820456734104,0.0,False,False,False,False
SMALL,B_SELF,0.0,0.6,0.12,21,0.603633477178936,0.054645080858448436,0.42692764626288804,-0.29382063939826575,0.06282365332677275,0.4617363616219215,-0.3233092735197757,0.15331706161492242,0.8768941923019906,-0.3371726770846233,0.044697858575210914,0.6517830906127121,-0.12176044561639543,-0.03480871535903346,-0.8178572468324319,0.6234434201361916,0.0,False,False,False,False
SMALL,B_SELF,200.0,0.6,0.12,21,0.603633477178936,0.054645080858448436,0.42692764626288804,-0.29382063939826575,0.06282365332677275,0.4617363616219215,-0.3233092735197757,0.15331706161492242,0.8768941923019906,-0.3371726770846233,0.044697858575210914,0.6517830906127121,-0.12176044561639543,-0.03480871535903346,-0.8178572468324319,0.6234434201361916,0.0,False,False,False,False
