panel,family,thr,depth,bps,on_share_allreb,on_share,on_share_oos,n_on,n_on_oos,maxabs_dret,maxabs_dret_oos,CAGR,Sharpe,MaxDD,H1,H2,Sharpe_IS,Sharpe_OOS,CAGR_OOS,MaxDD_OOS,dSharpe,fail4a,fail4b,pass4a,pass4b,inert_never,inert_never_191,inert_behav,inert_oos,window_only
U56,DDCTL,0.03,0.5,10,0.36102564102564105,0.38219326818675353,0.3940594059405941,352,199,0.02984055114645026,0.02984055114645026,0.09156445238268707,0.9748625131141758,-0.14126450735057539,0.922411133282047,1.0244511141791142,0.807261843624111,1.1037720186309463,0.10866464941141962,-0.14126450735057516,-0.13266159300195624,DD,"H1,CAGR",False,False,False,False,False,False,False
U56,DDCTL,0.03,0.5,25,0.36102564102564105,0.38219326818675353,0.3940594059405941,352,199,0.02984055114645026,0.02984055114645026,0.07641511606807994,0.8270379070626144,-0.14246610478873434,0.7618823170734997,0.8878427728063053,0.645322447843068,0.9664775919233605,0.09386993306131641,-0.14246610478873423,-0.15747435457090586,DD,"H1,CAGR",False,False,False,False,False,False,False
U56,DDCTL,0.03,1.0,10,0.36102564102564105,0.38219326818675353,0.3940594059405941,352,199,0.05828287062641019,0.05828287062641019,0.05422083352262286,0.6534559873439711,-0.15331918767062624,0.573510382385457,0.7290099442698792,0.4326639511349188,0.8256043002364086,0.07184938817399256,-0.1352072388554595,-0.4540681187721609,"H1,DD","H1,H2,OOS,CAGR",False,False,False,False,False,False,False
U56,DDCTL,0.03,1.0,25,0.36102564102564105,0.38219326818675353,0.3940594059405941,352,199,0.05828287062641019,0.05828287062641019,0.03960719119550982,0.4919999791567762,-0.16230607776037986,0.39507941536552377,0.5832889621022489,0.2523048968789516,0.6785635770397538,0.05798567541962596,-0.14374098449182604,-0.49251228247674406,"H1,H2,DD","H1,H2,OOS,CAGR",False,False,False,False,False,False,False
U56,DDCTL,0.06,0.5,10,0.19076923076923077,0.20195439739413681,0.23564356435643563,186,119,0.02984055114645026,0.02984055114645026,0.1103899056812212,1.051783109027065,-0.14126450735057527,1.044145220497777,1.0609569123562241,0.937086835836198,1.140973598172421,0.12462605613099953,-0.14126450735057527,-0.05574099708906699,DD,-,False,True,False,False,False,False,False
U56,DDCTL,0.06,0.5,25,0.19076923076923077,0.20195439739413681,0.23564356435643563,186,119,0.02984055114645026,0.02984055114645026,0.09506057027925419,0.9191905856071004,-0.14246610478873478,0.9046532979674458,0.9343314458134475,0.7967719886642494,1.0141768672925293,0.10932183890396785,-0.14246610478873456,-0.0653216760264198,DD,"H1,CAGR",False,False,False,False,False,False,False
U56,DDCTL,0.06,1.0,10,0.19076923076923077,0.20195439739413681,0.23564356435643563,186,119,0.05828287062641019,0.05828287062641019,0.09164379061665318,0.9175974433156836,-0.1478258272260069,0.9275311106135814,0.9094373084109856,0.8066524360072056,1.004981638186618,0.10362917436917529,-0.14782582722600668,-0.18992666280044845,DD,"H1,CAGR",False,False,False,False,False,False,False
U56,DDCTL,0.06,1.0,25,0.19076923076923077,0.20195439739413681,0.23564356435643563,186,119,0.05828287062641019,0.05828287062641019,0.07675716721834225,0.7817674008074499,-0.15239998489139528,0.7860338746627611,0.7787241283550744,0.6641673991606956,0.8742792498950307,0.08883372965857639,-0.15239998489139428,-0.20274486082607035,DD,"H1,H2,OOS,CAGR",False,False,False,False,False,False,False
U56,DDCTL,0.1,0.5,10,0.04205128205128205,0.04451682953311618,0.055445544554455446,41,28,0.019715655528776712,0.019715655528776712,0.12063457880164319,1.057833948865954,-0.18791689567962355,1.0682841798810034,1.0535923162327225,0.9707187224491597,1.1249112924406683,0.13515157917129694,-0.18791689567962355,-0.049690157250178,DD,-,False,True,False,False,False,False,False
U56,DDCTL,0.1,0.5,25,0.04205128205128205,0.04451682953311618,0.055445544554455446,41,28,0.019715655528776712,0.019715655528776712,0.10468553785717916,0.9317964798092703,-0.18951533319728242,0.9326551741035961,0.9352913155843903,0.8345817531853342,1.0061076225650096,0.11922284472605926,-0.18951533319728264,-0.05271578182424996,DD,"H1,CAGR",False,False,False,False,False,False,False
U56,DDCTL,0.1,1.0,10,0.04205128205128205,0.04451682953311618,0.055445544554455446,41,28,0.03994193710951438,0.03994193710951438,0.11263970657302691,0.9985033808041194,-0.1938017840249936,1.0232891189549285,0.9811346898533355,0.9216515327056333,1.0578787376580583,0.12538966811664776,-0.19380178402499382,-0.10902072531201268,DD,-,False,True,False,False,False,False,False
U56,DDCTL,0.1,1.0,25,0.04205128205128205,0.04451682953311618,0.055445544554455446,41,28,0.03994193710951438,0.03994193710951438,0.0965858216476061,0.870141281323211,-0.19577731198430992,0.8852220057914052,0.860685695281178,0.7828721885839738,0.9370429290261939,0.10943391107386935,-0.19577731198431025,-0.11437098031030923,DD,"H1,CAGR",False,False,False,False,False,False,False
U56,DDCTL,0.15,0.5,10,0.0,0.0,0.0,0,0,0.0,0.0,0.1285810585333893,1.107524106116132,-0.18207063572861182,1.1098606510003914,1.1116812389018036,1.0163842999145696,1.17749120356185,0.1448677868155137,-0.18207063572861204,0.0,DD,-,False,True,True,True,True,True,False
U56,DDCTL,0.15,0.5,25,0.0,0.0,0.0,0,0,0.0,0.0,0.11269963450078424,0.9845122616335202,-0.18334972497388913,0.9767541930072665,0.9966005440903012,0.8829744061547936,1.0617574699026995,0.12892455052135476,-0.18334972497388902,0.0,DD,-,False,True,True,True,True,True,False
U56,DDCTL,0.15,1.0,10,0.0,0.0,0.0,0,0,0.0,0.0,0.1285810585333893,1.107524106116132,-0.18207063572861182,1.1098606510003914,1.1116812389018036,1.0163842999145696,1.17749120356185,0.1448677868155137,-0.18207063572861204,0.0,DD,-,False,True,True,True,True,True,False
U56,DDCTL,0.15,1.0,25,0.0,0.0,0.0,0,0,0.0,0.0,0.11269963450078424,0.9845122616335202,-0.18334972497388913,0.9767541930072665,0.9966005440903012,0.8829744061547936,1.0617574699026995,0.12892455052135476,-0.18334972497388902,0.0,DD,-,False,True,True,True,True,True,False
U56,DDCTL,0.25,0.5,10,0.0,0.0,0.0,0,0,0.0,0.0,0.1285810585333893,1.107524106116132,-0.18207063572861182,1.1098606510003914,1.1116812389018036,1.0163842999145696,1.17749120356185,0.1448677868155137,-0.18207063572861204,0.0,DD,-,False,True,True,True,True,True,False
U56,DDCTL,0.25,0.5,25,0.0,0.0,0.0,0,0,0.0,0.0,0.11269963450078424,0.9845122616335202,-0.18334972497388913,0.9767541930072665,0.9966005440903012,0.8829744061547936,1.0617574699026995,0.12892455052135476,-0.18334972497388902,0.0,DD,-,False,True,True,True,True,True,False
