panel,book,freq,x,cost,kind,fires,gross_exp,CAGR,Sharpe,MaxDD,H1,H2,OOS,OOS_CAGR,OOS_MaxDD,Turn,dSharpe,dCAGR,dMaxDD,dTurn,dOOS
U56,R6-20,W,,0.0,control,0.0,0.6819007205554383,0.12876487106394774,1.1510439164151347,-0.17417843635425134,1.2253882689397873,1.0917443893264775,1.1707550446667097,0.13719326000030696,-0.174178436354251,10.557153446578166,,,,,
U56,R6-20,W,,10.0,control,0.0,0.6819007205554383,0.11691931786539245,1.0558198467104456,-0.17512146295367292,1.1256675918391688,1.0000143622326905,1.0795051680696708,0.12524838727661547,-0.17512146295367303,10.557153446578166,,,,,
U56,R6-20,W,,25.0,control,0.0,0.6819007205554383,0.09937808261212955,0.9125818384515627,-0.17653494407398906,0.9755893468299923,0.8620854302230568,0.942263283800935,0.1075601900790184,-0.1765349440739894,10.557153446578166,,,,,
U56,R6-20,W,0.0,0.0,exit,613.0,0.6696033539851073,0.12642955015163881,1.1737700053283173,-0.14040370449112338,1.2124615471935642,1.1433048023856287,1.224762283503786,0.13761903125545727,-0.14040370449112338,11.205844184108884,0.022726088913182618,-0.0023353209123089247,0.03377473186312796,0.6486907375307176,0.054007238837076255
U56,R6-20,W,0.0,10.0,exit,613.0,0.6696033539851073,0.11388581759960803,1.0685910143797255,-0.14192256333811992,1.103458812745329,1.0411916058716637,1.1236818581774486,0.1249940762242654,-0.14192256333812003,11.205844184108884,0.012771167669279881,-0.0030335002657844168,0.033198899615553,0.6486907375307176,0.044176690107777805
U56,R6-20,W,0.0,25.0,exit,613.0,0.6696033539851073,0.0953264790470254,0.9104185295624971,-0.14419664579795521,0.9394555386336524,0.8876890135359997,0.9716961615086736,0.10631363068233513,-0.14419664579795544,11.205844184108884,-0.002163308889065574,-0.004051603565104145,0.03233829827603385,0.6486907375307176,0.029432877707738503
U56,R6-20,W,0.01,0.0,exit,435.0,0.6737120928336086,0.1254165906682283,1.1578832845064244,-0.14040370449112394,1.2003173716315227,1.1241285109409305,1.206172715460608,0.13625430266762417,-0.1404037044911235,10.86684946749015,0.00683936809128971,-0.0033482803957194385,0.033774731863127405,0.3096960209119839,0.03541767079389824
U56,R6-20,W,0.01,10.0,exit,435.0,0.6737120928336086,0.1132613211128981,1.0566089994120687,-0.14269789893615104,1.0951177114384663,1.0260107098716738,1.1088236458037948,0.12401852158563198,-0.14269789893615115,10.86684946749015,0.0007891527016230526,-0.0036579967524943413,0.03242356401752189,0.3096960209119839,0.029318477734123993
U56,R6-20,W,0.01,25.0,exit,435.0,0.6737120928336086,0.0952690313881337,0.9043031262791692,-0.14816279131848686,0.936843155776395,0.8784998061583,0.9624344260242952,0.1059062977625278,-0.14614771214206934,10.86684946749015,-0.00827871217239351,-0.004109051223995852,0.0283721527555022,0.3096960209119839,0.02017114222336014
U56,R6-20,W,0.03,0.0,exit,268.0,0.6772566214443358,0.12500624057467324,1.1457314828710465,-0.1516785889857193,1.2058878330987226,1.0966054621699457,1.1795576662986975,0.1341509846033937,-0.15167858898571907,10.689425500573385,-0.005312433544088169,-0.003758630489274495,0.022499847368532055,0.13227205399521935,0.008802621631987861
U56,R6-20,W,0.03,10.0,exit,268.0,0.6772566214443358,0.11305306537445459,1.0469669373751587,-0.15377888690989272,1.103420377088071,1.0007855240517802,1.0843627800348543,0.1220941392339665,-0.1537788869098924,10.689425500573385,-0.00885290933528693,-0.0038662524909378604,0.021342576043780204,0.13227205399521935,0.004857611965183528
U56,R6-20,W,0.03,25.0,exit,268.0,0.6772566214443358,0.09535582058163627,0.8984195585908098,-0.15717109765013793,0.9492339540619102,0.8567180409567788,0.941201559399582,0.10424348454718935,-0.15717109765013848,10.689425500573385,-0.014162279860752913,-0.004022262030493273,0.01936384642385114,0.13227205399521935,-0.0010617244013529925
