universe,sleeve,book,conv,n_assets,f,Sharpe,lin,give_pp,conv_per_pp,raw_per_pp,dSharpe,dSharpe_raw,conv_g,raw_g,defined,IS_conv_per_pp,IS_raw_per_pp,IS_dSharpe_raw,IS_defined,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,p4b,corr
u56,SCASH,v1,natural,0,0.25,0.6648204188325302,,1.5441424233703995,,0.0004144806178017509,,0.000640017105612456,,0.0004144806178017509,False,,-0.00045748880348234975,-0.0005357631841861332,False,0.7485449905602027,0.0587123733591421,-0.1045114580351911,False,0.0
u56,SCASH,v1,natural,0,0.5,0.6653138799283927,,3.1370797973830897,,0.0003613163434416163,,0.0011334782014750244,,0.0003613163434416163,False,,-0.0005145827501743731,-0.001226970711601938,False,0.7498844872935746,0.0395974803920966,-0.0702058221504223,False,0.0
u56,SCASH,v1,natural,0,0.75,0.6657015520375758,,4.7746175541231795,,0.00031859102711680393,,0.001521150310658026,,0.00031859102711680393,False,,-0.000551631208115842,-0.002006134854680597,False,0.7511036771365894,0.0200104246757184,-0.0353673394571297,False,0.0
u56,SCASH,v1,matched,0,0.25,0.6641804017269177,,-4.9960036108132044e-14,,,,0.0,,,False,,,-1.1102230246251565e-16,False,0.7470638346916942,0.07730300522923,-0.1382779615448083,False,0.0
u56,SCASH,v1,matched,0,0.5,0.6641804017269177,,0.0,,,,0.0,,,False,,,0.0,False,0.747063834691694,0.0773030052292296,-0.1382779615448079,False,0.0
u56,SCASH,v1,matched,0,0.75,0.6641804017269177,,0.0,,,,0.0,,,False,,,0.0,False,0.747063834691694,0.0773030052292296,-0.1382779615448079,False,0.0
u56,SCASH,top20,natural,0,0.25,1.0918569373241325,,3.177872329459261,,-8.77845546545617e-05,,-0.0002789681071906358,,-8.77845546545617e-05,False,,-3.9134309411585276e-05,-0.0001035233846480299,False,1.1675887154300757,0.1073084721559276,-0.1391452811604245,False,0.0
u56,SCASH,top20,natural,0,0.5,1.091444254450471,,6.3510820564611405,,-0.00010890285697828029,,-0.0006916509808521099,,-0.00010890285697828029,False,,-6.40449248922417e-05,-0.0003396059473012025,False,1.1670504551665069,0.0712315026172167,-0.0939892339718384,False,0.0
u56,SCASH,top20,natural,0,0.75,1.0909202333149055,,9.51353261705324,,-0.00012778346018790926,,-0.0012156721164175988,,-0.00012778346018790926,False,,-8.613530106246466e-05,-0.0006862077823780455,False,1.166399205699865,0.0354420629218843,-0.0476095469230986,False,0.0
u56,SCASH,top20,matched,0,0.25,1.092135905431323,,0.0,,,,0.0,,,False,,,0.0,False,1.167991233806965,0.1436057127328032,-0.1830834869787808,True,0.0
