panel,book,cost_bps,Tgt,L,mean_gross,Sharpe,fix_Sharpe,dS,absDD,fix_absDD,dDD_pp,dTurn
U56,ew-band3 (LIVE),10,0.4,252.0,0.49013604979307773,1.2447427609226795,1.2056368996981708,0.039105861224508764,0.08866087148668267,0.11113337325076977,2.2472501764087105,0.29275708491361585
U56,ew-band3 (LIVE),10,0.4,504.0,0.5661265590302492,1.2584957957364704,1.2055971267122978,0.05289866902417262,0.13715831953276736,0.12784868512082448,-0.930963441194288,0.1328621938682475
U56,ew-band3 (LIVE),10,0.4,756.0,0.5965604441996903,1.1929792634983434,1.2055744909660464,-0.01259522746770303,0.1371583195327677,0.13450496049376526,-0.2653359039002434,0.08226605524215147
U56,ew-band3 (LIVE),10,0.4,1260.0,0.6200821577059246,1.2135292305972487,1.2055499112625576,0.007979319334691093,0.1371583195327677,0.1396127632023488,0.24544436695811134,0.05647563294781399
U56,ew-band3 (LIVE),10,0.5,252.0,0.578306651701169,1.262330559345257,1.2055880675505943,0.05674249179466262,0.11021698556849258,0.13051262534515665,2.029563977666407,0.25293641974565095
U56,ew-band3 (LIVE),10,0.5,504.0,0.6493556723202258,1.2469947281939093,1.2055154608595717,0.0414792673343376,0.1591098723828358,0.14594959287835715,-1.316027950447865,0.09619418664609247
U56,ew-band3 (LIVE),10,0.5,756.0,0.6772312221823699,1.214118734931586,1.205482655645068,0.008636079286518106,0.1591098723828357,0.15198380550806262,-0.7126066874773074,0.05830666863263456
U56,ew-band3 (LIVE),10,0.5,1260.0,0.6898861309767923,1.2158386615233676,1.2054677627730142,0.010370898750353463,0.15910987238283592,0.1547232101423288,-0.43866622405071276,0.037722759676490636
U56,ew-band3 (LIVE),10,0.6,252.0,0.6345535614301667,1.2495331944978099,1.2055328806566794,0.044000313841130456,0.13152895752183813,0.14274538399563322,1.1216426473795087,0.19268759534762747
U56,ew-band3 (LIVE),10,0.6,504.0,0.6796386453996542,1.2234731059181523,1.2054798224799668,0.017993283438185514,0.1591098723828358,0.1525049397513197,-0.6604932631516097,0.053116296769582405
U56,ew-band3 (LIVE),10,0.6,756.0,0.6984031704926773,1.2104661203097034,1.205457739533665,0.005008380776038379,0.1591098723828358,0.15656689134928672,-0.254298103354908,0.023326954760281904
U56,ew-band3 (LIVE),10,0.6,1260.0,0.7079430723316184,1.2081585482999053,1.2054465125434273,0.0027120357564780484,0.1591098723828357,0.1586319912826468,-0.04778811001888983,0.002250481506004487
U56,ew-band3 (LIVE),10,0.7,252.0,0.6811343526255951,1.232057547142129,1.2054780622636976,0.026579484878431314,0.15259651992646572,0.1528287150841023,0.023219515763658882,0.12628170359670943
U56,ew-band3 (LIVE),10,0.7,504.0,0.6996196359240292,1.2109376673400283,1.205456307941836,0.005481359398192387,0.15910987238283592,0.15683021928741764,-0.2279653095418277,0.023066867211603004
U56,ew-band3 (LIVE),10,0.7,756.0,0.7065403102007457,1.2044853143892167,1.2054481633776826,-0.0009628489884658809,0.15910987238283592,0.15832833574908978,-0.07815366337461382,0.010539559078665217
U56,ew-band3 (LIVE),10,0.7,1260.0,0.710150684037397,1.2054439145255977,1.2054439145255977,0.0,0.1591098723828358,0.1591098723828358,0.0,0.0
U56,ew-band3 (LIVE),10,0.8,252.0,0.7047100252834587,1.2121144270991988,1.2054503173401914,0.006664109759007442,0.15910987238283592,0.1579321344752684,-0.11777379075675054,0.039588954582773006
U56,ew-band3 (LIVE),10,0.8,504.0,0.709001917942276,1.2064419554447205,1.2054452664457698,0.0009966889989507788,0.1591098723828358,0.15886119930144232,-0.02486730813934801,0.0012974155285219169
U56,ew-band3 (LIVE),10,0.8,756.0,0.710150684037397,1.2054439145255977,1.2054439145255977,0.0,0.1591098723828358,0.1591098723828358,0.0,0.0
