panel,book,gross,d,turnover_yr,rebalances,mean_names,mean_gross,max_gross,max_name_w
U56,CAP2,0.75,1,3.506382942083226,978,38.55662921348315,1.0,1.0000000000000007,0.901484086314871
U56,CAP2,0.75,2,3.5357379350957903,978,38.54831460674157,1.0,1.0000000000000009,0.9012813213244533
U56,CAP2,0.75,3,3.536879067492394,977,38.53977528089888,1.0,1.0000000000000009,0.9193294478244972
U56,CAP2,0.75,5,3.5715421899237243,977,38.522696629213485,1.0,1.0000000000000009,0.9191472699420028
U56,CAP2,1.0,1,3.9918738682526245,978,38.545842696629215,1.0,1.0000000000000007,0.901484086314871
U56,CAP2,1.0,2,4.029872784430665,978,38.537528089887644,1.0,1.0000000000000009,0.9012813213244533
U56,CAP2,1.0,3,4.03918033419192,977,38.528988764044946,1.0,1.0000000000000009,0.9193294478244972
U56,CAP2,1.0,5,4.088551220537928,977,38.51191011235955,1.0,1.0000000000000009,0.9191472699420028
U56,CAND,0.75,1,4.394572810632718,978,38.55662921348315,1.0,1.0000000000000004,0.37889855859683386
U56,CAND,0.75,2,4.428477500200803,978,38.54831460674157,1.0,1.0000000000000009,0.37836190239963624
U56,CAND,0.75,3,4.424501338629013,977,38.53977528089888,1.0,1.0000000000000009,0.39782372712263336
U56,CAND,0.75,5,4.455014907444967,977,38.522696629213485,1.0,1.0000000000000007,0.39723601077662823
U56,CAND,1.0,1,5.679032812388822,978,38.43685393258427,1.0,1.0000000000000007,0.22277389017616123
U56,CAND,1.0,2,5.727967277646901,978,38.4285393258427,1.0,1.0000000000000009,0.2144451594808589
U56,CAND,1.0,3,5.737817593910313,977,38.42,1.0,1.0000000000000007,0.21142022531330923
U56,CAND,1.0,5,5.780285990700856,977,38.40292134831461,1.0,1.0000000000000007,0.20988301624063543
B136,CAP2,0.75,1,4.6751254264368125,977,93.29361510791367,1.0,1.0000000000000009,0.8814660319309914
B136,CAP2,0.75,2,4.701075275223242,977,93.27428057553956,1.0,1.0000000000000009,0.8807530714304964
B136,CAP2,0.75,3,4.696602082703885,977,93.25562050359713,1.0,1.0000000000000009,0.8800229525281961
B136,CAP2,0.75,5,4.729077987583691,977,93.21830035971223,1.0,1.0000000000000009,0.8809504650585513
B136,CAP2,1.0,1,5.829629100658772,977,93.19671762589928,1.0,1.0000000000000009,0.8814660319309914
B136,CAP2,1.0,2,5.874188593226526,977,93.17738309352518,1.0,1.0000000000000009,0.8807530714304964
B136,CAP2,1.0,3,5.88779210471392,977,93.15872302158273,1.0,1.0000000000000007,0.8800229525281961
B136,CAP2,1.0,5,5.942797545919842,977,93.12140287769785,1.0,1.0000000000000007,0.8809504650585513
B136,CAND,0.75,1,4.906022705624986,977,93.29361510791367,1.0,1.0000000000000009,0.3603535583487896
B136,CAND,0.75,2,4.9397563272413,977,93.27428057553956,1.0,1.0000000000000009,0.35878628660554995
B136,CAND,0.75,3,4.9347277757333865,977,93.25562050359713,1.0,1.0000000000000009,0.35719276540090555
B136,CAND,0.75,5,4.96606826062909,977,93.21830035971223,1.0,1.0000000000000009,0.3592190959770519
B136,CAND,1.0,1,6.3167439960259175,977,93.17378597122303,1.0,1.0000000000000009,0.14834160644380268
B136,CAND,1.0,2,6.373134102179335,977,93.15445143884892,1.0,1.0000000000000009,0.15173462583600308
B136,CAND,1.0,3,6.391451760728657,977,93.13579136690647,1.0,1.0000000000000007,0.14920596523708754
B136,CAND,1.0,5,6.447969498053011,977,93.09847122302158,1.0,1.0000000000000007,0.15189820440146973
