chooser,ladder,mean_OOS_Sharpe,moved,mean_gap,n
C_ANCHOR,LAD_CADENCE,0.7577639332720824,0,0.0,6
C_ANCHOR,LAD_GROSS,0.7577639332720824,0,0.0,6
C_ANCHOR,LAD_H,0.7577639332720824,0,0.0,6
C_ANCHOR,LAD_N,0.7577639332720824,0,0.0,6
C_BARBLOCK,LAD_CADENCE,0.7577639332720824,0,0.0,6
C_BARBLOCK,LAD_GROSS,0.7587590378169794,1,0.0009951045448971148,6
C_BARBLOCK,LAD_H,0.7348476216900729,1,-0.022916311582009463,6
C_BARBLOCK,LAD_N,0.7577639332720824,0,0.0,6
C_BARFOLD,LAD_CADENCE,0.7577639332720824,0,0.0,6
C_BARFOLD,LAD_GROSS,0.7596593326033365,3,0.0018953993312542106,6
C_BARFOLD,LAD_H,0.7348476216900729,1,-0.022916311582009463,6
C_BARFOLD,LAD_N,0.7175395350863633,1,-0.040224398185719025,6
C_BARIID,LAD_CADENCE,0.7577639332720824,0,0.0,6
C_BARIID,LAD_GROSS,0.7577639332720824,0,0.0,6
C_BARIID,LAD_H,0.7705590665974428,2,0.012795133325360503,6
C_BARIID,LAD_N,0.7577639332720824,0,0.0,6
C_ISCAGR,LAD_CADENCE,0.8528698324187857,4,0.09510589914670332,6
C_ISCAGR,LAD_GROSS,0.7646380994688603,6,0.00687416619677796,6
C_ISCAGR,LAD_H,0.9057590694357264,6,0.1479951361636441,6
C_ISCAGR,LAD_N,0.6193635898785351,6,-0.1384003433935473,6
C_ISCALMAR,LAD_CADENCE,0.8336948696198935,3,0.07593093634781121,6
C_ISCALMAR,LAD_GROSS,0.7643482035636847,6,0.006584270291602366,6
C_ISCALMAR,LAD_H,0.8600142667982483,6,0.10225033352616586,6
C_ISCALMAR,LAD_N,0.7898020018089036,6,0.03203806853682129,6
C_ISDD,LAD_CADENCE,0.8174994704463564,4,0.0597355371742741,6
C_ISDD,LAD_GROSS,0.7519749555968528,6,-0.005788977675229549,6
C_ISDD,LAD_H,0.8502001695304853,6,0.09243623625840298,6
C_ISDD,LAD_N,0.8599256869211587,6,0.10216175364907638,6
C_ISSHARPE,LAD_CADENCE,0.8528698324187857,4,0.09510589914670332,6
C_ISSHARPE,LAD_GROSS,0.7646380994688603,6,0.00687416619677796,6
C_ISSHARPE,LAD_H,0.8578218388210604,6,0.10005790554897807,6
C_ISSHARPE,LAD_N,0.7228553081216545,5,-0.03490862515042769,6
C_MEDIAN,LAD_CADENCE,0.716621029583732,3,-0.04114290368835034,6
C_MEDIAN,LAD_GROSS,0.760022637437304,3,0.002258704165221707,6
C_MEDIAN,LAD_H,0.8843516340046741,3,0.12658770073259168,6
C_MEDIAN,LAD_N,0.8224406272486727,6,0.06467669397659036,6
C_MONO,LAD_CADENCE,0.8156966672705654,2,0.05793273399848311,6
C_MONO,LAD_GROSS,0.7646380994688603,6,0.00687416619677796,6
C_MONO,LAD_H,0.7577639332720824,0,0.0,6
C_MONO,LAD_N,0.7577639332720824,0,0.0,6
C_NULLPCT,LAD_CADENCE,0.8870572974254456,3,0.1292933641533632,6
C_NULLPCT,LAD_GROSS,0.754685885525181,6,-0.0030780477469013003,6
C_NULLPCT,LAD_H,0.8403605629373265,6,0.0825966296652441,6
C_NULLPCT,LAD_N,0.7103354917590444,6,-0.04742844151303794,6
C_NULLZ,LAD_CADENCE,0.8870572974254456,3,0.1292933641533632,6
C_NULLZ,LAD_GROSS,0.7618529131045881,5,0.004088979832505779,6
C_NULLZ,LAD_H,0.8578218388210604,6,0.10005790554897807,6
C_NULLZ,LAD_N,0.8097016927636794,6,0.05193775949159706,6
C_RANDOM,LAD_CADENCE,0.8564027723668111,4,0.09863883909472869,6
C_RANDOM,LAD_GROSS,0.7600393765355196,5,0.002275443263437149,6
C_RANDOM,LAD_H,0.8502526378870648,5,0.09248870461498256,6
C_RANDOM,LAD_N,0.760636236310048,5,0.0028723030379656095,6
C_TBLOCK,LAD_CADENCE,0.8528698324187857,4,0.09510589914670332,6
C_TBLOCK,LAD_GROSS,0.7621839933815964,6,0.004420060109514096,6
C_TBLOCK,LAD_H,0.8673914455702149,6,0.10962751229813254,6
C_TBLOCK,LAD_N,0.7450146305660499,5,-0.012749302706032445,6
C_TFOLD,LAD_CADENCE,0.8245900118048685,4,0.06682607853278612,6
C_TFOLD,LAD_GROSS,0.7604349023430806,6,0.002670969070998258,6
C_TFOLD,LAD_H,0.859918415033447,6,0.10215448176136466,6
C_TFOLD,LAD_N,0.7226737553726221,5,-0.035090177899460236,6
C_TIID,LAD_CADENCE,0.8528698324187857,4,0.09510589914670332,6
C_TIID,LAD_GROSS,0.7621839933815964,6,0.004420060109514096,6
C_TIID,LAD_H,0.8673914455702149,6,0.10962751229813254,6
C_TIID,LAD_N,0.7450146305660499,5,-0.012749302706032445,6
