panel,t,bps,ov_Sharpe,ov_CAGR,ov_MaxDD,ov_OOS,ov_4b,ov_gross,ov_turn,lad_g,lad_gross,lad_Sharpe,lad_CAGR,lad_MaxDD,lad_OOS,lad_4b,gross_resid,dSharpe,dOOS,dDD_pp
U56,0.1,0,1.2307894484283228,0.11084133122394024,-0.13613579536304798,1.2758418937026468,True,0.668788749711357,1.6325880753981024,0.6685205480077243,0.6687953235146695,1.1310184321475614,0.11898002979490108,-0.20254238113798884,1.143016581919976,False,6.573803312481807e-06,0.09977101628076146,0.13282531178267076,6.640658577494085
U56,0.1,10,1.2123433655591747,0.10902978838439226,-0.1380706179665534,1.2567353067827565,True,0.668788749711357,1.6325880753981024,0.6685205480077243,0.6687953235146695,1.1238248835615214,0.11814486504182597,-0.2026813030301221,1.1358104242411846,False,6.573803312481807e-06,0.08851848199765322,0.12092488254157185,6.46106850635687
U56,0.1,25,1.184643183565044,0.10631775247815844,-0.14096504025123413,1.2280380455532847,False,0.668788749711357,1.6325880753981024,0.6685205480077243,0.6687953235146695,1.113033332419218,0.11689326066053818,-0.2028896512951338,1.1249994569332908,False,6.573803312481807e-06,0.07160985114582585,0.10303858861999382,6.192461104389968
U56,0.12,0,1.2161417488595674,0.11835440819968324,-0.15631532622064093,1.2273604023917217,True,0.7002424928787675,1.3869653435688423,0.699989141850435,0.7002483525500052,1.131067030413459,0.12463698783059174,-0.21131264477530032,1.142960216875,False,5.859671237673503e-06,0.08507471844610848,0.08440018551672179,5.499731855465939
U56,0.12,10,1.2016489425162198,0.11680488748018392,-0.1582498859012389,1.2117642696042075,True,0.7002424928787675,1.3869653435688423,0.699989141850435,0.7002483525500052,1.1239076242563242,0.1237621462706433,-0.21145405445767418,1.1357859801012242,False,5.859671237673503e-06,0.07774131825989561,0.07597828950298324,5.320416855643528
U56,0.12,25,1.179889520780042,0.11448443571864453,-0.1611437098888311,1.1883456525575156,True,0.7002424928787675,1.3869653435688423,0.699989141850435,0.7002483525500052,1.1131673018173576,0.12245113158175136,-0.21166613271326973,1.1250229158678375,False,5.859671237673503e-06,0.06672221896268438,0.06332273668967803,5.0522422824438635
U56,0.15,0,1.1945348068752133,0.12544139570317459,-0.1593905817866187,1.2075301883419474,True,0.7250894878375184,1.1431205862614817,0.7248478681523319,0.7250931534936774,1.1311048007055755,0.129108038247306,-0.21819375681318964,1.1429147081603594,False,3.665656159057562e-06,0.06343000616963779,0.06461548018158791,5.880317502657095
U56,0.15,10,1.1834022199134169,0.12415531096561683,-0.16084544970899017,1.1958391622746445,True,0.7250894878375184,1.1431205862614817,0.7248478681523319,0.7250931534936774,1.1239700984893366,0.12820157045944103,-0.21833695080751703,1.1357635459601725,False,3.665656159057562e-06,0.059432121424080275,0.060075616314472,5.749150109852685
U56,0.15,25,1.1666930067190657,0.12222879190294722,-0.1630232296685813,1.1782908440265827,True,0.7250894878375184,1.1431205862614817,0.7248478681523319,0.7250931534936774,1.1132668429080854,0.12684320300316365,-0.21855170424516324,1.1250351097584164,False,3.665656159057562e-06,0.05342616381098031,0.05325573426816632,5.552847457658194
B136,0.1,0,1.2105664598842858,0.11069840764213801,-0.13741267355340847,1.2246403034698419,True,0.6592209283596064,1.7515719387604247,0.6589594777672604,0.6592269341631976,1.1289105011099296,0.12510369197874005,-0.22549191928333634,1.1100317463331202,False,6.00580359111369e-06,0.08165595877435616,0.11460855713672169,8.807924572992787
