panel,book,cost,arm,phi,delta,pass4b,floor_only,dd_only,OOS_Sharpe,OOS_MaxDD
u56,V1u,10.0,control,0.0,0.5,False,False,False,0.7135835570891119,-0.15672092223908363
u56,V1u,10.0,control,0.0,0.6,False,False,False,0.7135835570891119,-0.15672092223908363
u56,V1u,10.0,control,0.0,0.7,False,False,False,0.7135835570891119,-0.15672092223908363
u56,V1u,10.0,control,0.5,0.5,False,False,False,0.7135835570891119,-0.15672092223908363
u56,V1u,10.0,control,0.5,0.6,False,False,False,0.7135835570891119,-0.15672092223908363
u56,V1u,10.0,control,0.5,0.7,False,False,False,0.7135835570891119,-0.15672092223908363
u56,V1u,10.0,control,0.6,0.5,False,False,False,0.7135835570891119,-0.15672092223908363
u56,V1u,10.0,control,0.6,0.6,False,False,False,0.7135835570891119,-0.15672092223908363
u56,V1u,10.0,control,0.6,0.7,False,False,False,0.7135835570891119,-0.15672092223908363
u56,V1u,10.0,control,0.7,0.5,False,False,False,0.7135835570891119,-0.15672092223908363
u56,V1u,10.0,control,0.7,0.6,False,False,False,0.7135835570891119,-0.15672092223908363
u56,V1u,10.0,control,0.7,0.7,False,False,False,0.7135835570891119,-0.15672092223908363
u56,V1u,10.0,control,0.8,0.5,False,False,False,0.7135835570891119,-0.15672092223908363
u56,V1u,10.0,control,0.8,0.6,False,False,False,0.7135835570891119,-0.15672092223908363
u56,V1u,10.0,control,0.8,0.7,False,False,False,0.7135835570891119,-0.15672092223908363
u56,V1u,10.0,control,0.9,0.5,False,False,False,0.7135835570891119,-0.15672092223908363
u56,V1u,10.0,control,0.9,0.6,False,False,False,0.7135835570891119,-0.15672092223908363
u56,V1u,10.0,control,0.9,0.7,False,False,False,0.7135835570891119,-0.15672092223908363
u56,V1u,10.0,control,1.0,0.5,False,False,False,0.7135835570891119,-0.15672092223908363
u56,V1u,10.0,control,1.0,0.6,False,False,False,0.7135835570891119,-0.15672092223908363
u56,V1u,10.0,control,1.0,0.7,False,False,False,0.7135835570891119,-0.15672092223908363
u56,V1u,10.0,g200-dg,0.0,0.5,False,False,False,0.710019199890369,-0.14051673107873808
u56,V1u,10.0,g200-dg,0.0,0.6,False,False,False,0.710019199890369,-0.14051673107873808
u56,V1u,10.0,g200-dg,0.0,0.7,False,False,False,0.710019199890369,-0.14051673107873808
u56,V1u,10.0,g200-dg,0.5,0.5,False,False,False,0.710019199890369,-0.14051673107873808
u56,V1u,10.0,g200-dg,0.5,0.6,False,False,False,0.710019199890369,-0.14051673107873808
u56,V1u,10.0,g200-dg,0.5,0.7,False,False,False,0.710019199890369,-0.14051673107873808
u56,V1u,10.0,g200-dg,0.6,0.5,False,False,False,0.710019199890369,-0.14051673107873808
u56,V1u,10.0,g200-dg,0.6,0.6,False,False,False,0.710019199890369,-0.14051673107873808
u56,V1u,10.0,g200-dg,0.6,0.7,False,False,False,0.710019199890369,-0.14051673107873808
u56,V1u,10.0,g200-dg,0.7,0.5,False,False,False,0.710019199890369,-0.14051673107873808
u56,V1u,10.0,g200-dg,0.7,0.6,False,False,False,0.710019199890369,-0.14051673107873808
u56,V1u,10.0,g200-dg,0.7,0.7,False,False,False,0.710019199890369,-0.14051673107873808
u56,V1u,10.0,g200-dg,0.8,0.5,False,False,False,0.710019199890369,-0.14051673107873808
u56,V1u,10.0,g200-dg,0.8,0.6,False,False,False,0.710019199890369,-0.14051673107873808
u56,V1u,10.0,g200-dg,0.8,0.7,False,False,False,0.710019199890369,-0.14051673107873808
u56,V1u,10.0,g200-dg,0.9,0.5,False,False,False,0.710019199890369,-0.14051673107873808
u56,V1u,10.0,g200-dg,0.9,0.6,False,False,False,0.710019199890369,-0.14051673107873808
u56,V1u,10.0,g200-dg,0.9,0.7,False,False,False,0.710019199890369,-0.14051673107873808
u56,V1u,10.0,g200-dg,1.0,0.5,False,False,False,0.710019199890369,-0.14051673107873808
u56,V1u,10.0,g200-dg,1.0,0.6,False,False,False,0.710019199890369,-0.14051673107873808
u56,V1u,10.0,g200-dg,1.0,0.7,False,False,False,0.710019199890369,-0.14051673107873808
u56,V1u,10.0,g200-rw,0.0,0.5,False,False,False,0.7741172142433231,-0.13827796154480798
u56,V1u,10.0,g200-rw,0.0,0.6,False,False,False,0.7741172142433231,-0.13827796154480798
u56,V1u,10.0,g200-rw,0.0,0.7,False,False,False,0.7741172142433231,-0.13827796154480798
u56,V1u,10.0,g200-rw,0.5,0.5,False,False,False,0.7741172142433231,-0.13827796154480798
u56,V1u,10.0,g200-rw,0.5,0.6,False,False,False,0.7741172142433231,-0.13827796154480798
u56,V1u,10.0,g200-rw,0.5,0.7,False,False,False,0.7741172142433231,-0.13827796154480798
u56,V1u,10.0,g200-rw,0.6,0.5,False,False,False,0.7741172142433231,-0.13827796154480798
u56,V1u,10.0,g200-rw,0.6,0.6,False,False,False,0.7741172142433231,-0.13827796154480798
u56,V1u,10.0,g200-rw,0.6,0.7,False,False,False,0.7741172142433231,-0.13827796154480798
u56,V1u,10.0,g200-rw,0.7,0.5,False,False,False,0.7741172142433231,-0.13827796154480798
u56,V1u,10.0,g200-rw,0.7,0.6,False,False,False,0.7741172142433231,-0.13827796154480798
u56,V1u,10.0,g200-rw,0.7,0.7,False,False,False,0.7741172142433231,-0.13827796154480798
u56,V1u,10.0,g200-rw,0.8,0.5,False,False,False,0.7741172142433231,-0.13827796154480798
u56,V1u,10.0,g200-rw,0.8,0.6,False,False,False,0.7741172142433231,-0.13827796154480798
u56,V1u,10.0,g200-rw,0.8,0.7,False,False,False,0.7741172142433231,-0.13827796154480798
u56,V1u,10.0,g200-rw,0.9,0.5,False,False,False,0.7741172142433231,-0.13827796154480798
u56,V1u,10.0,g200-rw,0.9,0.6,False,False,False,0.7741172142433231,-0.13827796154480798
u56,V1u,10.0,g200-rw,0.9,0.7,False,False,False,0.7741172142433231,-0.13827796154480798
u56,V1u,10.0,g200-rw,1.0,0.5,False,False,False,0.7741172142433231,-0.13827796154480798
u56,V1u,10.0,g200-rw,1.0,0.6,False,False,False,0.7741172142433231,-0.13827796154480798
u56,V1u,10.0,g200-rw,1.0,0.7,False,False,False,0.7741172142433231,-0.13827796154480798
u56,V1u,10.0,band3-dg,0.0,0.5,False,False,False,0.7193257647884539,-0.1455135830016454
u56,V1u,10.0,band3-dg,0.0,0.6,False,False,False,0.7193257647884539,-0.1455135830016454
u56,V1u,10.0,band3-dg,0.0,0.7,False,False,False,0.7193257647884539,-0.1455135830016454
u56,V1u,10.0,band3-dg,0.5,0.5,False,False,False,0.7193257647884539,-0.1455135830016454
u56,V1u,10.0,band3-dg,0.5,0.6,False,False,False,0.7193257647884539,-0.1455135830016454
u56,V1u,10.0,band3-dg,0.5,0.7,False,False,False,0.7193257647884539,-0.1455135830016454
u56,V1u,10.0,band3-dg,0.6,0.5,False,False,False,0.7193257647884539,-0.1455135830016454
u56,V1u,10.0,band3-dg,0.6,0.6,False,False,False,0.7193257647884539,-0.1455135830016454
u56,V1u,10.0,band3-dg,0.6,0.7,False,False,False,0.7193257647884539,-0.1455135830016454
u56,V1u,10.0,band3-dg,0.7,0.5,False,False,False,0.7193257647884539,-0.1455135830016454
u56,V1u,10.0,band3-dg,0.7,0.6,False,False,False,0.7193257647884539,-0.1455135830016454
u56,V1u,10.0,band3-dg,0.7,0.7,False,False,False,0.7193257647884539,-0.1455135830016454
u56,V1u,10.0,band3-dg,0.8,0.5,False,False,False,0.7193257647884539,-0.1455135830016454
u56,V1u,10.0,band3-dg,0.8,0.6,False,False,False,0.7193257647884539,-0.1455135830016454
u56,V1u,10.0,band3-dg,0.8,0.7,False,False,False,0.7193257647884539,-0.1455135830016454
u56,V1u,10.0,band3-dg,0.9,0.5,False,False,False,0.7193257647884539,-0.1455135830016454
u56,V1u,10.0,band3-dg,0.9,0.6,False,False,False,0.7193257647884539,-0.1455135830016454
u56,V1u,10.0,band3-dg,0.9,0.7,False,False,False,0.7193257647884539,-0.1455135830016454
u56,V1u,10.0,band3-dg,1.0,0.5,False,False,False,0.7193257647884539,-0.1455135830016454
u56,V1u,10.0,band3-dg,1.0,0.6,False,False,False,0.7193257647884539,-0.1455135830016454
u56,V1u,10.0,band3-dg,1.0,0.7,False,False,False,0.7193257647884539,-0.1455135830016454
u56,V1u,10.0,band3-rw,0.0,0.5,False,False,False,0.774887069713669,-0.13621392292415668
u56,V1u,10.0,band3-rw,0.0,0.6,False,False,False,0.774887069713669,-0.13621392292415668
u56,V1u,10.0,band3-rw,0.0,0.7,False,False,False,0.774887069713669,-0.13621392292415668
u56,V1u,10.0,band3-rw,0.5,0.5,False,False,False,0.774887069713669,-0.13621392292415668
u56,V1u,10.0,band3-rw,0.5,0.6,False,False,False,0.774887069713669,-0.13621392292415668
u56,V1u,10.0,band3-rw,0.5,0.7,False,False,False,0.774887069713669,-0.13621392292415668
u56,V1u,10.0,band3-rw,0.6,0.5,False,False,False,0.774887069713669,-0.13621392292415668
u56,V1u,10.0,band3-rw,0.6,0.6,False,False,False,0.774887069713669,-0.13621392292415668
u56,V1u,10.0,band3-rw,0.6,0.7,False,False,False,0.774887069713669,-0.13621392292415668
u56,V1u,10.0,band3-rw,0.7,0.5,False,False,False,0.774887069713669,-0.13621392292415668
u56,V1u,10.0,band3-rw,0.7,0.6,False,False,False,0.774887069713669,-0.13621392292415668
u56,V1u,10.0,band3-rw,0.7,0.7,False,False,False,0.774887069713669,-0.13621392292415668
u56,V1u,10.0,band3-rw,0.8,0.5,False,False,False,0.774887069713669,-0.13621392292415668
u56,V1u,10.0,band3-rw,0.8,0.6,False,False,False,0.774887069713669,-0.13621392292415668
u56,V1u,10.0,band3-rw,0.8,0.7,False,False,False,0.774887069713669,-0.13621392292415668
u56,V1u,10.0,band3-rw,0.9,0.5,False,False,False,0.774887069713669,-0.13621392292415668
u56,V1u,10.0,band3-rw,0.9,0.6,False,False,False,0.774887069713669,-0.13621392292415668
u56,V1u,10.0,band3-rw,0.9,0.7,False,False,False,0.774887069713669,-0.13621392292415668
u56,V1u,10.0,band3-rw,1.0,0.5,False,False,False,0.774887069713669,-0.13621392292415668
u56,V1u,10.0,band3-rw,1.0,0.6,False,False,False,0.774887069713669,-0.13621392292415668
u56,V1u,10.0,band3-rw,1.0,0.7,False,False,False,0.774887069713669,-0.13621392292415668
u56,V1u,10.0,abs12-dg,0.0,0.5,False,False,False,0.7450062488279505,-0.1362139229241568
u56,V1u,10.0,abs12-dg,0.0,0.6,False,False,False,0.7450062488279505,-0.1362139229241568
u56,V1u,10.0,abs12-dg,0.0,0.7,False,False,False,0.7450062488279505,-0.1362139229241568
u56,V1u,10.0,abs12-dg,0.5,0.5,False,False,False,0.7450062488279505,-0.1362139229241568
u56,V1u,10.0,abs12-dg,0.5,0.6,False,False,False,0.7450062488279505,-0.1362139229241568
u56,V1u,10.0,abs12-dg,0.5,0.7,False,False,False,0.7450062488279505,-0.1362139229241568
