panel,anchor,ladder,rung,selector,CAGR,Sharpe,MaxDD,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,A_H1,A_H2,A_DD,L_H1,L_H2,L_OOS,L_DD,L_CAGR,O_S,O_DD,O_CAGR,pass4a,pass4b_full,pass4b_oos,pass4b_both
U56,A,N,5,RUNG_BOOK,0.17793757695658097,0.9844672527247917,-0.258535970580156,1.1944183705410534,0.8264057018183052,0.18764660078193307,1.1163893761484653,-0.24238284139504873,0.17000779023074863,0.8977370957234518,-0.2585359705801554,False,False,False,True,True,True,False,True,True,False,True,False,False,False,False
U56,A,N,8,RUNG_BOOK,0.167674755222613,1.0507116386474669,-0.21430271256523992,1.1455056751874058,0.980266609287792,0.15061363588597199,1.0244326679244637,-0.20214979440447944,0.18190354907192652,1.073457924377373,-0.21430271256524025,False,False,False,True,True,True,False,True,True,False,True,False,False,False,False
U56,A,N,10,RUNG_BOOK,0.1706480647095283,1.1092301119509238,-0.20771054445737924,1.2457978590633876,0.9986903305172743,0.1641262033737012,1.140620911476732,-0.18868986952427957,0.17604215688083014,1.0897021911713625,-0.20771054445737946,True,False,False,True,True,True,False,True,True,False,True,False,False,False,False
U56,A,N,12,RUNG_BOOK,0.17646035242733382,1.1658271282899377,-0.20169231264867649,1.2740795522633954,1.0832509975372857,0.162793250894387,1.1661173589520426,-0.16104840659377828,0.1878271090266901,1.1700516353786503,-0.2016923126486767,True,False,False,True,True,True,True,True,True,True,True,False,True,True,True
U56,A,N,15,RUNG_BOOK,0.16958558531679246,1.1599652122514765,-0.20974143218869634,1.2511741334706714,1.102386879512554,0.14691869827837722,1.1330669763521146,-0.14478235536444928,0.18857326412542164,1.186920783688038,-0.20974143218869623,True,False,False,True,True,True,False,True,True,False,True,False,False,False,False
U56,A,N,20,RUNG_BOOK,0.1555201865472391,1.1380787773059988,-0.19127561830465034,1.2049090144051569,1.0931595911075942,0.13911410293501003,1.1118987741862618,-0.13952273332906884,0.16919746270303992,1.1615297831443132,-0.19127561830465012,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True
U56,A,N,25,RUNG_BOOK,0.14860281762233263,1.1265373356351072,-0.21158705952148094,1.2030104005635307,1.0777612445503053,0.1305117022303035,1.0952965988522574,-0.14867705419726562,0.1637065279415142,1.1545449387263544,-0.21158705952148082,False,False,False,True,True,True,False,True,True,False,True,False,False,False,False
U56,A,N,30,RUNG_BOOK,0.13973234708498627,1.0983935642642018,-0.22068524196589911,1.159679015878997,1.0632867824181271,0.12162381769080799,1.0639169938199005,-0.15324866989529362,0.15485252524923676,1.128909896782526,-0.22068524196589956,False,False,False,True,True,True,False,True,True,False,True,False,False,False,False
U56,A,N,40,RUNG_BOOK,0.13426425475231962,1.1244963158326498,-0.22984197733835132,1.2712686055155562,1.0215963776402637,0.12806181559145302,1.1761930490300028,-0.12581421125997172,0.13939367595266128,1.0944875184055334,-0.22984197733835132,True,False,False,True,True,True,False,True,True,False,True,False,False,False,False
U56,A,H,21,RUNG_BOOK,0.1431010106865842,1.1123012095249802,-0.2024163164242747,1.2103411620619398,1.0437602469829863,0.13107968975439133,1.1218469394824062,-0.11825894639973056,0.15308885804711703,1.1116898505481745,-0.2024163164242747,False,False,False,True,True,True,False,True,True,False,True,False,False,False,False
U56,A,H,63,RUNG_BOOK,0.1490914253874518,1.098916591968279,-0.25692124189441945,1.1987394994632594,1.0360340120682807,0.13381169804700876,1.109452361130835,-0.1280544723576339,0.1618190957285448,1.1004383395627895,-0.25692124189441967,False,False,False,True,True,True,False,True,True,False,True,False,False,False,False
U56,A,H,126,RUNG_BOOK,0.1555201865472391,1.1380787773059988,-0.19127561830465034,1.2049090144051569,1.0931595911075942,0.13911410293501003,1.1118987741862618,-0.13952273332906884,0.16919746270303992,1.1615297831443132,-0.19127561830465012,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True
U56,A,H,252,RUNG_BOOK,0.1585163052982983,1.1627959847072171,-0.21843530966689795,1.2243355806755367,1.1224495543838249,0.14177132183822105,1.1315011694879893,-0.16074262306548548,0.1724794135310166,1.1896697256659177,-0.21843530966689817,False,False,False,True,True,True,False,True,True,False,True,False,False,False,False
U56,A,GROSS,0.3,RUNG_BOOK,0.06167183543315402,1.1362956420701376,-0.07990335554891148,1.2032865443333627,1.0910660690418807,0.05531820206122129,1.1105042433202028,-0.056833521445480595,0.06692878140314584,1.1594224522798233,-0.07990335554891137,False,False,True,True,True,True,True,False,True,True,False,False,False,False,False
U56,A,GROSS,0.35,RUNG_BOOK,0.07203508923237978,1.1365328793563176,-0.09276264906597609,1.2035083248100917,1.0913339404149527,0.06459302988917393,1.110699902011382,-0.06617702323668773,0.0781979998506217,1.1596940904534663,-0.09276264906597576,False,False,True,True,True,True,True,False,True,True,False,False,False,False,False
U56,A,GROSS,0.4,RUNG_BOOK,0.08241840158701308,1.136760967752322,-0.10549271071234223,1.203720554886396,1.0915934450913114,0.0738801353292513,1.1108859332218428,-0.07548258742988656,0.0894952462819254,1.1599570365136325,-0.10549271071234234,False,False,True,True,True,True,True,False,True,True,False,False,False,False,False
U56,A,GROSS,0.45,RUNG_BOOK,0.09282018957403304,1.1369803292223517,-0.11809419746843397,1.2039236916293574,1.0918449949085305,0.08317821188629448,1.1110630344561678,-0.0847497425086251,0.10081870113980118,1.1602115227427585,-0.11809419746843308,False,False,True,True,True,True,True,False,True,True,False,False,False,False,False
U56,A,GROSS,0.5,RUNG_BOOK,0.10323877382351365,1.137190491592021,-0.13056770565714293,1.2041173491952375,1.0920880487144644,0.09248591682400487,1.1112313458653993,-0.09397792559052176,0.11216639683346075,1.1604566382702834,-0.13056770565714304,False,False,False,True,True,True,True,False,True,True,True,False,False,True,False
U56,A,GROSS,0.55,RUNG_BOOK,0.1136723348548292,1.1373901054217799,-0.1429145056741674,1.2043006510004512,1.0923208893974696,0.1018017577703092,1.1113897430313078,-0.10316678231628362,0.12353623221445642,1.1606908785358891,-0.1429145056741673,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True
U56,A,GROSS,0.6,RUNG_BOOK,0.12411909391210885,1.137578906405842,-0.15513474393540005,1.2044710215373224,1.0925451291031891,0.11112396667680113,1.1115350421260386,-0.11231620872827719,0.13492641145125295,1.160916054216475,-0.15513474393540005,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True
U56,A,GROSS,0.65,RUNG_BOOK,0.13457723979195024,1.1377568129368245,-0.16728466554095578,1.2046293402028594,1.092759890914496,0.12045114813950608,1.111668505218874,-0.12142566817923428,0.14633476568031822,1.161131123044172,-0.1672846655409559,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True
U56,A,GROSS,0.7,RUNG_BOOK,0.14504492766960508,1.1379236532047645,-0.179337189919768,1.204775522374235,1.0929649390877625,0.1297817664540215,1.1117900550053696,-0.1304945166778818,0.15775918062167582,1.1613358475601228,-0.179337189919768,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True
U56,A,GROSS,0.75,RUNG_BOOK,0.1555201865472391,1.1380787773059988,-0.19127561830465034,1.2049090144051569,1.0931595911075942,0.13911410293501003,1.1118987741862618,-0.13952273332906884,0.16919746270303992,1.1615297831443132,-0.19127561830465012,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True
U56,A,CADENCE,D,RUNG_BOOK,0.15384239439499425,1.0956626765611153,-0.2313086816428257,1.204364881041773,1.02854241861233,0.13291307702536015,1.0756296390998652,-0.13089783804216037,0.1713543452439681,1.1185146651720415,-0.2313086816428257,False,False,False,True,True,True,False,True,True,False,True,False,False,False,False
U56,A,CADENCE,W,RUNG_BOOK,0.1555201865472391,1.1380787773059988,-0.19127561830465034,1.2049090144051569,1.0931595911075942,0.13911410293501003,1.1118987741862618,-0.13952273332906884,0.16919746270303992,1.1615297831443132,-0.19127561830465012,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True
U56,A,CADENCE,M,RUNG_BOOK,0.1463660795078341,1.078608355359918,-0.23077357854819613,1.2252583881430739,0.9839710518540724,0.13180109687182995,1.104053492306519,-0.13834878202925416,0.15849175682599115,1.0718629300047582,-0.2307735785481957,False,False,False,True,True,True,False,True,True,False,True,False,False,False,False
U56,A,CADENCE,Q,RUNG_BOOK,0.15361634560396364,1.1367278767451916,-0.19944640073540176,1.2220373064960117,1.0868865550566094,0.13143125403039102,1.1023155993952478,-0.17336967207737197,0.17219785418366285,1.169078209960324,-0.19944640073540199,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True
