panel,book,gross,turnover_yr,base_turnover_yr,max_row_gross,mean_risk_gross,spy_CAGR,spy_Sharpe,spy_MaxDD
U56,CAP2,0.4,2.3155640795305645,1.7732585915909447,1.000000000000001,0.3771278723863587,0.15230826012920673,0.8896695908092724,-0.33717256724185285
U56,CAP2,0.55,2.91952763544232,1.7732585915909447,1.0000000000000009,0.503798610692343,0.15230826012920673,0.8896695908092724,-0.33717256724185285
U56,CAP2,0.7,3.3805486157670543,1.7732585915909447,1.000000000000001,0.6204963562645769,0.15230826012920673,0.8896695908092724,-0.33717256724185285
U56,CAP2,0.75,3.5063829420832278,1.7732585915909447,1.0000000000000013,0.6560925471605975,0.15230826012920673,0.8896695908092724,-0.33717256724185285
U56,CAP2,0.85,3.741913359388268,1.7732585915909447,1.0000000000000013,0.715229482099254,0.15230826012920673,0.8896695908092724,-0.33717256724185285
U56,CAP2,1.0,3.9918738682526254,1.7732585915909447,1.0000000000000007,0.7500522904110477,0.15230826012920673,0.8896695908092724,-0.33717256724185285
U56,CAND,0.4,2.4818029393564407,1.7732585915909447,1.000000000000001,0.38991404187978784,0.15230826012920673,0.8896695908092724,-0.33717256724185285
U56,CAND,0.55,3.327438957569858,1.7732585915909447,1.0000000000000009,0.5360194905712681,0.15230826012920673,0.8896695908092724,-0.33717256724185285
U56,CAND,0.7,4.1333010739385045,1.7732585915909447,1.000000000000001,0.68206815912072,0.15230826012920673,0.8896695908092724,-0.33717256724185285
U56,CAND,0.75,4.39457281063272,1.7732585915909447,1.0000000000000013,0.7307389305908643,0.15230826012920673,0.8896695908092724,-0.33717256724185285
U56,CAND,0.85,4.908608320438065,1.7732585915909447,1.0000000000000013,0.8280629407031128,0.15230826012920673,0.8896695908092724,-0.33717256724185285
U56,CAND,1.0,5.679032812388824,1.7732585915909447,1.0000000000000013,0.9740067395142837,0.15230826012920673,0.8896695908092724,-0.33717256724185285
B136,CAP2,0.4,2.7357885503610255,2.0111459572387926,1.0000000000000018,0.393447601758094,0.15122886437149563,0.8843572985123862,-0.3371595330739302
B136,CAP2,0.55,3.6108719872908903,2.0111459572387926,1.000000000000002,0.5382124903336577,0.15122886437149563,0.8843572985123862,-0.3371595330739302
B136,CAP2,0.7,4.424730185262534,2.0111459572387926,1.0000000000000022,0.6812431646999293,0.15122886437149563,0.8843572985123862,-0.3371595330739302
B136,CAP2,0.75,4.675125426436814,2.0111459572387926,1.0000000000000022,0.728325017481858,0.15122886437149563,0.8843572985123862,-0.3371595330739302
B136,CAP2,0.85,5.160052527634776,2.0111459572387926,1.0000000000000024,0.8208673877426447,0.15122886437149563,0.8843572985123862,-0.3371595330739302
B136,CAP2,1.0,5.829629100658773,2.0111459572387926,1.0000000000000033,0.9563154568940531,0.15122886437149563,0.8843572985123862,-0.3371595330739302
B136,CAND,0.4,2.772465864216824,2.0111459572387926,1.0000000000000018,0.39572900620411555,0.15122886437149563,0.8843572985123862,-0.3371595330739302
B136,CAND,0.55,3.7178532239538877,2.0111459572387926,1.000000000000002,0.5440292141347952,0.15122886437149563,0.8843572985123862,-0.3371595330739302
B136,CAND,0.7,4.616177375127897,2.0111459572387926,1.0000000000000022,0.6922806675717145,0.15122886437149563,0.8843572985123862,-0.3371595330739302
B136,CAND,0.75,4.906022705624988,2.0111459572387926,1.0000000000000022,0.7416875201479869,0.15122886437149563,0.8843572985123862,-0.3371595330739302
B136,CAND,0.85,5.473768900512006,2.0111459572387926,1.0000000000000024,0.8404864694167916,0.15122886437149563,0.8843572985123862,-0.3371595330739302
B136,CAND,1.0,6.316743996025918,2.0111459572387926,1.0000000000000033,0.9886497425421296,0.15122886437149563,0.8843572985123862,-0.3371595330739302
