panel,n,conv,cost,S_off,S_060,gap,gap_H1,gap_H2,gap_OOS,gap_CAGR,gap_MaxDD,inv_off,inv_060,tno_off,tno_060
U56,10,dg,0.0,1.1306644499604532,1.0258967162452397,0.10476773371521353,0.2127938490544956,0.030568121760087053,0.03303521963841849,0.043127132448743,-0.07101826780044229,0.9883073904040246,0.9824522370377243,3.56779867820719,3.810424073637393
U56,10,dg,5.0,1.088710290138465,0.9770395001708804,0.11167078996758473,0.21789574889048868,0.03826495028572263,0.040865374877021576,0.04345047594819662,-0.07110329101698032,0.9883073904040246,0.9824522370377243,3.56779867820719,3.810424073637393
U56,10,dg,10.0,1.0467026251607598,0.9281145703645931,0.11858805479616674,0.2230022248178658,0.045978870507018654,0.04871371798995028,0.04376484676083492,-0.07118819022389244,0.9883073904040246,0.9824522370377243,3.56779867820719,3.810424073637393
U56,10,dg,15.0,1.0046462792239812,0.8791293472288212,0.12551693199516,0.2281109968219317,0.05370744263362148,0.05657771600635286,0.044070373212504954,-0.0712729654776526,0.9883073904040246,0.9824522370377243,3.56779867820719,3.810424073637393
U56,10,dg,20.0,0.9625460962873631,0.830091284736368,0.13245481155099514,0.23321977364733382,0.06144821471112816,0.06445482245191869,0.04436718213706903,-0.0713576168347333,0.9883073904040246,0.9824522370377243,3.56779867820719,3.810424073637393
U56,10,dg,25.0,0.9204069372854381,0.7810078647654614,0.13939907251997674,0.2383262559711542,0.06919872484888567,0.0723424797392006,0.04465539889188874,-0.07144214435160157,0.9883073904040246,0.9824522370377243,3.56779867820719,3.810424073637393
U56,10,dg,30.0,0.8782336773226995,0.7318865913946204,0.1463470859280791,0.24342813960107912,0.0769565034636005,0.08023812157631505,0.04493514737315407,-0.07152654808472148,0.9883073904040246,0.9824522370377243,3.56779867820719,3.810424073637393
U56,10,rw,0.0,1.1368716070956029,1.0340283620078456,0.10284324508775722,0.21207610750825334,0.026429041690473998,0.028656066632385624,0.042516080292527736,-0.0710182678004424,1.0,1.0,3.7404541481403215,4.0381097823861385
U56,10,rw,5.0,1.0933395421796055,0.9830303295896974,0.11030921258990811,0.21737679160450696,0.03502332895023397,0.037398116783217805,0.04298645254884215,-0.07110329101698032,1.0,1.0,3.7404541481403215,4.0381097823861385
U56,10,rw,10.0,1.0497510042133165,0.9319580141524276,0.11779299006088884,0.22268337060707222,0.04364026040928948,0.04616394021921666,0.04344454644858908,-0.07118819022389267,1.0,1.0,3.7404541481403215,4.0381097823861385
