panel,cadence,cost,turn_yr,drag,pass4b,mean_Sharpe,mean_CAGR
B136,2W,0,1.6729347073637684,0.0,4,1.125675831103765,0.08250700947291993
B136,2W,10,1.6729347073637684,0.0016729347073637685,4,1.102511320783644,0.08069075921347803
B136,2W,25,1.6729347073637684,0.004182336768409421,0,1.0677068997417356,0.0779724911575323
B136,D,0,3.384580675182795,0.0,5,1.1350575554191673,0.08047803544867435
B136,D,10,3.384580675182795,0.0033845806751827954,1,1.086349764177284,0.07681687854993428
B136,D,25,3.384580675182795,0.008461451687956988,1,1.0132869235292903,0.07135674692123456
B136,M,0,1.2911230631297133,0.0,2,1.1050904411865816,0.08469966332908524
B136,M,10,1.2911230631297133,0.0012911230631297132,2,1.088104276085449,0.08329519063385452
B136,M,25,1.2911230631297133,0.003227807657824283,2,1.0625570386544338,0.0811918104482086
B136,W,0,2.0760850295962654,0.0,5,1.1252049653546903,0.08136047670539273
B136,W,10,2.0760850295962654,0.002076085029596265,4,1.0960105286204953,0.0791102950168585
B136,W,25,2.0760850295962654,0.005190212573990664,1,1.0521745942065284,0.0757450763055426
U56,2W,0,1.5140799491960035,0.0,5,1.2090237339162606,0.0869899970008385
U56,2W,10,1.5140799491960035,0.0015140799491960037,5,1.1875803257672153,0.08533832926979391
U56,2W,25,1.5140799491960035,0.0037851998729900092,5,1.15535504782284,0.08286587152548593
U56,D,0,3.1685994417937353,0.0,5,1.2025578010611655,0.08386023202254371
U56,D,10,3.1685994417937353,0.003168599441793735,4,1.1560937300439313,0.08042069882587603
U56,D,25,3.1685994417937353,0.007921498604484338,2,1.0863792934516747,0.07529005872539811
U56,M,0,1.1740803533895643,0.0,3,1.179596404358513,0.08869190808557204
U56,M,10,1.1740803533895643,0.0011740803533895642,3,1.1638011618292914,0.08740923295170087
U56,M,25,1.1740803533895643,0.0029352008834739106,3,1.1400402579593982,0.08548796317463793
U56,W,0,1.8944859310651925,0.0,5,1.197432339898329,0.08507658566300899
U56,W,10,1.8944859310651925,0.0018944859310651926,5,1.1702206169755234,0.08301484508607995
U56,W,25,1.8944859310651925,0.004736214827662981,4,1.1293538370881282,0.07993071950488227
