reading,rate,panel,cadence,band,dSharpe,dCAGR,dMaxDD,dOOS,d4b
RAW,0.0,U56,W,0.0,-0.00013895037577338343,0.027644798412923555,-0.03826865313772032,-0.0006151926595820978,1
RAW,0.0,U56,W,0.02,-0.00019266172158061146,0.02875781875351313,-0.037938765371962835,-0.0006767337397894924,1
RAW,0.0,U56,W,0.03,-0.00017806277798593229,0.029280101518810886,-0.038560461533750034,-0.0007094379755374636,1
RAW,0.0,U56,W,0.05,-0.0001341657160536247,0.028082585041635744,-0.040118977763995534,-0.0007119680154632491,1
RAW,0.0,U56,W,0.08,-0.00045442179644239467,0.028809566948906573,-0.04583682312303039,-0.0010534110623450221,1
RAW,0.0,U56,W,0.12,-0.00015184368811005378,0.02939023851442668,-0.038884250329572545,-0.0006120247650813759,1
RAW,0.0,U56,W,0.2,0.000401696135166274,0.028883781419454024,-0.03792590637245352,0.0005141531829073731,1
RAW,0.0,U56,M,0.0,0.0017175270231701845,0.03041058656348028,-0.03658864744936008,0.0014062443291666948,1
RAW,0.0,U56,M,0.02,0.001641532003710866,0.030877305820994128,-0.04001557853095161,0.0011416707867066833,1
RAW,0.0,U56,M,0.03,0.0014310295119688288,0.03039554515029219,-0.04423592478459615,0.0008965394439659491,1
RAW,0.0,U56,M,0.05,0.0010030453907525771,0.03014919748521372,-0.04918857758514117,0.00032271531871730375,0
RAW,0.0,U56,M,0.08,-0.00015948986911618057,0.029733467959880633,-0.05666295709343272,-0.001106004250432946,0
RAW,0.0,U56,M,0.12,8.811390271135089e-05,0.030875686384040923,-0.046177546858958474,-0.0004328230002732525,1
RAW,0.0,U56,M,0.2,0.0001882336146088459,0.029832917406084736,-0.043901450585995705,5.244071848387044e-05,1
RAW,0.0,B136,W,0.0,-0.00023941239248959079,0.026059525878028067,-0.04013999975636817,-0.0012683719582655684,0
RAW,0.0,B136,W,0.02,-0.00016598879309670522,0.027054408601415503,-0.039172053856535105,-0.001111747034657995,1
RAW,0.0,B136,W,0.03,-9.730699304300039e-05,0.026942636822582244,-0.03916940917096501,-0.0010969936622564624,1
RAW,0.0,B136,W,0.05,-6.665006993689104e-05,0.026904412668137034,-0.04186590345770769,-0.0011865291706942838,1
RAW,0.0,B136,W,0.08,-0.0003099489739040173,0.028840385104023758,-0.0468487753419593,-0.001404595000106923,1
RAW,0.0,B136,W,0.12,-0.0003106462249198305,0.02938803838068793,-0.04688653079910787,-0.0014997233145581657,1
RAW,0.0,B136,W,0.2,-1.0566380724830182e-05,0.02806851104658792,-0.04885517484185753,-0.0007615259526494444,0
RAW,0.0,B136,M,0.0,0.0016878802015289907,0.028602954077199705,-0.038069811421165056,0.0008118125419958044,1
RAW,0.0,B136,M,0.02,0.0017098352295712438,0.02865384103066493,-0.04428670278934621,0.0007267065801070949,1
RAW,0.0,B136,M,0.03,0.0015854149773861792,0.028464479397869447,-0.048136428062134584,0.0005840166168309402,0
RAW,0.0,B136,M,0.05,0.0008656105466093855,0.028913310247312918,-0.05401574140516563,-0.00027702282056241145,0
RAW,0.0,B136,M,0.08,-0.0005109639103719754,0.029766846463975094,-0.0619870866131178,-0.0019429866647824312,0
RAW,0.0,B136,M,0.12,-0.0008482311578075219,0.03060779792066337,-0.06063609242803292,-0.0022698839461186004,0
RAW,0.0,B136,M,0.2,-0.0008000402375440974,0.029523622071406797,-0.05886541608144791,-0.0018392325378919772,0
RAW,0.0,SMALL439,W,0.0,-0.00030343418927125665,0.01197543787457822,-0.037346592357185515,-0.0010068215948526582,0
RAW,0.0,SMALL439,W,0.02,-0.00033159120033587897,0.012539784088240191,-0.038270444134376636,-0.001062492340226151,0
RAW,0.0,SMALL439,W,0.03,-0.0003197516668533851,0.012798407157202707,-0.03817704779161668,-0.001009007697373443,0
RAW,0.0,SMALL439,W,0.05,-0.00030292382501950765,0.013940948820957866,-0.038355260367315624,-0.0010644113606635974,0
RAW,0.0,SMALL439,W,0.08,-0.0003392186523752949,0.01397765828062214,-0.04515390275893627,-0.0009871712565847623,0
RAW,0.0,SMALL439,W,0.12,-0.00017063461268151947,0.014870337485105578,-0.0477221920294445,-0.0007939676201904611,0
RAW,0.0,SMALL439,W,0.2,-0.00019080570410068276,0.015365914418530746,-0.05127144160628061,-0.0006843656521204888,0
RAW,0.0,SMALL439,M,0.0,0.002337995929324266,0.014579603326698054,-0.049498118994166895,0.002059852896027947,0
RAW,0.0,SMALL439,M,0.02,0.0020753254800173204,0.015265563964689921,-0.04949204931499995,0.001649348816693763,0
RAW,0.0,SMALL439,M,0.03,0.0020859207194463547,0.01550803422521474,-0.04889217043037497,0.0016969544785919721,0
RAW,0.0,SMALL439,M,0.05,0.0019148339273252768,0.01633347058469692,-0.04995718756810186,0.001421845145736511,0
RAW,0.0,SMALL439,M,0.08,0.0014500520299997044,0.016302002855844266,-0.05548202378250122,0.0008377337930211004,0
RAW,0.0,SMALL439,M,0.12,0.0010023468825036685,0.016434679171617228,-0.05906245187602388,0.00021359578806856572,0
RAW,0.0,SMALL439,M,0.2,0.0005182298410846276,0.016338884773683615,-0.05954511943895002,6.531301636458764e-05,0
RAW,150.0,U56,W,0.0,-0.05418763141084071,0.02487254830849639,-0.03842368706281085,-0.05342318823778536,1
RAW,150.0,U56,W,0.02,-0.053575392779655395,0.025980470067235695,-0.038102263792918145,-0.052731343742141945,1
RAW,150.0,U56,W,0.03,-0.05299991914636948,0.026500369532584944,-0.038728661948566834,-0.052122176079312244,1
