scope,episode,n,cells,clusters,slope,R2,t,p,mean_slope,t_slope,mean_rho,t_rho,frac_pos,hit_n,hit,hit_z,level_shift,frac_worse,level_ratio
e=0.00 k=35,full,558,18,6,1.5652821924052995,0.8914567364210424,37.606002330596326,0.0,1.5788546267592904,57.433667457566536,0.9389784946236559,213.5154369231759,1.0,126,0.8650793650793651,15.94467949608283,-0.05752322790282729,1.0,1.587132105259676
e=0.00 k=35,ex2020,558,18,6,0.9659754875339089,0.8688511014347577,25.876471440757598,0.0,0.9723277084359851,47.03345211837019,0.851120071684588,100.92876280187807,1.0,126,0.6507936507936508,10.389758897447523,-0.008799068833096686,0.7258064516129032,1.0898109511001024
e=0.00 k=35,ex2022,558,18,6,1.5652821924052995,0.8914567364210424,37.606002330596326,0.0,1.5788546267592904,57.433667457566536,0.9389784946236559,213.5154369231759,1.0,126,0.8650793650793651,15.94467949608283,-0.05752322790282729,1.0,1.587132105259676
e=0.00 k=35,exboth,558,18,6,0.8496625248347475,0.8889142761319734,25.433038432482007,0.0,0.8600192663392318,43.99273793737097,0.8746689405302084,80.27254108628078,1.0,126,0.6349206349206349,9.978283297548609,0.001286646583272158,0.3835125448028674,0.9868673656763859
e=0.00 k=56,full,558,18,6,1.6700762724795726,0.8945815505671157,37.930646432181575,0.0,1.6836998303141995,60.66655606397697,0.9493503584229391,169.90141376212867,1.0,126,0.8809523809523809,16.35615509598174,-0.06666993760280514,1.0,1.7401241223927233
e=0.00 k=56,ex2020,558,18,6,0.9825777700505451,0.8361271609264558,21.892430732215807,0.0,0.9911932884761945,36.24918707776599,0.8519489247311829,121.74039131332624,1.0,126,0.6428571428571429,10.184021097498068,-0.018203561535008298,0.8763440860215054,1.2020835100489593
e=0.00 k=56,ex2022,558,18,6,1.6701897809616468,0.8943515545082474,37.87271784115511,0.0,1.6838437038813594,60.555745909745596,0.9493503584229391,169.90141376212867,1.0,126,0.8809523809523809,16.35615509598174,-0.06664555488892662,1.0,1.7398534421527267
e=0.00 k=56,exboth,558,18,6,0.8306508098200924,0.8814534323080672,38.68740413756744,0.0,0.8361354201699563,61.328382793582776,0.8886200716845879,82.54023955596705,1.0,126,0.6428571428571429,10.184021097498068,-0.0016220054483222265,0.6541218637992832,1.0180063969177195
e=0.35 k=100,full,558,18,6,1.7035551613533457,0.9150516414750881,64.55682793342865,0.0,1.7088337938263563,101.30992340229872,0.9540994623655915,240.8225353363706,1.0,126,0.9523809523809523,18.207795295526843,-0.05797640893906497,1.0,1.678178604493475
e=0.35 k=100,ex2020,558,18,6,0.9519401076174493,0.874275420411178,57.98735433176603,0.0,0.9538733130642437,98.33287187176822,0.8533602150537635,226.84362976430822,1.0,126,0.6031746031746031,9.155332097750785,-0.0065197947044128655,0.7114695340501792,1.0762652491786768
e=0.35 k=100,ex2022,558,18,6,1.7035551613533457,0.9150516414750881,64.55682793342865,0.0,1.7088337938263563,101.30992340229872,0.9540994623655915,240.8225353363706,1.0,126,0.9523809523809523,18.207795295526843,-0.05797640893906497,1.0,1.678178604493475
e=0.35 k=100,exboth,558,18,6,0.8348576490288725,0.9726217312146979,55.65629521931265,0.0,0.8372099418993462,96.15849695907669,0.914247311827957,118.53022961655091,1.0,126,0.7380952380952381,12.652874696891537,0.010640953735544212,0.017921146953405017,0.8755275242653311
e=0.35 k=20,full,558,18,6,1.5064778313489338,0.8311153976183112,22.382157800687168,0.0,1.5267516657849316,41.564762891578,0.9111197295377504,93.53048684540464,1.0,126,0.8015873015873016,14.298777096487184,-0.03563036188075319,0.8817204301075269,1.3253801198049544
e=0.35 k=20,ex2020,558,18,6,0.8970356927825301,0.8424549010217337,15.407363874406865,0.0,0.9090511968526435,28.073330301438215,0.882598883182899,67.96909064100089,1.0,126,0.6746031746031746,11.00697229729589,0.008282657702458231,0.3655913978494624,0.9243619201918606
e=0.35 k=20,ex2022,558,18,6,1.5064778313489338,0.8311153976183112,22.382157800687168,0.0,1.5267516657849316,41.564762891578,0.9111197295377504,93.53048684540464,1.0,126,0.8015873015873016,14.298777096487184,-0.03563036188075319,0.8817204301075269,1.3253801198049544
e=0.35 k=20,exboth,558,18,6,0.8384233785919478,0.8715189830522948,18.582542655151368,0.0,0.8527797009333553,33.90433171067432,0.9044856801570932,66.54389946155707,1.0,126,0.7063492063492064,11.829923497093715,0.01407191252162755,0.21505376344086022,0.8714938512974982
e=0.35 k=35,full,558,18,6,1.5755890105878334,0.8761967376162939,40.84396295564375,0.0,1.5818086268923774,69.85303728779947,0.9201164874551971,93.97100658913752,1.0,126,0.8809523809523809,16.35615509598174,-0.05101123968520787,1.0,1.535154493150707
e=0.35 k=35,ex2020,558,18,6,1.033429405595012,0.9133193466573457,25.162902319276625,0.0,1.030496959478423,43.28316434850099,0.8623655913978495,99.41191782904176,1.0,126,0.6190476190476191,9.566807697649699,-0.0012652815065200577,0.521505376344086,1.0132739585921309
e=0.35 k=35,ex2022,558,18,6,1.5755890105878334,0.8761967376162939,40.84396295564375,0.0,1.5818086268923774,69.85303728779947,0.9201164874551971,93.97100658913752,1.0,126,0.8809523809523809,16.35615509598174,-0.05101123968520787,1.0,1.535154493150707
e=0.35 k=35,exboth,558,18,6,0.8687331343951993,0.9417088641156931,31.13551214533555,0.0,0.864175002876067,49.67225427538175,0.9009856630824373,98.54632942394169,1.0,126,0.7380952380952381,12.652874696891537,0.010874741662562611,0.13799283154121864,0.8859140279968309
e=0.35 k=56,full,558,18,6,1.688931195858753,0.8987267536963579,41.88406361719416,0.0,1.694131436150879,70.60721407062142,0.9482974910394267,243.58095183066192,1.0,126,0.873015873015873,16.150417296032288,-0.05665612456235388,1.0,1.6705069181133854
e=0.35 k=56,ex2020,558,18,6,0.9380130339863283,0.8632607565014225,36.685456948961104,0.0,0.9403774604450356,59.56251148686861,0.8850358422939069,51.97627113689322,1.0,126,0.6984126984126984,11.624185697144256,-0.00496150358408151,0.7186379928315412,1.058717790937319
e=0.35 k=56,ex2022,558,18,6,1.688931195858753,0.8987267536963579,41.88406361719416,0.0,1.694131436150879,70.60721407062142,0.9482974910394267,243.58095183066192,1.0,126,0.873015873015873,16.150417296032288,-0.05665612456235388,1.0,1.6705069181133854
e=0.35 k=56,exboth,558,18,6,0.855607920314292,0.934320981534863,40.05485121365773,0.0,0.8558557416176414,65.28522003051836,0.9232078853046595,93.80791370494772,1.0,126,0.7777777777777778,13.681563696638817,0.004712258569008121,0.3924731182795699,0.9442319432388696
e=0.65 k=20,full,558,18,6,1.5393067583938347,0.827632921582101,18.727626667502946,0.0,1.5592013491112626,29.960961987610503,0.8872134430103671,57.36907288815446,1.0,126,0.746031746031746,12.858612496840992,-0.04675849647206812,1.0,1.5514170222294206
e=0.65 k=20,ex2020,558,18,6,0.9719154040578581,0.8170004399581218,13.75966786424857,0.0,0.9935776701799526,22.089233494529577,0.8958944401125576,111.16368460305068,1.0,126,0.753968253968254,13.064350296790447,-0.007376848380919261,0.7473118279569892,1.0869942379365072
e=0.65 k=20,ex2022,558,18,6,1.5399665046869757,0.8247946160040851,18.77065654454464,0.0,1.559945214061566,30.050759862682963,0.8847604306866309,55.11319386689948,1.0,126,0.746031746031746,12.858612496840992,-0.04651944907877588,0.9946236559139785,1.5485979666197167
e=0.65 k=20,exboth,558,18,6,0.806364489004172,0.8694165721422992,20.437957350501783,0.0,0.8091172109294047,33.403153806890025,0.9123582386865521,121.86581508841407,1.0,126,0.7698412698412699,13.475825896689361,0.008148030009923623,0.3727598566308244,0.903911314860349
e=0.65 k=35,full,558,18,6,1.5467333424798844,0.7994945458569912,18.840578227832932,0.0,1.5608582261792008,35.87043826271009,0.8775537634408602,52.1891855902063,1.0,126,0.8015873015873016,14.298777096487184,-0.04556996419158765,0.985663082437276,1.4964554466786089
e=0.65 k=35,ex2020,558,18,6,0.9071533143592063,0.8486734685399253,14.675464015818934,0.0,0.9136792210937461,25.714367042258854,0.8775313620071685,158.6915653417027,1.0,126,0.6428571428571429,10.184021097498068,0.006328466380916236,0.3118279569892473,0.9310554296088671
e=0.65 k=35,ex2022,558,18,6,1.5468736295712624,0.7992631655229959,18.83518473738546,0.0,1.5610030254954304,35.86216735040693,0.8775537634408602,52.1891855902063,1.0,126,0.8015873015873016,14.298777096487184,-0.04554589120974412,0.985663082437276,1.4961931870265326
e=0.65 k=35,exboth,558,18,6,0.7546638291650855,0.9220058105657409,23.713278979794783,0.0,0.7584890043359924,42.0438337386695,0.9165770609318997,171.50503808750125,1.0,126,0.7619047619047619,13.270088096739903,0.02099463309919596,0.0,0.7712769773244869
e=1.00 k=20,full,558,18,6,1.3835341835544774,0.7524651755984942,14.219269828740623,0.0,1.4323145998908962,29.771717183815383,0.8713566154734944,88.69848949896665,1.0,126,0.6746031746031746,11.00697229729589,-0.028028029688424935,0.8584229390681004,1.3041576848660814
e=1.00 k=20,ex2020,558,18,6,0.8904894013266308,0.8061532726476891,17.230874647991143,0.0,0.9147625585623612,31.70342848407086,0.8716173835125449,108.16618664891436,1.0,126,0.6825396825396826,11.212710097245346,0.010495160837624135,0.21505376344086022,0.8861074482168384
e=1.00 k=20,ex2022,558,18,6,1.388204437176334,0.7505474560139409,14.279569385025374,0.0,1.4367215772992488,29.95558312436305,0.871222206871344,92.974211053661,1.0,126,0.6746031746031746,11.00697229729589,-0.027521292575796948,0.8476702508960573,1.2986586187980766
e=1.00 k=20,exboth,558,18,6,0.7194139571357181,0.8359609956066991,14.16258410552102,0.0,0.7443682983210533,31.292615453089102,0.8925699109529666,104.32208658428532,1.0,126,0.6825396825396826,11.212710097245346,0.02180079299919013,0.04838709677419355,0.7634197337240306
e=1.00 k=35,full,93,3,1,1.5656849835945372,0.8172059130612767,,,1.5663376123516655,65.23669442663201,0.8903225806451612,63.102887476255816,1.0,21,0.7619047619047619,5.417490779798923,-0.030657286804092063,1.0,1.3499742019066863
e=1.00 k=35,ex2020,93,3,1,0.8968070522477346,0.8645155617495,,,0.8968289311610907,1092.9358241835557,0.8751344086021507,105.46982391918485,1.0,21,0.6666666666666666,4.409585518440984,0.015091474847013975,0.0967741935483871,0.827720342673196
e=1.00 k=35,ex2022,93,3,1,1.5656849835945372,0.8172059130612767,,,1.5663376123516655,65.23669442663201,0.8903225806451612,63.102887476255816,1.0,21,0.7619047619047619,5.417490779798923,-0.030657286804092063,1.0,1.3499742019066863
e=1.00 k=35,exboth,93,3,1,0.7978776888847499,0.9224231936469597,,,0.7979162786005087,463.96003548754135,0.9280913978494625,123.24463559882236,1.0,21,0.7619047619047619,5.417490779798923,0.024523823138436106,0.0,0.7200435418365435
ALL GRID SUB-PANELS,full,5766,186,62,1.5840930547195324,0.8521522890033846,66.57606291570929,0.0,1.6004910169386568,126.00329870642157,0.9172950838296917,234.88383031187283,1.0,1302,0.8287250384024577,48.22554324207601,-0.05208618567138281,0.9734651404786681,1.5628112243136945
ALL GRID SUB-PANELS,ex2020,5766,186,62,0.9485820298635675,0.838594618672724,54.994745947446,0.0,0.957803717278932,101.0731329410886,0.8665036502249738,250.8691227628134,1.0,1302,0.6643625192012289,34.52910494903784,-0.003998147219458258,0.5796045785639958,1.0432015149998974
ALL GRID SUB-PANELS,ex2022,5766,186,62,1.58495604208798,0.8512140798145197,66.59358559853416,0.0,1.6014336997841179,125.98382332952143,0.9171270677220531,233.06336660736773,1.0,1302,0.8287250384024577,48.22554324207601,-0.05190451354571577,0.9719042663891779,1.5608481872789721
ALL GRID SUB-PANELS,exboth,5766,186,62,0.8219051390745746,0.8990937628025036,66.32807121739175,0.0,0.8261532096996546,126.85198541268619,0.9043181447423417,300.6059583538056,1.0,1302,0.717357910906298,38.94524626782117,0.009617341091533472,0.2589316684009712,0.8960809388401382
