panel,fam,frac,th,ladder,stat,window,target,bracketed,rung_near,rung_exact,resid_near,resid_exact,books_used,CAGR_near,CAGR_exact,dCAGR_rounding,MaxDD_near,MaxDD_exact,dMaxDD_rounding,Sharpe_near,Sharpe_exact,dSharpe_rounding,dev_minus_near_CAGR,dev_minus_exact_CAGR,sign_flip_CAGR,dev_minus_near_MaxDD,dev_minus_exact_MaxDD,sign_flip_MaxDD,t_near,t_exact,decision_change,legchg_H1,legchg_H2,legchg_DD,legchg_CAGR,any_leg_change,legnear_H1,legnear_H2,legnear_DD,legnear_CAGR,legexact_H1,legexact_H2,legexact_DD,legexact_CAGR
U56,STOP,1.0,0.05,L_G,X_EXP,FULL,0.7503303576852957,True,0.75,0.75,0.0,0.0,1,0.1580277627432507,0.1580277627432507,0.0,-0.19127562163086176,-0.19127562163086176,0.0,1.1536628182453899,1.1536628182453899,0.0,0.0,0.0,False,0.0,0.0,False,,,False,False,False,False,False,False,True,True,True,True,True,True,True,True
U56,STOP,1.0,0.05,L_G,X_EXP,OOS,0.7503843532952136,True,0.75,0.75,0.0,0.0,1,0.17323365236641464,0.17323365236641464,0.0,-0.19127562163086187,-0.19127562163086187,0.0,1.1856777042016957,1.1856777042016957,0.0,0.0,0.0,False,0.0,0.0,False,,,False,False,False,False,False,False,True,True,True,True,True,True,True,True
U56,STOP,1.0,0.05,L_G,X_CAGR,FULL,0.1580277627432507,True,0.75,0.75,0.0,0.0,1,0.1580277627432507,0.1580277627432507,0.0,-0.19127562163086176,-0.19127562163086176,0.0,1.1536628182453899,1.1536628182453899,0.0,0.0,0.0,False,0.0,0.0,False,,,False,False,False,False,False,False,True,True,True,True,True,True,True,True
U56,STOP,1.0,0.05,L_G,X_CAGR,OOS,0.17323365236641464,True,0.75,0.75,0.0,0.0,1,0.17323365236641464,0.17323365236641464,0.0,-0.19127562163086187,-0.19127562163086187,0.0,1.1856777042016957,1.1856777042016957,0.0,0.0,0.0,False,0.0,0.0,False,,,False,False,False,False,False,False,True,True,True,True,True,True,True,True
U56,STOP,1.0,0.05,L_H,X_TURN,FULL,2.871270351412812,True,126.0,126.0,0.0,0.0,504,0.1580277627432507,0.1580277627432507,0.0,-0.19127562163086176,-0.19127562163086176,0.0,1.1536628182453899,1.1536628182453899,0.0,0.0,0.0,False,0.0,0.0,False,,,False,False,False,False,False,False,True,True,True,True,True,True,True,True
U56,STOP,1.0,0.05,L_H,X_TURN,OOS,2.9480097294939975,True,126.0,126.0,0.0,0.0,504,0.17323365236641464,0.17323365236641464,0.0,-0.19127562163086187,-0.19127562163086187,0.0,1.1856777042016957,1.1856777042016957,0.0,0.0,0.0,False,0.0,0.0,False,,,False,False,False,False,False,False,True,True,True,True,True,True,True,True
U56,STOP,1.0,0.05,L_H,X_CAGR,FULL,0.1580277627432507,True,126.0,126.0,0.0,0.0,504,0.1580277627432507,0.1580277627432507,0.0,-0.19127562163086176,-0.19127562163086176,0.0,1.1536628182453899,1.1536628182453899,0.0,0.0,0.0,False,0.0,0.0,False,,,False,False,False,False,False,False,True,True,True,True,True,True,True,True
U56,STOP,1.0,0.05,L_H,X_CAGR,OOS,0.17323365236641464,True,126.0,126.0,0.0,0.0,504,0.17323365236641464,0.17323365236641464,0.0,-0.19127562163086187,-0.19127562163086187,0.0,1.1856777042016957,1.1856777042016957,0.0,0.0,0.0,False,0.0,0.0,False,,,False,False,False,False,False,False,True,True,True,True,True,True,True,True
U56,STOP,1.0,0.075,L_G,X_EXP,FULL,0.7503303576852957,True,0.75,0.75,0.0,0.0,1,0.1580277627432507,0.1580277627432507,0.0,-0.19127562163086176,-0.19127562163086176,0.0,1.1536628182453899,1.1536628182453899,0.0,0.0,0.0,False,0.0,0.0,False,,,False,False,False,False,False,False,True,True,True,True,True,True,True,True
U56,STOP,1.0,0.075,L_G,X_EXP,OOS,0.7503843532952136,True,0.75,0.75,0.0,0.0,1,0.17323365236641464,0.17323365236641464,0.0,-0.19127562163086187,-0.19127562163086187,0.0,1.1856777042016957,1.1856777042016957,0.0,0.0,0.0,False,0.0,0.0,False,,,False,False,False,False,False,False,True,True,True,True,True,True,True,True
