stat,repair,med_LSENS,flip_rate,cells
CAGR,P_RAW,3.504127855204544,0.012345679012345678,162
CAGR,P_FREEZE,1.0,0.0,162
CAGR,P_CMATCH,1.8332022916569501,0.0,162
CAGR,P_CMNORM,1.9497955612402156,0.006172839506172839,162
CAGR,P_ELAST,7.712150674484805,0.0,162
VOL,P_RAW,4.2741126899031965,0.0,162
VOL,P_FREEZE,1.0,0.0,162
VOL,P_CMATCH,1.9742928972492186,0.0,162
VOL,P_CMNORM,1.8753613181972777,0.0,162
VOL,P_ELAST,11.559530076392328,0.0,162
SHARPE,P_RAW,8.367212352265028,0.0,162
SHARPE,P_FREEZE,1.0,0.0,162
SHARPE,P_CMATCH,1.5984820576333916,0.0,162
SHARPE,P_CMNORM,1.6348318374019586,0.0,162
SHARPE,P_ELAST,17.815253056297763,0.0,162
MAXDD,P_RAW,2.441499182844461,0.6790123456790124,162
MAXDD,P_FREEZE,1.0,0.0,162
MAXDD,P_CMATCH,1.4763460196289564,0.09876543209876543,162
MAXDD,P_CMNORM,1.2663979922481092,0.6111111111111112,162
MAXDD,P_ELAST,1.2585307792307763,0.5308641975308642,162
ULCER,P_RAW,3.335636894333996,0.6296296296296297,162
ULCER,P_FREEZE,1.0,0.0,162
ULCER,P_CMATCH,1.787237171690677,0.024691358024691357,162
ULCER,P_CMNORM,1.6112488193170633,0.024691358024691357,162
ULCER,P_ELAST,2.2454181029246127,0.024691358024691357,162
CALMAR,P_RAW,2.6307532248571666,0.5308641975308642,162
CALMAR,P_FREEZE,1.0,0.0,162
CALMAR,P_CMATCH,1.739156492649093,0.05555555555555555,162
CALMAR,P_CMNORM,1.9182391525323748,0.13580246913580246,162
CALMAR,P_ELAST,2.8072238064299713,0.12345679012345678,162
