tape,panel,partition,frac_ladder,stat,repair,ratio
T_OWN,U56,ALIGNED,F_1140,CAGR,P_RAW,1.7708376320226262
T_OWN,U56,ALIGNED,F_1140,CAGR,P_FREEZE,1.7708376320226262
T_OWN,U56,ALIGNED,F_1140,CAGR,P_CMATCH,2.6511109471963614
T_OWN,U56,ALIGNED,F_1140,CAGR,P_CMNORM,1.767407298130908
T_OWN,U56,ALIGNED,F_1140,CAGR,P_ELAST,1.9852735624920055
T_OWN,U56,ALIGNED,F_1140,VOL,P_RAW,9.506194278621741
T_OWN,U56,ALIGNED,F_1140,VOL,P_FREEZE,9.506194278621741
T_OWN,U56,ALIGNED,F_1140,VOL,P_CMATCH,10.691750365875576
T_OWN,U56,ALIGNED,F_1140,VOL,P_CMNORM,7.127833577250385
T_OWN,U56,ALIGNED,F_1140,VOL,P_ELAST,11.37962887407157
T_OWN,U56,ALIGNED,F_1140,SHARPE,P_RAW,10.099037295050584
T_OWN,U56,ALIGNED,F_1140,SHARPE,P_FREEZE,10.099037295050584
T_OWN,U56,ALIGNED,F_1140,SHARPE,P_CMATCH,7.73249784430325
T_OWN,U56,ALIGNED,F_1140,SHARPE,P_CMNORM,5.154998562868834
T_OWN,U56,ALIGNED,F_1140,SHARPE,P_ELAST,13.860301013115404
T_OWN,U56,ALIGNED,F_1140,MAXDD,P_RAW,1.2854825177943383
T_OWN,U56,ALIGNED,F_1140,MAXDD,P_FREEZE,1.2854825177943383
T_OWN,U56,ALIGNED,F_1140,MAXDD,P_CMATCH,1.9282237766915074
T_OWN,U56,ALIGNED,F_1140,MAXDD,P_CMNORM,1.2854825177943385
T_OWN,U56,ALIGNED,F_1140,MAXDD,P_ELAST,1.255533933131887
T_OWN,U56,ALIGNED,F_1140,ULCER,P_RAW,10.031608700578493
T_OWN,U56,ALIGNED,F_1140,ULCER,P_FREEZE,10.031608700578493
T_OWN,U56,ALIGNED,F_1140,ULCER,P_CMATCH,15.04741305086774
