N,tau,blocks,n_distinct_picks,modal_share,mean_OOS_Sharpe,sd_OOS_Sharpe,min_OOS_Sharpe,max_OOS_Sharpe,mean_OOS_CAGR,mean_OOS_MaxDD,beats_SPY,beats_v2
10,0.8,48,3,0.9166666666666666,1.1934275506142962,0.018571661612770154,1.1262563600145372,1.198851730596946,0.16446351959750696,-0.2068267670860909,1.0,0.0
10,0.9,48,4,0.7291666666666666,1.182737707763244,0.029598476437463345,1.1262563600145372,1.198851730596946,0.15974218866143855,-0.20860593710422737,1.0,0.0
10,0.95,48,7,0.3958333333333333,1.189755329437846,0.0498075579295377,1.1262563600145372,1.286283102855161,0.14708329054765024,-0.19592415862253995,1.0,0.14583333333333334
10,1.0,48,7,0.3958333333333333,1.189755329437846,0.0498075579295377,1.1262563600145372,1.286283102855161,0.14708329054765024,-0.19592415862253995,1.0,0.14583333333333334
20,0.8,24,2,0.9583333333333334,1.1958269234893455,0.014818467967929475,1.1262563600145372,1.198851730596946,0.1651562436222358,-0.20571369091211425,1.0,0.0
20,0.9,24,4,0.7083333333333334,1.1821760536387533,0.02986130967806653,1.1262563600145372,1.198851730596946,0.15954286657351874,-0.20840329663881874,1.0,0.0
20,0.95,24,5,0.4166666666666667,1.181432412520337,0.0450446031821237,1.1262563600145372,1.286283102855161,0.15024262424978876,-0.20206283117017068,1.0,0.08333333333333333
20,1.0,24,5,0.5,1.2306563544694327,0.06058192648284257,1.1262563600145372,1.286283102855161,0.12585449661518322,-0.1636336317755495,1.0,0.5
40,0.8,12,1,1.0,1.198851730596946,0.0,1.198851730596946,1.198851730596946,0.1663931243916399,-0.20486389899023194,1.0,0.0
40,0.9,12,2,0.6666666666666666,1.174653273736143,0.03574348961274351,1.1262563600145372,1.198851730596946,0.15649807823640707,-0.2116622343652905,1.0,0.0
40,0.95,12,5,0.3333333333333333,1.1965077820176937,0.04936559376898269,1.1262563600145372,1.286283102855161,0.147258220153658,-0.19157440599292072,1.0,0.16666666666666666
40,1.0,12,2,0.9166666666666666,1.278140488824557,0.02820684241485832,1.188571734487914,1.286283102855161,0.1010311175969565,-0.12696706739283334,1.0,0.9166666666666666
80,0.8,6,1,1.0,1.198851730596946,0.0,1.198851730596946,1.198851730596946,0.1663931243916399,-0.20486389899023194,1.0,0.0
80,0.9,6,2,0.8333333333333334,1.1971383979121073,0.004196790837487425,1.188571734487914,1.198851730596946,0.16532428521059594,-0.20364677487020166,1.0,0.0
80,0.95,6,3,0.6666666666666666,1.2433267509871826,0.06940400699894134,1.1262563600145372,1.286283102855161,0.11322942598449852,-0.1508362919850884,1.0,0.6666666666666666
80,1.0,6,1,1.0,1.286283102855161,0.0,1.286283102855161,1.286283102855161,0.09567212016891835,-0.12054942313126815,1.0,1.0
