window,arm,char,outcome,strata,resid,b,t,n,dof,r2,ctrl_t,sig
full,top20,disp,MaxDD,3,residx,-0.005914803078472252,-2.408934980420542,168,166,0.033776877176413644,,True
full,top20,disp,MaxDD,3,ratio,-0.004649067150423709,-1.884524123824055,168,166,0.020946040671549482,,False
full,top20,disp,MaxDD,5,none,-0.004016260536398028,-1.6926005645549043,168,166,0.016965614095101444,,False
full,top20,disp,MaxDD,5,partial,-0.003711837081823306,-1.5439930981947185,168,165,0.02095148918793932,-0.8195995456436512,False
full,top20,disp,MaxDD,5,residx,-0.003711837081823307,-1.5433096367574426,168,166,0.014145261360470007,,False
full,top20,disp,MaxDD,5,ratio,-0.00252284031016171,-1.0577067028880203,168,166,0.006694302782018879,,False
full,top20,disp,MaxDD,7,none,-0.0008639961238504005,-0.3745627601105138,168,166,0.0008444505250941869,,False
full,top20,disp,MaxDD,7,partial,0.0008108545962322594,0.3379472479837682,168,165,0.030219657884085205,-2.235608511075195,False
full,top20,disp,MaxDD,7,residx,0.0008108545962322613,0.3339208093747007,168,166,0.0006712545780869217,,False
full,top20,disp,MaxDD,7,ratio,0.0025677132365773707,1.116867126345296,168,166,0.007458365488795415,,False
full,top20,disp,MaxDD,21,none,0.0007549198500733054,0.36853415917534316,168,166,0.0008175084011563527,,False
full,top20,disp,MaxDD,21,partial,0.002580200198087944,1.1691388979885,168,165,0.026728384361356383,-2.0958779605953235,False
full,top20,disp,MaxDD,21,residx,0.0025802001980879414,1.1615906499506263,168,166,0.008062734028750795,,False
full,top20,disp,MaxDD,21,ratio,0.003337000046579293,1.6415425716454837,168,166,0.015973605698872073,,False
full,top20,disp,DDnorm,3,none,-0.06084982052828098,-2.4331516020668955,168,166,0.03443589408667769,,True
full,top20,disp,DDnorm,3,partial,-0.06439253967678549,-2.6043972641297195,168,165,0.06545124820863368,2.3400727715038863,True
full,top20,disp,DDnorm,3,residx,-0.06439253967678545,-2.5752955373929733,168,166,0.03841779886387864,,True
full,top20,disp,DDnorm,3,ratio,-0.08987886778681783,-3.6721249444477424,168,166,0.07512905842485107,,True
full,top20,disp,DDnorm,5,none,-0.03252526547351562,-1.3406253281116047,168,166,0.010710997879836537,,False
full,top20,disp,DDnorm,5,partial,-0.04173762674679099,-1.7254757320709988,168,165,0.04584857338620929,2.4650130116175646,False
full,top20,disp,DDnorm,5,residx,-0.041737626746791025,-1.705299660295409,168,166,0.017216745940971445,,False
full,top20,disp,DDnorm,5,ratio,-0.06737749178428469,-2.8280079198272463,168,166,0.045964010256980936,,True
full,top20,disp,DDnorm,7,none,0.012349313272193956,0.5408544259289065,168,166,0.0017590899691243278,,False
full,top20,disp,DDnorm,7,partial,0.005366091371102638,0.22317449620464175,168,165,0.006966145774618626,0.9301565762392177,False
full,top20,disp,DDnorm,7,residx,0.005366091371102647,0.22310215405542025,168,166,0.00029975693296013795,,False
full,top20,disp,DDnorm,7,ratio,-0.008656081583302184,-0.37893468246942213,168,166,0.0008642614035687668,,False
full,top20,disp,DDnorm,21,none,0.03165060361136354,1.556105751645129,168,166,0.014377413880808931,,False
full,top20,disp,DDnorm,21,partial,0.02231687115785434,1.0086012324412337,168,165,0.021156324095797707,1.0689693260912794,False
full,top20,disp,DDnorm,21,residx,0.022316871157854346,1.0039282218387489,168,166,0.006034876459961591,,False
full,top20,disp,DDnorm,21,ratio,0.005808273740483079,0.28357286799907594,168,166,0.00048418455696241924,,False
full,top20,disp,CAGRnorm,3,none,-0.04893704936243884,-4.010208807713537,168,166,0.08832171539187239,,True
full,top20,disp,CAGRnorm,3,partial,-0.051464512982834984,-4.348667171042887,168,165,0.15092142174097334,3.4878209185865208,True
full,top20,disp,CAGRnorm,3,residx,-0.05146451298283497,-4.230326440904095,168,166,0.09731421405908336,,True
full,top20,disp,CAGRnorm,3,ratio,-0.06444927901900716,-5.479928258705192,168,166,0.15318916948621641,,True
full,top20,disp,CAGRnorm,5,none,-0.0021562568488075703,-0.20171012005986574,168,166,0.0002450421837947303,,False
full,top20,disp,CAGRnorm,5,partial,-0.005826848746815344,-0.5448824467734775,168,165,0.02928217361844676,2.2216330356030594,False
full,top20,disp,CAGRnorm,5,residx,-0.0058268487468153465,-0.5389407364705567,168,166,0.0017466854229784001,,False
full,top20,disp,CAGRnorm,5,ratio,-0.01717532769782969,-1.6191293457906661,168,166,0.015547119419192179,,False
full,top20,disp,CAGRnorm,7,none,0.026047454919458788,2.808086071706391,168,166,0.045347969248967446,,True
full,top20,disp,CAGRnorm,7,partial,0.02661139741085082,2.7175079904173063,168,165,0.045544746550676085,-0.1844385444818935,True
full,top20,disp,CAGRnorm,7,residx,0.02661139741085083,2.7217033923715106,168,166,0.04271823376414119,,True
full,top20,disp,CAGRnorm,7,ratio,0.020266190927691805,2.16463284044519,168,166,0.02745184341240392,,True
full,top20,disp,CAGRnorm,21,none,0.03237706932509553,3.8186416038719164,168,166,0.0807501400202586,,True
full,top20,disp,CAGRnorm,21,partial,0.03334049869579977,3.60301002661783,168,165,0.08113779055058512,-0.26383777032081857,True
full,top20,disp,CAGRnorm,21,residx,0.03334049869579977,3.5966432752908237,168,166,0.07229318980301103,,True
full,top20,disp,CAGRnorm,21,ratio,0.02462967609303697,2.852585296185141,168,166,0.046728906107652235,,True
full,top20,corr,Sharpe,3,none,0.028035111727954806,2.343731416545431,168,166,0.032030896235016204,,True
full,top20,corr,Sharpe,3,partial,0.01466233897242407,1.1187148764179768,168,165,0.06329131875396932,2.3465894907667155,False
full,top20,corr,Sharpe,3,residx,0.01466233897242406,1.089888522980181,168,166,0.007104923849685085,,False
full,top20,corr,Sharpe,3,ratio,0.017751479423550084,1.4695268410084066,168,166,0.01284202806926571,,False
full,top20,corr,Sharpe,5,none,-0.0034269643495357127,-0.3374414133066723,168,166,0.0006854738238978308,,False
full,top20,corr,Sharpe,5,partial,-0.016304136198984805,-1.4742423140708478,168,165,0.04268657594544534,2.6905758573638203,False
full,top20,corr,Sharpe,5,residx,-0.016304136198984808,-1.4560074958073033,168,166,0.01260979276486529,,False
full,top20,corr,Sharpe,5,ratio,-0.014347015723970466,-1.4207776541917472,168,166,0.012014199813645488,,False
full,top20,corr,Sharpe,7,none,-0.026023938061653804,-2.970552842641298,168,166,0.05047461958288024,,True
full,top20,corr,Sharpe,7,partial,-0.03354740031303597,-3.576169747571916,168,165,0.07525614108690737,2.1027867302098233,True
full,top20,corr,Sharpe,7,residx,-0.03354740031303598,-3.5800668452567868,168,166,0.07167600013863407,,True
full,top20,corr,Sharpe,7,ratio,-0.03177440070464307,-3.6752064993622713,168,166,0.07524571223903342,,True
full,top20,corr,Sharpe,21,none,-0.02717242481789188,-3.35189270173568,168,166,0.06339138983031978,,True
full,top20,corr,Sharpe,21,partial,-0.03293467953996192,-3.9516368846623355,168,165,0.09571586862126247,2.4285960407763687,True
full,top20,corr,Sharpe,21,residx,-0.0329346795399619,-3.941566222617397,168,166,0.08558054080294408,,True
full,top20,corr,Sharpe,21,ratio,-0.032749390671586276,-4.103183681759271,168,166,0.09208309968809958,,True
full,top20,corr,CAGR,3,none,0.004191734033243403,3.1443079652084727,168,166,0.0562104702706937,,True
full,top20,corr,CAGR,3,partial,0.0014643029461483222,1.0442390183457406,168,165,0.15828673275849559,4.4732406803487414,False
full,top20,corr,CAGR,3,residx,0.0014643029461483227,0.963619004379466,168,166,0.005562628568659522,,False
full,top20,corr,CAGR,3,ratio,0.001895630829500403,1.3894196204759168,168,166,0.011495749923732812,,False
full,top20,corr,CAGR,5,none,0.00040671194495860044,0.3530908791640665,168,166,0.0007504795438911804,,False
full,top20,corr,CAGR,5,partial,-0.0022921090579808125,-1.932557307547402,168,165,0.14415444732372795,5.258051759053597,False
full,top20,corr,CAGR,5,residx,-0.002292109057980813,-1.8108814701598595,168,166,0.019372078333125153,,False
full,top20,corr,CAGR,5,ratio,-0.002279097819817487,-2.0016038419476243,168,166,0.02356627466564909,,True
full,top20,corr,CAGR,7,none,-0.002070849394886462,-2.048118280193695,168,166,0.0246469855328052,,True
full,top20,corr,CAGR,7,partial,-0.004054634230666059,-3.976587356881774,168,165,0.15751528143906202,5.101191631371014,True
full,top20,corr,CAGR,7,residx,-0.00405463423066606,-3.8184305016789066,168,166,0.08074193305547173,,True
full,top20,corr,CAGR,7,ratio,-0.004210681897361096,-4.339876537095775,168,166,0.10189940442746959,,True
full,top20,corr,CAGR,21,none,-0.002713672510073306,-2.9112443228676934,168,166,0.04857616748046967,,True
full,top20,corr,CAGR,21,partial,-0.004119036421441699,-4.595078386587031,168,165,0.1963029077496774,5.507130032018634,True
full,top20,corr,CAGR,21,residx,-0.004119036421441697,-4.362325734286496,168,166,0.10284763311885581,,True
full,top20,corr,CAGR,21,ratio,-0.004832068357564971,-5.497446568171481,168,166,0.15401907676450832,,True
full,top20,corr,MaxDD,3,none,-0.0017085997397490536,-0.6862695629475045,168,166,0.002829117440660611,,False
full,top20,corr,MaxDD,3,partial,-0.0006858427170100784,-0.24786202826492026,168,165,0.007177248751424448,-0.8500753779817263,False
full,top20,corr,MaxDD,3,residx,-0.0006858427170100774,-0.2477640080837776,168,166,0.0003696645247240893,,False
full,top20,corr,MaxDD,3,ratio,-0.00029988629191524363,-0.12028590394714345,168,166,8.71532391232277e-05,,False
full,top20,corr,MaxDD,5,none,-0.0013474594808503247,-0.5635698456312019,168,166,0.0019096653027340649,,False
full,top20,corr,MaxDD,5,partial,-0.0003034108644351429,-0.11434220281900748,168,165,0.006884919493824637,-0.9091798895463596,False
full,top20,corr,MaxDD,5,residx,-0.0003034108644351415,-0.11429717682741157,168,166,7.869166635565694e-05,,False
full,top20,corr,MaxDD,5,ratio,0.0003130559237736104,0.1308161214826471,168,166,0.00010307887750382605,,False
full,top20,corr,MaxDD,7,none,-0.004366442868422988,-1.912897820788307,168,166,0.021567816809810236,,False
full,top20,corr,MaxDD,7,partial,-0.0028286390049150683,-1.151356919747412,168,165,0.03728294654403763,-1.6411626512763187,False
full,top20,corr,MaxDD,7,residx,-0.0028286390049150683,-1.137515815115197,168,166,0.007734543238039127,,False
full,top20,corr,MaxDD,7,ratio,-0.0019540551620861224,-0.8486061084530528,168,166,0.004319408323705365,,False
full,top20,corr,MaxDD,21,none,-0.0024619880264718148,-1.2066506963920847,168,166,0.00869485627136024,,False
full,top20,corr,MaxDD,21,partial,-0.0015616277283826644,-0.7364039156979376,168,165,0.02188034861682131,-1.4914000571253583,False
full,top20,corr,MaxDD,21,residx,-0.001561627728382666,-0.7316836331858907,168,166,0.0032146982842161664,,False
full,top20,corr,MaxDD,21,ratio,-0.00032062850983551516,-0.15647086096699417,168,166,0.0001474669872187917,,False
full,top20,corr,DDnorm,3,none,0.020335863255410223,0.8005709227035266,168,166,0.0038460770986818993,,False
full,top20,corr,DDnorm,3,partial,-0.003830972798607179,-0.1370147663322358,168,165,0.02714413702993501,1.9878224947257124,False
full,top20,corr,DDnorm,3,residx,-0.003830972798607169,-0.1355588055340923,168,166,0.00011068768518018857,,False
full,top20,corr,DDnorm,3,ratio,0.006057183740732233,0.2380374447205803,168,166,0.00034121982500634473,,False
full,top20,corr,DDnorm,5,none,0.02352186923561248,0.967029759533064,168,166,0.00560185542179914,,False
full,top20,corr,DDnorm,5,partial,0.0006259027484180751,0.02340033432288171,168,165,0.028635051056085215,1.9780071456430959,False
full,top20,corr,DDnorm,5,residx,0.0006259027484180746,0.023132685224590225,168,166,3.223610847591374e-06,,False
full,top20,corr,DDnorm,5,ratio,0.0036741230450527454,0.15063695852329773,168,166,0.00013667705943720687,,False
full,top20,corr,DDnorm,7,none,-0.01291193682884235,-0.5655417049901328,168,166,0.0019230262910570062,,False
full,top20,corr,DDnorm,7,partial,-0.025839857681934177,-1.0490440642360872,168,165,0.013247688564285598,1.3761016815158575,False
full,top20,corr,DDnorm,7,residx,-0.025839857681934187,-1.0486817578603502,168,166,0.006581299722626777,,False
full,top20,corr,DDnorm,7,ratio,-0.024191735856975552,-1.0621677684021709,168,166,0.006750508685827494,,False
full,top20,corr,DDnorm,21,none,-0.002104870262386192,-0.10274284210998264,168,166,6.358686973517713e-05,,False
full,top20,corr,DDnorm,21,partial,-0.012346018695267977,-0.5809342397007438,168,165,0.017131768139444947,1.692730994434753,False
full,top20,corr,DDnorm,21,residx,-0.012346018695267968,-0.5782606898934426,168,166,0.0020103205036090532,,False
full,top20,corr,DDnorm,21,ratio,-0.01782476356149658,-0.872024460498477,168,166,0.004559994687824753,,False
full,top20,corr,CAGRnorm,3,none,0.028854405174821803,2.2931595018654987,168,166,0.03070550091921076,,True
full,top20,corr,CAGRnorm,3,partial,0.01513925215071892,1.0971837643817255,168,165,0.06046191929380662,2.285994107362346,False
full,top20,corr,CAGRnorm,3,residx,0.015139252150718922,1.070390497053082,168,166,0.006854711611916864,,False
full,top20,corr,CAGRnorm,3,ratio,0.01820369993341247,1.4331109459305065,168,166,0.012221127388976072,,False
full,top20,corr,CAGRnorm,5,none,-0.005051104546201313,-0.4727728437404886,168,166,0.0013446603081733732,,False
full,top20,corr,CAGRnorm,5,partial,-0.018386229661001625,-1.579230972088111,168,165,0.04201539909760932,2.6466940363986478,False
full,top20,corr,CAGRnorm,5,residx,-0.018386229661001625,-1.5617238692396678,168,166,0.014479910902140958,,False
full,top20,corr,CAGRnorm,5,ratio,-0.016300144716650457,-1.5354216314640554,168,166,0.014003054880826538,,False
full,top20,corr,CAGRnorm,7,none,-0.028785280438946258,-3.1196797496722244,168,166,0.05538194234029592,,True
full,top20,corr,CAGRnorm,7,partial,-0.03658783039336641,-3.701641081016454,168,165,0.07928568047262352,2.069723994480798,True
full,top20,corr,CAGRnorm,7,residx,-0.03658783039336638,-3.7071552694873144,168,166,0.07645916768608874,,True
full,top20,corr,CAGRnorm,7,ratio,-0.0346207704558574,-3.8022183984428315,168,166,0.08011257853520137,,True
full,top20,corr,CAGRnorm,21,none,-0.03015082830458849,-3.5355116552165504,168,166,0.07002719149556436,,True
full,top20,corr,CAGRnorm,21,partial,-0.03612936388955653,-4.118732257728474,168,165,0.10124705463016126,2.394072544794034,True
full,top20,corr,CAGRnorm,21,residx,-0.03612936388955652,-4.111015742680811,168,166,0.09240245388258694,,True
full,top20,corr,CAGRnorm,21,ratio,-0.03570028369300676,-4.251079843925966,168,166,0.0981774048848667,,True
full,top20,evol,Sharpe,3,none,-0.08424720596671036,-8.21928062725066,168,166,0.2892514343054442,,True
full,top20,evol,Sharpe,3,partial,-0.08708363060690477,-8.93394332100287,168,165,0.36389099324724383,4.400081613089359,True
full,top20,evol,Sharpe,3,residx,-0.08708363060690477,-8.589646946591959,168,166,0.3077045983429598,,True
full,top20,evol,Sharpe,3,ratio,-0.09331286279627168,-9.55538544822455,168,166,0.3548522271007556,,True
full,top20,evol,Sharpe,5,none,-0.03635704375448028,-3.7253187539650026,168,166,0.07715229117866262,,True
full,top20,evol,Sharpe,5,partial,-0.042744030178976475,-4.409014098186263,168,165,0.1323040187682648,3.2384540522363663,True
full,top20,evol,Sharpe,5,residx,-0.04274403017897648,-4.347645641932289,168,166,0.10222723558768476,,True
full,top20,evol,Sharpe,5,ratio,-0.047664815729018664,-5.037672611929557,168,166,0.13260733245814238,,True
full,top20,evol,Sharpe,7,none,-0.00861066346333106,-0.960411660386109,168,166,0.005525864770600575,,False
full,top20,evol,Sharpe,7,partial,-0.013954642857062684,-1.4165267428928114,168,165,0.015551912788403066,1.296314719717107,False
full,top20,evol,Sharpe,7,residx,-0.013954642857062693,-1.4182362555036945,168,166,0.011971771840129652,,False
full,top20,evol,Sharpe,7,ratio,-0.014090783578489292,-1.5790286643439713,168,166,0.014797805351021709,,False
full,top20,evol,Sharpe,21,none,0.005757600281435858,0.688337149309795,168,166,0.0028461416046382526,,False
full,top20,evol,Sharpe,21,partial,-0.0011665947188886205,-0.11177844487788596,168,165,0.010210278419681473,1.1079787383642619,False
full,top20,evol,Sharpe,21,residx,-0.0011665947188886187,-0.11154699644776458,168,166,7.495060136297749e-05,,False
full,top20,evol,Sharpe,21,ratio,-0.007136062271470893,-0.8537896554565239,168,166,0.0043721066205972825,,False
full,top20,evol,CAGR,3,none,-0.008381572601703849,-6.936986021810936,168,166,0.22474022108114677,,True
full,top20,evol,CAGR,3,partial,-0.008877334841314838,-8.334273955970374,168,165,0.40373432635946993,7.03787310990675,True
full,top20,evol,CAGR,3,residx,-0.008877334841314841,-7.458677042812269,168,166,0.25101022216963353,,True
full,top20,evol,CAGR,3,ratio,-0.010983022271505547,-10.21341200603155,168,166,0.38589887260177735,,True
full,top20,evol,CAGR,5,none,-0.0027764679057416487,-2.4527867260073326,168,166,0.034974403730630876,,True
full,top20,evol,CAGR,5,partial,-0.004009281040964003,-3.7847062122512685,168,165,0.19469280062791006,5.7205614156794535,True
full,top20,evol,CAGR,5,residx,-0.004009281040964006,-3.532341218252786,168,166,0.06991043163730737,,True
full,top20,evol,CAGR,5,ratio,-0.00603994644955355,-5.737989564242822,168,166,0.165512645387768,,True
full,top20,evol,CAGR,7,none,0.0005342194518805476,0.5222321397234019,168,166,0.001640235375050314,,False
full,top20,evol,CAGR,7,partial,-0.001206493649920737,-1.1147370981307363,168,165,0.08367432917223971,3.84338807089439,False
full,top20,evol,CAGR,7,residx,-0.0012064936499207389,-1.0740219982486896,168,166,0.0069009807886493135,,False
full,top20,evol,CAGR,7,ratio,-0.002647261316004398,-2.6394373907447943,168,166,0.04027730522440909,,True
full,top20,evol,CAGR,21,none,0.0024606464696270624,2.6278964019819435,168,166,0.03993988589128972,,True
full,top20,evol,CAGR,21,partial,0.0003224010158119862,0.28299849901677304,168,165,0.09389508230941312,3.134507889739838,False
full,top20,evol,CAGR,21,residx,0.0003224010158119878,0.27025950175022384,168,166,0.00043980767859186365,,False
full,top20,evol,CAGR,21,ratio,-0.0016565215881190881,-1.7493307234992672,168,166,0.018101000358329622,,False
full,top20,evol,MaxDD,3,none,-0.012481647721879052,-5.433149905221766,168,166,0.1509781662825661,,True
full,top20,evol,MaxDD,3,partial,-0.012360428248932881,-5.362658267980732,168,165,0.15421989855426066,-0.7952465847436805,True
full,top20,evol,MaxDD,3,residx,-0.012360428248932877,-5.357367003147105,168,166,0.14741231432756052,,True
full,top20,evol,MaxDD,3,ratio,-0.00945925417099473,-3.9700177438864164,168,166,0.08671297660861899,,True
full,top20,evol,MaxDD,5,none,-0.010835134988436934,-4.83582102082507,168,166,0.12347939159959509,,True
full,top20,evol,MaxDD,5,partial,-0.010763065108548693,-4.689355184634637,168,165,0.12360593189899327,-0.1543500186392251,True
full,top20,evol,MaxDD,5,residx,-0.0107630651085487,-4.68538531761328,168,166,0.11679970407152385,,True
full,top20,evol,MaxDD,5,ratio,-0.007384229256843107,-3.1779493971572754,168,166,0.057350363084345046,,True
full,top20,evol,MaxDD,7,none,-0.0076250951725093195,-3.418599209042312,168,166,0.06577201683137957,,True
full,top20,evol,MaxDD,7,partial,-0.006651081485944881,-2.7074368343583686,168,165,0.0708273985112784,-0.947481523296087,True
full,top20,evol,MaxDD,7,residx,-0.006651081485944886,-2.6734525564313847,168,166,0.04127899520527989,,True
full,top20,evol,MaxDD,7,ratio,-0.0023477242012437498,-1.0205507575087982,168,166,0.006235119416148516,,False
full,top20,evol,MaxDD,21,none,-0.003305723834934449,-1.6259109316747586,168,166,0.01567558194672003,,False
full,top20,evol,MaxDD,21,partial,-0.0017861635147284009,-0.7036088917140937,168,165,0.021601234859616736,-0.9996595723933056,False
full,top20,evol,MaxDD,21,residx,-0.0017861635147284024,-0.6991006896535505,168,166,0.002935584527011037,,False
full,top20,evol,MaxDD,21,ratio,0.0007865779674432835,0.3840023612745344,168,166,0.0008875117043920522,,False
full,top20,evol,DDnorm,3,none,-0.1256556596912961,-5.345253554523559,168,166,0.14684422421169663,,True
full,top20,evol,DDnorm,3,partial,-0.12978880686597288,-5.612622714337063,168,165,0.18301156327945456,2.7026654889976287,True
full,top20,evol,DDnorm,3,residx,-0.12978880686597286,-5.538715044487251,168,166,0.15597811393469962,,True
full,top20,evol,DDnorm,3,ratio,-0.14438382497055466,-6.318569083037724,168,166,0.1938785869326316,,True
full,top20,evol,DDnorm,5,none,-0.0984806374730389,-4.251505281910187,168,166,0.09819512688979537,,True
full,top20,evol,DDnorm,5,partial,-0.1140175047470727,-4.963085617090377,168,165,0.15480739797389143,3.324447029035492,True
full,top20,evol,DDnorm,5,residx,-0.11401750474707283,-4.895866776788933,168,166,0.12617557052865314,,True
full,top20,evol,DDnorm,5,ratio,-0.12547388061912068,-5.6105756341707895,168,166,0.15940241368299113,,True
full,top20,evol,DDnorm,7,none,-0.04789324317168206,-2.1239881064587087,168,166,0.02645762950803543,,True
full,top20,evol,DDnorm,7,partial,-0.07025624179011628,-2.8615063842301613,168,165,0.053630512577114486,2.1766042225046305,True
full,top20,evol,DDnorm,7,residx,-0.0702562417901163,-2.8601086471588757,168,166,0.04696412373545544,,True
full,top20,evol,DDnorm,7,ratio,-0.06955613719904992,-3.132274944915891,168,166,0.05580503020042671,,True
full,top20,evol,DDnorm,21,none,0.004533205372874696,0.22130023920359548,168,166,0.00029493585387518895,,False
full,top20,evol,DDnorm,21,partial,-0.02323355364501359,-0.9147531750777664,168,165,0.020090913272701738,1.8257342151302869,False
full,top20,evol,DDnorm,21,residx,-0.023233553645013585,-0.9105225078793854,168,166,0.004969465636865733,,False
full,top20,evol,DDnorm,21,ratio,-0.03651634597709996,-1.7996818747780048,168,166,0.019137773375194622,,False
full,top20,evol,CAGRnorm,3,none,-0.08783576358571239,-8.125067870947438,168,166,0.28453434587622095,,True
full,top20,evol,CAGRnorm,3,partial,-0.09075402921861456,-8.802794860826166,168,165,0.35603394942369615,4.280182655869555,True
full,top20,evol,CAGRnorm,3,residx,-0.09075402921861453,-8.483385988867912,168,166,0.3024267417418065,,True
full,top20,evol,CAGRnorm,3,ratio,-0.09668913250566223,-9.346208600865507,168,166,0.3447841259594103,,True
full,top20,evol,CAGRnorm,5,none,-0.037309120744179865,-3.62521602012525,168,166,0.07336178655113812,,True
full,top20,evol,CAGRnorm,5,partial,-0.04377056506405289,-4.270666635622948,168,165,0.12432942552195436,3.098980559960897,True
full,top20,evol,CAGRnorm,5,residx,-0.04377056506405292,-4.217787545511926,168,166,0.096793937326486,,True
full,top20,evol,CAGRnorm,5,ratio,-0.04837383685742329,-4.832433589848156,168,166,0.1233277878935598,,True
full,top20,evol,CAGRnorm,7,none,-0.008526427470561676,-0.9003108800648273,168,166,0.004859162887016155,,False
full,top20,evol,CAGRnorm,7,partial,-0.013635460556274386,-1.3091241632666337,168,165,0.013077385346526138,1.1721666700856224,False
full,top20,evol,CAGRnorm,7,residx,-0.0136354605562744,-1.3112089272289604,168,166,0.010250872559991464,,False
full,top20,evol,CAGRnorm,7,ratio,-0.013400706322214602,-1.42009534510273,168,166,0.012002801744076974,,False
full,top20,evol,CAGRnorm,21,none,0.006363013639459381,0.7206581660752702,168,166,0.003118845935735415,,False
full,top20,evol,CAGRnorm,21,partial,-8.298601697477939e-05,-0.007526464409393192,168,165,0.008844941030127562,0.976338576400026,False
full,top20,evol,CAGRnorm,21,residx,-8.298601697476772e-05,-0.00751577827045001,168,166,3.4028255280205144e-07,,False
full,top20,evol,CAGRnorm,21,ratio,-0.006121176881377116,-0.6931875175319486,168,166,0.002886277423931216,,False
IS,EWall,breadth,Sharpe,3,none,0.07378141882722579,5.151817365318303,168,166,0.13784696007989616,,True
IS,EWall,breadth,Sharpe,3,partial,0.010502406850019914,0.6913001041943941,168,165,0.3487534056157311,-7.30994594911309,False
IS,EWall,breadth,Sharpe,3,residx,0.010502406850019949,0.560094623002926,168,166,0.0018862305115241451,,False
IS,EWall,breadth,Sharpe,3,ratio,0.08526121561282315,6.119745004198875,168,166,0.18407984022456314,,True
IS,EWall,breadth,Sharpe,5,none,0.041112013826490525,2.957445477242622,168,166,0.05005241629544177,,True
IS,EWall,breadth,Sharpe,5,partial,-0.007030581035288849,-0.5013366672521102,168,165,0.2686676314960089,-7.023033931374975,False
IS,EWall,breadth,Sharpe,5,residx,-0.007030581035288843,-0.43026991303326706,168,166,0.001114011798847625,,False
IS,EWall,breadth,Sharpe,5,ratio,0.05429638115669835,3.98478962343443,168,166,0.08730302989378969,,True
IS,EWall,breadth,Sharpe,7,none,0.015233848619509138,1.160907728750011,168,166,0.00805333267367181,,False
IS,EWall,breadth,Sharpe,7,partial,-0.01734056328274215,-1.3490263863592011,168,165,0.20374816882870217,-6.368049535931926,False
IS,EWall,breadth,Sharpe,7,residx,-0.01734056328274216,-1.2127553806807478,168,166,0.008782282210035297,,False
IS,EWall,breadth,Sharpe,7,ratio,0.031384906671164524,2.4238482836373323,168,166,0.0341820457754024,,True
IS,EWall,breadth,Sharpe,21,none,0.0055910691650842585,0.4592310842221635,168,166,0.0012688289237241523,,False
IS,EWall,breadth,Sharpe,21,partial,-0.02142574228957017,-1.777115992591183,168,165,0.1710979704539095,-5.814287167464809,False
IS,EWall,breadth,Sharpe,21,residx,-0.021425742289570168,-1.6358828385124358,168,166,0.01586539207666282,,False
IS,EWall,breadth,Sharpe,21,ratio,0.021995719758537948,1.8234992197117013,168,166,0.01963765817415508,,False
IS,EWall,breadth,CAGR,3,none,0.008009752545043063,4.0850676886200805,168,166,0.09134589188952402,,True
IS,EWall,breadth,CAGR,3,partial,0.0008495348981546525,0.3889639744785819,168,165,0.24318042376437066,-5.753486135846612,False
IS,EWall,breadth,CAGR,3,residx,0.0008495348981546544,0.33952235218510524,168,166,0.0006939483881694963,,False
IS,EWall,breadth,CAGR,3,ratio,0.008403840944784082,4.307944800938026,168,166,0.10055564836700603,,True
IS,EWall,breadth,CAGR,5,none,0.004688394593746246,2.439838226376392,168,166,0.034618861716328,,True
IS,EWall,breadth,CAGR,5,partial,-0.0007100758828330221,-0.34889779459212594,168,165,0.18081630604192334,-5.426517563795694,False
IS,EWall,breadth,CAGR,5,residx,-0.0007100758828330214,-0.31683432067103917,168,166,0.0006043573431055993,,False
IS,EWall,breadth,CAGR,5,ratio,0.0049899394194252026,2.6029660434943858,168,166,0.03921525263393277,,True
IS,EWall,breadth,CAGR,7,none,0.001094028229003565,0.6050386325454312,168,166,0.0022003990538973506,,False
IS,EWall,breadth,CAGR,7,partial,-0.0023673899998307647,-1.2745986249960166,168,165,0.11926413402287506,-4.683066438008137,False
IS,EWall,breadth,CAGR,7,residx,-0.0023673899998307673,-1.2050349018308075,168,166,0.008671787547544718,,False
IS,EWall,breadth,CAGR,7,ratio,0.0017280087913894616,0.9572326679453531,168,166,0.005489544229232202,,False
IS,EWall,breadth,CAGR,21,none,-0.00034101020469702424,-0.2040182296049426,168,166,0.0002506807458834137,,False
IS,EWall,breadth,CAGR,21,partial,-0.003047587435129939,-1.7588874893983992,168,165,0.0907734362106164,-4.053076462781876,False
IS,EWall,breadth,CAGR,21,residx,-0.0030475874351299378,-1.696758192921372,168,166,0.01704764099497802,,False
IS,EWall,breadth,CAGR,21,ratio,0.0003019173827324289,0.1806250371266509,168,166,0.00019649995871362513,,False
IS,EWall,breadth,MaxDD,3,none,0.021932553621199037,6.7733296331448365,168,166,0.21653024641206142,,True
IS,EWall,breadth,MaxDD,3,partial,0.0020285033719178933,0.7073121639067701,168,165,0.5874588927219957,-12.180175457967913,False
IS,EWall,breadth,MaxDD,3,residx,0.0020285033719179,0.45596195026290937,168,166,0.0012508508829084386,,False
IS,EWall,breadth,MaxDD,3,ratio,0.026332160018125023,8.678653615756144,168,166,0.31211392248994296,,True
IS,EWall,breadth,MaxDD,5,none,0.013532225858139088,4.399450597014215,168,166,0.10442204563091129,,True
IS,EWall,breadth,MaxDD,5,partial,-0.000665295584359283,-0.24466615604176198,168,165,0.47053292655284573,-10.681415561319161,False
