conv,etf_share,lam,CAGR,Sharpe,MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,dSharpe_vs_unmatched
GATED,0.0,1.0,0.13125003797662438,1.0744958484084013,-0.2200626495242931,0.12595891113152535,1.059678708747744,-0.22006264952429355,0.0
GATED,0.125,0.9960190742833748,0.11698426056132782,1.0434936213525035,-0.1845265167710065,0.11804129265457197,1.0575538020860789,-0.18452651677100673,0.0
GATED,0.25,0.9930117994747566,0.11143459762271846,1.0465796053865997,-0.1809016975393587,0.11175857912618348,1.0434205584681184,-0.1809016975393588,0.0
GATED,0.375,0.9937602430972808,0.10094398152097184,0.9864246654676199,-0.20643751577127922,0.10145549512621099,0.9808635356728381,-0.2064375157712789,-1.1102230246251565e-16
GATED,0.5,0.9943051335457364,0.09126937776643129,0.9366385249884082,-0.18076241328823361,0.0945761379815464,0.9626136242810419,-0.1807624132882335,0.0
GATED,0.625,0.9928976401016136,0.08224449987935278,0.8812594554472458,-0.18157177895950216,0.0850260110666139,0.8953154607247551,-0.18157177895950238,-1.1102230246251565e-16
GATED,0.75,0.9927432288808288,0.07578075584889699,0.8571442419110357,-0.16249054173510757,0.07557555809059147,0.8528612651120543,-0.1624905417351078,-1.1102230246251565e-16
GATED,0.875,0.9925829733891691,0.06293652418559215,0.7367827873273052,-0.19377278378922447,0.06692038595643246,0.7682029595925212,-0.19377278378922547,2.220446049250313e-16
GATED,1.0,0.9926106803443354,0.050715617541846836,0.6286991144056556,-0.21642256657929093,0.05540858900726442,0.6655585909084498,-0.21642256657929326,0.0
UNGATED,0.0,1.0,0.16511184248411714,1.1658205327349764,-0.2711183173737156,0.16086171815632921,1.1434964079222472,-0.2711183173737156,0.0
UNGATED,0.125,1.0000154069983875,0.15665634688673102,1.179236029500055,-0.2521736752862386,0.15392449517363627,1.1441520336554585,-0.25217367528623846,0.0
UNGATED,0.25,1.0000263682759125,0.14979218779054704,1.1463955757229138,-0.25901293603341413,0.14895792702586452,1.1315845612551574,-0.25901293603341413,0.0
UNGATED,0.375,1.0000746987282354,0.13322903214405346,1.0657286003085567,-0.2562538109300534,0.1344057035003421,1.070986717911259,-0.2562538109300536,4.440892098500626e-16
UNGATED,0.5,1.0000838529442815,0.126469399125809,1.0526936281597798,-0.249630498530637,0.12893833037675573,1.0691692142871316,-0.24963049853063712,2.220446049250313e-16
UNGATED,0.625,1.000100906917868,0.11345221426920826,0.9978912050129839,-0.23821234061462937,0.11692267547550439,1.014129207719646,-0.2382123406146296,0.0
UNGATED,0.75,1.0001478988163475,0.10209181042710291,0.9454873518397858,-0.23474450674963987,0.10119384015779254,0.9475778945105986,-0.23474450674963976,1.1102230246251565e-16
UNGATED,0.875,1.0001666312800803,0.09019260804064588,0.8767771468625336,-0.2270181256809808,0.09450331063516315,0.9103578025495054,-0.227018125680981,2.220446049250313e-16
UNGATED,1.0,1.0001881128640873,0.08024347371079776,0.8233005794587804,-0.2228461336963573,0.08620585683727322,0.8728613715852492,-0.2228461336963573,0.0
