corpus,cost_bps,dial,arm,share,in_window_x,in_window_fix,n,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,OOS_margin,d_vs_fit,d_vs_mode
A,5,GROSS,SEL-SHARPE,0.9433962264150944,False,False,53,0.9995319820932119,0.1341500917841541,-0.21827729398876036,-0.228968133020387,0.0,0.0001256229290204709
A,5,GROSS,SEL-4B,0.9433962264150944,False,False,53,0.9997081525235976,0.111229519622201,-0.18376421255787992,-0.04946215132323213,0.00017617043038576228,0.0003017933594062332
A,5,GROSS,MODE-LOO,0.9433962264150944,False,False,53,0.9994063591641913,0.13837638000456115,-0.22403836886807005,-0.22226609086925492,-0.0001256229290204709,0.0
A,5,GROSS,WINDOW-X,0.9433962264150944,False,False,53,0.9994063591641913,0.13837638000456115,-0.22403836886807005,-0.22226609086925492,-0.0001256229290204709,0.0
A,5,GROSS,WINDOW-FIX,0.9433962264150944,False,False,53,0.9994063591641913,0.13837638000456115,-0.22403836886807005,-0.22226609086925492,-0.0001256229290204709,0.0
A,5,GROSS,CONST-INC,0.9433962264150944,False,False,53,1.0001338921890242,0.10411269846109,-0.17087038452875886,-0.13499122115599438,0.000601910095812224,0.000727533024832695
A,5,GROSS,RANDOM,0.9433962264150944,False,False,53,1.0003903977164927,0.08429713210949229,-0.1376816970875775,-0.323746991974844,0.0008584156232810308,0.0009840385523015016
A,5,GROSS,ORACLE,0.9433962264150944,False,False,53,1.0018910971462518,0.06189456328844716,-0.09815834579022108,-0.6207236060347749,0.002359115053039978,0.0024847379820604485
A,5,N,SEL-SHARPE,0.20754716981132076,False,False,53,0.9727730060036353,0.11747465546818868,-0.18583301777178662,-0.14306798354448844,0.0,-0.027360886185388712
A,5,N,SEL-4B,0.20754716981132076,False,False,53,1.031760121920416,0.11781653513146122,-0.18437046170778115,0.0040860877478711465,0.05898711591678067,0.03162622973139197
A,5,N,MODE-LOO,0.20754716981132076,False,False,53,1.0001338921890242,0.10411269846109,-0.17087038452875886,-0.13499122115599438,0.027360886185388712,0.0
A,5,N,WINDOW-X,0.20754716981132076,False,False,53,1.0001338921890242,0.10411269846109,-0.17087038452875886,-0.13499122115599438,0.027360886185388712,0.0
A,5,N,WINDOW-FIX,0.20754716981132076,False,False,53,1.0001338921890242,0.10411269846109,-0.17087038452875886,-0.13499122115599438,0.027360886185388712,0.0
A,5,N,CONST-INC,0.20754716981132076,False,False,53,1.0001338921890242,0.10411269846109,-0.17087038452875886,-0.13499122115599438,0.027360886185388712,0.0
A,5,N,RANDOM,0.20754716981132076,False,False,53,0.9458069423962514,0.10872671379225635,-0.1856355934412258,-0.18910622905316193,-0.026966063607383975,-0.054326949792772694
A,5,N,ORACLE,0.20754716981132076,False,False,53,1.0864610269861803,0.1037374470620568,-0.15696010707026772,-0.08847529015168451,0.1136880209825449,0.0863271347971562
