panel,family,level,cad,gross,window,c_bar,c_sd,gap0_pp,pred0_pp,resid0_pp,share,CAGR_rs0,CAGR_dg0,oSharpe_rs,oSharpe_dg,isSharpe_rs,isSharpe_dg
SMALL439,QUANTILE,0.2,W,0.5,FULL,0.2013132134137738,0.001748036948147489,-5.430379462632984,-5.42408460079864,-0.006294861834343912,0.9988408062682066,0.06866138983574666,0.014357595209416818,0.6325185452237172,0.63167430174397,0.5208010952655086,0.5151885637836887
SMALL439,QUANTILE,0.2,W,0.5,IS,0.20151235836034107,0.0016703148105141562,-4.287858350639007,-4.278068346566033,-0.009790004072973701,0.9977168079557678,0.05420747964745898,0.011328896141068912,0.6325185452237172,0.63167430174397,0.5208010952655086,0.5151885637836887
SMALL439,QUANTILE,0.2,W,0.5,OOS,0.20119022175680665,0.0017836189398158164,-6.1454278904048865,-6.141594347733914,-0.0038335426709723563,0.9993761959721377,0.07768692366269292,0.016232644758644055,0.6325185452237172,0.63167430174397,0.5208010952655086,0.5151885637836887
SMALL439,QUANTILE,0.2,W,0.75,FULL,0.20135098368919482,0.0024355805212456167,-7.862460071946109,-7.848623506527486,-0.013836565418623437,0.9982401735217717,0.10006360305678563,0.021439002337324542,0.6330151755034663,0.6318267814638288,0.5222789241732696,0.5155341012834099
SMALL439,QUANTILE,0.2,W,0.75,IS,0.20151792452515446,0.002234238055853041,-6.208415311540216,-6.189445502016078,-0.018969809524138626,0.996944500557352,0.07899566413372705,0.016911511018324887,0.6330151755034663,0.6318267814638288,0.5222789241732696,0.5155341012834099
SMALL439,QUANTILE,0.2,W,0.75,OOS,0.20124788124856519,0.0025469938558557326,-8.903486921637494,-8.893206411968379,-0.010280509669115645,0.998845338937475,0.11328010736509198,0.02424523814871704,0.6330151755034663,0.6318267814638288,0.5222789241732696,0.5155341012834099
SMALL439,QUANTILE,0.2,W,1.0,FULL,0.2013872987812965,0.0031583354635036343,-10.070690765670577,-10.045752877554914,-0.024937888115662332,0.9975237162280196,0.12915949877720778,0.028452591120502024,0.6333671690899655,0.6319738635816164,0.5236201502620007,0.5158755669457045
SMALL439,QUANTILE,0.2,W,1.0,IS,0.20152236776287843,0.0028449890542572784,-7.959747413167739,-7.928372760645552,-0.03137465252218696,0.9960583356614704,0.10203530878649358,0.02243783465481619,0.6333671690899655,0.6319738635816164,0.5236201502620007,0.5158755669457045
SMALL439,QUANTILE,0.2,W,1.0,OOS,0.2013038803559938,0.003335031372530874,-11.40588438293586,-11.385346393062012,-0.020537989873847806,0.9981993513887819,0.14624380186980224,0.032184958040443634,0.6333671690899655,0.6319738635816164,0.5236201502620007,0.5158755669457045
SMALL439,QUANTILE,0.2,M,0.5,FULL,0.20157936174002464,0.0037657039080491272,-5.752564716417274,-5.732442878350041,-0.020121838067233,0.9965021100919026,0.07256010438630045,0.015034457222127706,0.6771838546558487,0.6764372443324603,0.6075009462114643,0.5951129094816568
SMALL439,QUANTILE,0.2,M,0.5,IS,0.2016425709222099,0.0030752438859537753,-4.738348362036793,-4.708586196705755,-0.029762165331037593,0.9937188735278543,0.059589317041544465,0.012205833421176537,0.6771838546558487,0.6764372443324603,0.6075009462114643,0.5951129094816568
SMALL439,QUANTILE,0.2,M,0.5,OOS,0.20154032383227694,0.004135068221426925,-6.386467633711246,-6.372410200270595,-0.01405743344065069,0.9977988718886717,0.08065003496039846,0.016785358623286006,0.6771838546558487,0.6764372443324603,0.6075009462114643,0.5951129094816568
SMALL439,QUANTILE,0.2,M,0.75,FULL,0.2017565617321997,0.005575649262661411,-8.403857389611824,-8.355007654324176,-0.048849735287648244,0.9941872246252021,0.10651137156384971,0.02247279766773147,0.6779847899901087,0.6766109069201421,0.6133517847265623,0.5962470754680244
SMALL439,QUANTILE,0.2,M,0.75,IS,0.20171446191007225,0.004509694550274684,-6.981948696935181,-6.916386904847238,-0.06556179208794255,0.9906098146901707,0.08808395428065685,0.018264467311305044,0.6779847899901087,0.6766109069201421,0.6133517847265623,0.5962470754680244
SMALL439,QUANTILE,0.2,M,0.75,OOS,0.20178256252695115,0.006143020200242773,-9.29671339059559,-9.25817159806066,-0.03854179253493051,0.9958542561316434,0.11804767402228333,0.025080540116327432,0.6779847899901087,0.6766109069201421,0.6133517847265623,0.5962470754680244
SMALL439,QUANTILE,0.2,M,1.0,FULL,0.2019251678356255,0.007406545029933607,-10.87837299367067,-10.783225177502164,-0.09514781616850598,0.991253488345742,0.13864021494851597,0.029856485011809264,0.6788417316534332,0.6767797248413038,0.6193650838446038,0.5973850739309929
SMALL439,QUANTILE,0.2,M,1.0,IS,0.20178075324802647,0.005976403509343622,-9.126744061961457,-9.009223622913565,-0.11752043904789211,0.987123508860329,0.1155598104799962,0.024292369860381635,0.6788417316534332,0.6767797248413038,0.6193650838446038,0.5973850739309929
SMALL439,QUANTILE,0.2,M,1.0,OOS,0.2020143580949075,0.00816554693485742,-11.982458410585362,-11.900885149890117,-0.08157326069524551,0.9931922767515569,0.1531325467408169,0.03330796263496327,0.6788417316534332,0.6767797248413038,0.6193650838446038,0.5973850739309929
