panel,family,level,cad,c_sd_is,c_sd_oos,to_is,to_oos,tors_is,tors_oos
SMALL439,QUANTILE,0.2,W,0.002234238055853041,0.0025469938558557326,2.415663223209166,2.48551363505842,11.872650719841662,12.226717211190394
SMALL439,QUANTILE,0.2,M,0.004509694550274684,0.006143020200242773,1.1611079484529063,1.1870902219848032,5.7085305366724155,5.818576088562456
SMALL439,QUANTILE,0.2,Q,0.007883399876429397,0.011048124002961192,0.6449361000352989,0.6999477158184715,3.1486055148060714,3.39652885048727
SMALL439,QUANTILE,0.3,W,0.0026823530604899513,0.003135652044202976,3.12509623778901,3.1419188490178125,10.266547344181031,10.325567563032262
SMALL439,QUANTILE,0.3,M,0.005675698653576269,0.0077348617274544005,1.509333655925448,1.5020246887025688,4.957843175820138,4.92349029012519
SMALL439,QUANTILE,0.3,Q,0.00939475779254915,0.013380683289754513,0.8332579881114197,0.8803114963579469,2.716814428094813,2.8584591001657538
SMALL439,QUANTILE,0.4,W,0.0028849557031490444,0.0034529710064779445,3.5191832496066002,3.5552960347460094,8.694450564638817,8.779743420487943
SMALL439,QUANTILE,0.4,M,0.0063023168369433485,0.00863087723634793,1.6749089490930378,1.7098285180814856,4.134487118283433,4.213584085894151
SMALL439,QUANTILE,0.4,Q,0.010315053728903383,0.014576662310650676,0.9366876732757197,0.9914057669809456,2.298217726296724,2.4183484521759904
SMALL439,QUANTILE,0.5,W,0.0029642861695478515,0.0035480694609707334,3.7241495765901718,3.7316767162495386,7.380820138309256,7.38572898171888
SMALL439,QUANTILE,0.5,M,0.00660238982682881,0.008860663195469494,1.7722746049775726,1.819151181809263,3.5093234852036037,3.5952041446502863
SMALL439,QUANTILE,0.5,Q,0.010773333778575379,0.014875903085712601,1.0039350923952148,1.0466364348324138,1.977075883678446,2.0501275411932753
SMALL439,QUANTILE,0.6,W,0.002947354435661603,0.0035186436149152304,3.6418897968221944,3.65165670507462,6.012915048558071,6.025022730754823
SMALL439,QUANTILE,0.6,M,0.0064790270308782184,0.008619816419924403,1.7140677199535324,1.7641319871535956,2.8291106240745196,2.9064582045586325
SMALL439,QUANTILE,0.6,Q,0.010946412990723875,0.014630160130127206,0.9542225696824613,1.01549021801912,1.565047314526256,1.6609332695862473
SMALL439,QUANTILE,0.7,W,0.0026186942081719436,0.0031336959172665138,3.3326121707857776,3.421986263230471,4.722040684154132,4.846419841572145
SMALL439,QUANTILE,0.7,M,0.005704859480011874,0.0076371534272037,1.55526567627222,1.633996764459995,2.2038675340081864,2.3120576663036685
SMALL439,QUANTILE,0.7,Q,0.009271002872725411,0.012571965403108858,0.8585855985135533,0.9233434776367595,1.2105184420684305,1.2990270613311683
SMALL439,QUANTILE,0.8,W,0.0020963422816644727,0.002510787476886169,2.790494529912967,2.9729782339676984,3.464985167382315,3.6908446639866246
SMALL439,QUANTILE,0.8,M,0.004578677697780793,0.005943801425818706,1.3033390584958298,1.4313238152215644,1.6191322223445732,1.776139499682084
SMALL439,QUANTILE,0.8,Q,0.007773269705083559,0.009793872264024535,0.7138804666726191,0.8082178112774456,0.8834867291201413,0.9993720871495504
SMALL439,QUANTILE,0.9,W,0.0015598039485049534,0.0016028391639035114,2.107322699864072,2.377818118591132,2.3302611351231604,2.6299793964163083
SMALL439,QUANTILE,0.9,M,0.0028418520544367257,0.003488114511936382,1.0100394779151203,1.1520223396941298,1.1172680470453988,1.274168136002983
SMALL439,QUANTILE,0.9,Q,0.004391562753691001,0.005795074873915822,0.5526801395960335,0.6541883424785501,0.6102310043072205,0.7224458669497039
SMALL439,QUANTILE,0.95,W,0.0029879519869265556,0.00426330072826438,1.7088441461514994,1.9836055742528864,1.792913479307555,2.0843345015468775
SMALL439,QUANTILE,0.95,M,0.003357294704045595,0.004532718558320251,0.8321850226358277,0.9903650919722332,0.8737487405471904,1.0404746232658588
SMALL439,QUANTILE,0.95,Q,0.0035420021426879906,0.0045794460898077,0.47577616471518586,0.5922148273153375,0.49899203687941296,0.6217178934561365
SMALL439,MA-THRESH,0.3,W,0.05726684778482671,0.09433809139318491,1.2743529724014333,1.533143116310501,20.23006812583453,18.996491786991726
SMALL439,MA-THRESH,0.3,M,0.057290970843515365,0.0883629656516511,0.5907262998788916,0.7245874812973653,8.365694836686814,8.088399498688696
SMALL439,MA-THRESH,0.3,Q,0.06230361328492143,0.09226133146113247,0.33443089280890237,0.4193267410538034,4.148098444123416,4.40597972514876
SMALL439,MA-THRESH,0.2,W,0.09901310280296538,0.11946784923068665,2.1702607560932843,2.1913875214473673,18.00230778439894,16.707099485472543
SMALL439,MA-THRESH,0.2,M,0.1003757288569656,0.11347806758898678,1.0232033621164134,1.063615632506968,7.498200626270937,7.460391748815276
SMALL439,MA-THRESH,0.2,Q,0.1091119392080753,0.12016761264130993,0.562481569503262,0.6123765667678925,3.7064493229989224,3.9193896987085233
SMALL439,MA-THRESH,0.12,W,0.14550830689550034,0.14090396395475546,2.9799778341985554,2.906182757735351,14.744162063205888,14.894943046360137
SMALL439,MA-THRESH,0.12,M,0.14218714745414646,0.13597667574186734,1.4240298204009794,1.4114114110145184,6.3416445740340555,6.6727176860482444
SMALL439,MA-THRESH,0.12,Q,0.14956281671037433,0.14354206896325425,0.7919570659785434,0.8190197770403964,3.2625689592164293,3.5240427186917747
SMALL439,MA-THRESH,0.06,W,0.17291736448204856,0.15151911779173616,3.4190641457000432,3.458296337875734,12.20878306829913,13.153554647083403
SMALL439,MA-THRESH,0.06,M,0.16752296957536505,0.1477953868974719,1.6402546121947366,1.6696735938002343,5.268497244475308,5.849436130479181
SMALL439,MA-THRESH,0.06,Q,0.1737918090026843,0.15792229152117188,0.9526723494165318,0.9406183315165974,2.823498019063528,3.072090716577288
SMALL439,MA-THRESH,0.0,W,0.17747673119243737,0.15614087120890585,3.68185116459415,3.7313556234553173,9.636661354572214,10.771146927863628
SMALL439,MA-THRESH,0.0,M,0.1722317486425459,0.15353489107728163,1.7370202770590113,1.8150022371336616,4.140463245908366,4.841751198597741
SMALL439,MA-THRESH,0.0,Q,0.1842786048677105,0.16659787114457975,0.9865029575476225,1.0257154956033543,2.2348525393711975,2.578428973036309
SMALL439,MA-THRESH,-0.06,W,0.16239320738154253,0.15247232442375103,3.479609659524836,3.7839869622474898,7.058286701378788,8.642330510270144
SMALL439,MA-THRESH,-0.06,M,0.15738117185549685,0.14787360339670502,1.5728574127410433,1.8167009265812841,2.980011485069697,3.8943926066184424
SMALL439,MA-THRESH,-0.06,Q,0.17308086806045542,0.15956437123063716,0.87417337041909,1.0247006036568378,1.6401444627177575,2.091519555771049
SMALL439,MA-THRESH,-0.12,W,0.1382248744956262,0.1360506478186357,2.89238027758789,3.4965466487517856,4.914683659785503,6.595623448752324
SMALL439,MA-THRESH,-0.12,M,0.1305065404297023,0.13125301021313,1.3511462124251215,1.6964039465971272,2.1596163994192668,3.026602484514463
SMALL439,MA-THRESH,-0.12,Q,0.14357079044745233,0.14768169064253142,0.7633944705484587,0.9441269842743454,1.220912670165616,1.6273616344872632
SMALL439,MA-THRESH,-0.25,W,0.07727657380270325,0.09204759061713735,2.1411764324674527,2.7609634317617733,2.8003655242001426,3.902204132738037
SMALL439,MA-THRESH,-0.25,M,0.07421327979914896,0.08609480502123974,1.0314916924129969,1.3243968825365,1.2927353072907384,1.7934264425912008
SMALL439,MA-THRESH,-0.25,Q,0.08605347185017512,0.10702323212350752,0.5828918083411522,0.7555085407053913,0.7480299912182715,1.024971440550541
SMALL439,MA-THRESH,-0.4,W,0.03382191741379328,0.049858342932938005,1.744516827732174,2.1783185047367053,1.9294511432646968,2.5386190188712296
SMALL439,MA-THRESH,-0.4,M,0.03356851854767506,0.04515561048582093,0.8380078737967668,1.062471299355483,0.9180614187436941,1.2048360606489452
SMALL439,MA-THRESH,-0.4,Q,0.03757859964106087,0.057906560125123054,0.4860335670952373,0.6240409161331207,0.5358516226961266,0.7143848138091604
U56,QUANTILE,0.2,W,0.005087693088408349,0.003606550580973112,2.444932935514723,2.264303877317842,11.490873826644776,11.020536294350142
U56,QUANTILE,0.2,M,0.006150530513484206,0.0060615100993738555,1.115269465662943,1.070492487701235,5.223821612230268,5.169244825031359
U56,QUANTILE,0.2,Q,0.009214237942774,0.009363541677895373,0.6082768015876258,0.6335168028601568,2.7968774820971696,3.0271584246310583
U56,QUANTILE,0.3,W,0.004903500045371699,0.004747833847078313,3.1591030385223795,3.1669530250153053,10.169850032722675,10.106961711431637
U56,QUANTILE,0.3,M,0.0063649857207151335,0.007200970091154204,1.4402943078118307,1.4426411886636474,4.625122021893655,4.573811140719862
U56,QUANTILE,0.3,Q,0.009850902607008556,0.010969868891401589,0.780250102603484,0.830946178383954,2.4701603726982686,2.6081288949261396
U56,QUANTILE,0.4,W,0.005500636509053506,0.006237501328496295,3.584785488337071,3.4543436838287893,8.70780147060175,8.446996515144415
U56,QUANTILE,0.4,M,0.006719278440588463,0.00841452932964894,1.6861848762050662,1.578295595027188,4.089699718897278,3.840147704844079
U56,QUANTILE,0.4,Q,0.010079473485286674,0.012336317348757479,0.904347511938074,0.9352275393147835,2.169535192243309,2.2486496781459313
U56,QUANTILE,0.5,W,0.0053791132815540375,0.004704155123488517,3.493507783883234,3.639780869469177,6.850912431353763,7.108202054856153
U56,QUANTILE,0.5,M,0.0068614004537415835,0.007222945298768871,1.5698459982344737,1.6147282965598044,3.0732291749393292,3.1387279612241805
U56,QUANTILE,0.5,Q,0.010180104232983263,0.011092778590048702,0.9169076581336509,0.9923185334077659,1.7782734031361624,1.9138522889164986
U56,QUANTILE,0.6,W,0.005867935230615016,0.005223672709882641,3.321947892255901,3.4329300889034617,5.397590174663735,5.6373909768792485
U56,QUANTILE,0.6,M,0.007454315599708289,0.007137063436943808,1.4854182728061254,1.5949544039468437,2.4106624684962807,2.610793865413329
U56,QUANTILE,0.6,Q,0.010987918472777289,0.010619489320638206,0.8520313506336011,0.9434279500849494,1.3714819205860092,1.531189337411817
U56,QUANTILE,0.7,W,0.0052930944920062915,0.004535491056935405,3.1924458075611137,3.367760133420534,4.462368742938853,4.718814768990519
U56,QUANTILE,0.7,M,0.006323201447321485,0.0062332101704829146,1.4309795765820519,1.4831077905347065,1.9983772508263962,2.072366932350971
U56,QUANTILE,0.7,Q,0.008805025835009627,0.009055129001518064,0.7692648347430928,0.8946402846768841,1.0679039788547946,1.2437648369204348
U56,QUANTILE,0.8,W,0.004316706708264092,0.0068195520002795424,2.6325924411368256,2.897379391013172,3.240108903550219,3.5822526286816485
U56,QUANTILE,0.8,M,0.005165246377012367,0.0074625656349921925,1.1603658995703219,1.2641602491934838,1.427268612531703,1.5600607809348805
U56,QUANTILE,0.8,Q,0.006915074503060004,0.009167425955076027,0.617028059463776,0.7208814819803451,0.7555800069632561,0.8844762554340938
U56,QUANTILE,0.9,W,0.004290069459425068,0.0015169576736413042,1.8006738231840504,1.9198824981294929,1.9822665514255977,2.1071405904257716
U56,QUANTILE,0.9,M,0.0047628178409800034,0.002230949896599413,0.818834228335152,0.8813701806526959,0.9014438576083929,0.9669765390067809
U56,QUANTILE,0.9,Q,0.005524342706669315,0.003245432001581825,0.4235125874708458,0.4706610382148991,0.46473932701167286,0.5151074407703876
U56,QUANTILE,0.95,W,0.0009115470606395025,0.0006216361332276916,1.1365769341485223,1.3303021104627464,1.179404181222575,1.378541098353097
U56,QUANTILE,0.95,M,0.0011085302343197627,0.0009488671647312721,0.5097132915725686,0.6002052097662124,0.5290937611122677,0.6219487295336247
U56,QUANTILE,0.95,Q,0.001466573444534347,0.0013562253116332175,0.2870036592935616,0.34841692528180956,0.2977573878439353,0.3607246946157306
U56,MA-THRESH,0.3,W,0.03341905340283664,0.04150161852600924,0.49846356161160904,0.774390043367499,14.825925784081214,18.57963044877162
U56,MA-THRESH,0.3,M,0.032688168037325986,0.04245526580312174,0.2251169955458307,0.3411263699735718,5.834735026643649,7.414918585469321
U56,MA-THRESH,0.3,Q,0.033276825491955535,0.04186851907036167,0.10436411403948254,0.19363202006081515,2.596149641445098,3.4937340548304903
U56,MA-THRESH,0.2,W,0.08454765421923348,0.08140275890431965,1.2667101827871754,1.4957917020594589,20.26685761585562,20.327762622715024
U56,MA-THRESH,0.2,M,0.07719137793029411,0.0774823111528128,0.5355184629807616,0.6973503912385076,8.129398671951456,8.15790906377612
U56,MA-THRESH,0.2,Q,0.07481133282741256,0.08225974639140077,0.25289238894770044,0.39367847760509916,3.337297365842601,3.822047930778115
U56,MA-THRESH,0.12,W,0.15440295876175883,0.13433972094188612,2.4679274264174915,2.6904107197685256,18.989593496051963,17.099969011358823
U56,MA-THRESH,0.12,M,0.1502259892680184,0.1286691043053246,1.0860404592372537,1.2265373639588781,7.329113662942721,6.869877605078207
U56,MA-THRESH,0.12,Q,0.1479567775470853,0.13578195664797213,0.6180794153888743,0.6617464242548231,3.5233914742050456,3.472678482685546
U56,MA-THRESH,0.06,W,0.20469216969568274,0.18275338810354114,3.4343973633604987,3.366824189766561,14.44050946374383,12.64269365493253
U56,MA-THRESH,0.06,M,0.20250124481346624,0.1802222019334835,1.6653271933666225,1.6316663482025746,5.91400160295123,5.51616940995578
U56,MA-THRESH,0.06,Q,0.20013175278293865,0.1943879333431311,0.8929796810761342,0.9720593088423215,2.732003242017,3.0000033234711347
U56,MA-THRESH,0.0,W,0.197648645022846,0.2022263139924982,3.112185240875604,3.179618415409476,7.521160129547484,7.670358713421619
U56,MA-THRESH,0.0,M,0.20135204330251594,0.19841620649293856,1.4143926553371742,1.5563804809545283,3.1159931138077677,3.3726483038059842
U56,MA-THRESH,0.0,Q,0.22037105142104346,0.21593138090974456,0.8354444164729257,0.9534661781496647,1.7278929400672718,1.9324316770339731
U56,MA-THRESH,-0.06,W,0.1593242865753628,0.16202200560054192,2.2074952438403606,2.2523026341195105,4.231638827298036,4.366677638260975
U56,MA-THRESH,-0.06,M,0.16397699936358975,0.15781057796818876,1.0220064742187214,1.0995227534635088,1.8169917561436746,1.9778239731531781
U56,MA-THRESH,-0.06,Q,0.19571924546262284,0.19811975003643206,0.6040940927292789,0.6385985579080712,1.0711667489886807,1.1328222967836317
U56,MA-THRESH,-0.12,W,0.12306084455348186,0.10609263064756609,1.508438964179083,1.7720004874246627,2.4664085668282087,2.917291417231194
U56,MA-THRESH,-0.12,M,0.1315750101096854,0.1008494696421786,0.6942426667195498,0.8318614573421302,1.0929640475605316,1.260187461101061
U56,MA-THRESH,-0.12,Q,0.15206921034621554,0.1416444894765628,0.4376368080545756,0.4790287822557045,0.6615530979244942,0.7200540273657334
U56,MA-THRESH,-0.25,W,0.0736073470583597,0.03254989810207687,1.0479056718423805,1.10837061689824,1.3906969599739143,1.3147216750368496
U56,MA-THRESH,-0.25,M,0.08506650120179816,0.026745779741733446,0.5206799572470695,0.4977768817208756,0.6687235183887429,0.5462543555175391
U56,MA-THRESH,-0.25,Q,0.06799180651410423,0.03261279457691081,0.3011215709308115,0.3025721589179859,0.3503047720044921,0.3257158189217654
U56,MA-THRESH,-0.4,W,0.020584591344607453,0.011483254915350221,0.8819044845524123,0.9152281356499805,0.950367559926984,0.9503523951007744
U56,MA-THRESH,-0.4,M,0.019724480356719212,0.011151646119528517,0.4142191643122963,0.44118135383297363,0.4305026998583721,0.4536063133501169
U56,MA-THRESH,-0.4,Q,0.02239247958852762,0.013038896877233305,0.24573661970278127,0.2757217472638055,0.2518949694355291,0.28228807255492516
B136,QUANTILE,0.2,W,0.0027991085769615994,0.00260305318779964,2.3661107498864857,2.383539534095666,11.521910374403683,11.597648227059953
B136,QUANTILE,0.2,M,0.004362191822153018,0.004870441173503304,1.093093689912572,1.1039878562552587,5.307085768469307,5.340698579635296
B136,QUANTILE,0.2,Q,0.007056090947026587,0.007869825130143221,0.6079282655989208,0.6601447575643753,2.9127790064931,3.1498417407320884
B136,QUANTILE,0.3,W,0.0033803308112905226,0.003001953425347095,3.120114647374095,3.0210096973360594,10.154382018281327,9.784783869307159
B136,QUANTILE,0.3,M,0.00529219724252104,0.0057312316331249195,1.4606479191770811,1.4686869660447357,4.738937305309744,4.736536493717511
B136,QUANTILE,0.3,Q,0.009037208068543471,0.009179594505057434,0.8340844170670738,0.8654136705386514,2.6764281789185125,2.762200104186327
B136,QUANTILE,0.4,W,0.00322576109123725,0.002883828077393164,3.5192313457604656,3.453463180615408,8.631048826382834,8.458758112015104
B136,QUANTILE,0.4,M,0.005715399005373473,0.006096207270622482,1.6763220414078903,1.6801719147497458,4.1055587081027545,4.1017090367110605
B136,QUANTILE,0.4,Q,0.009449079299875204,0.010154532162122212,0.9558391742632996,1.000747616418865,2.318923234947802,2.4167924583599696
B136,QUANTILE,0.5,W,0.003247313740003302,0.003155423310146634,3.6287816430803104,3.703563006680105,7.149641824415169,7.315392018719346
B136,QUANTILE,0.5,M,0.005921904295877254,0.006235811411503731,1.7540915090308884,1.7320643203195527,3.4506503617113995,3.4086682717909924
