window,SPY,RSP,EQ44,ALL56,A_weight_size,B_equity_breadth,C_nonequity,total,rev_A_nonequity,rev_rest
FULL,0.8845060132920908,0.7981638001679299,1.1330948105005558,1.1197487040242837,-0.0863422131241609,0.33493101033262596,-0.013346106476272102,0.23524269073219295,-0.4285399465535922,0.6637826372857851
IS,0.8986386739891564,0.9173572957112788,1.1531827597852917,1.1099760419372977,0.018718621722122353,0.23582546407401295,-0.043206717847994014,0.21133736794814129,-0.7002378757079555,0.9115752436560967
OOS,0.8739575612872552,0.6942915109555566,1.1174435342647955,1.128103058486071,-0.17966605033169858,0.42315202330923884,0.010659524221275474,0.25414549719881574,-0.22938469532327355,0.4835301925220893
ISH1_HALF,0.8377534152899397,0.9127194638904235,1.0243880737825501,1.0383720520796034,0.07496604860048373,0.11166860989212668,0.013983978297053223,0.20061863678966363,-0.1602996862615622,0.36091832305122584
ISH2_HALF,1.0603109088217444,1.0280477474960656,1.4238636998921796,1.2888955295866429,-0.032263161325678746,0.395815952396114,-0.13496817030553676,0.2285846207648985,-1.4550423279957836,1.683626948760682
CAL0912,0.8104611305183171,0.8870100142864809,0.9951735217519789,1.011947470233638,0.07654888376816371,0.10816350746549808,0.01677394848165903,0.20148633971532082,-0.12259634842719724,0.32408268814251806
CAL0910,1.0390922765109214,1.2192707373761247,1.41944458871263,1.4321225720522344,0.18017846086520328,0.20017385133650523,0.01267798333960446,0.39303029554131297,-0.0758243668751406,0.46885466241645357
CAL1112,0.5441043455968064,0.47114028530680924,0.5068356708841969,0.5219196017237604,-0.07296406028999719,0.03569538557738766,0.015083930839563497,-0.02218474387304603,-0.17418860626478133,0.1520038623917353
CAL1316,1.101671080912679,1.0727753201079677,1.465873793264119,1.3276070176837702,-0.028895760804711346,0.3930984731561513,-0.13826677558034883,0.22593593677109114,-1.5053484861408635,1.7312844229119546
Y2009,1.1866895086101603,1.3761864595080162,1.683791580052575,1.6550747664847905,0.1894969508978559,0.3076051205445587,-0.02871681356778444,0.46838525787463015,-0.3906716998966693,0.8590569577712994
Y2010,0.8718097148012244,1.060764230776827,1.102173216887919,1.1743662629155456,0.18895451597560264,0.041408986111092005,0.07219304602762655,0.3025565481143212,0.32996207070263706,-0.027405522588315856
Y2011,0.19671325116551447,0.10334123469178656,0.12133797653597657,0.14596201344030954,-0.0933720164737279,0.017996741844190006,0.02462403690433297,-0.05075123772520493,0.12789700852763558,-0.1786482462528405
Y2012,1.237652695894811,1.213975810670818,1.217899701434738,1.1942466032849548,-0.023676885223993027,0.003923890763919857,-0.023653098149783114,-0.043406092609856284,-0.8021098973285045,0.7587038047186482
Y2013,2.5846791583532798,2.5941844575388653,2.882096098681865,2.5684637610103658,0.009505299185585514,0.28791164114299983,-0.31363233767149934,-0.016215397342913995,-3.232931714151543,3.216716316808629
Y2014,1.1796547172746248,1.1913240743440168,1.1611102860301485,1.0189382000940377,0.011669357069391983,-0.03021378831386823,-0.14217208593611086,-0.1607165171805871,-1.9686852706210414,1.8079687534404543
Y2015,0.15647338963609952,-0.09820265847955578,0.7652110711694221,0.5191702619392381,-0.2546760481156553,0.8634137296489779,-0.246040809230184,0.3626968723031386,-1.664003662344203,2.0267005346473415
Y2016,0.932883861426454,0.9959371252191769,1.3677548482492559,1.4750698355273042,0.06305326379272291,0.371817723030079,0.10731498727804833,0.5421859741008502,0.2441542176660937,0.29803175643475655
