panel,family,n,dCAGR,dSharpe,dMaxDD,sd_dCAGR,sd_dMaxDD,r_CAGR,r_DD
B136,BREADTH,12,-0.0031641744656710955,-0.10818333213168285,-0.03355990528561074,0.005048664789529405,0.04154650384419059,0.03269485108787586,0.16584126807373326
B136,MOM,12,-0.010373117917055788,-0.045561005507056045,0.027624525164949898,0.0045585706965177815,0.03072641771438424,0.11432731213607432,-0.12324199448903173
B136,TREND,12,-0.0038126432810890085,-0.1815464503696835,-0.0559793329892054,0.003594150865917282,0.02541478153698861,0.04747810527034712,0.4573178310859491
B136,VOL,12,-0.00963839357751802,-0.08101156603944859,-0.060433772022362366,0.007966420292653324,0.001830531322960359,0.07798418588781542,0.32324030897171746
SMALL484,BREADTH,12,0.019296388798337172,0.13388036855967334,0.04294117445354881,0.03786115440803412,0.0935449924903661,-0.44354438055454687,-0.12034087510657539
SMALL484,MOM,12,-0.005277629313441982,-0.04162591551480023,-0.013911580878453761,0.006592782976582824,0.017389327944986193,0.11776079335957779,0.07973548672346051
SMALL484,TREND,12,-0.002105200074315324,-0.07202055740267038,-0.06934049524960399,0.005631881269379158,0.023180850327381163,0.05173018412542404,0.5736411903846054
SMALL484,VOL,12,0.029782928889756515,0.17264700347325576,-0.09243886136718199,0.008854882745005255,0.014164982441734033,-0.7197882079299823,0.48896186858296903
U56,BREADTH,12,-0.008283723746005112,-0.17648211982640608,-0.028785357404830514,0.006244423193677599,0.021925537345113356,0.0894046699911753,0.15386198705808085
U56,MOM,12,-0.014623933668094799,-0.09083834609720724,0.013227802005087738,0.005140585201398026,0.016749090061536936,0.16225979690446332,-0.067239741075963
U56,TREND,12,-0.01500896711420846,-0.3101346443415636,-0.05285281161821214,0.005477178958657866,0.012943621470870848,0.17425524272191528,0.43843261702559516
U56,VOL,12,-0.011675944532254845,-0.09192971758595238,-0.04848699474786808,0.007635498599021954,0.004168712593804719,0.10132261430721122,0.2871780130616693
