panel,cadence,family,level,w,depth,gross,ladder,c_star,cls,dSharpe_0,dSharpe_10,g_eff,switch,on_share
B136,D,ABS,0.5,,0.5,1.0,FINE,,NEVERCROSS,0.02957071448630133,0.03052566882125729,0.9233625928426734,0.011366194013054243,0.15327481431465226
B136,D,ABS,0.5,,0.5,1.0,COARSE,,NEVERCROSS,0.02957071448630133,0.03052566882125729,0.9233625928426734,0.011366194013054243,0.15327481431465226
B136,D,ABS,0.5,,1.0,0.75,FINE,0.0,LOSES0,-0.03979881655196915,-0.035330479041298046,0.6350438892640106,0.022732388026108486,0.15327481431465226
B136,D,ABS,0.5,,1.0,0.75,COARSE,0.0,LOSES0,-0.03979881655196915,-0.035330479041298046,0.6350438892640106,0.022732388026108486,0.15327481431465226
B136,D,ABS,0.5,,1.0,1.0,FINE,0.0,LOSES0,-0.039798816551969596,-0.035418100952743115,0.8467251856853474,0.022732388026108486,0.15327481431465226
B136,D,ABS,0.5,,1.0,1.0,COARSE,0.0,LOSES0,-0.039798816551969596,-0.035418100952743115,0.8467251856853474,0.022732388026108486,0.15327481431465226
B136,D,QEXP,0.07,,0.5,0.75,FINE,0.0,LOSES0,0.0,0.0,0.7499999999999998,0.0,0.0
B136,D,QEXP,0.07,,0.5,0.75,COARSE,0.0,LOSES0,0.0,0.0,0.7499999999999998,0.0,0.0
B136,D,QEXP,0.07,,0.5,1.0,FINE,0.0,LOSES0,0.0,0.0,0.9999999999999996,0.0,0.0
B136,D,QEXP,0.07,,0.5,1.0,COARSE,0.0,LOSES0,0.0,0.0,0.9999999999999996,0.0,0.0
B136,D,QEXP,0.07,,1.0,0.75,FINE,0.0,LOSES0,0.0,0.0,0.7499999999999998,0.0,0.0
B136,D,QEXP,0.07,,1.0,0.75,COARSE,0.0,LOSES0,0.0,0.0,0.7499999999999998,0.0,0.0
B136,D,QEXP,0.07,,1.0,1.0,FINE,0.0,LOSES0,0.0,0.0,0.9999999999999996,0.0,0.0
B136,D,QEXP,0.07,,1.0,1.0,COARSE,0.0,LOSES0,0.0,0.0,0.9999999999999996,0.0,0.0
B136,D,QEXP,0.12,,0.5,0.75,FINE,,NEVERCROSS,0.021395645292356713,0.020720362520693425,0.7407157326130991,0.0022507314877335135,0.024758046365068648
B136,D,QEXP,0.12,,0.5,0.75,COARSE,,NEVERCROSS,0.021395645292356713,0.020720362520693425,0.7407157326130991,0.0022507314877335135,0.024758046365068648
B136,D,QEXP,0.12,,0.5,1.0,FINE,,NEVERCROSS,0.02139564529235649,0.020695017411828442,0.9876209768174653,0.0022507314877335135,0.024758046365068648
B136,D,QEXP,0.12,,0.5,1.0,COARSE,,NEVERCROSS,0.02139564529235649,0.020695017411828442,0.9876209768174653,0.0022507314877335135,0.024758046365068648
B136,D,QEXP,0.12,,1.0,0.75,FINE,,NEVERCROSS,0.023518330837787316,0.021703067899672912,0.7314314652261983,0.004501462975467027,0.024758046365068648
B136,D,QEXP,0.12,,1.0,0.75,COARSE,,NEVERCROSS,0.023518330837787316,0.021703067899672912,0.7314314652261983,0.004501462975467027,0.024758046365068648
B136,D,QEXP,0.12,,1.0,1.0,FINE,,NEVERCROSS,0.023518330837787094,0.021695256320231726,0.9752419536349309,0.004501462975467027,0.024758046365068648
B136,D,QEXP,0.12,,1.0,1.0,COARSE,,NEVERCROSS,0.023518330837787094,0.021695256320231726,0.9752419536349309,0.004501462975467027,0.024758046365068648
B136,D,QEXP,0.17,,0.5,0.75,FINE,21.32629852680866,CROSS,0.00273494786417805,0.0014791640173674736,0.7323598919648884,0.005176682421787081,0.04704028809363043
B136,D,QEXP,0.17,,0.5,0.75,COARSE,21.258260737676554,CROSS,0.00273494786417805,0.0014791640173674736,0.7323598919648884,0.005176682421787081,0.04704028809363043
B136,D,QEXP,0.17,,0.5,1.0,FINE,20.310794645561618,CROSS,0.002734947864177606,0.0014119534910526088,0.9764798559531844,0.005176682421787081,0.04704028809363043
B136,D,QEXP,0.17,,0.5,1.0,COARSE,20.229624112043844,CROSS,0.002734947864177606,0.0014119534910526088,0.9764798559531844,0.005176682421787081,0.04704028809363043
B136,D,QEXP,0.17,,1.0,0.75,FINE,0.0,LOSES0,-0.028374827644077394,-0.03280131427370181,0.714719783929777,0.010353364843574162,0.04704028809363043
B136,D,QEXP,0.17,,1.0,0.75,COARSE,0.0,LOSES0,-0.028374827644077394,-0.03280131427370181,0.714719783929777,0.010353364843574162,0.04704028809363043
B136,D,QEXP,0.17,,1.0,1.0,FINE,0.0,LOSES0,-0.028374827644077394,-0.032844281515998164,0.9529597119063692,0.010353364843574162,0.04704028809363043
B136,D,QEXP,0.17,,1.0,1.0,COARSE,0.0,LOSES0,-0.028374827644077394,-0.032844281515998164,0.9529597119063692,0.010353364843574162,0.04704028809363043
B136,D,QROLL,0.07,252.0,0.5,0.75,FINE,30.89200040935265,CROSS,0.06100523154456994,0.041273522012778674,0.7040850776502361,0.016430339860454647,0.12243979293270313
B136,D,QROLL,0.07,252.0,0.5,0.75,COARSE,30.909912885664866,CROSS,0.06100523154456994,0.041273522012778674,0.7040850776502361,0.016430339860454647,0.12243979293270313
B136,D,QROLL,0.07,252.0,0.5,1.0,FINE,30.55976721705141,CROSS,0.061005231544569716,0.04105884506321422,0.938780103533648,0.016430339860454647,0.12243979293270313
B136,D,QROLL,0.07,252.0,0.5,1.0,COARSE,30.577546070144315,CROSS,0.061005231544569716,0.04105884506321422,0.938780103533648,0.016430339860454647,0.12243979293270313
B136,D,QROLL,0.07,252.0,1.0,0.75,FINE,7.820980506242449,CROSS,0.031648652459539184,-0.008847376188960143,0.6581701553004724,0.032860679720909294,0.12243979293270313
B136,D,QROLL,0.07,252.0,1.0,0.75,COARSE,7.815248436888885,CROSS,0.031648652459539184,-0.008847376188960143,0.6581701553004724,0.032860679720909294,0.12243979293270313
B136,D,QROLL,0.07,252.0,1.0,1.0,FINE,7.796253325077097,CROSS,0.031648652459539184,-0.008976334379762418,0.8775602070672964,0.032860679720909294,0.12243979293270313
B136,D,QROLL,0.07,252.0,1.0,1.0,COARSE,7.790440052259046,CROSS,0.031648652459539184,-0.008976334379762418,0.8775602070672964,0.032860679720909294,0.12243979293270313
B136,D,QROLL,0.07,1008.0,0.5,0.75,FINE,,NEVERCROSS,0.04868943027959327,0.04625124466879993,0.727633355840648,0.005626828719333784,0.05964438442493811
B136,D,QROLL,0.07,1008.0,0.5,0.75,COARSE,,NEVERCROSS,0.04868943027959327,0.04625124466879993,0.727633355840648,0.005626828719333784,0.05964438442493811
B136,D,QROLL,0.07,1008.0,0.5,1.0,FINE,,NEVERCROSS,0.048689430279593715,0.04617647013348547,0.9701778077875305,0.005626828719333784,0.05964438442493811
B136,D,QROLL,0.07,1008.0,0.5,1.0,COARSE,,NEVERCROSS,0.048689430279593715,0.04617647013348547,0.9701778077875305,0.005626828719333784,0.05964438442493811
B136,D,QROLL,0.07,1008.0,1.0,0.75,FINE,,NEVERCROSS,0.050837594768538,0.04652578938496732,0.7052667116812962,0.011253657438667568,0.05964438442493811
B136,D,QROLL,0.07,1008.0,1.0,0.75,COARSE,,NEVERCROSS,0.050837594768538,0.04652578938496732,0.7052667116812962,0.011253657438667568,0.05964438442493811
B136,D,QROLL,0.07,1008.0,1.0,1.0,FINE,,NEVERCROSS,0.050837594768538,0.046504069560166394,0.9403556155750615,0.011253657438667568,0.05964438442493811
B136,D,QROLL,0.07,1008.0,1.0,1.0,COARSE,,NEVERCROSS,0.050837594768538,0.046504069560166394,0.9403556155750615,0.011253657438667568,0.05964438442493811
B136,D,QROLL,0.12,252.0,0.5,0.75,FINE,45.312300964005445,CROSS,0.10046088377720563,0.0784826565544624,0.6840817015530045,0.017330632455548053,0.1757821291919874
B136,D,QROLL,0.12,252.0,0.5,0.75,COARSE,45.3100562512549,CROSS,0.10046088377720563,0.0784826565544624,0.6840817015530045,0.017330632455548053,0.1757821291919874
B136,D,QROLL,0.12,252.0,0.5,1.0,FINE,44.895822034652454,CROSS,0.10046088377720541,0.07827379099540954,0.9121089354040058,0.017330632455548053,0.1757821291919874
B136,D,QROLL,0.12,252.0,0.5,1.0,COARSE,44.893808502946,CROSS,0.10046088377720541,0.07827379099540954,0.9121089354040058,0.017330632455548053,0.1757821291919874
B136,D,QROLL,0.12,252.0,1.0,0.75,FINE,22.15615201998307,CROSS,0.08690447812541224,0.047969793178263,0.6181634031060093,0.034661264911096105,0.1757821291919874
B136,D,QROLL,0.12,252.0,1.0,0.75,COARSE,22.149606286491128,CROSS,0.08690447812541224,0.047969793178263,0.6181634031060093,0.034661264911096105,0.1757821291919874
B136,D,QROLL,0.12,252.0,1.0,1.0,FINE,22.099859237973305,CROSS,0.08690447812541313,0.047869363453368674,0.8242178708080122,0.034661264911096105,0.1757821291919874
B136,D,QROLL,0.12,252.0,1.0,1.0,COARSE,22.09315122752468,CROSS,0.08690447812541313,0.047869363453368674,0.8242178708080122,0.034661264911096105,0.1757821291919874
B136,D,QROLL,0.12,1008.0,0.5,0.75,FINE,,NEVERCROSS,0.041079520839853334,0.038431567704849234,0.714719783929777,0.008102633355840648,0.09408057618726086
B136,D,QROLL,0.12,1008.0,0.5,0.75,COARSE,,NEVERCROSS,0.041079520839853334,0.038431567704849234,0.714719783929777,0.008102633355840648,0.09408057618726086
B136,D,QROLL,0.12,1008.0,0.5,1.0,FINE,,NEVERCROSS,0.041079520839853334,0.03831494392065138,0.9529597119063692,0.008102633355840648,0.09408057618726086
B136,D,QROLL,0.12,1008.0,0.5,1.0,COARSE,,NEVERCROSS,0.041079520839853334,0.03831494392065138,0.9529597119063692,0.008102633355840648,0.09408057618726086
B136,D,QROLL,0.12,1008.0,1.0,0.75,FINE,36.97944222410325,CROSS,0.01932583805052257,0.014120580261656301,0.6794395678595542,0.016205266711681297,0.09408057618726086
B136,D,QROLL,0.12,1008.0,1.0,0.75,COARSE,37.253745520498846,CROSS,0.01932583805052257,0.014120580261656301,0.6794395678595542,0.016205266711681297,0.09408057618726086
B136,D,QROLL,0.12,1008.0,1.0,1.0,FINE,36.595803702155706,CROSS,0.019325838050522792,0.014067803464327344,0.9059194238127387,0.016205266711681297,0.09408057618726086
B136,D,QROLL,0.12,1008.0,1.0,1.0,COARSE,36.86034777662661,CROSS,0.019325838050522792,0.014067803464327344,0.9059194238127387,0.016205266711681297,0.09408057618726086
B136,D,QROLL,0.17,252.0,0.5,0.75,FINE,54.448068035095325,CROSS,0.13072857312918984,0.1069591601728006,0.6680452397029032,0.018681071348188163,0.21854602745892415
B136,D,QROLL,0.17,252.0,0.5,0.75,COARSE,,NEVERCROSS,0.13072857312918984,0.1069591601728006,0.6680452397029032,0.018681071348188163,0.21854602745892415
B136,D,QROLL,0.17,252.0,0.5,1.0,FINE,53.962416489361445,CROSS,0.13072857312919028,0.10673859680339681,0.8907269862705375,0.018681071348188163,0.21854602745892415
B136,D,QROLL,0.17,252.0,0.5,1.0,COARSE,,NEVERCROSS,0.13072857312919028,0.10673859680339681,0.8907269862705375,0.018681071348188163,0.21854602745892415
B136,D,QROLL,0.17,252.0,1.0,0.75,FINE,33.253287770449056,CROSS,0.13425299890970055,0.09447547779814969,0.5860904794058067,0.037362142696376326,0.21854602745892415
B136,D,QROLL,0.17,252.0,1.0,0.75,COARSE,33.32003300006566,CROSS,0.13425299890970055,0.09447547779814969,0.5860904794058067,0.037362142696376326,0.21854602745892415
B136,D,QROLL,0.17,252.0,1.0,1.0,FINE,33.1716122703987,CROSS,0.13425299890970077,0.09437592851812548,0.7814539725410754,0.037362142696376326,0.21854602745892415
B136,D,QROLL,0.17,252.0,1.0,1.0,COARSE,33.23732856409366,CROSS,0.13425299890970077,0.09437592851812548,0.7814539725410754,0.037362142696376326,0.21854602745892415
B136,D,QROLL,0.17,1008.0,0.5,0.75,FINE,73.3142519006809,CROSS,0.03956195383779604,0.034449441535022274,0.7048446995273462,0.009678145397254107,0.12041413459374296
B136,D,QROLL,0.17,1008.0,0.5,0.75,COARSE,,NEVERCROSS,0.03956195383779604,0.034449441535022274,0.7048446995273462,0.009678145397254107,0.12041413459374296
B136,D,QROLL,0.17,1008.0,0.5,1.0,FINE,71.52486159982259,CROSS,0.039561953837795816,0.03430407832183402,0.9397929327031281,0.009678145397254107,0.12041413459374296
B136,D,QROLL,0.17,1008.0,0.5,1.0,COARSE,,NEVERCROSS,0.039561953837795816,0.03430407832183402,0.9397929327031281,0.009678145397254107,0.12041413459374296
B136,D,QROLL,0.17,1008.0,1.0,0.75,FINE,0.0,LOSES0,-0.0009724120723577645,-0.007764718563157302,0.6596893990546926,0.019356290794508214,0.12041413459374296
B136,D,QROLL,0.17,1008.0,1.0,0.75,COARSE,0.0,LOSES0,-0.0009724120723577645,-0.007764718563157302,0.6596893990546926,0.019356290794508214,0.12041413459374296
B136,D,QROLL,0.17,1008.0,1.0,1.0,FINE,0.0,LOSES0,-0.0009724120723579865,-0.007835880823751418,0.8795858654062566,0.019356290794508214,0.12041413459374296
B136,D,QROLL,0.17,1008.0,1.0,1.0,COARSE,0.0,LOSES0,-0.0009724120723579865,-0.007835880823751418,0.8795858654062566,0.019356290794508214,0.12041413459374296
B136,W,ABS,0.3,,0.5,0.75,FINE,0.0,LOSES0,-0.0005429126184135491,0.0022687129502791947,0.7268737339635379,0.0034886338059869457,0.061670042763898265
B136,W,ABS,0.3,,0.5,0.75,COARSE,0.0,LOSES0,-0.0005429126184135491,0.0022687129502791947,0.7268737339635379,0.0034886338059869457,0.061670042763898265
B136,W,ABS,0.3,,0.5,1.0,FINE,0.0,LOSES0,-0.0003900687045217399,0.002354274722921712,0.9691649786180505,0.0034886338059869457,0.061670042763898265
B136,W,ABS,0.3,,0.5,1.0,COARSE,0.0,LOSES0,-0.0003900687045217399,0.002354274722921712,0.9691649786180505,0.0034886338059869457,0.061670042763898265
B136,W,ABS,0.3,,1.0,0.75,FINE,0.0,LOSES0,-0.03188571940042251,-0.03150838631210018,0.7037474679270761,0.006977267611973891,0.061670042763898265
B136,W,ABS,0.3,,1.0,0.75,COARSE,0.0,LOSES0,-0.03188571940042251,-0.03150838631210018,0.7037474679270761,0.006977267611973891,0.061670042763898265
B136,W,ABS,0.3,,1.0,1.0,FINE,0.0,LOSES0,-0.03166874577875922,-0.0313365718309333,0.9383299572361014,0.006977267611973891,0.061670042763898265
B136,W,ABS,0.3,,1.0,1.0,COARSE,0.0,LOSES0,-0.03166874577875922,-0.0313365718309333,0.9383299572361014,0.006977267611973891,0.061670042763898265
B136,W,ABS,0.4,,0.5,0.75,FINE,,NEVERCROSS,0.0003472957268191301,0.005216049045284832,0.7099088453747466,0.004388926401080351,0.10690974566734189
B136,W,ABS,0.4,,0.5,0.75,COARSE,,NEVERCROSS,0.0003472957268191301,0.005216049045284832,0.7099088453747466,0.004388926401080351,0.10690974566734189
B136,W,ABS,0.4,,0.5,1.0,FINE,,NEVERCROSS,0.0001220998725213196,0.004889653011705963,0.9465451271663287,0.004388926401080351,0.10690974566734189
B136,W,ABS,0.4,,0.5,1.0,COARSE,,NEVERCROSS,0.0001220998725213196,0.004889653011705963,0.9465451271663287,0.004388926401080351,0.10690974566734189
B136,W,ABS,0.4,,1.0,0.75,FINE,0.0,LOSES0,-0.061134218571958776,-0.05716271338694978,0.6698176907494934,0.008777852802160702,0.10690974566734189
B136,W,ABS,0.4,,1.0,0.75,COARSE,0.0,LOSES0,-0.061134218571958776,-0.05716271338694978,0.6698176907494934,0.008777852802160702,0.10690974566734189
B136,W,ABS,0.4,,1.0,1.0,FINE,0.0,LOSES0,-0.061406946122038564,-0.05749653542869182,0.8930902543326577,0.008777852802160702,0.10690974566734189
B136,W,ABS,0.4,,1.0,1.0,COARSE,0.0,LOSES0,-0.061406946122038564,-0.05749653542869182,0.8930902543326577,0.008777852802160702,0.10690974566734189
B136,W,ABS,0.5,,0.5,0.75,FINE,0.0,LOSES0,-0.008145212321317041,-0.00434558833965859,0.6926063470627952,0.006414584740040513,0.1530497411658789
B136,W,ABS,0.5,,0.5,0.75,COARSE,0.0,LOSES0,-0.008145212321317041,-0.00434558833965859,0.6926063470627952,0.006414584740040513,0.1530497411658789
B136,W,ABS,0.5,,0.5,1.0,FINE,0.0,LOSES0,-0.008477835570059877,-0.004812023687729372,0.9234751294170601,0.006414584740040513,0.1530497411658789
B136,W,ABS,0.5,,0.5,1.0,COARSE,0.0,LOSES0,-0.008477835570059877,-0.004812023687729372,0.9234751294170601,0.006414584740040513,0.1530497411658789
B136,W,ABS,0.5,,1.0,0.75,FINE,0.0,LOSES0,-0.10374590037259046,-0.10224107080323264,0.6352126941255906,0.012829169480081027,0.1530497411658789
B136,W,ABS,0.5,,1.0,0.75,COARSE,0.0,LOSES0,-0.10374590037259046,-0.10224107080323264,0.6352126941255906,0.012829169480081027,0.1530497411658789
B136,W,ABS,0.5,,1.0,1.0,FINE,0.0,LOSES0,-0.10412800534378808,-0.10268907155530982,0.8469502588341207,0.012829169480081027,0.1530497411658789
B136,W,ABS,0.5,,1.0,1.0,COARSE,0.0,LOSES0,-0.10412800534378808,-0.10268907155530982,0.8469502588341207,0.012829169480081027,0.1530497411658789
B136,W,QEXP,0.07,,0.5,0.75,FINE,0.0,LOSES0,0.0,0.0,0.7499999999999998,0.0,0.0
B136,W,QEXP,0.07,,0.5,0.75,COARSE,0.0,LOSES0,0.0,0.0,0.7499999999999998,0.0,0.0
B136,W,QEXP,0.07,,0.5,1.0,FINE,0.0,LOSES0,0.0,0.0,0.9999999999999996,0.0,0.0
B136,W,QEXP,0.07,,0.5,1.0,COARSE,0.0,LOSES0,0.0,0.0,0.9999999999999996,0.0,0.0
B136,W,QEXP,0.07,,1.0,0.75,FINE,0.0,LOSES0,0.0,0.0,0.7499999999999998,0.0,0.0
B136,W,QEXP,0.07,,1.0,0.75,COARSE,0.0,LOSES0,0.0,0.0,0.7499999999999998,0.0,0.0
B136,W,QEXP,0.07,,1.0,1.0,FINE,0.0,LOSES0,0.0,0.0,0.9999999999999996,0.0,0.0
B136,W,QEXP,0.07,,1.0,1.0,COARSE,0.0,LOSES0,0.0,0.0,0.9999999999999996,0.0,0.0
B136,W,QEXP,0.12,,0.5,0.75,FINE,,NEVERCROSS,0.010625320986977993,0.012215781001450932,0.7407157326130991,0.0015755120414134593,0.024758046365068648
B136,W,QEXP,0.12,,0.5,0.75,COARSE,,NEVERCROSS,0.010625320986977993,0.012215781001450932,0.7407157326130991,0.0015755120414134593,0.024758046365068648
B136,W,QEXP,0.12,,0.5,1.0,FINE,,NEVERCROSS,0.010761088816513054,0.012324907679923891,0.9876209768174653,0.0015755120414134593,0.024758046365068648
B136,W,QEXP,0.12,,0.5,1.0,COARSE,,NEVERCROSS,0.010761088816513054,0.012324907679923891,0.9876209768174653,0.0015755120414134593,0.024758046365068648
B136,W,QEXP,0.12,,1.0,0.75,FINE,,NEVERCROSS,0.007048696130323107,0.00778710908089475,0.7314314652261983,0.0031510240828269186,0.024758046365068648
B136,W,QEXP,0.12,,1.0,0.75,COARSE,,NEVERCROSS,0.007048696130323107,0.00778710908089475,0.7314314652261983,0.0031510240828269186,0.024758046365068648
B136,W,QEXP,0.12,,1.0,1.0,FINE,,NEVERCROSS,0.007226487516339031,0.007941922460920958,0.9752419536349309,0.0031510240828269186,0.024758046365068648
B136,W,QEXP,0.12,,1.0,1.0,COARSE,,NEVERCROSS,0.007226487516339031,0.007941922460920958,0.9752419536349309,0.0031510240828269186,0.024758046365068648
B136,W,QEXP,0.17,,0.5,0.75,FINE,,NEVERCROSS,0.012849434149155181,0.014604394784153207,0.7326130992572584,0.002475804636506865,0.046365068647310374
B136,W,QEXP,0.17,,0.5,0.75,COARSE,,NEVERCROSS,0.012849434149155181,0.014604394784153207,0.7326130992572584,0.002475804636506865,0.046365068647310374
B136,W,QEXP,0.17,,0.5,1.0,FINE,,NEVERCROSS,0.012850977160185906,0.014569263978198022,0.9768174656763444,0.002475804636506865,0.046365068647310374
B136,W,QEXP,0.17,,0.5,1.0,COARSE,,NEVERCROSS,0.012850977160185906,0.014569263978198022,0.9768174656763444,0.002475804636506865,0.046365068647310374
B136,W,QEXP,0.17,,1.0,0.75,FINE,0.0,LOSES0,-0.0017194736836894098,-0.0009442343690138078,0.715226198514517,0.00495160927301373,0.046365068647310374
B136,W,QEXP,0.17,,1.0,0.75,COARSE,0.0,LOSES0,-0.0017194736836894098,-0.0009442343690138078,0.715226198514517,0.00495160927301373,0.046365068647310374
B136,W,QEXP,0.17,,1.0,1.0,FINE,0.0,LOSES0,-0.0017031470098065604,-0.0009527916194369546,0.9536349313526892,0.00495160927301373,0.046365068647310374
B136,W,QEXP,0.17,,1.0,1.0,COARSE,0.0,LOSES0,-0.0017031470098065604,-0.0009527916194369546,0.9536349313526892,0.00495160927301373,0.046365068647310374
B136,W,QROLL,0.07,252.0,0.5,0.75,FINE,,NEVERCROSS,0.06676725283761487,0.06257742669749589,0.702819041188386,0.007427413909520594,0.1258158901643034
B136,W,QROLL,0.07,252.0,0.5,0.75,COARSE,,NEVERCROSS,0.06676725283761487,0.06257742669749589,0.702819041188386,0.007427413909520594,0.1258158901643034
B136,W,QROLL,0.07,252.0,0.5,1.0,FINE,,NEVERCROSS,0.06662807110073299,0.062202486456299555,0.9370920549178479,0.007427413909520594,0.1258158901643034
B136,W,QROLL,0.07,252.0,0.5,1.0,COARSE,,NEVERCROSS,0.06662807110073299,0.062202486456299555,0.9370920549178479,0.007427413909520594,0.1258158901643034
B136,W,QROLL,0.07,252.0,1.0,0.75,FINE,30.125080321602944,CROSS,0.044788727957783214,0.03019271005379487,0.6556380823767722,0.014854827819041188,0.1258158901643034
B136,W,QROLL,0.07,252.0,1.0,0.75,COARSE,30.081877745880853,CROSS,0.044788727957783214,0.03019271005379487,0.6556380823767722,0.014854827819041188,0.1258158901643034
B136,W,QROLL,0.07,252.0,1.0,1.0,FINE,29.507498675671798,CROSS,0.044370771386664565,0.029598623510801225,0.8741841098356962,0.014854827819041188,0.1258158901643034
B136,W,QROLL,0.07,252.0,1.0,1.0,COARSE,29.469224122871864,CROSS,0.044370771386664565,0.029598623510801225,0.8741841098356962,0.014854827819041188,0.1258158901643034
B136,W,QROLL,0.07,1008.0,0.5,0.75,FINE,,NEVERCROSS,0.06335111075150568,0.06432063267381616,0.727717758271438,0.002475804636506865,0.05941931127616475
B136,W,QROLL,0.07,1008.0,0.5,0.75,COARSE,,NEVERCROSS,0.06335111075150568,0.06432063267381616,0.727717758271438,0.002475804636506865,0.05941931127616475
B136,W,QROLL,0.07,1008.0,0.5,1.0,FINE,,NEVERCROSS,0.06365266997914487,0.06451549634030962,0.9702903443619172,0.002475804636506865,0.05941931127616475
B136,W,QROLL,0.07,1008.0,0.5,1.0,COARSE,,NEVERCROSS,0.06365266997914487,0.06451549634030962,0.9702903443619172,0.002475804636506865,0.05941931127616475
B136,W,QROLL,0.07,1008.0,1.0,0.75,FINE,,NEVERCROSS,0.07910223885624901,0.07927811570791587,0.7054355165428763,0.00495160927301373,0.05941931127616475
B136,W,QROLL,0.07,1008.0,1.0,0.75,COARSE,,NEVERCROSS,0.07910223885624901,0.07927811570791587,0.7054355165428763,0.00495160927301373,0.05941931127616475
B136,W,QROLL,0.07,1008.0,1.0,1.0,FINE,,NEVERCROSS,0.07930670278994345,0.07939579272430275,0.9405806887238348,0.00495160927301373,0.05941931127616475
B136,W,QROLL,0.07,1008.0,1.0,1.0,COARSE,,NEVERCROSS,0.07930670278994345,0.07939579272430275,0.9405806887238348,0.00495160927301373,0.05941931127616475
B136,W,QROLL,0.12,252.0,0.5,0.75,FINE,,NEVERCROSS,0.07690159476147107,0.07115758819332685,0.6834908845374744,0.008777852802160702,0.17735764123340086
B136,W,QROLL,0.12,252.0,0.5,0.75,COARSE,,NEVERCROSS,0.07690159476147107,0.07115758819332685,0.6834908845374744,0.008777852802160702,0.17735764123340086
B136,W,QROLL,0.12,252.0,0.5,1.0,FINE,,NEVERCROSS,0.0769737536716597,0.0709903445931499,0.9113211793832992,0.008777852802160702,0.17735764123340086
B136,W,QROLL,0.12,252.0,0.5,1.0,COARSE,,NEVERCROSS,0.0769737536716597,0.0709903445931499,0.9113211793832992,0.008777852802160702,0.17735764123340086
B136,W,QROLL,0.12,252.0,1.0,0.75,FINE,24.296021836081497,CROSS,0.040565996142535976,0.02409461290217818,0.6169817690749492,0.017555705604321403,0.17735764123340086
B136,W,QROLL,0.12,252.0,1.0,0.75,COARSE,24.290663594468015,CROSS,0.040565996142535976,0.02409461290217818,0.6169817690749492,0.017555705604321403,0.17735764123340086
