panel,book,family,lag,cost,window,leg,margin0,spread,sd,ratio_spread,ratio_sd,pass0,n_pass,n_off,flips,clause_FULLSPREAD,clause_SD1,clause_SD2
U56,MADG100,MONTHLY,1,10.0,FULL,H1,0.29637457911946385,0.12156810034097787,0.03560260396801135,2.4379304956496277,8.324519728550024,True,21,21,0,True,True,True
U56,MADG100,MONTHLY,1,10.0,FULL,H2,0.34137615880872285,0.23764540952170443,0.07165071709681316,1.4364938060271877,4.76444860066734,True,21,21,0,True,True,True
U56,MADG100,MONTHLY,1,10.0,FULL,OOS,0.3926668945504399,0.2284501250215616,0.07032037780061694,1.7188298518697647,5.5839702065280274,True,21,21,0,True,True,True
U56,MADG100,MONTHLY,1,10.0,FULL,DD,4.7448531496434025,8.36881850509409,2.936605430376554,0.5669681026963622,1.6157612120995708,True,13,21,8,False,True,False
U56,MADG100,MONTHLY,1,10.0,FULL,CAGR,1.3132736880608147,1.511567345656717,0.33920653561012193,0.8688158631068129,3.871604907902684,True,21,21,0,False,True,True
U56,MADG100,MONTHLY,1,10.0,IS,H1,0.14931475969837193,0.18313497355538966,0.051351496737870816,0.8153262962260526,2.9077002460233055,True,19,21,2,False,True,True
U56,MADG100,MONTHLY,1,10.0,IS,H2,0.28150938252753277,0.13414191886778837,0.04161059282061962,2.0985936752924435,6.765329774105843,True,21,21,0,True,True,True
U56,MADG100,MONTHLY,1,10.0,IS,OOS,0.28150938252753277,0.13414191886778837,0.04161059282061962,2.0985936752924435,6.765329774105843,True,21,21,0,True,True,True
U56,MADG100,MONTHLY,1,10.0,IS,DD,2.815129655202125,3.776354229663914,1.131102693418872,0.7454622855792489,2.4888364881292184,True,19,21,2,False,True,True
U56,MADG100,MONTHLY,1,10.0,IS,CAGR,0.5770181979688773,1.1805010629878598,0.37374153757964595,0.48879091773830224,1.5438963560369905,True,11,21,10,False,True,False
U56,MADG100,MONTHLY,1,10.0,OOS,H1,0.455457943986427,0.40582765632731,0.13226973950323037,1.122294000631364,3.4434024418359392,True,21,21,0,True,True,True
U56,MADG100,MONTHLY,1,10.0,OOS,H2,0.3248018095771569,0.18868764859642084,0.04756974420255524,1.7213729250072278,6.827907423553266,True,21,21,0,True,True,True
U56,MADG100,MONTHLY,1,10.0,OOS,OOS,0.3248018095771569,0.18868764859642084,0.04756974420255524,1.7213729250072278,6.827907423553266,True,21,21,0,True,True,True
