panel,N,GROSS,CAGR,Sharpe,MaxDD,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,IS_J,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_J,KEEP_4a,KEEP_4b_full,KEEP_4b_IS,KEEP_4b_OOS,J_full,dd_margin_pp,cagr_margin_pp,ann_turnover
U56,5,0.3,0.07211579720428696,0.9857628948867662,-0.11066034928093293,1.189200862415122,0.8335536163079292,0.0743419510069454,1.11133678505092,-0.10114383164429619,-3.036956014704548,0.0702881524731418,0.9039150424616923,-0.11066034928093282,-3.6660520756462422,False,False,False,False,-3.3822441087406743,9.164325696984111,-3.3822441087406743,1.312498332211015
U56,5,0.35,0.08410270644226348,0.986204481032086,-0.12813484565571476,1.1898581342217482,0.8337898757651375,0.0868512152177292,1.1119773763208507,-0.11747160104413312,-1.7860295936261679,0.0818471560060936,0.904196580418043,-0.12813484565571442,-2.5101517223510617,False,False,False,False,-2.1835531849430225,7.4168760595059275,-2.1835531849430225,1.5199065858805063
U56,5,0.4,0.09607053219090078,0.9866349954312571,-0.14534095888812948,1.1905038657449551,0.8340159643264345,0.09938738365854882,1.112606580191398,-0.133643867841596,-0.532412749544206,0.09334978803728267,0.9044675162582556,-0.14534095888812903,-1.3598885192321553,False,False,False,False,-0.9867706100792919,5.696264736264456,-0.9867706100792919,1.7249951014583282
U56,5,0.45,0.10801565450158868,0.9870561486178323,-0.16228160905968636,1.1911402242390396,0.8342332757646734,0.11194787528188677,1.113226508085433,-0.14965913076787363,-1.7287461096988617,0.10479166701921372,0.9047293144983268,-0.16228160905968647,-0.21570062103904997,False,True,False,False,0.2077416209894975,4.002199719108768,0.2077416209894975,1.9279379786930764
U56,5,0.5,0.11993409661060905,0.987466533351341,-0.17896123403984732,1.1917633916317178,0.834442353435152,0.12452939024849141,1.1138329088732988,-0.1655159766464509,-3.314430697556589,0.11616835806279857,0.9049825660329658,-0.17896123403984743,0.9219684833194353,False,True,False,False,1.3995858318915353,2.334237221092672,1.3995858318915353,2.1291849264759004
U56,5,0.55,0.1318217788000089,0.9878651082706812,-0.1953823483320294,1.1923724626306205,0.8346419327628243,0.13712882704398077,1.1144249063367022,-0.1812135313623866,-4.884186169150159,0.12747508451913903,0.9052260423961006,-0.19538234833202928,0.6921257918744678,False,True,False,False,0.692125791874465,0.692125791874465,2.5883540508315193,2.3292277937910675
U56,5,0.6,0.14367470420887485,0.988252140856127,-0.2115475872665451,1.192970017929921,0.8348304057231125,0.1497434645729625,1.1150051323599814,-0.19674987927077192,-6.437820959988691,0.13870691824631454,0.9054583568093716,-0.21154758726654543,-0.924398101577148,False,False,False,False,-0.9243981015771063,-0.9243981015771063,3.773646591718115,2.5284380219233986
U56,5,0.65,0.1554884610846381,0.98862581257772,-0.22745966121053185,1.193555262218471,0.8350050467601772,0.1623700796731371,1.1155725287086606,-0.2121236718366577,-7.975200216577269,0.1498585965482635,0.9056771105837008,-0.22745966121053185,-2.5156054959757896,False,False,False,False,-2.515605495975781,-2.515605495975781,4.95502227929444,2.727502119910775
U56,5,0.7,0.16725933342746258,0.9889886175688448,-0.24312148471667128,1.1941286084194767,0.8351701045894905,0.1750055798572241,1.1161276703633876,-0.22733534690395707,-9.496367723307205,0.16092602107659015,0.905886187199414,-0.24312148471667117,-4.081787846589721,False,False,False,False,-4.081787846589724,-4.081787846589724,6.1321095135768875,2.926454750864067
U56,5,0.75,0.1789829066444839,0.9893393325945896,-0.25853595033657006,1.1946892109813996,0.8353240146529841,0.1876466688774261,1.1166700991092462,-0.24238280544386492,-11.00111357729799,0.17190400059573552,0.9060838087852844,-0.2585359503365696,-5.623234408579567,False,False,False,False,-5.623234408579602,-5.623234408579602,7.304466835279021,3.1258970567710365
